Player,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Tm,Home,Win,season,date
Mike Dunleavy,1,2,0.5,1,2,0.5,0,0,0.0,0,1,1,2,0,0,2,1,3,-5.0,ATL,1,1,2017,20170422
José Calderón,2,3,0.667,0,1,0.0,0,0,0.0,0,2,2,2,0,0,1,2,4,-1.0,ATL,1,1,2017,20170422
Malcolm Delaney,3,3,1.0,1,1,1.0,1,2,0.5,0,1,1,0,0,0,0,0,8,0.0,ATL,1,1,2017,20170422
Thabo Sefolosha,0,0,0.0,0,0,0.0,1,2,0.5,0,0,0,0,0,0,0,1,1,-1.0,ATL,1,1,2017,20170422
Kris Humphries,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,1,0,0,0,-1.0,ATL,1,1,2017,20170422
LaMarcus Aldridge,4,11,0.364,0,1,0.0,0,0,0.0,1,3,4,3,1,2,3,1,8,-20.0,SAS,0,0,2017,20170516
Jonathon Simmons,8,17,0.471,2,3,0.667,4,5,0.8,2,1,3,3,0,0,1,4,22,-21.0,SAS,0,0,2017,20170516
Patty Mills,2,6,0.333,1,4,0.25,0,0,0.0,0,2,2,1,2,0,1,0,5,-9.0,SAS,0,0,2017,20170516
Danny Green,2,7,0.286,1,5,0.2,0,0,0.0,1,1,2,0,0,1,0,0,5,-8.0,SAS,0,0,2017,20170516
Pau Gasol,2,5,0.4,0,0,0.0,3,3,1.0,4,4,8,1,1,0,3,0,7,-7.0,SAS,0,0,2017,20170516
Dejounte Murray,3,12,0.25,0,0,0.0,2,2,1.0,1,5,6,6,4,0,5,2,8,-27.0,SAS,0,0,2017,20170516
Kyle Anderson,4,13,0.308,0,2,0.0,0,0,0.0,3,2,5,4,2,0,0,0,8,-21.0,SAS,0,0,2017,20170516
Bryn Forbes,1,6,0.167,1,4,0.25,2,2,1.0,0,1,1,1,0,0,0,1,5,-12.0,SAS,0,0,2017,20170516
Dewayne Dedmon,3,9,0.333,0,0,0.0,3,4,0.75,5,4,9,0,0,0,1,3,9,-24.0,SAS,0,0,2017,20170516
Dāvis Bertāns,4,4,1.0,3,3,1.0,2,2,1.0,1,3,4,1,1,1,3,2,13,-9.0,SAS,0,0,2017,20170516
Joel Anthony,3,4,0.75,0,0,0.0,0,0,0.0,2,1,3,0,0,1,1,2,6,-5.0,SAS,0,0,2017,20170516
Manu Ginóbili,0,3,0.0,0,1,0.0,2,2,1.0,0,0,0,1,0,0,0,2,2,-10.0,SAS,0,0,2017,20170516
David Lee,1,3,0.333,0,0,0.0,0,1,0.0,2,0,2,0,0,0,0,0,2,-7.0,SAS,0,0,2017,20170516
Stephen Curry,8,13,0.615,6,9,0.667,7,7,1.0,1,6,7,7,3,0,2,3,29,24.0,GSW,1,1,2017,20170516
Klay Thompson,4,10,0.4,2,5,0.4,1,1,1.0,1,5,6,4,0,0,3,1,11,25.0,GSW,1,1,2017,20170516
Kevin Durant,6,10,0.6,2,5,0.4,2,2,1.0,0,2,2,3,0,1,2,2,16,21.0,GSW,1,1,2017,20170516
Draymond Green,4,10,0.4,2,6,0.333,3,4,0.75,0,9,9,6,2,2,1,1,13,20.0,GSW,1,1,2017,20170516
Zaza Pachulia,2,4,0.5,0,0,0.0,0,0,0.0,0,1,1,2,0,0,0,0,4,7.0,GSW,1,1,2017,20170516
Patrick McCaw,6,8,0.75,3,4,0.75,3,3,1.0,1,2,3,5,3,0,2,4,18,19.0,GSW,1,1,2017,20170516
Ian Clark,4,7,0.571,2,4,0.5,0,0,0.0,0,0,0,3,2,0,1,2,10,18.0,GSW,1,1,2017,20170516
Matt Barnes,1,6,0.167,0,3,0.0,0,0,0.0,0,2,2,1,1,0,1,1,2,-6.0,GSW,1,1,2017,20170516
David West,3,3,1.0,0,0,0.0,0,0,0.0,0,0,0,5,1,2,0,0,6,13.0,GSW,1,1,2017,20170516
Shaun Livingston,5,7,0.714,0,0,0.0,0,0,0.0,0,0,0,3,2,0,2,2,10,23.0,GSW,1,1,2017,20170516
James Michael McAdoo,3,5,0.6,1,1,1.0,2,2,1.0,2,3,5,0,1,0,1,1,9,2.0,GSW,1,1,2017,20170516
JaVale McGee,3,3,1.0,0,0,0.0,0,0,0.0,0,4,4,0,0,0,1,2,6,12.0,GSW,1,1,2017,20170516
Damian Jones,1,3,0.333,0,0,0.0,0,0,0.0,1,0,1,0,1,0,0,0,2,2.0,GSW,1,1,2017,20170516
Draymond Green,6,16,0.375,1,6,0.167,3,4,0.75,5,9,14,4,2,1,3,4,16,-19.0,GSW,0,0,2017,20170609
Kevin Durant,9,22,0.409,2,9,0.222,15,16,0.938,2,2,4,4,0,2,1,3,35,-22.0,GSW,0,0,2017,20170609
Stephen Curry,4,13,0.308,2,9,0.222,4,5,0.8,1,4,5,10,2,0,4,2,14,-26.0,GSW,0,0,2017,20170609
Klay Thompson,4,11,0.364,4,10,0.4,1,2,0.5,0,3,3,2,0,0,1,3,13,-6.0,GSW,0,0,2017,20170609
Zaza Pachulia,2,2,1.0,0,0,0.0,2,4,0.5,2,1,3,0,0,0,0,2,6,-11.0,GSW,0,0,2017,20170609
Andre Iguodala,2,4,0.5,0,0,0.0,0,2,0.0,0,1,1,3,0,2,1,3,4,10.0,GSW,0,0,2017,20170609
Shaun Livingston,5,7,0.714,0,0,0.0,0,0,0.0,1,1,2,2,0,0,0,4,10,-16.0,GSW,0,0,2017,20170609
David West,3,4,0.75,0,0,0.0,0,1,0.0,1,1,2,0,0,1,1,2,6,-1.0,GSW,0,0,2017,20170609
Patrick McCaw,1,3,0.333,1,2,0.5,0,0,0.0,2,1,3,0,0,0,0,0,3,-7.0,GSW,0,0,2017,20170609
JaVale McGee,1,1,1.0,0,0,0.0,2,2,1.0,2,0,2,0,0,0,0,2,4,-4.0,GSW,0,0,2017,20170609
Ian Clark,2,4,0.5,1,3,0.333,0,0,0.0,0,0,0,0,0,0,0,1,5,-1.0,GSW,0,0,2017,20170609
Matt Barnes,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,1,0,0,1,1,0,-1.0,GSW,0,0,2017,20170609
James Michael McAdoo,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,1,0,0,0,0,-1.0,GSW,0,0,2017,20170609
LeBron James,11,22,.500,3,8,.375,6,10,.600,1,9,10,11,1,0,2,2,31,+32,CLE,1,1,2017,20170609
Kyrie Irving,15,27,.556,7,12,.583,3,4,.750,3,4,7,4,1,0,3,4,40,+7,CLE,1,1,2017,20170609
Tristan Thompson,2,3,.667,0,0,0,1,2,.500,4,6,10,5,0,0,2,4,5,+3,CLE,1,1,2017,20170609
Kevin Love,7,14,.500,6,8,.750,3,3,1.000,2,3,5,1,3,1,1,2,23,+18,CLE,1,1,2017,20170609
J.R. Smith,5,10,.500,5,9,.556,0,0,0,0,2,2,1,1,0,0,3,15,+14,CLE,1,1,2017,20170609
Richard Jefferson,2,4,.500,0,2,.000,4,6,.667,1,2,3,1,0,1,0,2,8,+13,CLE,1,1,2017,20170609
Deron Williams,2,3,.667,1,2,.500,0,0,0,0,0,0,0,0,0,1,1,5,+3,CLE,1,1,2017,20170609
Iman Shumpert,1,1,1.000,1,1,1.000,2,4,.500,0,1,1,3,0,0,1,3,5,+12,CLE,1,1,2017,20170609
Kyle Korver,1,2,.500,1,2,.500,0,0,0,0,1,1,0,0,1,1,3,3,+3,CLE,1,1,2017,20170609
Derrick Williams,0,1,.000,0,1,.000,2,2,1.000,0,1,1,1,0,0,0,0,2,0,CLE,1,1,2017,20170609
Dahntay Jones,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,CLE,1,1,2017,20170609
James Jones,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CLE,1,1,2017,20170609
Jimmy Butler,6,15,.400,2,4,.500,0,1,.000,0,8,8,6,0,1,2,0,14,-11,CHI,0,0,2017,20170426
Isaiah Canaan,6,11,.545,1,5,.200,0,0,0,0,2,2,0,1,0,4,3,13,-13,CHI,0,0,2017,20170426
Nikola Mirotić,2,6,.333,2,6,.333,0,2,.000,0,4,4,2,1,0,0,3,6,-5,CHI,0,0,2017,20170426
Dwyane Wade,7,18,.389,2,6,.333,10,10,1.000,2,9,11,8,0,1,4,0,26,-1,CHI,0,0,2017,20170426
Robin Lopez,6,7,.857,0,0,0,2,2,1.000,3,3,6,4,1,3,3,5,14,-5,CHI,0,0,2017,20170426
Paul Zipser,2,3,.667,1,2,.500,0,0,0,0,3,3,0,0,0,0,4,5,+2,CHI,0,0,2017,20170426
Anthony Morrow,3,5,.600,0,0,0,2,2,1.000,0,2,2,2,0,0,0,2,8,+1,CHI,0,0,2017,20170426
Cristiano Felício,3,4,.750,0,0,0,0,0,0,0,4,4,2,1,0,1,3,6,-13,CHI,0,0,2017,20170426
Bobby Portis,1,4,.250,1,3,.333,0,0,0,0,2,2,0,0,0,2,1,3,-8,CHI,0,0,2017,20170426
Michael Carter-Williams,1,1,1.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-4,CHI,0,0,2017,20170426
Denzel Valentine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,+2,CHI,0,0,2017,20170426
Avery Bradley,11,19,.579,2,5,.400,0,0,0,2,4,6,1,1,0,0,2,24,+11,BOS,1,1,2017,20170426
Isaiah Thomas,6,17,.353,1,10,.100,11,11,1.000,0,5,5,4,1,0,3,2,24,+13,BOS,1,1,2017,20170426
Jae Crowder,2,11,.182,0,5,.000,4,4,1.000,3,5,8,2,1,2,0,3,8,+9,BOS,1,1,2017,20170426
Al Horford,7,11,.636,2,4,.500,5,5,1.000,2,5,7,9,1,0,1,2,21,+2,BOS,1,1,2017,20170426
Gerald Green,1,3,.333,0,2,.000,0,0,0,0,1,1,0,0,0,0,2,2,-12,BOS,1,1,2017,20170426
Marcus Smart,3,9,.333,2,7,.286,0,0,0,0,3,3,8,1,1,0,1,8,+12,BOS,1,1,2017,20170426
Kelly Olynyk,5,9,.556,1,4,.250,3,3,1.000,1,4,5,0,1,0,1,2,14,+14,BOS,1,1,2017,20170426
Terry Rozier,2,6,.333,1,2,.500,0,0,0,0,3,3,2,1,0,0,1,5,+3,BOS,1,1,2017,20170426
Jonas Jerebko,1,3,.333,0,1,.000,0,0,0,0,0,0,1,2,0,1,1,2,+3,BOS,1,1,2017,20170426
Kawhi Leonard,9,20,.450,2,3,.667,6,8,.750,3,7,10,7,1,0,3,4,26,+10,SAS,0,1,2017,20170505
LaMarcus Aldridge,12,20,.600,0,2,.000,2,3,.667,2,4,6,2,0,4,1,1,26,+10,SAS,0,1,2017,20170505
Danny Green,4,6,.667,3,5,.600,0,0,0,1,3,4,3,0,2,2,3,11,+9,SAS,0,1,2017,20170505
Pau Gasol,4,8,.500,1,1,1.000,3,4,.750,3,6,9,4,0,2,4,3,12,+5,SAS,0,1,2017,20170505
Dejounte Murray,1,5,.200,0,1,.000,0,0,0,0,2,2,0,1,0,2,2,2,+11,SAS,0,1,2017,20170505
Patty Mills,4,14,.286,2,10,.200,5,5,1.000,0,5,5,2,2,0,3,2,15,-7,SAS,0,1,2017,20170505
David Lee,2,2,1.000,0,0,0,0,0,0,0,1,1,2,1,0,1,0,4,+8,SAS,0,1,2017,20170505
Manu Ginóbili,0,3,.000,0,1,.000,0,0,0,0,5,5,2,1,0,2,1,0,+3,SAS,0,1,2017,20170505
Jonathon Simmons,3,8,.375,1,2,.500,0,0,0,3,3,6,1,1,0,2,1,7,+5,SAS,0,1,2017,20170505
Kyle Anderson,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,+1,SAS,0,1,2017,20170505
Trevor Ariza,6,15,.400,5,12,.417,0,0,0,2,3,5,5,1,0,2,1,17,-10,HOU,1,0,2017,20170505
James Harden,14,28,.500,5,13,.385,10,11,.909,1,1,2,5,3,0,5,4,43,-14,HOU,1,0,2017,20170505
Patrick Beverley,3,13,.231,1,5,.200,1,1,1.000,3,5,8,0,4,1,1,5,8,-7,HOU,1,0,2017,20170505
Clint Capela,6,9,.667,0,0,0,0,0,0,5,10,15,3,0,5,1,3,12,-11,HOU,1,0,2017,20170505
Ryan Anderson,0,4,.000,0,4,.000,2,2,1.000,0,1,1,0,1,0,1,2,2,-13,HOU,1,0,2017,20170505
Eric Gordon,3,10,.300,1,4,.250,2,2,1.000,1,3,4,3,2,0,2,1,9,-4,HOU,1,0,2017,20170505
Nenê,0,5,.000,0,0,0,1,2,.500,2,1,3,1,0,1,1,1,1,0,HOU,1,0,2017,20170505
Lou Williams,0,4,.000,0,1,.000,0,0,0,0,1,1,0,1,0,1,1,0,+4,HOU,1,0,2017,20170505
Gordon Hayward,5,15,.333,3,6,.500,7,7,1.000,0,6,6,2,0,0,1,1,20,-17,UTA,0,0,2017,20170418
George Hill,5,12,.417,2,6,.333,0,0,0,0,7,7,4,0,0,3,3,12,-4,UTA,0,0,2017,20170418
Derrick Favors,5,7,.714,0,0,0,3,5,.600,1,6,7,0,0,1,0,2,13,-11,UTA,0,0,2017,20170418
Joe Ingles,3,5,.600,2,3,.667,1,2,.500,0,6,6,3,3,0,4,3,9,-2,UTA,0,0,2017,20170418
Boris Diaw,2,4,.500,1,2,.500,2,2,1.000,0,1,1,3,1,1,2,1,7,-5,UTA,0,0,2017,20170418
Joe Johnson,6,15,.400,0,4,.000,1,2,.500,0,1,1,1,1,0,2,3,13,+1,UTA,0,0,2017,20170418
Rodney Hood,3,7,.429,1,3,.333,3,4,.750,0,2,2,0,1,0,1,1,10,+3,UTA,0,0,2017,20170418
Shelvin Mack,2,4,.500,1,1,1.000,0,0,0,0,1,1,1,0,0,0,0,5,-4,UTA,0,0,2017,20170418
Jeff Withey,1,1,1.000,0,0,0,0,0,0,2,0,2,1,1,0,0,2,2,-1,UTA,0,0,2017,20170418
Blake Griffin,11,21,.524,1,2,.500,1,1,1.000,1,4,5,2,0,1,0,0,24,+10,LAC,1,1,2017,20170418
Luc Mbah a Moute,2,5,.400,0,2,.000,0,0,0,3,5,8,2,0,1,1,3,4,+15,LAC,1,1,2017,20170418
DeAndre Jordan,9,11,.818,0,0,0,0,3,.000,3,12,15,0,1,1,1,6,18,+12,LAC,1,1,2017,20170418
Chris Paul,9,15,.600,3,4,.750,0,0,0,0,2,2,10,3,1,5,4,21,+9,LAC,1,1,2017,20170418
J.J. Redick,2,7,.286,0,2,.000,0,0,0,0,2,2,2,2,0,1,5,4,+8,LAC,1,1,2017,20170418
Jamal Crawford,3,12,.250,0,5,.000,4,4,1.000,1,1,2,2,0,0,1,1,10,-6,LAC,1,1,2017,20170418
Raymond Felton,2,5,.400,1,3,.333,0,0,0,0,2,2,5,1,0,1,0,5,-2,LAC,1,1,2017,20170418
Marreese Speights,3,4,.750,1,2,.500,0,0,0,0,3,3,1,0,0,0,2,7,-4,LAC,1,1,2017,20170418
Paul Pierce,3,4,.750,0,0,0,0,0,0,0,0,0,2,0,0,1,2,6,-2,LAC,1,1,2017,20170418
Dennis Schröder,8,21,.381,1,8,.125,6,8,.750,2,2,4,6,1,0,1,2,23,+2,ATL,0,0,2017,20170419
