Player,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Tm,Home,Win,season,date
Klay Thompson,6,14,.429,2,4,.500,0,0,0,1,5,6,0,2,1,2,2,14,+4,GSW,0,1,2016,20160410
Draymond Green,4,5,.800,1,2,.500,2,3,.667,1,3,4,4,0,1,1,4,11,+8,GSW,0,1,2016,20160410
Harrison Barnes,3,10,.300,1,5,.200,2,4,.500,0,3,3,2,0,0,1,1,9,+16,GSW,0,1,2016,20160410
Andrew Bogut,2,3,.667,0,0,0,0,0,0,1,3,4,1,0,0,0,2,4,+4,GSW,0,1,2016,20160410
Andre Iguodala,1,5,.200,1,2,.500,0,0,0,1,6,7,3,1,1,0,1,3,-2,GSW,0,1,2016,20160410
Shaun Livingston,2,5,.400,0,0,0,0,0,0,0,2,2,4,0,1,2,4,4,-3,GSW,0,1,2016,20160410
Brandon Rush,1,5,.200,1,3,.333,0,0,0,0,4,4,0,0,0,2,0,3,-2,GSW,0,1,2016,20160410
Marreese Speights,2,4,.500,0,1,.000,2,2,1.000,0,5,5,0,0,2,0,0,6,+5,GSW,0,1,2016,20160410
Festus Ezeli,0,3,.000,0,0,0,1,2,.500,3,3,6,0,1,0,1,0,1,-10,GSW,0,1,2016,20160410
Ian Clark,0,1,.000,0,1,.000,0,0,0,0,0,0,0,1,0,0,0,0,+3,GSW,0,1,2016,20160410
Kawhi Leonard,7,22,.318,0,3,.000,6,7,.857,6,7,13,5,2,3,0,3,20,-10,SAS,1,0,2016,20160410
LaMarcus Aldridge,11,18,.611,0,0,0,2,2,1.000,4,6,10,1,0,1,1,0,24,-14,SAS,1,0,2016,20160410
Tony Parker,2,7,.286,0,0,0,0,0,0,0,2,2,4,1,0,1,4,4,-12,SAS,1,0,2016,20160410
David West,2,7,.286,0,0,0,0,1,.000,4,6,10,3,2,0,1,2,4,+6,SAS,1,0,2016,20160410
Danny Green,1,7,.143,0,6,.000,0,0,0,1,1,2,2,1,0,4,2,2,-3,SAS,1,0,2016,20160410
Patty Mills,2,8,.250,1,4,.250,2,2,1.000,1,1,2,2,1,0,0,2,7,+6,SAS,1,0,2016,20160410
Manu Ginóbili,2,7,.286,1,2,.500,3,4,.750,1,0,1,3,3,1,1,1,8,+4,SAS,1,0,2016,20160410
Kevin Martin,3,5,.600,1,2,.500,2,2,1.000,0,3,3,0,0,0,3,0,9,-7,SAS,1,0,2016,20160410
Kyle Anderson,2,5,.400,0,0,0,0,0,0,0,8,8,1,0,0,0,3,4,+4,SAS,1,0,2016,20160410
Boban Marjanović,2,4,.500,0,0,0,0,1,.000,1,1,2,0,0,0,0,1,4,-4,SAS,1,0,2016,20160410
Omri Casspi,13,18,.722,9,12,.750,1,4,.250,1,5,6,1,0,0,4,4,36,-16,SAC,0,0,2016,20151228
Rudy Gay,6,16,.375,2,3,.667,3,4,.750,2,6,8,1,1,1,1,0,17,-21,SAC,0,0,2016,20151228
Ben McLemore,1,5,.200,0,3,.000,1,2,.500,1,2,3,0,0,0,1,3,3,-16,SAC,0,0,2016,20151228
Rajon Rondo,2,6,.333,0,1,.000,0,2,.000,0,3,3,2,1,0,1,3,4,-23,SAC,0,0,2016,20151228
DeMarcus Cousins,3,9,.333,0,1,.000,1,3,.333,2,2,4,2,2,0,0,5,7,-6,SAC,0,0,2016,20151228
Darren Collison,5,16,.313,1,3,.333,2,2,1.000,1,5,6,11,2,0,2,0,13,-12,SAC,0,0,2016,20151228
Quincy Acy,3,7,.429,1,2,.500,1,3,.333,3,7,10,1,2,3,2,4,8,-6,SAC,0,0,2016,20151228
James Anderson,2,8,.250,0,1,.000,1,1,1.000,2,2,4,1,1,0,1,2,5,+4,SAC,0,0,2016,20151228
Marco Belinelli,1,4,.250,0,2,.000,1,2,.500,0,2,2,1,0,0,2,0,3,+10,SAC,0,0,2016,20151228
Seth Curry,1,6,.167,0,3,.000,5,5,1.000,1,1,2,3,1,0,0,0,7,-9,SAC,0,0,2016,20151228
Klay Thompson,10,22,.455,5,12,.417,4,6,.667,1,4,5,2,1,1,4,3,29,+23,GSW,1,1,2016,20151228
Draymond Green,7,14,.500,5,7,.714,6,8,.750,3,5,8,4,2,0,6,2,25,+24,GSW,1,1,2016,20151228
Stephen Curry,7,16,.438,6,13,.462,3,4,.750,0,14,14,10,2,0,2,3,23,+24,GSW,1,1,2016,20151228
Andrew Bogut,2,2,1.000,0,0,0,0,0,0,1,4,5,2,1,2,0,3,4,+20,GSW,1,1,2016,20151228
Brandon Rush,2,3,.667,2,3,.667,0,0,0,1,2,3,1,0,1,1,6,6,+4,GSW,1,1,2016,20151228
Andre Iguodala,0,2,.000,0,2,.000,0,0,0,2,4,6,6,2,0,2,1,0,+4,GSW,1,1,2016,20151228
Shaun Livingston,4,9,.444,0,1,.000,0,0,0,2,2,4,3,2,0,1,1,8,-3,GSW,1,1,2016,20151228
Ian Clark,5,9,.556,2,4,.500,0,0,0,0,4,4,0,2,1,0,2,12,+5,GSW,1,1,2016,20151228
James Michael McAdoo,3,6,.500,0,0,0,1,2,.500,2,4,6,1,0,3,0,0,7,-5,GSW,1,1,2016,20151228
Festus Ezeli,2,4,.500,0,0,0,1,2,.500,0,2,2,1,0,0,1,0,5,-3,GSW,1,1,2016,20151228
Jason Thompson,1,2,.500,0,0,0,1,2,.500,1,1,2,3,0,0,1,4,3,+2,GSW,1,1,2016,20151228
Dante Cunningham,0,6,.000,0,2,.000,2,2,1.000,0,3,3,3,0,1,0,5,2,-21,NOP,0,0,2016,20160406
Toney Douglas,7,13,.538,2,6,.333,3,3,1.000,0,7,7,3,1,0,3,4,19,-5,NOP,0,0,2016,20160406
James Ennis III,5,6,.833,2,3,.667,1,1,1.000,2,2,4,1,2,0,5,6,13,-8,NOP,0,0,2016,20160406
Alexis Ajinça,4,9,.444,0,0,0,2,2,1.000,2,6,8,3,0,0,4,4,10,-8,NOP,0,0,2016,20160406
Ömer Aşık,0,2,.000,0,0,0,2,2,1.000,2,2,4,0,0,0,3,3,2,-18,NOP,0,0,2016,20160406
Tim Frazier,7,14,.500,1,2,.500,3,3,1.000,0,5,5,6,2,1,4,3,18,-2,NOP,0,0,2016,20160406
Luke Babbitt,5,13,.385,2,5,.400,4,6,.667,0,8,8,4,0,0,0,1,16,+7,NOP,0,0,2016,20160406
Jordan Hamilton,5,11,.455,2,6,.333,2,2,1.000,1,5,6,1,0,0,1,2,14,+6,NOP,0,0,2016,20160406
Kendrick Perkins,1,4,.250,0,0,0,1,2,.500,1,3,4,0,0,0,2,0,3,+14,NOP,0,0,2016,20160406
Jae Crowder,4,13,.308,2,8,.250,4,4,1.000,1,2,3,1,0,2,0,3,14,0,BOS,1,1,2016,20160406
Avery Bradley,5,15,.333,1,6,.167,2,3,.667,1,5,6,3,3,0,1,0,13,+15,BOS,1,1,2016,20160406
Isaiah Thomas,10,19,.526,3,6,.500,9,12,.750,1,3,4,8,2,0,4,3,32,+22,BOS,1,1,2016,20160406
Amir Johnson,2,4,.500,0,0,0,2,2,1.000,2,5,7,2,0,2,3,4,6,+8,BOS,1,1,2016,20160406
Jared Sullinger,3,8,.375,0,2,.000,2,2,1.000,0,6,6,2,1,0,0,0,8,+11,BOS,1,1,2016,20160406
Marcus Smart,5,9,.556,1,5,.200,0,0,0,1,3,4,4,2,2,0,4,11,-6,BOS,1,1,2016,20160406
Jonas Jerebko,2,4,.500,2,2,1.000,0,0,0,0,5,5,0,0,1,1,2,6,-1,BOS,1,1,2016,20160406
Terry Rozier,1,6,.167,0,2,.000,0,0,0,1,1,2,0,1,0,0,2,2,-12,BOS,1,1,2016,20160406
Kelly Olynyk,2,6,.333,1,2,.500,2,2,1.000,0,0,0,2,1,0,0,2,7,-1,BOS,1,1,2016,20160406
R.J. Hunter,1,2,.500,0,1,.000,0,0,0,0,1,1,1,0,0,0,0,2,+2,BOS,1,1,2016,20160406
Tyler Zeller,1,1,1.000,0,0,0,1,2,.500,1,2,3,1,0,0,0,0,3,-3,BOS,1,1,2016,20160406
Jimmy Butler,8,16,.500,2,3,.667,2,2,1.000,2,7,9,1,0,0,0,2,20,+2,CHI,0,1,2016,20160123
Derrick Rose,5,21,.238,0,1,.000,2,2,1.000,1,3,4,4,0,1,1,1,12,-1,CHI,0,1,2016,20160123
Pau Gasol,11,16,.688,1,2,.500,2,2,1.000,2,8,10,6,1,1,2,2,25,+21,CHI,0,1,2016,20160123
Taj Gibson,6,12,.500,0,0,0,3,4,.750,5,3,8,1,0,2,0,3,15,+3,CHI,0,1,2016,20160123
Tony Snell,1,3,.333,0,2,.000,0,0,0,0,5,5,3,0,1,0,1,2,+12,CHI,0,1,2016,20160123
Nikola Mirotić,5,9,.556,3,5,.600,4,5,.800,1,5,6,1,1,0,0,2,17,+6,CHI,0,1,2016,20160123
Doug McDermott,1,2,.500,1,2,.500,0,0,0,0,4,4,3,0,0,1,4,3,+5,CHI,0,1,2016,20160123
Aaron Brooks,0,4,.000,0,1,.000,0,0,0,1,3,4,2,0,0,1,1,0,+14,CHI,0,1,2016,20160123
Bobby Portis,1,3,.333,0,0,0,0,0,0,1,1,2,0,0,0,2,2,2,-4,CHI,0,1,2016,20160123
E'Twaun Moore,0,1,.000,0,1,.000,0,0,0,0,1,1,0,0,0,0,0,0,+7,CHI,0,1,2016,20160123
LeBron James,11,27,.407,0,5,.000,4,7,.571,3,10,13,9,2,1,1,3,26,-2,CLE,1,0,2016,20160123
J.R. Smith,7,17,.412,2,7,.286,2,4,.500,1,10,11,1,0,1,0,2,18,-5,CLE,1,0,2016,20160123
Kevin Love,6,12,.500,1,5,.200,1,4,.250,1,4,5,2,1,0,1,3,14,-7,CLE,1,0,2016,20160123
Kyrie Irving,5,16,.313,0,2,.000,1,1,1.000,2,1,3,3,2,1,0,1,11,0,CLE,1,0,2016,20160123
Timofey Mozgov,3,8,.375,0,0,0,0,2,.000,4,2,6,0,0,1,0,0,6,+3,CLE,1,0,2016,20160123
Matthew Dellavedova,2,5,.400,1,2,.500,0,0,0,0,1,1,1,0,0,0,2,5,-16,CLE,1,0,2016,20160123
Iman Shumpert,1,6,.167,0,3,.000,0,0,0,1,2,3,1,0,0,1,2,2,-9,CLE,1,0,2016,20160123
Tristan Thompson,0,2,.000,0,0,0,1,4,.250,4,1,5,0,0,0,1,4,1,-19,CLE,1,0,2016,20160123
James Jones,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-3,CLE,1,0,2016,20160123
Mo Williams,0,1,.000,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-7,CLE,1,0,2016,20160123
Kyle Lowry,9,15,.600,4,5,.800,5,5,1.000,0,5,5,10,3,2,4,4,27,+25,TOR,0,1,2016,20151103
Jonas Valančiūnas,6,10,.600,0,0,0,4,5,.800,2,6,8,0,0,2,4,3,16,+16,TOR,0,1,2016,20151103
DeMarre Carroll,1,8,.125,0,2,.000,1,2,.500,2,3,5,1,0,1,0,3,3,+1,TOR,0,1,2016,20151103
Luis Scola,9,13,.692,1,2,.500,0,0,0,2,10,12,1,2,0,0,2,19,+15,TOR,0,1,2016,20151103
DeMar DeRozan,6,13,.462,0,0,0,8,8,1.000,1,3,4,2,1,0,3,3,20,+12,TOR,0,1,2016,20151103
Terrence Ross,2,8,.250,0,4,.000,0,0,0,0,1,1,2,1,0,1,5,4,+1,TOR,0,1,2016,20151103
Cory Joseph,1,3,.333,0,0,0,4,4,1.000,0,0,0,2,0,0,2,1,6,-3,TOR,0,1,2016,20151103
Patrick Patterson,0,6,.000,0,3,.000,0,0,0,1,4,5,0,1,0,0,1,0,-4,TOR,0,1,2016,20151103
Bismack Biyombo,2,4,.500,0,0,0,1,2,.500,2,4,6,0,0,1,2,3,5,-3,TOR,0,1,2016,20151103
Norman Powell,1,2,.500,0,1,.000,0,0,0,0,1,1,0,0,0,0,1,2,-5,TOR,0,1,2016,20151103
Deron Williams,4,15,.267,1,5,.200,4,4,1.000,1,2,3,4,0,0,1,4,13,-18,DAL,1,0,2016,20151103
Dirk Nowitzki,6,10,.600,3,4,.750,3,3,1.000,1,6,7,2,1,1,2,1,18,-8,DAL,1,0,2016,20151103
Zaza Pachulia,1,4,.250,0,0,0,2,2,1.000,5,2,7,0,0,0,3,5,4,-23,DAL,1,0,2016,20151103
Wesley Matthews,3,7,.429,1,3,.333,1,2,.500,1,2,3,3,0,0,2,5,8,-13,DAL,1,0,2016,20151103
Chandler Parsons,3,6,.500,2,3,.667,1,4,.250,1,1,2,1,0,0,2,1,9,-2,DAL,1,0,2016,20151103
Dwight Powell,4,14,.286,0,0,0,2,2,1.000,1,9,10,3,2,0,0,2,10,+13,DAL,1,0,2016,20151103
Devin Harris,3,8,.375,0,3,.000,3,6,.500,2,4,6,1,1,2,1,2,9,-10,DAL,1,0,2016,20151103
J.J. Barea,3,10,.300,0,3,.000,2,2,1.000,1,1,2,6,1,0,1,1,8,+10,DAL,1,0,2016,20151103
Raymond Felton,3,6,.500,0,0,0,0,0,0,0,2,2,0,0,0,3,2,6,-2,DAL,1,0,2016,20151103
Charlie Villanueva,2,4,.500,0,2,.000,0,0,0,1,1,2,0,0,0,0,2,4,-6,DAL,1,0,2016,20151103
Justin Anderson,1,2,.500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,+2,DAL,1,0,2016,20151103
Salah Mejri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,+2,DAL,1,0,2016,20151103
Luol Deng,6,11,.545,3,7,.429,2,2,1.000,1,9,10,2,0,0,3,1,17,+11,MIA,0,1,2016,20160412
Hassan Whiteside,4,10,.400,0,0,0,6,8,.750,5,4,9,0,2,3,3,4,14,-2,MIA,0,1,2016,20160412
Joe Johnson,10,15,.667,3,5,.600,2,3,.667,0,2,2,5,2,0,4,1,25,+4,MIA,0,1,2016,20160412
Dwyane Wade,6,16,.375,0,1,.000,2,3,.667,0,4,4,3,0,0,1,2,14,-4,MIA,0,1,2016,20160412
Goran Dragić,8,15,.533,0,2,.000,0,0,0,2,3,5,4,1,0,2,4,16,+6,MIA,0,1,2016,20160412
Josh Richardson,1,3,.333,0,1,.000,1,2,.500,0,6,6,1,1,2,1,2,3,+8,MIA,0,1,2016,20160412
Gerald Green,1,4,.250,1,4,.250,2,2,1.000,0,1,1,0,1,0,0,2,5,-1,MIA,0,1,2016,20160412
Udonis Haslem,0,1,.000,0,0,0,1,2,.500,0,1,1,0,0,0,0,2,1,+8,MIA,0,1,2016,20160412
Amar'e Stoudemire,2,3,.667,0,0,0,0,0,0,0,1,1,0,0,0,0,3,4,0,MIA,0,1,2016,20160412
Tobias Harris,5,16,.313,1,3,.333,5,5,1.000,0,4,4,2,1,2,0,1,16,-5,DET,1,0,2016,20160412
Kentavious Caldwell-Pope,7,17,.412,2,5,.400,1,2,.500,1,2,3,0,3,0,2,1,17,-4,DET,1,0,2016,20160412
Marcus Morris,5,13,.385,1,4,.250,5,7,.714,5,4,9,1,0,0,4,1,16,+4,DET,1,0,2016,20160412
Andre Drummond,4,11,.364,0,0,0,1,4,.250,9,9,18,0,2,1,2,4,9,-5,DET,1,0,2016,20160412
Steve Blake,4,7,.571,0,2,.000,2,2,1.000,0,1,1,7,1,0,3,1,10,+2,DET,1,0,2016,20160412
Spencer Dinwiddie,2,5,.400,0,1,.000,2,4,.500,1,1,2,3,0,0,0,3,6,-8,DET,1,0,2016,20160412
Aron Baynes,2,4,.500,0,0,0,1,2,.500,1,2,3,0,0,1,2,1,5,-1,DET,1,0,2016,20160412
Stanley Johnson,2,5,.400,0,1,.000,1,2,.500,1,4,5,1,1,0,2,3,5,-10,DET,1,0,2016,20160412
Reggie Bullock,1,3,.333,0,0,0,0,0,0,0,1,1,1,1,0,0,2,2,-2,DET,1,0,2016,20160412
Anthony Tolliver,2,3,.667,1,2,.500,2,2,1.000,0,2,2,0,0,0,0,0,7,-1,DET,1,0,2016,20160412
Khris Middleton,7,21,.333,1,5,.200,3,4,.750,1,4,5,3,2,1,4,3,18,-20,MIL,0,0,2016,20160307
Jabari Parker,7,17,.412,0,0,0,4,5,.800,4,7,11,1,1,1,0,5,18,-8,MIL,0,0,2016,20160307
Giannis Antetokounmpo,5,13,.385,0,1,.000,2,2,1.000,0,5,5,10,3,1,3,1,12,-18,MIL,0,0,2016,20160307
O.J. Mayo,1,4,.250,0,2,.000,0,0,0,1,3,4,2,0,1,4,3,2,+10,MIL,0,0,2016,20160307
Miles Plumlee,3,5,.600,0,0,0,0,2,.000,5,2,7,0,0,0,0,2,6,-14,MIL,0,0,2016,20160307
Jerryd Bayless,7,15,.467,5,8,.625,1,2,.500,1,1,2,4,1,0,0,1,20,-8,MIL,0,0,2016,20160307
Greg Monroe,5,14,.357,0,0,0,1,2,.500,6,8,14,3,0,1,0,4,11,+4,MIL,0,0,2016,20160307
Rashad Vaughn,1,2,.500,1,2,.500,0,0,0,0,0,0,1,0,0,0,0,3,+4,MIL,0,0,2016,20160307
Derrick Rose,9,18,.500,2,6,.333,2,2,1.000,1,0,1,7,1,0,6,1,22,+20,CHI,1,1,2016,20160307
Taj Gibson,6,8,.750,0,0,0,0,1,.000,3,7,10,2,1,3,2,1,12,+5,CHI,1,1,2016,20160307
E'Twaun Moore,6,11,.545,2,4,.500,2,2,1.000,0,1,1,7,0,0,0,4,16,+11,CHI,1,1,2016,20160307
Mike Dunleavy,7,9,.778,4,6,.667,0,0,0,0,4,4,2,0,0,1,3,18,+14,CHI,1,1,2016,20160307
Pau Gasol,4,14,.286,0,1,.000,4,5,.800,0,17,17,13,1,5,1,2,12,+15,CHI,1,1,2016,20160307
Nikola Mirotić,4,9,.444,2,5,.400,4,5,.800,1,5,6,3,1,2,3,2,14,+10,CHI,1,1,2016,20160307
Justin Holiday,1,2,.500,0,0,0,0,0,0,1,0,1,1,1,1,4,1,2,-4,CHI,1,1,2016,20160307
Doug McDermott,2,6,.333,0,2,.000,0,0,0,0,3,3,0,0,0,0,2,4,-4,CHI,1,1,2016,20160307
Bobby Portis,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,-10,CHI,1,1,2016,20160307
Aaron Brooks,0,1,.000,0,1,.000,0,0,0,0,0,0,0,0,0,1,1,0,-7,CHI,1,1,2016,20160307
Thaddeus Young,6,14,.429,0,1,.000,7,8,.875,4,11,15,2,1,0,1,2,19,0,BRK,0,0,2016,20160301
Brook Lopez,9,18,.500,0,1,.000,5,8,.625,2,5,7,4,0,1,2,6,23,+6,BRK,0,0,2016,20160301
Bojan Bogdanović,7,12,.583,1,4,.250,3,4,.750,0,7,7,3,0,1,1,0,18,+6,BRK,0,0,2016,20160301
Donald Sloan,4,11,.364,0,1,.000,3,3,1.000,0,2,2,6,1,0,1,3,11,+5,BRK,0,0,2016,20160301
Wayne Ellington,4,6,.667,2,3,.667,0,0,0,0,0,0,1,2,0,0,2,10,+1,BRK,0,0,2016,20160301
Sean Kilpatrick,3,8,.375,2,4,.500,0,0,0,0,1,1,1,0,0,0,2,8,-10,BRK,0,0,2016,20160301
Shane Larkin,3,8,.375,0,2,.000,0,0,0,0,1,1,4,1,0,0,1,6,-11,BRK,0,0,2016,20160301
Thomas Robinson,0,2,.000,0,0,0,0,0,0,1,4,5,4,3,0,1,1,0,-6,BRK,0,0,2016,20160301
Markel Brown,1,3,.333,0,1,.000,0,0,0,0,1,1,3,0,0,0,2,2,-7,BRK,0,0,2016,20160301
Willie Reed,2,6,.333,0,0,0,0,4,.000,4,1,5,0,0,2,0,0,4,-11,BRK,0,0,2016,20160301
Sergey Karasev,0,1,.000,0,1,.000,0,0,0,0,0,0,0,0,0,1,0,0,-3,BRK,0,0,2016,20160301
D'Angelo Russell,14,21,.667,8,12,.667,3,5,.600,1,5,6,3,1,0,3,1,39,+13,LAL,1,1,2016,20160301
Jordan Clarkson,6,15,.400,1,5,.200,3,4,.750,2,5,7,7,0,0,1,0,16,-2,LAL,1,1,2016,20160301
Julius Randle,6,13,.462,0,0,0,2,3,.667,0,13,13,1,1,0,2,3,14,-4,LAL,1,1,2016,20160301
Anthony Brown,1,6,.167,0,1,.000,0,0,0,1,2,3,2,0,0,0,3,2,+1,LAL,1,1,2016,20160301
Roy Hibbert,7,9,.778,0,0,0,0,0,0,2,3,5,2,1,0,1,5,14,-3,LAL,1,1,2016,20160301
Nick Young,1,5,.200,1,4,.250,0,1,.000,0,2,2,1,1,0,1,2,3,+9,LAL,1,1,2016,20160301
Brandon Bass,1,5,.200,0,0,0,3,4,.750,0,3,3,0,0,2,0,3,5,+10,LAL,1,1,2016,20160301
Larry Nance Jr.,3,4,.750,0,1,.000,0,0,0,2,3,5,1,0,1,1,4,6,+10,LAL,1,1,2016,20160301
Marcelo Huertas,1,3,.333,0,1,.000,0,0,0,0,0,0,5,0,0,1,1,2,-6,LAL,1,1,2016,20160301
Lou Williams,1,2,.500,1,2,.500,3,4,.750,0,0,0,0,0,0,1,0,6,+3,LAL,1,1,2016,20160301
Tarik Black,0,0,0,0,0,0,0,0,0,0,2,2,0,1,1,2,0,0,-1,LAL,1,1,2016,20160301
Draymond Green,10,13,.769,0,1,.000,4,8,.500,4,5,9,6,3,3,4,4,24,+8,GSW,0,1,2016,20160321
Stephen Curry,6,17,.353,2,9,.222,5,6,.833,3,4,7,11,3,1,5,4,19,0,GSW,0,1,2016,20160321
Harrison Barnes,3,7,.429,0,2,.000,0,0,0,1,6,7,2,1,0,0,1,6,-7,GSW,0,1,2016,20160321
Klay Thompson,5,14,.357,5,5,1.000,2,2,1.000,0,5,5,2,1,0,2,2,17,+3,GSW,0,1,2016,20160321
James Michael McAdoo,3,8,.375,0,0,0,1,2,.500,4,2,6,0,1,0,0,2,7,+3,GSW,0,1,2016,20160321
Brandon Rush,2,6,.333,1,4,.250,0,0,0,0,3,3,0,1,0,1,2,5,+10,GSW,0,1,2016,20160321
Shaun Livingston,4,6,.667,0,0,0,0,0,0,0,2,2,4,3,2,0,2,8,+2,GSW,0,1,2016,20160321
Leandro Barbosa,4,7,.571,0,2,.000,1,2,.500,0,1,1,1,0,0,1,0,9,0,GSW,0,1,2016,20160321
Marreese Speights,4,6,.667,0,0,0,0,0,0,1,1,2,2,0,3,0,2,8,+6,GSW,0,1,2016,20160321
Anderson Varejão,2,2,1.000,0,0,0,1,2,.500,0,0,0,1,0,0,1,1,5,-7,GSW,0,1,2016,20160321
Ian Clark,0,1,.000,0,1,.000,1,2,.500,0,2,2,2,0,1,2,0,1,+7,GSW,0,1,2016,20160321
Andrew Wiggins,8,21,.381,1,3,.333,8,11,.727,0,5,5,4,1,1,1,2,25,-1,MIN,1,0,2016,20160321
Zach LaVine,7,13,.538,2,5,.400,3,4,.750,0,2,2,4,1,0,2,1,19,0,MIN,1,0,2016,20160321
Karl-Anthony Towns,11,19,.579,1,1,1.000,1,2,.500,3,8,11,2,0,1,2,5,24,-9,MIN,1,0,2016,20160321
Ricky Rubio,5,9,.556,3,7,.429,7,7,1.000,0,4,4,11,4,1,6,4,20,+1,MIN,1,0,2016,20160321
Gorgui Dieng,2,7,.286,0,1,.000,4,4,1.000,2,5,7,1,2,2,2,3,8,+9,MIN,1,0,2016,20160321
Tayshaun Prince,1,1,1.000,0,0,0,2,2,1.000,1,2,3,3,0,0,0,1,4,-14,MIN,1,0,2016,20160321
Shabazz Muhammad,2,6,.333,0,1,.000,0,0,0,1,1,2,1,0,0,0,1,4,-3,MIN,1,0,2016,20160321
Tyus Jones,0,2,.000,0,1,.000,0,0,0,0,0,0,0,0,0,1,2,0,-6,MIN,1,0,2016,20160321
Greg Smith,0,4,.000,0,0,0,0,0,0,3,0,3,0,0,0,1,1,0,-2,MIN,1,0,2016,20160321
Wesley Matthews,4,9,0.444,4,7,0.571,0,0,0.0,0,4,4,1,0,0,0,1,12,-14.0,DAL,0,0,2016,20160101
Chandler Parsons,2,8,0.25,0,3,0.0,0,0,0.0,1,4,5,4,0,1,0,1,4,-15.0,DAL,0,0,2016,20160101
Dirk Nowitzki,4,14,0.286,0,2,0.0,3,3,1.0,1,2,3,1,1,0,0,1,11,-11.0,DAL,0,0,2016,20160101
J.J. Barea,3,9,0.333,0,5,0.0,0,0,0.0,0,0,0,5,0,0,2,1,6,-14.0,DAL,0,0,2016,20160101
Zaza Pachulia,5,9,0.556,0,0,0.0,4,5,0.8,4,9,13,1,1,1,2,1,14,-15.0,DAL,0,0,2016,20160101
Raymond Felton,1,4,0.25,0,1,0.0,2,2,1.0,1,2,3,5,0,0,0,0,4,-10.0,DAL,0,0,2016,20160101
Charlie Villanueva,4,11,0.364,1,6,0.167,0,0,0.0,0,2,2,0,0,0,2,2,9,-7.0,DAL,0,0,2016,20160101
Deron Williams,3,9,0.333,2,5,0.4,1,2,0.5,0,1,1,5,0,0,0,1,9,-6.0,DAL,0,0,2016,20160101
Dwight Powell,0,5,0.0,0,0,0.0,1,2,0.5,5,0,5,0,1,0,0,2,1,-15.0,DAL,0,0,2016,20160101
JaVale McGee,3,5,0.6,0,0,0.0,0,0,0.0,1,1,2,0,1,1,0,0,6,0.0,DAL,0,0,2016,20160101
John Jenkins,3,4,0.75,0,1,0.0,0,0,0.0,0,1,1,0,1,0,2,0,6,-6.0,DAL,0,0,2016,20160101
Jeremy Evans,0,1,0.0,0,1,0.0,0,0,0.0,0,1,1,0,1,0,0,0,0,-5.0,DAL,0,0,2016,20160101
Devin Harris,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1,1,0,-2.0,DAL,0,0,2016,20160101
Chris Bosh,6,16,.375,3,6,.500,1,2,.500,1,6,7,4,0,0,1,1,16,+15,MIA,1,1,2016,20160101
Hassan Whiteside,12,16,.750,0,0,0,1,2,.500,4,15,19,0,0,1,4,4,25,+23,MIA,1,1,2016,20160101
Goran Dragić,7,12,.583,1,2,.500,0,0,0,0,4,4,7,3,0,1,2,15,+27,MIA,1,1,2016,20160101
Luol Deng,3,7,.429,1,3,.333,2,2,1.000,0,4,4,1,0,0,0,2,9,+13,MIA,1,1,2016,20160101
Tyler Johnson,3,7,.429,1,2,.500,1,2,.500,1,2,3,0,0,0,2,1,8,+14,MIA,1,1,2016,20160101
Gerald Green,8,13,.615,2,4,.500,1,1,1.000,0,3,3,2,0,0,0,3,19,+17,MIA,1,1,2016,20160101
Beno Udrih,1,2,.500,0,0,0,0,0,0,0,3,3,2,0,0,1,1,2,+2,MIA,1,1,2016,20160101
Dwyane Wade,5,6,.833,0,0,0,0,0,0,0,2,2,7,1,0,2,1,10,+5,MIA,1,1,2016,20160101
Amar'e Stoudemire,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,1,1,0,+2,MIA,1,1,2016,20160101
Udonis Haslem,1,1,1.000,0,0,0,0,0,0,1,1,2,0,0,0,0,0,2,+1,MIA,1,1,2016,20160101
Chris Andersen,0,2,.000,0,1,.000,0,0,0,1,0,1,0,0,0,0,0,0,+1,MIA,1,1,2016,20160101
Paul George,6,18,.333,2,4,.500,3,4,.750,1,3,4,6,5,1,4,3,17,+5,IND,0,1,2016,20160203
Monta Ellis,5,7,.714,1,3,.333,0,0,0,0,6,6,5,1,0,5,2,11,-2,IND,0,1,2016,20160203
Myles Turner,4,11,.364,0,0,0,1,2,.500,1,6,7,0,0,3,2,2,9,-1,IND,0,1,2016,20160203
George Hill,4,8,.500,2,2,1.000,3,3,1.000,2,2,4,2,3,0,2,0,13,+6,IND,0,1,2016,20160203
Jordan Hill,3,3,1.000,0,0,0,0,0,0,1,3,4,2,0,0,0,4,6,+5,IND,0,1,2016,20160203
Lavoy Allen,6,12,.500,0,0,0,0,1,.000,2,6,8,1,0,1,0,4,12,+6,IND,0,1,2016,20160203
