Player,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Tm,Home,Win,season,date
Chandler Parsons,5,14,.357,2,8,.250,3,4,.750,0,2,2,1,2,0,2,2,15,+20,DAL,1,1,2016,20160131
Deron Williams,10,19,.526,2,6,.333,5,5,1.000,1,2,3,4,1,0,4,2,27,+20,DAL,1,1,2016,20160131
Wesley Matthews,2,12,.167,1,8,.125,2,2,1.000,1,3,4,1,1,0,0,3,7,+4,DAL,1,1,2016,20160131
J.J. Barea,4,10,.400,2,4,.500,0,0,0,0,1,1,1,0,0,2,2,10,-8,DAL,1,1,2016,20160131
Dwight Powell,2,2,1.000,0,0,0,2,2,1.000,1,3,4,0,0,0,0,1,6,+12,DAL,1,1,2016,20160131
Charlie Villanueva,1,3,.333,1,3,.333,0,0,0,3,1,4,0,1,0,1,2,3,-14,DAL,1,1,2016,20160131
JaVale McGee,2,2,1.000,0,0,0,0,0,0,1,1,2,0,0,1,1,3,4,+5,DAL,1,1,2016,20160131
Justin Anderson,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,+1,DAL,1,1,2016,20160131
Salah Mejri,0,1,.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,DAL,1,1,2016,20160131
John Wall,6,15,.400,1,4,.250,3,5,.600,0,4,4,7,3,0,1,3,16,-11,WAS,0,0,2016,20160224
Marcin Gortat,4,7,.571,0,0,0,0,0,0,4,4,8,0,0,1,0,3,8,-12,WAS,0,0,2016,20160224
Garrett Temple,6,12,.500,4,8,.500,2,4,.500,1,1,2,1,1,0,2,3,18,-9,WAS,0,0,2016,20160224
Jared Dudley,2,7,.286,1,5,.200,0,0,0,0,4,4,2,2,0,3,4,5,-11,WAS,0,0,2016,20160224
Otto Porter Jr.,1,3,.333,0,0,0,0,0,0,1,1,2,0,0,0,0,1,2,-18,WAS,0,0,2016,20160224
Bradley Beal,7,19,.368,0,6,.000,5,6,.833,0,2,2,2,1,0,3,1,19,+7,WAS,0,0,2016,20160224
Markieff Morris,1,7,.143,0,0,0,3,4,.750,1,9,10,1,1,1,1,2,5,+6,WAS,0,0,2016,20160224
Nenê,2,5,.400,0,0,0,2,2,1.000,2,3,5,2,3,2,0,2,6,+7,WAS,0,0,2016,20160224
Ramon Sessions,6,11,.545,1,2,.500,3,4,.750,0,2,2,3,0,0,0,1,16,+5,WAS,0,0,2016,20160224
Alan Anderson,3,4,.750,2,3,.667,1,1,1.000,0,3,3,1,0,0,1,2,9,+11,WAS,0,0,2016,20160224
Tony Snell,6,11,.545,4,5,.800,0,0,0,0,4,4,3,0,0,2,4,16,+13,CHI,1,1,2016,20160224
Pau Gasol,3,5,.600,0,1,.000,4,4,1.000,1,14,15,9,1,0,3,2,10,+15,CHI,1,1,2016,20160224
Taj Gibson,6,10,.600,0,0,0,5,6,.833,3,4,7,7,2,0,1,1,17,+22,CHI,1,1,2016,20160224
E'Twaun Moore,8,16,.500,1,3,.333,0,0,0,0,3,3,1,2,0,2,2,17,+8,CHI,1,1,2016,20160224
Mike Dunleavy,6,9,.667,2,4,.500,0,0,0,1,3,4,1,0,1,0,5,14,+8,CHI,1,1,2016,20160224
Doug McDermott,6,11,.545,0,2,.000,2,2,1.000,0,5,5,2,0,0,1,3,14,0,CHI,1,1,2016,20160224
Aaron Brooks,5,15,.333,0,5,.000,1,2,.500,0,0,0,2,0,0,1,2,11,-7,CHI,1,1,2016,20160224
Bobby Portis,2,8,.250,0,1,.000,1,2,.500,1,6,7,0,0,0,4,1,5,-12,CHI,1,1,2016,20160224
Cristiano Felício,1,1,1.000,0,0,0,0,0,0,1,3,4,0,1,1,0,1,2,-17,CHI,1,1,2016,20160224
Justin Holiday,1,2,.500,1,2,.500,0,0,0,0,1,1,1,0,0,1,1,3,-5,CHI,1,1,2016,20160224
Avery Bradley,10,17,0.588,4,8,0.5,1,2,0.5,0,1,1,2,3,1,2,2,25,-19.0,BOS,0,0,2016,20151124
Isaiah Thomas,3,11,0.273,2,5,0.4,6,6,1.0,0,0,0,2,3,0,5,4,14,-17.0,BOS,0,0,2016,20151124
Jae Crowder,3,11,0.273,0,3,0.0,0,0,0.0,1,2,3,2,0,0,0,2,6,-20.0,BOS,0,0,2016,20151124
Amir Johnson,1,4,0.25,0,0,0.0,2,2,1.0,5,2,7,1,0,1,2,0,4,-13.0,BOS,0,0,2016,20151124
Jared Sullinger,2,5,0.4,0,0,0.0,3,7,0.429,2,3,5,2,0,0,0,1,7,-19.0,BOS,0,0,2016,20151124
Evan Turner,2,8,0.25,0,0,0.0,4,5,0.8,1,3,4,7,0,0,2,1,8,-10.0,BOS,0,0,2016,20151124
David Lee,5,9,0.556,0,0,0.0,0,0,0.0,0,6,6,3,2,0,3,4,10,4.0,BOS,0,0,2016,20151124
R.J. Hunter,5,6,0.833,2,3,0.667,0,0,0.0,1,1,2,2,2,0,1,2,12,-6.0,BOS,0,0,2016,20151124
Kelly Olynyk,1,3,0.333,0,1,0.0,0,0,0.0,0,2,2,0,2,0,1,2,2,-12.0,BOS,0,0,2016,20151124
Jonas Jerebko,0,6,0.0,0,0,0.0,2,2,1.0,0,3,3,0,1,0,0,1,2,-5.0,BOS,0,0,2016,20151124
Tyler Zeller,0,0,0.0,0,0,0.0,2,2,1.0,0,0,0,0,0,0,0,0,2,-3.0,BOS,0,0,2016,20151124
James Young,1,1,1.0,1,1,1.0,0,0,0.0,0,0,0,0,1,0,0,0,3,0.0,BOS,0,0,2016,20151124
Terry Rozier,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0,2,0,0,0,0,2,0.0,BOS,0,0,2016,20151124
Kyle Korver,6,10,0.6,3,3,1.0,0,0,0.0,0,7,7,3,0,0,2,2,15,24.0,ATL,1,1,2016,20151124
Paul Millsap,10,14,0.714,0,1,0.0,5,5,1.0,4,5,9,3,1,1,2,3,25,20.0,ATL,1,1,2016,20151124
Al Horford,5,10,0.5,1,3,0.333,0,0,0.0,1,3,4,4,0,1,2,2,11,25.0,ATL,1,1,2016,20151124
Thabo Sefolosha,7,8,0.875,0,0,0.0,1,1,1.0,1,6,7,3,3,3,1,3,15,17.0,ATL,1,1,2016,20151124
Jeff Teague,4,10,0.4,1,2,0.5,7,9,0.778,0,0,0,9,2,0,3,5,16,13.0,ATL,1,1,2016,20151124
Lamar Patterson,3,5,0.6,3,5,0.6,1,2,0.5,0,6,6,3,1,0,1,4,10,4.0,ATL,1,1,2016,20151124
Dennis Schröder,1,7,0.143,0,2,0.0,4,4,1.0,0,4,4,4,0,0,5,0,6,12.0,ATL,1,1,2016,20151124
Mike Scott,6,8,0.75,2,3,0.667,1,1,1.0,0,1,1,1,0,0,3,3,15,14.0,ATL,1,1,2016,20151124
Mike Muscala,1,3,0.333,1,3,0.333,0,0,0.0,0,3,3,0,1,2,0,2,3,-10.0,ATL,1,1,2016,20151124
Tim Hardaway Jr.,1,3,0.333,1,2,0.5,0,0,0.0,0,0,0,1,0,0,0,1,3,3.0,ATL,1,1,2016,20151124
Shelvin Mack,1,2,0.5,0,0,0.0,0,0,0.0,0,1,1,1,0,0,0,0,2,0.0,ATL,1,1,2016,20151124
Justin Holiday,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-1.0,ATL,1,1,2016,20151124
Edy Tavares,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,1,0,0,1,0,0,-1.0,ATL,1,1,2016,20151124
Kyle Lowry,8,19,.421,6,12,.500,0,0,0,0,2,2,7,4,1,5,3,22,-5,TOR,0,0,2016,20151115
DeMarre Carroll,6,13,.462,4,9,.444,1,2,.500,0,4,4,0,1,0,1,2,17,-14,TOR,0,0,2016,20151115
DeMar DeRozan,9,22,.409,0,3,.000,6,8,.750,0,4,4,5,5,0,4,0,24,-12,TOR,0,0,2016,20151115
Jonas Valančiūnas,2,9,.222,0,0,0,0,0,0,3,2,5,0,0,0,0,2,4,-5,TOR,0,0,2016,20151115
Luis Scola,1,5,.200,1,2,.500,0,0,0,2,2,4,0,1,0,0,4,3,-4,TOR,0,0,2016,20151115
Bismack Biyombo,1,2,.500,0,0,0,2,2,1.000,1,5,6,1,0,0,1,4,4,-2,TOR,0,0,2016,20151115
Cory Joseph,8,10,.800,1,1,1.000,0,0,0,0,4,4,4,0,0,1,3,17,-2,TOR,0,0,2016,20151115
Patrick Patterson,3,5,.600,3,4,.750,0,0,0,1,3,4,0,0,0,0,1,9,+9,TOR,0,0,2016,20151115
James Johnson,0,2,.000,0,0,0,1,2,.500,0,3,3,1,2,0,1,1,1,+8,TOR,0,0,2016,20151115
Norman Powell,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,-3,TOR,0,0,2016,20151115
Rajon Rondo,3,10,.300,1,4,.250,0,0,0,2,5,7,14,2,0,7,3,7,+6,SAC,1,1,2016,20151115
DeMarcus Cousins,12,22,.545,3,6,.500,9,12,.750,1,9,10,3,1,3,3,3,36,+15,SAC,1,1,2016,20151115
Rudy Gay,10,16,.625,1,3,.333,6,7,.857,1,5,6,3,1,0,4,0,27,+16,SAC,1,1,2016,20151115
Ben McLemore,3,6,.500,2,4,.500,0,0,0,1,3,4,1,1,0,0,1,8,+10,SAC,1,1,2016,20151115
Willie Cauley-Stein,0,0,0,0,0,0,0,0,0,1,3,4,0,0,1,1,1,0,+3,SAC,1,1,2016,20151115
Marco Belinelli,2,8,.250,1,3,.333,2,2,1.000,0,2,2,1,1,0,2,3,7,+8,SAC,1,1,2016,20151115
Omri Casspi,6,9,.667,1,4,.250,1,1,1.000,2,3,5,0,2,1,2,1,14,-10,SAC,1,1,2016,20151115
Quincy Acy,1,2,.500,0,0,0,0,0,0,0,3,3,1,0,0,0,3,2,-5,SAC,1,1,2016,20151115
Kosta Koufos,1,2,.500,0,0,0,1,2,.500,1,0,1,0,0,0,0,3,3,-13,SAC,1,1,2016,20151115
Seth Curry,1,1,1.000,1,1,1.000,0,0,0,0,0,0,0,0,0,0,1,3,0,SAC,1,1,2016,20151115
Joe Johnson,4,13,.308,1,2,.500,7,7,1.000,1,6,7,10,0,0,0,2,16,+10,BRK,0,1,2016,20151111
Brook Lopez,6,17,.353,0,0,0,2,3,.667,5,7,12,0,1,5,1,1,14,+7,BRK,0,1,2016,20151111
Jarrett Jack,3,10,.300,1,3,.333,0,0,0,0,6,6,6,1,0,1,3,7,-11,BRK,0,1,2016,20151111
Thaddeus Young,5,8,.625,0,0,0,3,5,.600,2,2,4,1,0,3,2,3,13,-15,BRK,0,1,2016,20151111
Rondae Hollis-Jefferson,0,2,.000,0,0,0,0,0,0,2,2,4,1,1,1,3,1,0,-1,BRK,0,1,2016,20151111
Bojan Bogdanović,10,20,.500,2,5,.400,0,0,0,3,6,9,3,0,0,1,0,22,-1,BRK,0,1,2016,20151111
Shane Larkin,6,9,.667,3,3,1.000,0,0,0,1,7,8,2,0,0,1,0,15,+24,BRK,0,1,2016,20151111
Wayne Ellington,2,8,.250,1,3,.333,0,0,0,1,1,2,1,1,0,0,0,5,+10,BRK,0,1,2016,20151111
Andrea Bargnani,3,8,.375,0,1,.000,2,2,1.000,1,1,2,1,0,1,1,2,8,+16,BRK,0,1,2016,20151111
Thomas Robinson,3,3,1.000,0,0,0,0,0,0,4,2,6,0,1,1,1,1,6,+1,BRK,0,1,2016,20151111
James Harden,8,22,.364,3,10,.300,4,5,.800,0,9,9,6,1,0,4,2,23,+1,HOU,1,0,2016,20151111
Ty Lawson,3,11,.273,0,2,.000,2,2,1.000,3,1,4,5,2,0,1,1,8,-10,HOU,1,0,2016,20151111
Dwight Howard,10,16,.625,0,0,0,0,2,.000,7,10,17,1,0,5,1,0,20,-7,HOU,1,0,2016,20151111
Marcus Thornton,9,15,.600,3,9,.333,0,0,0,1,2,3,7,4,1,0,2,21,+5,HOU,1,0,2016,20151111
Trevor Ariza,5,14,.357,1,6,.167,0,1,.000,0,2,2,2,2,0,0,2,11,-1,HOU,1,0,2016,20151111
Terrence Jones,0,3,.000,0,1,.000,0,2,.000,1,3,4,2,0,0,0,2,0,-9,HOU,1,0,2016,20151111
Corey Brewer,2,6,.333,0,1,.000,0,0,0,0,1,1,0,0,0,0,0,4,-15,HOU,1,0,2016,20151111
Clint Capela,4,5,.800,0,0,0,0,0,0,1,1,2,0,0,2,1,2,8,-1,HOU,1,0,2016,20151111
Patrick Beverley,1,5,.200,1,4,.250,0,0,0,0,3,3,2,0,1,0,3,3,-5,HOU,1,0,2016,20151111
Jason Terry,0,1,.000,0,1,.000,0,0,0,0,0,0,0,0,0,0,0,0,+2,HOU,1,0,2016,20151111
Zach Randolph,8,12,.667,0,0,0,0,0,0,2,8,10,2,1,0,3,1,16,-14,MEM,0,0,2016,20151105
Mike Conley,2,8,.250,0,2,.000,3,4,.750,0,2,2,3,0,0,2,0,7,-19,MEM,0,0,2016,20151105
Courtney Lee,6,10,.600,3,6,.500,3,4,.750,1,1,2,0,1,0,0,0,18,-13,MEM,0,0,2016,20151105
Marc Gasol,4,13,.308,0,0,0,7,10,.700,1,4,5,3,0,2,1,2,15,-21,MEM,0,0,2016,20151105
Tony Allen,3,6,.500,0,1,.000,0,0,0,0,1,1,1,0,1,0,3,6,-11,MEM,0,0,2016,20151105
Matt Barnes,2,6,.333,1,4,.250,0,0,0,1,4,5,3,0,1,0,3,5,-13,MEM,0,0,2016,20151105
Jeff Green,3,8,.375,0,3,.000,0,0,0,0,2,2,0,1,0,1,1,6,-14,MEM,0,0,2016,20151105
Brandan Wright,2,4,.500,0,0,0,2,3,.667,1,3,4,0,0,1,0,1,6,-4,MEM,0,0,2016,20151105
Beno Udrih,4,5,.800,1,1,1.000,0,0,0,0,0,0,6,0,0,0,2,9,0,MEM,0,0,2016,20151105
JaMychal Green,3,4,.750,2,2,1.000,0,0,0,0,3,3,0,1,0,0,1,8,+4,MEM,0,0,2016,20151105
Russ Smith,0,1,.000,0,1,.000,0,0,0,0,0,0,2,0,0,1,0,0,+5,MEM,0,0,2016,20151105
Jarnell Stokes,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,+5,MEM,0,0,2016,20151105
Al-Farouq Aminu,4,11,0.364,1,4,0.25,2,4,0.5,2,8,10,5,1,0,2,4,11,11.0,POR,1,1,2016,20151105
Damian Lillard,9,18,0.5,7,11,0.636,2,2,1.0,1,0,1,5,0,1,0,0,27,24.0,POR,1,1,2016,20151105
CJ McCollum,7,18,0.389,4,6,0.667,2,3,0.667,2,2,4,5,0,0,1,2,20,13.0,POR,1,1,2016,20151105
Meyers Leonard,5,7,0.714,1,3,0.333,3,3,1.0,1,4,5,2,0,0,0,5,14,19.0,POR,1,1,2016,20151105
Mason Plumlee,4,6,0.667,0,0,0.0,0,2,0.0,5,7,12,3,1,0,0,4,8,1.0,POR,1,1,2016,20151105
Maurice Harkless,4,7,0.571,0,2,0.0,2,3,0.667,2,1,3,4,0,0,0,1,10,17.0,POR,1,1,2016,20151105
Ed Davis,4,5,0.8,0,0,0.0,1,3,0.333,1,7,8,2,0,0,1,1,9,23.0,POR,1,1,2016,20151105
Allen Crabbe,5,7,0.714,1,1,1.0,0,0,0.0,0,1,1,3,1,0,1,1,11,18.0,POR,1,1,2016,20151105
Noah Vonleh,1,4,0.25,0,2,0.0,0,0,0.0,0,3,3,0,0,2,2,1,2,-11.0,POR,1,1,2016,20151105
Pat Connaughton,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1,0,0,-5.0,POR,1,1,2016,20151105
Luis Montero,1,1,1.0,1,1,1.0,0,0,0.0,0,0,0,0,0,0,0,0,3,-5.0,POR,1,1,2016,20151105
Tim Frazier,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-5.0,POR,1,1,2016,20151105
Chris Kaman,0,2,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-5.0,POR,1,1,2016,20151105
Paul George,7,20,.350,3,9,.333,2,3,.667,1,4,5,4,4,0,5,3,19,+5,IND,0,0,2016,20151230
George Hill,8,15,.533,3,5,.600,1,1,1.000,4,3,7,3,4,0,2,0,20,+3,IND,0,0,2016,20151230
Lavoy Allen,5,7,.714,0,0,0,0,0,0,4,8,12,0,1,0,1,3,10,+4,IND,0,0,2016,20151230
Monta Ellis,4,19,.211,1,5,.200,4,4,1.000,0,1,1,5,2,0,3,3,13,-3,IND,0,0,2016,20151230
Ian Mahinmi,3,5,.600,0,0,0,1,1,1.000,3,4,7,1,1,1,1,2,7,+7,IND,0,0,2016,20151230
Rodney Stuckey,5,12,.417,0,1,.000,3,5,.600,1,1,2,1,1,1,0,2,13,-2,IND,0,0,2016,20151230
Myles Turner,2,8,.250,0,0,0,4,6,.667,1,4,5,1,0,3,0,4,8,-5,IND,0,0,2016,20151230
Solomon Hill,3,7,.429,0,2,.000,2,2,1.000,2,2,4,3,1,2,0,2,8,-12,IND,0,0,2016,20151230
Chase Budinger,0,4,.000,0,0,0,2,2,1.000,0,3,3,0,0,0,0,2,2,-7,IND,0,0,2016,20151230
Jimmy Butler,8,16,.500,1,3,.333,11,13,.846,0,4,4,4,2,1,2,3,28,-2,CHI,1,1,2016,20151230
Pau Gasol,4,14,.286,0,1,.000,5,6,.833,2,9,11,1,0,3,4,2,13,-1,CHI,1,1,2016,20151230
Taj Gibson,3,7,.429,0,0,0,0,0,0,6,8,14,2,2,1,1,4,6,-1,CHI,1,1,2016,20151230
Nikola Mirotić,0,2,.000,0,1,.000,0,0,0,0,4,4,1,0,1,1,0,0,+1,CHI,1,1,2016,20151230
Kirk Hinrich,1,3,.333,1,2,.500,0,0,0,0,0,0,0,0,1,2,1,3,-9,CHI,1,1,2016,20151230
Aaron Brooks,11,20,.550,4,7,.571,3,4,.750,1,0,1,5,1,0,6,3,29,+9,CHI,1,1,2016,20151230
Tony Snell,1,6,.167,0,2,.000,0,0,0,1,6,7,0,0,2,1,2,2,+14,CHI,1,1,2016,20151230
Bobby Portis,7,12,.583,0,1,.000,2,2,1.000,3,4,7,0,1,1,3,2,16,-4,CHI,1,1,2016,20151230
Doug McDermott,2,6,.333,0,1,.000,1,2,.500,1,4,5,2,0,0,1,2,5,+3,CHI,1,1,2016,20151230
Marcus Morris,5,10,.500,1,4,.250,1,2,.500,0,4,4,5,0,0,6,1,12,+3,DET,0,0,2016,20160114
Andre Drummond,5,11,.455,0,0,0,1,4,.250,3,8,11,1,0,2,2,5,11,+19,DET,0,0,2016,20160114
Kentavious Caldwell-Pope,3,6,.500,1,3,.333,2,2,1.000,0,2,2,1,0,0,3,2,9,-3,DET,0,0,2016,20160114
Ersan İlyasova,6,13,.462,3,5,.600,2,2,1.000,5,4,9,2,1,0,0,3,17,+3,DET,0,0,2016,20160114
Reggie Jackson,5,7,.714,1,3,.333,1,1,1.000,0,1,1,6,0,0,2,4,12,+5,DET,0,0,2016,20160114
Stanley Johnson,7,14,.500,5,9,.556,0,0,0,0,3,3,0,2,0,2,0,19,-4,DET,0,0,2016,20160114
Brandon Jennings,3,5,.600,2,4,.500,2,2,1.000,0,1,1,3,0,0,1,1,10,-7,DET,0,0,2016,20160114
Anthony Tolliver,3,5,.600,2,4,.500,0,0,0,0,2,2,0,0,0,0,1,8,-5,DET,0,0,2016,20160114
Aron Baynes,0,1,.000,0,0,0,3,4,.750,0,2,2,0,0,0,4,4,3,-17,DET,0,0,2016,20160114
Joel Anthony,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,DET,0,0,2016,20160114
Mario Chalmers,9,15,.600,2,6,.333,5,6,.833,0,3,3,8,4,0,3,3,25,+7,MEM,1,1,2016,20160114
Marc Gasol,8,20,.400,0,0,0,3,4,.750,0,5,5,4,2,3,3,5,19,-11,MEM,1,1,2016,20160114
Tony Allen,1,4,.250,0,0,0,0,0,0,2,5,7,1,4,0,2,1,2,+4,MEM,1,1,2016,20160114
Zach Randolph,6,10,.600,0,0,0,1,3,.333,1,2,3,3,1,0,1,3,13,+9,MEM,1,1,2016,20160114
Courtney Lee,1,7,.143,0,2,.000,6,7,.857,0,2,2,2,0,0,2,2,8,0,MEM,1,1,2016,20160114
Matt Barnes,6,7,.857,6,6,1.000,0,0,0,0,3,3,0,2,0,0,1,18,-1,MEM,1,1,2016,20160114
Jeff Green,6,10,.600,1,2,.500,3,3,1.000,2,2,4,1,0,0,2,1,16,+3,MEM,1,1,2016,20160114
Elliot Williams,0,1,.000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-5,MEM,1,1,2016,20160114
Vince Carter,0,1,.000,0,0,0,0,0,0,0,2,2,0,0,0,1,1,0,+2,MEM,1,1,2016,20160114
JaMychal Green,0,1,.000,0,0,0,2,2,1.000,0,0,0,1,0,0,1,2,2,+2,MEM,1,1,2016,20160114
Kawhi Leonard,5,11,0.455,1,4,0.25,7,8,0.875,1,3,4,2,2,3,0,0,18,15.0,SAS,0,1,2016,20160122
David West,4,8,0.5,0,0,0.0,0,0,0.0,1,6,7,1,1,1,0,2,8,7.0,SAS,0,1,2016,20160122
Tony Parker,5,11,0.455,0,1,0.0,0,1,0.0,0,1,1,2,0,0,1,2,10,12.0,SAS,0,1,2016,20160122
Danny Green,4,8,0.5,4,8,0.5,0,0,0.0,1,4,5,2,1,4,0,0,12,20.0,SAS,0,1,2016,20160122
Tim Duncan,1,5,0.2,0,0,0.0,2,2,1.0,1,2,3,3,1,1,1,0,4,8.0,SAS,0,1,2016,20160122
Boris Diaw,1,3,0.333,0,0,0.0,2,2,1.0,1,2,3,4,0,0,0,3,4,16.0,SAS,0,1,2016,20160122
Jonathon Simmons,3,6,0.5,0,0,0.0,0,0,0.0,0,0,0,1,0,0,0,2,6,-2.0,SAS,0,1,2016,20160122
Manu Ginóbili,9,10,0.9,2,2,1.0,0,0,0.0,0,4,4,4,5,2,2,0,20,3.0,SAS,0,1,2016,20160122
Patty Mills,6,10,0.6,3,3,1.0,0,0,0.0,0,4,4,2,0,0,0,1,15,13.0,SAS,0,1,2016,20160122
Rasual Butler,3,4,0.75,1,1,1.0,0,0,0.0,0,2,2,3,0,1,0,2,7,2.0,SAS,0,1,2016,20160122
Kyle Anderson,1,6,0.167,0,2,0.0,0,0,0.0,1,0,1,2,0,1,1,1,2,-9.0,SAS,0,1,2016,20160122
Boban Marjanović,1,1,1.0,0,0,0.0,0,0,0.0,1,0,1,0,0,0,0,1,2,-8.0,SAS,0,1,2016,20160122
Ray McCallum,0,2,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1,0,0,-12.0,SAS,0,1,2016,20160122
Julius Randle,6,14,.429,0,0,0,0,0,0,3,11,14,1,0,0,0,3,12,-6,LAL,1,0,2016,20160122
Lou Williams,5,12,.417,1,4,.250,5,7,.714,1,3,4,3,0,0,3,1,16,-14,LAL,1,0,2016,20160122
Jordan Clarkson,6,12,.500,2,3,.667,2,2,1.000,0,3,3,1,0,0,0,0,16,-12,LAL,1,0,2016,20160122
Kobe Bryant,2,9,.222,1,4,.250,0,0,0,1,1,2,6,0,1,3,2,5,-15,LAL,1,0,2016,20160122
Roy Hibbert,5,9,.556,0,0,0,0,0,0,1,4,5,1,1,0,0,3,10,-12,LAL,1,0,2016,20160122
D'Angelo Russell,8,10,.800,2,2,1.000,0,2,.000,0,1,1,3,1,0,3,0,18,-8,LAL,1,0,2016,20160122
Anthony Brown,1,6,.167,0,3,.000,0,0,0,1,1,2,0,1,0,1,0,2,+2,LAL,1,0,2016,20160122
Brandon Bass,1,4,.250,0,0,0,3,4,.750,3,3,6,2,0,3,0,2,5,-9,LAL,1,0,2016,20160122
Ryan Kelly,2,5,.400,0,0,0,3,3,1.000,2,3,5,0,0,0,1,1,7,-11,LAL,1,0,2016,20160122
Tarik Black,2,3,.667,0,0,0,0,0,0,0,2,2,0,0,1,0,0,4,+12,LAL,1,0,2016,20160122
Marcelo Huertas,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,+8,LAL,1,0,2016,20160122
Kosta Koufos,7,16,.438,0,0,0,1,4,.250,8,7,15,0,0,2,2,4,15,-18,SAC,0,0,2016,20160323
Rajon Rondo,10,16,.625,2,4,.500,3,6,.500,0,8,8,12,3,0,6,5,25,-16,SAC,0,0,2016,20160323
Rudy Gay,4,15,.267,1,4,.250,2,3,.667,1,1,2,3,1,0,4,4,11,-16,SAC,0,0,2016,20160323
Quincy Acy,4,5,.800,1,1,1.000,0,0,0,2,0,2,1,0,0,1,3,9,-7,SAC,0,0,2016,20160323
James Anderson,2,4,.500,0,1,.000,0,0,0,0,1,1,0,0,0,0,1,4,-6,SAC,0,0,2016,20160323
Darren Collison,4,10,.400,1,2,.500,3,4,.750,1,2,3,4,1,0,1,1,12,+2,SAC,0,0,2016,20160323
Omri Casspi,4,9,.444,1,2,.500,3,6,.500,1,3,4,1,0,1,1,2,12,-3,SAC,0,0,2016,20160323
Marco Belinelli,6,12,.500,2,6,.333,0,0,0,0,0,0,2,1,0,2,3,14,+7,SAC,0,0,2016,20160323
Willie Cauley-Stein,1,4,.250,0,0,0,0,0,0,1,4,5,0,0,1,0,2,2,+12,SAC,0,0,2016,20160323
Zach LaVine,7,12,.583,4,7,.571,5,10,.500,0,0,0,4,0,0,6,0,23,+15,MIN,1,1,2016,20160323
Andrew Wiggins,10,15,.667,0,0,0,3,6,.500,2,2,4,3,0,0,0,0,23,+13,MIN,1,1,2016,20160323
Gorgui Dieng,7,10,.700,0,0,0,2,3,.667,1,11,12,3,2,2,1,1,16,+11,MIN,1,1,2016,20160323
Karl-Anthony Towns,11,17,.647,0,0,0,4,5,.800,2,9,11,2,0,4,3,5,26,+14,MIN,1,1,2016,20160323
Ricky Rubio,2,7,.286,1,3,.333,2,2,1.000,0,5,5,12,3,0,3,4,7,+13,MIN,1,1,2016,20160323
Tyus Jones,1,5,.200,0,1,.000,1,2,.500,0,0,0,5,3,0,2,1,3,-4,MIN,1,1,2016,20160323
Greg Smith,3,4,.750,0,0,0,1,4,.250,1,4,5,0,0,0,0,2,7,-5,MIN,1,1,2016,20160323
Tayshaun Prince,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,+3,MIN,1,1,2016,20160323
Shabazz Muhammad,2,6,.333,0,1,.000,0,0,0,2,1,3,0,0,0,0,2,4,-10,MIN,1,1,2016,20160323
Nemanja Bjelica,2,4,.500,0,1,.000,0,0,0,1,1,2,0,0,0,1,2,4,-5,MIN,1,1,2016,20160323
Draymond Green,3,8,0.375,1,2,0.5,2,4,0.5,1,6,7,7,2,1,1,2,9,15.0,GSW,0,1,2016,20151030
Stephen Curry,9,15,0.6,4,9,0.444,3,4,0.75,0,7,7,6,1,0,1,4,25,12.0,GSW,0,1,2016,20151030
Harrison Barnes,5,10,0.5,0,1,0.0,2,2,1.0,0,5,5,2,0,0,0,2,12,11.0,GSW,0,1,2016,20151030
Festus Ezeli,4,9,0.444,0,0,0.0,1,4,0.25,3,4,7,1,0,2,2,2,9,15.0,GSW,0,1,2016,20151030
Klay Thompson,4,10,0.4,1,5,0.2,2,2,1.0,0,2,2,0,1,0,2,3,11,7.0,GSW,0,1,2016,20151030
Andre Iguodala,5,9,0.556,2,5,0.4,0,0,0.0,3,3,6,4,2,0,0,0,12,23.0,GSW,0,1,2016,20151030
Shaun Livingston,0,3,0.0,0,0,0.0,4,5,0.8,0,1,1,0,0,0,0,0,4,11.0,GSW,0,1,2016,20151030
Leandro Barbosa,2,6,0.333,1,1,1.0,0,0,0.0,0,2,2,2,3,0,1,3,5,14.0,GSW,0,1,2016,20151030
Marreese Speights,6,11,0.545,0,1,0.0,2,2,1.0,2,2,4,1,0,1,0,3,14,10.0,GSW,0,1,2016,20151030
