Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,season
Jared Dudley,PF,33,BRK,4,2,20.5,0.8,2.8,.273,0.5,2.3,.222,0.3,0.5,.500,.364,1.0,1.0,1.000,0.0,0.5,0.5,2.8,0.8,0.3,1.0,2.5,3.0,2019
Kevin Durant,SF,30,GSW,12,12,36.8,10.4,20.3,.514,2.9,6.7,.438,7.5,13.6,.552,.586,8.5,9.4,.903,0.1,4.8,4.9,4.5,1.1,1.0,3.6,3.2,32.3,2019
Wayne Ellington,SG,31,DET,4,4,32.8,2.8,8.8,.314,1.8,5.5,.318,1.0,3.3,.308,.414,0.5,0.5,1.000,0.8,3.0,3.8,1.3,0.8,0.0,0.5,1.0,7.8,2019
Joel Embiid,C,24,PHI,11,11,30.4,6.2,14.5,.428,1.1,3.5,.308,5.1,10.9,.467,.465,6.7,8.2,.822,1.9,8.5,10.5,3.4,0.7,2.3,3.6,3.1,20.2,2019
James Ennis III,SF,28,PHI,11,0,21.1,2.8,5.8,.484,0.8,2.9,.281,2.0,2.9,.688,.555,1.1,1.7,.632,1.5,2.4,3.8,1.1,0.4,0.3,0.9,2.8,7.5,2019
Jacob Evans,SG,21,GSW,7,0,2.6,0.3,0.7,.400,0.1,0.3,.500,0.1,0.4,.333,.500,0.0,0.0,,0.0,0.1,0.1,0.1,0.0,0.0,0.3,0.1,0.7,2019
Tyreke Evans,SG,29,IND,4,0,21.0,5.3,12.0,.438,2.8,5.0,.550,2.5,7.0,.357,.552,2.0,3.5,.571,0.0,4.3,4.3,0.8,0.5,0.3,1.5,2.0,15.3,2019
Kenneth Faried,C,29,HOU,6,0,9.3,1.5,2.2,.692,0.2,0.2,1.000,1.3,2.0,.667,.731,0.8,1.0,.833,0.5,3.0,3.5,0.3,0.3,0.0,0.0,1.0,4.0,2019
Derrick Favors,C,27,UTA,5,2,20.6,4.6,7.2,.639,0.0,0.6,.000,4.6,6.6,.697,.639,2.6,3.8,.684,3.0,4.4,7.4,0.8,0.8,1.8,1.0,2.4,11.8,2019
Raymond Felton,PG,34,OKC,5,0,11.4,0.8,2.6,.308,0.4,1.6,.250,0.4,1.0,.400,.385,0.2,0.4,.500,0.0,0.6,0.6,0.6,0.8,0.2,0.4,1.4,2.2,2019
Terrance Ferguson,SG,20,OKC,5,5,25.6,1.8,5.0,.360,1.4,3.6,.389,0.4,1.4,.286,.500,0.0,0.0,,0.4,2.0,2.4,1.2,0.4,0.0,1.0,3.8,5.0,2019
Bryn Forbes,SG,25,SAS,7,7,30.3,3.9,8.0,.482,2.1,4.4,.484,1.7,3.6,.480,.616,0.9,1.3,.667,0.1,3.4,3.6,1.0,0.1,0.1,0.4,2.0,10.7,2019
Evan Fournier,SG,26,ORL,5,5,35.0,4.8,13.8,.348,1.6,6.8,.235,3.2,7.0,.457,.406,1.2,1.6,.750,0.6,2.6,3.2,2.0,1.4,0.0,2.4,2.8,12.4,2019
Melvin Frazier,SG,22,ORL,3,0,5.0,0.7,1.7,.400,0.0,0.0,,0.7,1.7,.400,.400,0.3,0.7,.500,0.3,1.0,1.3,0.0,0.3,0.0,0.0,0.0,1.7,2019
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Tim Frazier,PG,28,MIL,11,0,3.6,0.7,1.2,.615,0.3,0.5,.500,0.5,0.6,.714,.731,0.2,0.2,1.000,0.0,0.8,0.8,0.9,0.1,0.0,0.3,0.5,1.9,2019
Enes Freedom,C,26,POR,16,14,28.8,4.7,9.1,.514,0.1,0.3,.250,4.6,8.9,.521,.517,1.9,2.6,.756,3.3,6.4,9.7,1.2,0.7,0.6,1.6,2.3,11.4,2019
Danilo Gallinari,SF,30,LAC,6,6,33.5,6.5,18.5,.351,2.2,7.2,.302,4.3,11.3,.382,.410,4.7,5.5,.848,1.5,4.7,6.2,2.7,1.3,0.2,1.8,2.3,19.8,2019
Langston Galloway,SG,27,DET,4,0,27.5,2.8,8.5,.324,2.3,6.3,.360,0.5,2.3,.222,.456,0.0,0.0,,0.5,3.3,3.8,1.0,0.5,1.0,0.5,2.5,7.8,2019
Marc Gasol,C,34,TOR,24,24,30.6,3.2,7.5,.422,1.4,3.7,.382,1.8,3.8,.462,.517,1.7,1.9,.870,0.7,5.7,6.4,3.0,0.9,1.1,0.9,3.5,9.4,2019
Rudy Gay,PF,32,SAS,7,0,25.6,4.0,10.0,.400,1.1,2.7,.421,2.9,7.3,.392,.457,2.0,2.4,.824,1.9,5.3,7.1,1.7,0.4,0.7,1.4,1.9,11.1,2019
Paul George,SF,28,OKC,5,5,40.8,8.8,20.2,.436,3.0,9.4,.319,5.8,10.8,.537,.510,8.0,9.8,.816,1.2,7.4,8.6,3.6,1.4,0.2,4.0,4.2,28.6,2019
Shai Gilgeous-Alexander,PG,20,LAC,6,6,28.8,4.7,10.0,.467,1.5,3.0,.500,3.2,7.0,.452,.542,2.8,3.3,.850,0.7,2.0,2.7,3.2,1.0,0.8,0.8,2.8,13.7,2019
Rudy Gobert,C,26,UTA,5,5,30.4,3.8,6.4,.594,0.0,0.0,,3.8,6.4,.594,.594,3.6,4.6,.783,4.6,5.6,10.2,1.4,0.6,2.6,1.8,3.2,11.2,2019
Aaron Gordon,PF,23,ORL,5,5,32.8,5.8,12.4,.468,1.6,4.0,.400,4.2,8.4,.500,.532,2.0,3.8,.526,2.2,5.0,7.2,3.6,1.2,0.2,2.6,3.2,15.2,2019
Eric Gordon,SG,30,HOU,11,11,37.3,6.1,13.6,.447,3.5,8.6,.400,2.6,5.0,.527,.573,2.2,2.5,.857,0.5,2.0,2.5,1.3,0.6,1.0,2.5,2.0,17.8,2019
Treveon Graham,SG,25,BRK,5,0,15.8,0.4,2.0,.200,0.0,1.4,.000,0.4,0.6,.667,.200,0.6,1.2,.500,0.6,1.6,2.2,0.6,0.4,0.2,0.6,2.0,1.4,2019
Jerami Grant,PF,24,OKC,5,5,35.2,4.0,8.0,.500,1.8,4.0,.450,2.2,4.0,.550,.613,1.8,2.6,.692,1.2,4.4,5.6,0.8,0.6,2.0,0.8,2.6,11.6,2019
Jerian Grant,PG,26,ORL,3,0,4.7,0.7,3.3,.200,0.0,2.3,.000,0.7,1.0,.667,.200,0.3,0.3,1.000,0.0,1.3,1.3,1.0,0.0,0.0,0.3,0.3,1.7,2019
Danny Green,SG,31,TOR,24,24,28.5,2.2,6.5,.342,1.6,5.0,.328,0.6,1.5,.389,.468,0.9,1.0,.913,0.7,2.9,3.6,1.1,1.3,0.5,1.1,2.5,6.9,2019
Draymond Green,PF,28,GSW,22,22,38.7,5.2,10.4,.498,0.6,2.6,.228,4.6,7.8,.587,.526,2.3,3.2,.718,1.9,8.3,10.1,8.5,1.5,1.5,3.8,3.9,13.3,2019
Gerald Green,SG,33,HOU,11,0,8.8,1.1,3.6,.300,0.9,2.6,.345,0.2,1.0,.182,.425,0.5,0.5,1.000,0.0,1.1,1.1,0.1,0.3,0.3,0.3,1.1,3.5,2019
JaMychal Green,PF,28,LAC,6,3,23.5,3.8,7.2,.535,2.0,3.8,.522,1.8,3.3,.550,.674,1.3,1.7,.800,1.0,4.3,5.3,0.8,0.7,0.0,1.8,3.7,11.0,2019
Blake Griffin,PF,29,DET,2,2,29.0,9.0,19.5,.462,3.0,6.5,.462,6.0,13.0,.462,.538,3.5,3.5,1.000,2.0,4.0,6.0,6.0,1.0,0.0,3.0,4.5,24.5,2019
James Harden,PG,29,HOU,11,11,38.5,9.9,24.0,.413,4.4,12.5,.350,5.5,11.5,.480,.504,7.5,8.9,.837,0.8,6.1,6.9,6.6,2.2,0.9,4.6,3.7,31.6,2019
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Maurice Harkless,SF,25,POR,16,16,24.3,3.3,6.8,.477,0.4,1.8,.250,2.8,5.1,.556,.509,1.4,2.3,.639,1.8,3.1,4.9,1.4,1.1,1.0,1.1,3.5,8.4,2019
Montrezl Harrell,C,25,LAC,6,0,26.3,7.7,10.5,.730,0.0,0.2,.000,7.7,10.3,.742,.730,3.0,4.3,.692,2.0,3.5,5.5,2.2,0.5,0.7,1.3,3.2,18.3,2019
Gary Harris,SG,24,DEN,14,14,36.9,5.2,11.3,.462,1.4,4.1,.351,3.8,7.2,.525,.525,2.4,2.7,.868,0.6,3.5,4.1,2.3,0.9,0.6,0.8,2.7,14.2,2019
Joe Harris,SG,27,BRK,5,5,29.8,3.2,8.6,.372,0.8,4.2,.190,2.4,4.4,.545,.419,1.6,1.6,1.000,1.2,3.0,4.2,0.6,0.6,0.0,1.8,2.4,8.8,2019
Tobias Harris,PF,26,PHI,12,12,36.9,5.9,13.9,.425,1.8,5.3,.349,4.1,8.7,.471,.491,1.8,2.2,.846,1.0,8.1,9.1,4.0,1.1,0.5,1.6,2.5,15.5,2019
Isaiah Hartenstein,PF,20,HOU,2,0,1.0,1.0,1.0,1.000,0.0,0.0,,1.0,1.0,1.000,1.000,0.0,0.0,,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.5,2.0,2019
Gordon Hayward,PF,28,BOS,9,0,29.7,3.2,7.8,.414,1.0,2.7,.375,2.2,5.1,.435,.479,2.1,2.1,1.000,0.3,3.7,4.0,2.4,0.7,0.3,1.7,1.8,9.6,2019
Juancho Hernangómez,PF,23,DEN,5,0,3.0,0.2,0.6,.333,0.2,0.4,.500,0.0,0.2,.000,.500,0.0,0.0,,0.0,0.6,0.6,0.0,0.0,0.0,0.2,0.4,0.6,2019
Nenê,C,36,HOU,7,0,7.6,1.4,1.4,1.000,0.0,0.0,,1.4,1.4,1.000,1.000,1.0,1.3,.778,1.3,0.7,2.0,0.4,0.4,0.3,0.4,1.0,3.9,2019
George Hill,PG,32,MIL,15,0,26.3,4.2,7.9,.534,1.3,3.2,.417,2.9,4.7,.614,.619,1.8,2.2,.818,1.0,2.5,3.5,2.8,0.9,0.3,0.4,2.3,11.5,2019
Aaron Holiday,PG,22,IND,3,0,4.3,0.7,1.7,.400,0.3,0.7,.500,0.3,1.0,.333,.500,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.3,1.0,1.7,2019
Rondae Hollis-Jefferson,SF,24,BRK,4,0,15.5,4.0,8.3,.485,0.3,0.3,1.000,3.8,8.0,.469,.500,5.0,6.3,.800,0.8,2.3,3.0,1.5,0.3,1.3,0.8,1.8,13.3,2019
Rodney Hood,SG,26,POR,16,0,23.3,3.3,6.9,.468,1.1,3.2,.353,2.1,3.8,.567,.550,2.3,2.8,.818,0.6,1.7,2.3,0.9,0.4,0.2,0.4,1.8,9.9,2019
Al Horford,C,32,BOS,9,9,34.4,5.1,12.2,.418,2.0,4.9,.409,3.1,7.3,.424,.500,1.7,2.0,.833,1.4,7.6,9.0,4.4,0.4,0.8,2.1,2.3,13.9,2019
Danuel House Jr.,SF,25,HOU,7,0,20.1,1.6,5.3,.297,1.1,4.4,.258,0.4,0.9,.500,.405,0.6,1.1,.500,0.3,2.9,3.1,0.1,0.4,0.3,0.6,1.6,4.9,2019
Serge Ibaka,C,29,TOR,24,0,20.8,3.8,8.0,.477,0.4,1.6,.237,3.5,6.5,.535,.500,1.3,1.8,.762,1.5,4.5,6.0,0.9,0.5,1.0,1.0,3.3,9.4,2019
Andre Iguodala,SF,35,GSW,21,15,30.0,3.9,7.9,.494,1.3,3.8,.350,2.6,4.1,.628,.578,0.7,1.8,.378,1.3,3.0,4.3,4.0,1.1,1.1,1.0,2.0,9.8,2019
Ersan İlyasova,PF,31,MIL,15,0,18.1,2.3,5.4,.432,0.8,2.7,.300,1.5,2.7,.561,.506,1.3,1.7,.800,1.3,3.4,4.7,1.4,0.7,0.4,0.4,2.7,6.8,2019
Joe Ingles,PF,31,UTA,5,5,30.2,2.4,7.4,.324,1.6,5.8,.276,0.8,1.6,.500,.432,0.0,0.0,,0.6,4.2,4.8,5.0,2.2,0.0,1.6,2.8,6.4,2019
Kyrie Irving,PG,26,BOS,9,9,36.7,7.7,19.9,.385,2.0,6.4,.310,5.7,13.4,.421,.436,4.0,4.4,.900,0.6,3.9,4.4,7.0,1.3,0.4,3.1,2.9,21.3,2019
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Jonathan Isaac,PF,21,ORL,5,5,27.4,2.2,8.0,.275,0.8,4.0,.200,1.4,4.0,.350,.325,1.4,1.6,.875,2.0,4.2,6.2,0.4,0.4,1.0,1.0,1.8,6.6,2019
Wes Iwundu,SF,24,ORL,5,0,12.0,1.2,3.6,.333,0.6,1.8,.333,0.6,1.8,.333,.417,1.8,1.8,1.000,0.0,1.4,1.4,0.8,0.6,0.0,0.4,0.8,4.8,2019
Reggie Jackson,PG,28,DET,4,4,27.0,7.0,16.3,.431,2.3,5.3,.429,4.8,11.0,.432,.500,1.5,1.8,.857,1.3,2.0,3.3,7.0,0.8,0.0,1.3,3.0,17.8,2019
Jonas Jerebko,PF,31,GSW,16,0,7.6,0.8,2.6,.286,0.3,1.2,.263,0.4,1.4,.304,.345,0.3,0.4,.833,0.9,1.2,2.1,0.8,0.1,0.1,0.1,0.6,2.1,2019
Amir Johnson,C,31,PHI,4,0,5.0,1.0,1.0,1.000,0.0,0.0,,1.0,1.0,1.000,1.000,0.0,0.0,,0.8,0.5,1.3,0.5,0.3,0.0,0.3,0.8,2.0,2019
Nikola Jokić,C,23,DEN,14,14,39.8,9.4,18.6,.506,1.6,4.0,.393,7.9,14.6,.537,.548,4.7,5.6,.846,3.9,9.1,13.0,8.4,1.1,0.9,2.6,3.9,25.1,2019
Damian Jones,C,23,GSW,4,1,2.0,0.3,0.3,1.000,0.0,0.0,,0.3,0.3,1.000,1.000,0.3,0.5,.500,0.0,0.5,0.5,0.0,0.0,0.0,0.3,0.8,0.8,2019
Cory Joseph,PG,27,IND,4,0,21.3,3.0,6.0,.500,1.0,2.3,.444,2.0,3.8,.533,.583,0.5,0.5,1.000,0.3,1.5,1.8,1.0,1.0,0.0,0.0,1.8,7.5,2019
Luke Kennard,SG,22,DET,4,2,33.3,5.8,11.8,.489,2.3,3.8,.600,3.5,8.0,.438,.585,1.3,1.5,.833,0.0,4.0,4.0,1.8,0.8,0.3,0.8,1.5,15.0,2019
Furkan Korkmaz,SG,21,PHI,4,0,9.0,1.5,4.5,.333,0.8,2.0,.375,0.8,2.5,.300,.417,1.0,1.3,.800,0.0,1.5,1.5,1.3,0.0,0.3,0.3,1.3,4.8,2019
Kyle Korver,SG,37,UTA,4,0,7.5,0.8,2.0,.375,0.5,1.5,.333,0.3,0.5,.500,.500,0.5,0.8,.667,0.3,1.0,1.3,0.0,0.0,0.0,0.3,1.5,2.5,2019
Rodions Kurucs,SF,20,BRK,4,3,17.0,2.0,5.0,.400,0.5,2.0,.250,1.5,3.0,.500,.450,1.8,2.3,.778,1.5,3.5,5.0,0.8,0.5,0.0,0.5,2.5,6.3,2019
Skal Labissière,PF,22,POR,3,0,3.7,0.3,1.3,.250,0.0,0.7,.000,0.3,0.7,.500,.250,0.0,0.3,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.7,2019
Jake Layman,SF,24,POR,6,0,3.3,0.2,1.2,.143,0.0,0.8,.000,0.2,0.3,.500,.143,0.5,0.7,.750,0.2,0.5,0.7,0.0,0.0,0.0,0.0,0.5,0.8,2019
T.J. Leaf,PF,21,IND,1,0,10.0,0.0,3.0,.000,0.0,1.0,.000,0.0,2.0,.000,.000,2.0,2.0,1.000,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,2019
Kawhi Leonard,SF,27,TOR,24,24,39.1,10.1,20.7,.490,2.3,6.0,.379,7.8,14.6,.536,.545,8.0,9.0,.884,2.3,6.8,9.1,3.9,1.7,0.7,3.1,2.3,30.5,2019
Meyers Leonard,C,26,POR,11,2,15.5,3.1,5.9,.523,1.3,3.0,.424,1.8,2.9,.625,.631,0.3,0.8,.333,0.5,3.1,3.6,1.1,0.2,0.1,0.4,2.5,7.7,2019
Jon Leuer,PF,29,DET,1,0,5.0,1.0,2.0,.500,0.0,0.0,,1.0,2.0,.500,.500,0.0,1.0,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2019
Caris LeVert,SF,24,BRK,5,2,28.8,7.2,14.6,.493,2.4,5.2,.462,4.8,9.4,.511,.575,4.2,5.8,.724,1.2,3.4,4.6,3.0,1.0,0.4,2.0,1.6,21.0,2019
Damian Lillard,PG,28,POR,16,16,40.6,8.6,20.6,.418,3.7,9.9,.373,4.9,10.8,.459,.508,5.9,7.1,.833,0.5,4.3,4.8,6.6,1.7,0.3,3.8,2.5,26.9,2019
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Jeremy Lin,PG,30,TOR,8,0,3.4,0.3,1.1,.222,0.1,0.3,.500,0.1,0.9,.143,.278,0.5,0.5,1.000,0.0,0.4,0.4,0.5,0.1,0.0,0.6,0.3,1.1,2019
Shaun Livingston,PG,33,GSW,22,2,14.6,1.5,3.4,.453,0.0,0.1,.000,1.5,3.3,.466,.453,1.0,1.1,.840,0.5,0.9,1.4,1.4,0.5,0.2,0.4,1.6,4.0,2019
