Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, ,OBPM,DBPM,BPM,VORP,season
Jeff Ayres,C,28,LAC,2,2,68.8,1.042,.000,1.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.1,,0.0,0.0,0.0,.768,,23.2,6.1,29.3,0.0,2016
Leandro Barbosa,SG,33,GSW,23,254,18.4,.663,.318,.239,4.8,6.7,5.8,9.7,2.1,0.3,10.2,18.7,,0.7,0.2,0.9,.172,,1.7,1.6,3.3,0.3,2016
J.J. Barea,PG,31,DAL,4,100,2.0,.358,.235,.059,0.0,7.3,3.5,31.9,0.0,0.0,24.0,21.2,,-0.3,-0.2,-0.5,-0.241,,-5.6,-6.3,-11.8,-0.3,2016
Harrison Barnes,SF,23,GSW,24,743,8.6,.474,.357,.160,4.0,12.2,8.2,5.8,1.1,0.4,7.3,14.5,,0.2,0.6,0.7,.047,,-1.8,-0.7,-2.4,-0.1,2016
Matt Barnes,SF,35,MEM,4,139,7.0,.427,.391,.217,3.6,23.5,12.1,14.3,1.6,0.6,20.5,21.0,,-0.3,0.0,-0.3,-0.107,,-3.5,-0.9,-4.4,-0.1,2016
Nicolas Batum,SF,27,CHO,5,144,12.1,.530,.489,.444,1.5,13.6,7.1,12.7,0.7,0.0,12.9,20.4,,0.0,0.1,0.1,.031,,-0.1,-2.3,-2.4,0.0,2016
Aron Baynes,C,29,DET,4,44,5.9,.484,.000,.333,8.6,13.4,11.1,6.9,0.0,0.0,22.5,15.2,,0.0,0.0,-0.1,-0.081,,-4.7,-2.8,-7.4,-0.1,2016
Kent Bazemore,SF,26,ATL,10,325,11.9,.455,.504,.182,2.8,18.3,10.9,9.4,2.2,1.7,7.1,19.4,,-0.1,0.5,0.3,.049,,-1.0,0.7,-0.3,0.1,2016
Michael Beasley,PF,27,HOU,5,80,15.9,.530,.130,.152,5.0,23.8,13.8,9.1,0.6,0.0,12.5,28.8,,0.0,0.0,0.0,.015,,1.4,-1.8,-0.4,0.0,2016
Patrick Beverley,PG,27,HOU,5,129,5.0,.366,.378,.162,3.1,15.6,9.0,14.0,0.8,1.3,9.2,13.9,,-0.1,0.0,-0.1,-0.031,,-4.1,-1.1,-5.2,-0.1,2016
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016
Bismack Biyombo,C,23,TOR,20,506,15.9,.611,.000,1.043,11.9,33.8,22.2,2.5,0.8,4.7,17.3,11.1,,0.8,0.8,1.5,.146,,0.3,1.2,1.5,0.4,2016
Steve Blake,PG,35,DET,4,43,0.3,.340,.400,.400,0.0,11.0,5.7,32.0,0.0,0.0,46.0,12.7,,-0.1,0.0,-0.1,-0.160,,-7.8,-3.7,-11.5,-0.1,2016
Andrew Bogut,C,31,GSW,22,365,18.2,.607,.026,.182,14.1,22.8,18.5,12.2,1.9,7.7,18.6,12.3,,0.7,0.7,1.5,.194,,-1.1,3.8,2.6,0.4,2016
Avery Bradley,SG,25,BOS,1,33,16.1,.520,.438,.188,6.0,3.4,4.7,6.2,1.5,2.7,5.5,23.9,,0.0,0.0,0.1,.112,,2.1,0.4,2.5,0.0,2016
Corey Brewer,SF,29,HOU,5,77,1.3,.360,.370,.296,3.9,5.8,4.8,17.4,0.0,1.1,16.4,19.5,,-0.2,0.0,-0.2,-0.123,,-6.0,-2.5,-8.5,-0.1,2016
Reggie Bullock,SF,24,DET,2,22,31.6,1.000,.500,.000,0.0,10.7,5.5,26.1,2.5,0.0,0.0,13.7,,0.2,0.0,0.2,.329,,11.1,5.5,16.6,0.1,2016
Kentavious Caldwell-Pope,SG,22,DET,4,161,16.2,.575,.540,.140,1.6,11.0,6.4,11.1,2.4,0.6,3.6,17.2,,0.3,-0.1,0.2,.072,,2.2,1.3,3.5,0.2,2016
Clint Capela,C,21,HOU,5,43,13.4,.357,.000,.556,18.5,31.3,24.5,7.5,3.4,4.0,21.1,13.6,,-0.1,0.1,0.0,.010,,-1.2,0.5,-0.7,0.0,2016
DeMarre Carroll,SF,29,TOR,20,596,9.9,.506,.497,.226,4.4,12.4,8.1,4.8,1.6,1.0,9.3,15.0,,0.3,0.5,0.8,.062,,-1.1,0.6,-0.6,0.2,2016
Vince Carter,SG,39,MEM,4,91,19.4,.616,.303,.242,5.5,15.0,9.5,10.9,1.2,1.0,7.6,20.0,,0.3,0.0,0.3,.140,,5.4,0.3,5.7,0.2,2016
Ian Clark,SG,24,GSW,16,154,13.9,.575,.340,.189,1.4,10.4,6.0,16.3,2.6,0.0,13.6,18.9,,0.2,0.2,0.4,.109,,-1.4,1.4,0.0,0.1,2016
Nick Collison,PF,35,OKC,9,79,9.8,.654,.000,.333,4.3,11.1,7.8,8.5,5.1,0.0,12.7,4.3,,0.1,0.1,0.2,.149,,-3.3,4.6,1.3,0.1,2016
Pat Connaughton,SG,23,POR,6,8,35.9,.800,.600,.000,0.0,13.2,6.4,0.0,0.0,0.0,0.0,26.7,,0.0,0.0,0.0,.254,,18.7,1.2,19.8,0.0,2016
Allen Crabbe,SG,23,POR,11,302,12.8,.645,.479,.260,1.7,9.4,5.4,7.8,1.2,0.3,6.9,12.4,,0.7,0.1,0.7,.114,,0.2,0.2,0.4,0.2,2016
Jamal Crawford,SG,35,LAC,6,199,13.3,.456,.204,.243,1.0,5.4,3.2,11.3,2.6,0.0,7.3,27.6,,-0.1,0.2,0.1,.015,,-1.1,-0.2,-1.3,0.0,2016
Jae Crowder,SF,25,BOS,6,197,6.7,.371,.569,.153,2.5,19.2,10.3,11.0,2.2,1.3,8.3,18.3,,-0.4,0.4,0.0,-0.001,,-3.3,0.7,-2.6,0.0,2016
Stephen Curry,PG,27,GSW,18,614,22.3,.603,.586,.246,2.5,14.8,8.7,26.8,2.1,0.7,16.7,32.1,,1.3,0.7,1.9,.152,,6.6,0.4,7.0,1.4,2016
Troy Daniels,SG,24,CHO,4,18,-11.7,.125,.375,.000,0.0,13.6,6.3,0.0,0.0,0.0,0.0,21.2,,-0.2,0.0,-0.1,-0.395,,-13.1,-7.1,-20.2,-0.1,2016
Ed Davis,PF,26,POR,11,205,14.9,.559,.050,.825,12.7,25.2,18.8,10.3,0.5,2.7,15.5,13.4,,0.4,0.2,0.5,.127,,-0.9,0.1,-0.7,0.1,2016
Matthew Dellavedova,PG,25,CLE,20,241,10.8,.461,.419,.324,2.0,5.3,3.7,33.6,0.2,0.4,14.2,18.9,,0.4,0.1,0.4,.083,,-1.2,-2.1,-3.3,-0.1,2016
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016
Luol Deng,PF,30,MIA,14,495,15.5,.601,.413,.275,4.8,14.5,9.9,7.2,1.4,1.4,12.9,17.1,,0.8,0.8,1.6,.158,,2.0,1.1,3.2,0.6,2016
DeMar DeRozan,SG,26,TOR,20,746,14.2,.462,.065,.309,2.0,12.0,6.7,14.7,1.6,0.4,9.1,30.9,,-0.4,0.5,0.1,.009,,0.2,-1.5,-1.3,0.1,2016
Boris Diaw,PF,33,SAS,9,159,12.0,.492,.130,.087,1.5,11.6,6.9,19.6,0.7,2.0,11.2,15.7,,0.1,0.2,0.3,.083,,-0.5,0.7,0.1,0.1,2016
Spencer Dinwiddie,PG,22,DET,1,2,65.2,1.000,.000,.000,0.0,0.0,0.0,100.0,0.0,0.0,0.0,25.1,,0.0,0.0,0.0,.950,,34.9,10.5,45.5,0.0,2016
Goran Dragić,PG,29,MIA,14,472,15.1,.514,.223,.209,2.9,13.8,8.6,20.5,0.7,0.5,12.1,25.8,,0.4,0.6,1.0,.099,,0.0,-0.8,-0.7,0.1,2016
Andre Drummond,C,22,DET,4,131,17.6,.486,.019,.630,11.6,21.6,16.8,0.0,0.4,4.5,5.5,28.0,,0.0,0.0,0.0,-0.012,,-0.6,-3.0,-3.5,-0.1,2016
Tim Duncan*,C,39,SAS,10,218,11.6,.482,.000,.404,5.6,19.0,12.7,9.1,0.5,4.7,14.0,15.2,,0.0,0.4,0.4,.083,,-2.4,1.8,-0.6,0.1,2016
Kevin Durant,SF,27,OKC,18,726,20.3,.542,.270,.359,2.0,17.4,9.8,14.9,1.3,2.0,12.1,32.1,,1.2,0.8,2.0,.130,,4.3,-0.3,4.0,1.1,2016
Monta Ellis,SG,30,IND,7,225,13.7,.504,.276,.132,2.2,10.9,6.9,24.7,3.6,0.0,17.5,20.8,,0.0,0.4,0.3,.072,,-1.4,2.3,0.9,0.2,2016
Festus Ezeli,C,26,GSW,23,203,13.9,.526,.000,.638,12.4,20.0,16.3,6.3,0.2,2.8,13.7,22.1,,0.1,0.2,0.3,.080,,-3.2,-0.7,-3.9,-0.1,2016
Jordan Farmar,PG,29,MEM,4,113,5.6,.418,.387,.097,0.0,7.2,3.1,24.5,1.4,0.8,23.6,17.2,,-0.2,-0.1,-0.3,-0.115,,-2.5,-2.1,-4.6,-0.1,2016
Raymond Felton,PG,31,DAL,5,172,13.6,.508,.203,.159,1.3,14.9,7.8,24.2,1.8,0.0,14.0,23.1,,0.0,-0.1,-0.1,-0.040,,-1.0,0.1,-0.8,0.1,2016
Randy Foye,SG,32,OKC,16,190,4.3,.468,.634,.098,1.2,10.4,5.9,9.5,0.5,1.2,20.5,12.3,,-0.1,0.1,0.0,-0.003,,-3.6,-0.2,-3.8,-0.1,2016
Enes Freedom,C,23,OKC,18,323,22.4,.617,.119,.381,16.5,21.7,19.2,2.6,0.8,2.7,11.0,20.8,,1.1,0.4,1.5,.219,,2.9,-1.0,1.9,0.3,2016
Channing Frye,C,32,CLE,17,237,20.5,.791,.667,.101,2.5,17.7,10.2,3.4,1.3,3.7,6.5,15.0,,0.9,0.3,1.2,.247,,4.1,2.2,6.3,0.5,2016
Paul George,SF,25,IND,7,275,27.5,.632,.350,.520,4.0,17.1,11.1,22.5,2.8,1.5,13.2,30.5,,1.1,0.5,1.6,.284,,7.0,3.1,10.1,0.8,2016
Manu Ginóbili*,SG,38,SAS,10,192,16.0,.586,.447,.489,3.8,11.9,8.1,18.5,2.2,1.2,10.9,15.5,,0.5,0.3,0.8,.191,,0.1,2.4,2.5,0.2,2016
Andrew Goudelock,PG,27,HOU,2,11,0.2,.500,.167,.000,0.0,20.4,9.6,0.0,0.0,0.0,33.3,33.7,,-0.1,0.0,-0.1,-0.360,,-7.5,-4.4,-12.0,0.0,2016
Danny Green,SG,28,SAS,10,267,15.3,.658,.734,.047,0.0,12.6,6.7,3.8,4.1,2.4,8.4,12.4,,0.4,0.6,0.9,.170,,1.7,5.0,6.8,0.6,2016
Draymond Green,PF,25,GSW,23,879,18.6,.549,.377,.388,4.8,23.1,14.0,23.4,2.1,3.8,14.8,18.9,,1.6,1.5,3.1,.171,,2.6,3.2,5.7,1.7,2016
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016
Gerald Green,SG,30,MIA,12,110,6.7,.391,.286,.102,2.3,15.3,9.1,1.5,1.9,0.7,3.8,23.0,,-0.2,0.2,0.0,-0.007,,-5.3,0.0,-5.3,-0.1,2016
JaMychal Green,PF,25,MEM,4,72,16.4,.548,.045,.273,7.0,18.9,12.0,8.3,2.2,6.1,14.0,18.3,,0.0,0.0,0.1,.056,,-0.9,2.2,1.3,0.1,2016
Jeff Green,SF,29,LAC,6,159,13.2,.535,.217,.543,1.9,9.9,5.9,3.9,1.9,1.1,5.0,16.8,,0.2,0.2,0.4,.106,,-0.8,0.8,0.0,0.1,2016
Blake Griffin,PF,26,LAC,4,127,16.5,.469,.038,.472,5.5,21.7,13.6,20.4,1.2,1.3,12.3,25.6,,0.0,0.2,0.2,.074,,0.9,0.9,1.8,0.1,2016
Jorge Gutiérrez,PG,27,CHO,3,12,-7.0,.000,.000,.000,0.0,20.4,9.5,25.1,0.0,0.0,25.0,15.9,,-0.1,0.0,-0.1,-0.357,,-12.0,-6.6,-18.6,0.0,2016
P.J. Hairston,SF,23,MEM,2,22,0.3,.363,.500,.333,0.0,0.0,0.0,0.0,2.4,0.0,12.7,16.5,,-0.1,0.0,-0.1,-0.165,,-5.5,-2.3,-7.8,0.0,2016
Tyler Hansbrough,PF,30,CHO,2,6,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,-0.011,,-3.0,-3.5,-6.5,0.0,2016
Tim Hardaway Jr.,SG,23,ATL,9,87,3.1,.349,.538,.231,0.0,10.6,5.6,11.9,0.0,1.0,9.5,16.3,,-0.2,0.0,-0.1,-0.078,,-5.3,-2.3,-7.5,-0.1,2016
James Harden,SG,26,HOU,5,193,21.8,.555,.420,.450,3.6,11.0,7.1,41.4,3.0,0.4,17.8,31.1,,0.3,0.1,0.4,.106,,7.5,1.3,8.8,0.5,2016
Maurice Harkless,SF,22,POR,11,272,12.8,.500,.400,.227,8.1,13.2,10.6,4.3,1.8,0.9,8.3,20.7,,0.1,0.2,0.3,.055,,-0.7,-0.7,-1.4,0.0,2016
Montrezl Harrell,PF,22,HOU,2,12,-1.0,.387,.333,.667,0.0,18.7,8.8,0.0,0.0,0.0,20.5,16.7,,0.0,0.0,0.0,-0.157,,-8.6,-4.4,-13.0,0.0,2016
Devin Harris,PG,32,DAL,5,121,10.4,.567,.433,.333,0.9,13.1,6.8,10.8,1.3,0.0,8.0,14.3,,0.1,-0.1,0.0,.007,,-2.3,0.1,-2.2,0.0,2016
Tobias Harris,PF,23,DET,4,156,16.5,.561,.261,.283,4.9,24.2,14.8,12.5,1.1,1.9,10.4,18.6,,0.3,0.0,0.2,.071,,1.1,0.3,1.4,0.1,2016
Aaron Harrison,SG,21,CHO,2,7,-0.6,,,,0.0,17.5,8.2,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,.018,,-9.6,1.1,-8.5,0.0,2016
Udonis Haslem,PF,35,MIA,9,85,11.4,.581,.000,.467,16.1,26.5,21.5,7.2,0.0,0.9,27.9,14.1,,0.1,0.1,0.2,.112,,-2.4,0.6,-1.9,0.0,2016
Spencer Hawes,PF,27,CHO,5,53,14.9,.575,.308,.462,6.1,30.1,17.3,10.3,1.0,3.0,20.4,17.6,,0.0,0.1,0.1,.084,,-1.0,2.2,1.2,0.0,2016
Gerald Henderson,SG,28,POR,11,234,9.3,.435,.232,.146,2.6,13.1,7.7,11.4,1.3,1.0,5.4,16.8,,0.0,0.1,0.1,.023,,-2.1,-0.5,-2.6,0.0,2016
George Hill,PG,29,IND,7,235,17.0,.712,.474,.386,3.2,5.9,4.6,11.6,1.4,0.4,10.7,15.3,,0.8,0.2,0.9,.191,,3.0,1.3,4.2,0.4,2016
Jordan Hill,C,28,IND,5,15,4.5,.000,.000,.000,16.5,28.5,22.9,19.4,0.0,0.0,0.0,9.6,,0.0,0.0,0.0,-0.013,,-2.5,-1.6,-4.1,0.0,2016
Solomon Hill,SF,24,IND,7,198,11.5,.710,.613,.516,3.1,12.4,8.1,6.6,0.5,0.0,7.3,10.0,,0.5,0.2,0.7,.170,,0.7,0.9,1.5,0.2,2016
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016
Kirk Hinrich,PG,35,ATL,6,27,5.1,.357,.429,.000,0.0,15.2,8.0,16.3,0.0,0.0,0.0,11.6,,0.0,0.0,0.0,.012,,-5.4,-0.8,-6.2,0.0,2016
John Holland,SF,27,BOS,1,1,-39.1,.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.1,,0.0,0.0,0.0,-1.042,,-17.4,-9.2,-26.6,0.0,2016
Al Horford,C,29,ATL,10,327,17.5,.545,.241,.138,4.5,16.3,10.7,15.6,1.8,6.6,12.1,19.2,,0.3,0.5,0.9,.127,,0.9,2.8,3.7,0.5,2016
Dwight Howard,C,30,HOU,5,180,15.7,.510,.021,.792,14.4,27.4,20.5,8.2,1.1,3.4,15.6,17.5,,0.0,0.1,0.2,.046,,0.4,-0.9,-0.4,0.1,2016
Josh Huestis,PF,24,OKC,2,10,10.6,.500,.667,.000,11.4,21.9,16.7,0.0,0.0,0.0,0.0,13.0,,0.0,0.0,0.0,.119,,0.8,-0.9,-0.1,0.0,2016
Kris Humphries,PF,30,ATL,4,56,30.8,.604,.357,.214,16.1,29.4,23.0,13.7,1.8,8.0,6.1,26.1,,0.2,0.1,0.4,.319,,6.3,2.6,8.9,0.2,2016
R.J. Hunter,SG,22,BOS,5,41,1.9,.278,.556,.000,2.4,13.6,7.6,11.2,0.0,2.2,10.0,10.5,,-0.1,0.1,0.0,-0.027,,-5.4,-0.2,-5.6,0.0,2016
Serge Ibaka,PF,26,OKC,18,602,15.3,.629,.423,.123,4.3,16.4,10.5,2.5,1.2,3.1,5.0,13.0,,1.4,0.7,2.0,.163,,2.1,1.5,3.6,0.9,2016
Andre Iguodala,SF,32,GSW,24,767,13.8,.563,.396,.348,5.0,9.7,7.4,16.6,1.9,1.0,10.8,12.1,,1.5,0.7,2.1,.133,,1.2,1.8,3.0,1.0,2016
Kyrie Irving,PG,23,CLE,21,774,24.4,.574,.274,.208,2.3,7.1,4.7,23.5,2.5,1.6,9.4,30.4,,2.6,0.8,3.4,.210,,5.4,0.6,6.0,1.6,2016
Reggie Jackson,PG,25,DET,4,147,18.1,.502,.327,.073,1.7,8.8,5.4,43.4,2.3,1.3,15.0,22.8,,0.2,-0.1,0.1,.047,,2.1,0.0,2.1,0.2,2016
LeBron James,SF,31,CLE,21,822,30.0,.585,.225,.297,6.1,22.4,14.4,36.6,3.2,3.2,13.7,30.7,,3.2,1.5,4.7,.274,,7.4,3.6,11.0,2.7,2016
Al Jefferson,C,31,CHO,7,168,21.8,.524,.000,.157,8.9,21.2,14.6,11.5,1.3,1.4,6.3,26.8,,0.2,0.2,0.4,.108,,2.7,-0.2,2.5,0.2,2016
Richard Jefferson,SF,35,CLE,21,381,12.5,.614,.333,.238,5.0,17.7,11.5,5.4,1.4,0.3,12.3,12.8,,0.6,0.4,1.0,.124,,-0.9,0.9,0.0,0.2,2016
Jonas Jerebko,PF,28,BOS,6,162,13.3,.571,.478,.109,4.2,23.4,13.2,10.9,0.6,2.2,9.4,14.1,,0.2,0.3,0.5,.138,,0.3,1.6,2.0,0.2,2016
Amir Johnson,PF,28,BOS,6,134,16.7,.690,.061,.273,8.1,26.6,16.8,5.5,0.4,5.3,21.3,15.1,,0.2,0.3,0.4,.158,,-0.4,1.8,1.4,0.1,2016
James Johnson,PF,28,TOR,10,98,9.5,.570,.360,.120,3.5,15.6,9.2,10.6,1.6,0.0,21.0,15.8,,0.0,0.1,0.1,.041,,-1.9,0.1,-1.9,0.0,2016
Joe Johnson,SF,34,MIA,14,492,11.6,.504,.291,.152,1.8,13.5,7.9,11.6,0.9,0.5,9.6,18.1,,0.3,0.6,0.9,.090,,-1.1,-0.2,-1.3,0.1,2016
Stanley Johnson,SF,19,DET,4,81,12.2,.670,.435,.087,0.0,23.3,12.0,0.0,0.7,0.0,11.2,16.7,,0.1,0.0,0.1,.030,,-1.1,0.0,-1.1,0.0,2016
Tyler Johnson,SG,23,MIA,5,61,15.8,.663,.545,1.000,4.1,9.2,6.8,19.6,0.9,0.0,11.2,13.9,,0.2,0.1,0.3,.230,,2.2,1.0,3.2,0.1,2016
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016
Wesley Johnson,SF,28,LAC,6,77,10.8,.522,.643,.214,6.5,16.6,11.6,3.7,0.7,4.4,11.5,10.0,,0.1,0.1,0.2,.102,,-1.1,1.5,0.4,0.0,2016
Dahntay Jones,SF,35,CLE,15,50,12.6,.559,.231,.385,0.0,16.3,8.3,5.9,1.1,1.9,6.2,15.0,,0.1,0.0,0.1,.116,,-0.6,1.0,0.4,0.0,2016
James Jones,SF,35,CLE,12,55,-0.7,.255,.700,.400,2.2,6.3,4.3,7.2,0.0,0.0,7.8,10.7,,-0.1,0.0,-0.1,-0.079,,-5.5,-3.1,-8.6,-0.1,2016
DeAndre Jordan,C,27,LAC,6,198,24.0,.547,.000,1.553,15.1,33.8,24.5,8.5,1.8,6.8,9.9,16.0,,0.4,0.5,1.0,.231,,2.7,2.6,5.3,0.4,2016
Cory Joseph,SG,24,TOR,20,452,13.8,.524,.162,.216,2.8,8.5,5.4,18.9,2.1,0.4,12.0,18.9,,0.4,0.3,0.8,.082,,-0.3,1.2,0.8,0.3,2016
Chris Kaman,C,33,POR,4,32,-1.2,.389,.000,.000,6.3,19.8,12.8,5.7,3.1,0.0,25.0,32.0,,-0.2,0.0,-0.2,-0.260,,-13.6,-0.5,-14.1,-0.1,2016
Frank Kaminsky,C,22,CHO,7,190,10.3,.453,.370,.457,1.7,17.4,9.0,7.1,1.7,2.1,3.5,14.3,,0.0,0.2,0.2,.048,,-1.4,1.6,0.2,0.1,2016
Kyle Korver,SG,34,ATL,10,316,12.3,.652,.720,.120,1.1,14.6,8.2,4.9,1.6,1.1,9.2,12.3,,0.5,0.4,0.8,.122,,-0.6,1.4,0.9,0.2,2016
Jeremy Lamb,SG,23,CHO,3,12,39.5,.611,.111,.000,8.9,30.7,19.0,33.7,0.0,0.0,0.0,35.7,,0.1,0.0,0.1,.255,,17.0,1.0,18.0,0.1,2016
Ty Lawson,PG,28,IND,7,74,5.0,.388,.167,.333,1.7,8.7,5.4,22.3,2.2,0.0,22.5,17.3,,-0.1,0.1,-0.1,-0.045,,-6.5,-0.6,-7.0,-0.1,2016
Courtney Lee,SG,30,CHO,7,257,8.5,.521,.176,.294,2.1,7.2,4.4,6.0,1.2,0.9,8.0,11.6,,0.1,0.1,0.2,.045,,-2.8,0.6,-2.2,0.0,2016
David Lee,PF,32,DAL,2,33,14.1,.750,.000,.000,3.4,18.5,10.6,5.5,0.0,0.0,0.0,11.2,,0.1,0.0,0.1,.104,,-0.8,-2.4,-3.2,0.0,2016
Kawhi Leonard,SF,24,SAS,10,339,28.6,.597,.235,.307,5.1,15.7,10.7,14.7,4.0,3.2,7.8,28.1,,1.1,0.8,1.9,.271,,7.1,4.4,11.5,1.2,2016
Damian Lillard,PG,25,POR,11,437,19.8,.527,.442,.322,2.7,8.4,5.5,28.1,1.6,0.5,10.7,30.2,,0.9,0.1,1.1,.118,,5.7,-1.2,4.5,0.7,2016
Jeremy Lin,SG,27,CHO,7,189,14.5,.543,.222,.619,1.7,8.4,4.8,18.1,1.4,0.0,12.1,23.0,,0.2,0.1,0.3,.069,,-0.7,0.2,-0.5,0.1,2016
Shaun Livingston,PG,30,GSW,24,514,14.0,.532,.006,.220,2.8,13.1,8.0,24.0,1.2,0.8,13.6,18.2,,0.7,0.4,1.2,.108,,-1.2,1.0,-0.3,0.2,2016
Kevin Love,PF,27,CLE,20,613,17.9,.539,.464,.314,6.6,26.8,16.9,10.6,0.8,1.3,9.0,22.5,,1.3,0.7,2.0,.157,,3.1,-0.8,2.4,0.7,2016
Kyle Lowry,PG,29,TOR,20,766,16.6,.508,.418,.315,2.7,12.6,7.4,29.2,2.2,0.3,14.4,26.5,,0.6,0.7,1.2,.077,,2.5,0.0,2.5,0.9,2016
Ian Mahinmi,C,29,IND,7,172,11.6,.538,.000,.595,8.6,14.9,12.0,8.2,1.6,2.9,20.9,18.7,,0.0,0.3,0.2,.066,,-3.5,1.1,-2.4,0.0,2016
Boban Marjanović,C,27,SAS,7,42,25.3,.752,.000,.750,11.7,25.9,19.3,11.6,0.0,3.7,15.8,21.0,,0.2,0.1,0.3,.336,,0.3,2.5,2.8,0.1,2016
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016
Jarell Martin,PF,21,MEM,2,46,7.1,.423,.000,.750,8.7,8.9,8.8,3.6,3.5,0.0,22.0,13.6,,-0.1,0.0,-0.1,-0.065,,-4.6,-1.3,-6.0,0.0,2016
Kevin Martin,SG,32,SAS,5,49,6.0,.516,.400,.150,0.0,8.9,4.7,9.5,1.1,0.0,22.0,26.0,,-0.1,0.0,-0.1,-0.067,,-5.6,-1.7,-7.3,-0.1,2016
Wesley Matthews,SF,29,DAL,5,173,9.7,.475,.583,.317,2.6,9.9,6.1,5.6,1.8,0.0,5.5,19.4,,0.0,-0.2,-0.1,-0.039,,-1.7,-1.1,-2.9,0.0,2016
Luc Mbah a Moute,PF,29,LAC,5,78,5.7,.699,.000,.167,2.6,10.1,6.3,1.8,2.0,0.0,23.7,4.8,,0.0,0.1,0.1,.074,,-4.7,2.3,-2.4,0.0,2016
James Michael McAdoo,PF,23,GSW,8,38,8.5,.434,.000,1.000,0.0,22.5,11.4,7.0,3.9,4.2,14.8,7.8,,0.0,0.1,0.1,.079,,-4.9,4.9,0.0,0.0,2016
CJ McCollum,SG,24,POR,11,442,14.0,.518,.294,.234,1.6,7.9,4.6,14.2,1.1,0.9,8.4,22.9,,0.5,0.1,0.6,.062,,0.6,-1.4,-0.8,0.1,2016
K.J. McDaniels,SF,22,HOU,4,34,7.3,.346,.231,.000,2.9,19.8,10.9,5.2,0.0,7.6,0.0,15.7,,0.0,0.0,0.0,-0.026,,-1.4,0.2,-1.2,0.0,2016
JaVale McGee,C,28,DAL,2,14,-0.5,.431,.000,3.000,16.0,8.7,12.5,0.0,3.7,0.0,39.3,25.3,,-0.1,0.0,-0.1,-0.300,,-12.4,-2.3,-14.7,0.0,2016
Jordan McRae,PG,24,CLE,2,4,110.5,1.125,.250,.000,0.0,58.2,29.5,0.0,0.0,0.0,0.0,46.2,,0.2,0.0,0.2,1.896,,42.8,15.0,57.8,0.1,2016
