Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,season
Quinn Cook,PG,24,GSW,33,740,12.8,.593,.413,.099,1.6,10.2,6.2,16.6,0.8,0.1,10.8,17.5,1.1,0.4,1.6,.101,-0.1,-1.5,-1.6,0.1,2018
Charles Cooke,SG,23,NOP,13,38,-5.1,.202,.571,.143,0.0,5.5,2.9,3.2,1.3,0.0,6.3,18.1,-0.2,0.0,-0.2,-0.239,-10.4,-4.0,-14.4,-0.1,2018
Jack Cooley,PF,26,SAC,7,87,19.7,.566,.000,.704,17.6,21.9,19.6,10.5,0.6,0.0,7.8,19.8,0.3,0.0,0.3,.182,0.9,-1.4,-0.6,0.0,2018
Matt Costello,C,24,SAS,4,32,9.7,.500,.000,.000,3.4,27.9,15.6,8.3,3.2,5.2,20.0,7.0,0.0,0.1,0.1,.127,-6.0,5.3,-0.7,0.0,2018
DeMarcus Cousins,C,27,NOP,48,1737,22.6,.583,.340,.456,6.8,30.9,19.2,23.0,2.2,3.5,18.9,31.9,1.5,3.2,4.7,.130,2.5,2.2,4.7,2.9,2018
Robert Covington,SF,27,PHI,80,2532,12.9,.563,.658,.163,2.4,15.5,9.2,8.7,2.6,2.4,12.3,17.2,1.6,4.5,6.1,.116,-0.2,1.7,1.5,2.3,2018
Allen Crabbe,SG,25,BRK,75,2197,12.3,.558,.643,.163,1.3,14.4,7.8,8.4,1.0,1.2,8.1,19.0,1.8,1.4,3.2,.070,0.0,-0.7,-0.7,0.7,2018
Torrey Craig,SF,27,DEN,39,629,9.8,.535,.423,.255,7.2,15.5,11.4,5.4,0.9,2.0,11.6,11.9,0.5,0.4,0.9,.069,-2.2,-0.7,-2.9,-0.1,2018
Jamal Crawford,SG,37,MIN,80,1653,13.0,.519,.423,.152,1.4,5.5,3.5,16.9,1.2,0.5,10.7,23.7,0.9,0.3,1.3,.037,0.1,-2.5,-2.3,-0.1,2018
Jordan Crawford,SG,29,NOP,5,53,19.1,.601,.519,.037,4.2,4.0,4.1,37.7,0.9,1.5,15.4,26.5,0.1,0.0,0.2,.150,4.9,-0.7,4.2,0.1,2018
Jae Crowder,SF,27,TOT,80,2090,10.4,.525,.508,.221,3.2,11.5,7.4,6.9,1.5,0.9,9.1,17.3,1.0,1.6,2.6,.060,-1.9,-0.6,-2.5,-0.3,2018
Jae Crowder,SF,27,CLE,53,1346,10.2,.545,.503,.245,3.5,10.8,7.2,6.0,1.5,0.8,9.2,15.1,1.1,0.6,1.7,.059,-1.9,-1.0,-3.0,-0.3,2018
Jae Crowder,SF,27,UTA,27,744,10.8,.499,.515,.190,2.8,12.7,7.8,8.6,1.6,1.0,9.1,21.3,-0.1,1.0,0.9,.060,-1.9,0.2,-1.7,0.1,2018
Dante Cunningham,SF,30,TOT,73,1562,10.0,.539,.462,.143,5.5,14.9,10.3,4.3,1.2,1.5,7.9,11.6,1.1,1.3,2.4,.074,-1.5,-0.2,-1.7,0.1,2018
Dante Cunningham,SF,30,NOP,51,1115,8.4,.525,.480,.160,5.0,13.4,9.4,3.0,1.2,1.1,6.2,10.0,0.7,0.9,1.6,.067,-1.9,-0.1,-2.0,0.0,2018
Dante Cunningham,SF,30,BRK,22,447,13.8,.561,.432,.115,6.6,18.5,12.5,7.6,1.3,2.3,10.4,15.8,0.4,0.4,0.9,.092,-0.6,-0.4,-0.9,0.1,2018
Stephen Curry,PG,29,GSW,51,1631,28.2,.675,.580,.350,2.7,14.4,9.0,30.3,2.4,0.4,13.3,31.0,7.2,1.9,9.1,.267,7.8,0.0,7.7,4.0,2018
,,,,,,,,,,,,,,,,,,,,,,,,,,2018
Troy Daniels,SG,26,PHO,79,1622,9.8,.583,.797,.111,0.8,7.7,4.2,4.5,0.8,0.2,8.5,17.2,1.4,0.0,1.4,.042,-0.5,-2.1,-2.6,-0.3,2018
Anthony Davis,PF,24,NOP,75,2727,28.9,.612,.111,.409,7.7,24.8,16.5,10.8,2.0,5.6,8.6,30.0,8.8,4.9,13.7,.241,5.3,1.4,6.7,5.9,2018
Deyonta Davis,C,21,MEM,62,943,16.6,.621,.000,.215,9.0,22.0,15.3,7.1,0.8,3.9,9.9,15.3,1.9,0.8,2.7,.138,-0.9,-0.6,-1.5,0.1,2018
Ed Davis,C,28,POR,78,1471,15.5,.607,.003,.380,13.7,28.8,21.3,3.9,1.1,2.9,16.2,12.1,2.5,2.5,5.0,.164,-1.2,0.6,-0.6,0.5,2018
Dewayne Dedmon,C,28,ATL,62,1542,15.8,.599,.296,.180,7.2,28.1,17.7,9.2,1.3,2.8,14.3,17.0,1.8,1.9,3.7,.114,-0.4,0.5,0.1,0.8,2018
Sam Dekker,PF,23,LAC,73,883,11.5,.534,.232,.216,5.6,16.0,10.8,6.2,1.3,0.9,10.4,15.5,0.6,0.6,1.2,.066,-2.3,-0.6,-2.9,-0.2,2018
Malcolm Delaney,PG,28,ATL,54,1014,10.6,.519,.435,.323,1.0,10.0,5.5,23.4,1.7,0.5,16.9,16.9,0.4,0.6,1.0,.047,-2.2,-0.4,-2.6,-0.1,2018
Matthew Dellavedova,PG,27,MIL,38,712,8.6,.500,.513,.178,2.3,8.2,5.3,27.4,1.0,0.0,23.0,13.5,0.3,0.2,0.5,.032,-2.4,-2.0,-4.4,-0.4,2018
Luol Deng,SF,32,LAL,1,13,5.5,.500,.000,.000,0.0,0.0,0.0,10.1,3.7,0.0,33.3,9.8,0.0,0.0,0.0,-0.018,-5.3,2.4,-2.9,0.0,2018
DeMar DeRozan,SG,28,TOR,80,2711,21.0,.555,.203,.396,2.5,10.4,6.5,25.0,1.5,0.6,9.5,29.6,6.8,2.8,9.6,.170,3.3,-0.6,2.8,3.2,2018
Cheick Diallo,PF,21,NOP,52,581,17.0,.619,.000,.375,9.1,29.6,19.7,4.7,0.9,2.9,12.0,17.4,1.1,0.8,1.9,.157,-1.3,0.1,-1.2,0.1,2018
Gorgui Dieng,C,28,MIN,79,1333,14.7,.543,.157,.263,9.1,22.2,15.6,7.5,1.7,2.6,12.0,16.3,1.6,1.4,2.9,.105,-0.9,-0.1,-1.0,0.3,2018
Spencer Dinwiddie,PG,24,BRK,80,2306,15.9,.527,.517,.320,1.8,10.2,6.0,35.0,1.4,0.7,11.8,20.3,4.3,1.4,5.7,.118,1.3,-0.7,0.6,1.5,2018
Tyler Dorsey,SG,21,ATL,56,974,10.0,.494,.521,.165,1.9,12.9,7.4,12.5,0.9,0.4,8.3,20.0,0.0,0.4,0.4,.020,-1.4,-1.5,-2.9,-0.2,2018
Damyean Dotson,SG,23,NYK,44,474,11.6,.532,.422,.143,2.1,17.5,9.8,9.5,1.3,0.4,9.0,17.3,0.3,0.3,0.6,.060,-1.6,-0.6,-2.3,0.0,2018
Milton Doyle,SG,24,BRK,10,125,5.2,.337,.489,.170,2.5,12.9,7.6,11.7,2.3,1.2,3.8,18.2,-0.3,0.1,-0.1,-0.052,-6.6,-0.2,-6.8,-0.1,2018
PJ Dozier,PG,21,OKC,2,3,-5.0,.500,.000,.000,0.0,38.3,18.5,0.0,0.0,0.0,33.3,42.9,0.0,0.0,0.0,-0.404,-17.7,-2.7,-20.4,0.0,2018
Goran Dragić,PG,31,MIA,75,2378,16.6,.543,.279,.252,2.5,11.9,7.2,25.4,1.3,0.4,12.2,25.7,2.9,2.3,5.3,.106,0.9,-0.6,0.3,1.4,2018
Larry Drew II,PG,27,TOT,10,70,2.9,.354,.375,.000,4.8,0.0,2.3,18.5,0.0,0.0,11.1,16.6,-0.1,0.0,-0.1,-0.061,-5.6,-3.4,-9.0,-0.1,2018
Larry Drew II,PG,27,PHI,3,15,-9.4,.143,.429,.000,7.5,0.0,3.6,17.1,0.0,0.0,12.5,22.8,-0.1,0.0,-0.1,-0.299,-15.2,-7.4,-22.6,-0.1,2018
Larry Drew II,PG,27,NOP,7,55,6.3,.441,.353,.000,4.1,0.0,2.0,18.9,0.0,0.0,10.5,15.0,0.0,0.0,0.0,.003,-3.0,-2.3,-5.3,0.0,2018
Andre Drummond,C,24,DET,78,2625,22.9,.555,.012,.448,16.4,36.4,26.2,14.3,2.2,4.3,15.9,21.2,4.6,5.7,10.3,.189,1.5,1.7,3.2,3.4,2018
,,,,,,,,,,,,,,,,,,,,,,,,,,2018
Jared Dudley,PF,32,PHO,48,686,8.8,.553,.656,.287,1.2,13.6,7.3,15.6,1.7,1.3,16.9,10.2,0.5,0.4,0.8,.058,-3.0,0.5,-2.5,-0.1,2018
Kris Dunn,PG,23,CHI,52,1525,14.5,.488,.201,.171,1.6,14.4,7.8,33.3,3.3,1.6,17.3,24.7,-1.0,1.9,0.9,.027,-2.4,1.1,-1.3,0.3,2018
Kevin Durant,SF,29,GSW,68,2325,26.0,.640,.338,.331,1.6,19.5,11.2,25.5,1.0,4.0,12.9,30.4,7.5,2.9,10.4,.215,6.7,0.6,7.3,5.5,2018
Jarell Eddie,SF,26,TOT,3,9,-1.9,.000,1.000,.000,0.0,12.0,6.1,0.0,5.6,0.0,0.0,9.8,0.0,0.0,0.0,-0.142,-9.1,0.8,-8.3,0.0,2018
Jarell Eddie,SF,26,BOS,2,6,4.0,.000,1.000,.000,0.0,18.0,9.1,0.0,8.3,0.0,0.0,7.4,0.0,0.0,0.0,-0.026,-7.0,5.6,-1.3,0.0,2018
Jarell Eddie,SF,26,CHI,1,3,-13.5,.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.5,0.0,0.0,0.0,-0.373,-13.3,-8.8,-22.1,0.0,2018
Henry Ellenson,PF,21,DET,38,329,10.5,.476,.411,.199,3.3,24.3,13.6,9.4,0.8,0.0,10.2,23.8,-0.2,0.4,0.1,.020,-2.6,-1.9,-4.4,-0.2,2018
Wayne Ellington,SG,30,MIA,77,2041,12.5,.588,.827,.111,1.3,10.7,6.0,5.9,1.3,0.3,6.6,17.3,2.6,1.9,4.5,.105,1.0,-0.6,0.4,1.2,2018
Joel Embiid,C,23,PHI,63,1912,22.9,.573,.203,.442,8.4,29.7,19.4,18.0,1.0,4.8,15.6,33.4,2.3,3.8,6.2,.155,2.0,1.3,3.3,2.6,2018
James Ennis III,SF,27,TOT,72,1604,11.6,.588,.398,.302,5.1,11.0,8.0,6.6,1.5,1.0,11.4,13.7,2.0,1.1,3.1,.092,-1.1,-0.1,-1.2,0.3,2018
James Ennis III,SF,27,MEM,45,1053,11.9,.610,.378,.329,5.7,11.7,8.6,7.0,1.5,1.1,13.0,12.5,1.5,0.6,2.0,.093,-0.5,-0.1,-0.6,0.4,2018
James Ennis III,SF,27,DET,27,551,11.2,.558,.426,.265,3.9,9.6,6.7,5.9,1.4,1.0,9.0,16.0,0.5,0.5,1.0,.090,-2.2,-0.2,-2.3,-0.1,2018
Tyler Ennis,PG,23,LAL,54,683,11.1,.473,.250,.129,3.0,11.8,7.4,21.9,2.1,1.2,13.8,17.1,0.1,0.7,0.8,.058,-3.0,0.9,-2.1,0.0,2018
Jawun Evans,PG,21,LAC,48,778,7.2,.421,.213,.194,1.3,10.4,5.9,17.8,2.3,0.6,13.8,17.7,-0.8,0.6,-0.2,-0.011,-5.4,0.4,-5.0,-0.6,2018
Jeremy Evans,SF,30,ATL,1,5,10.4,1.000,.000,.000,22.3,0.0,11.2,0.0,0.0,0.0,50.0,17.5,0.0,0.0,0.0,-0.028,-5.7,-4.2,-9.9,0.0,2018
Tyreke Evans,PG,28,MEM,52,1607,21.1,.561,.354,.258,3.1,16.3,9.5,31.2,1.8,1.0,11.5,28.4,3.1,1.2,4.2,.126,4.9,-0.5,4.5,2.6,2018
Dante Exum,PG,22,UTA,14,235,16.7,.566,.207,.356,2.0,10.5,6.3,29.7,1.7,1.1,16.6,23.1,0.3,0.3,0.7,.133,-0.3,0.4,0.1,0.1,2018
Kenneth Faried,PF,28,DEN,32,461,17.4,.552,.007,.345,16.7,20.7,18.7,5.8,1.3,2.4,11.9,18.3,0.9,0.4,1.3,.132,-0.3,-1.7,-2.1,0.0,2018
Derrick Favors,C,26,UTA,77,2153,18.8,.593,.090,.306,10.6,18.5,14.6,7.8,1.3,3.2,9.9,18.5,4.5,3.5,8.0,.179,0.9,0.7,1.5,1.9,2018
Kay Felder,PG,22,TOT,16,140,3.6,.379,.271,.171,2.3,12.0,6.9,22.0,1.0,0.6,17.5,28.4,-0.6,0.1,-0.5,-0.175,-7.7,-3.4,-11.1,-0.3,2018
Kay Felder,PG,22,CHI,14,134,3.6,.386,.273,.182,0.8,10.8,5.6,23.0,1.1,0.7,17.4,28.0,-0.5,0.1,-0.5,-0.168,-7.4,-3.2,-10.7,-0.3,2018
Kay Felder,PG,22,DET,2,6,2.0,.250,.250,.000,36.0,37.6,36.8,0.0,0.0,0.0,20.0,36.9,0.0,0.0,0.0,-0.336,-12.9,-8.5,-21.4,0.0,2018
Cristiano Felício,C,25,CHI,55,977,12.5,.614,.009,.377,8.8,17.1,12.8,8.4,0.8,1.0,17.7,13.6,1.2,0.5,1.7,.086,-2.8,-1.1,-3.9,-0.5,2018
Raymond Felton,PG,33,OKC,82,1365,13.0,.494,.417,.080,2.0,11.0,6.3,22.5,1.8,1.1,11.7,20.4,0.9,1.3,2.2,.078,-0.3,-0.3,-0.6,0.5,2018
Terrance Ferguson,SG,19,OKC,61,763,7.4,.545,.710,.059,2.7,4.2,3.4,3.4,1.6,1.2,6.0,10.4,0.7,0.5,1.2,.077,-3.2,-0.1,-3.3,-0.3,2018
Yogi Ferrell,SG,24,DAL,82,2282,11.4,.540,.492,.141,1.2,11.2,6.1,13.5,1.4,0.4,9.1,17.0,1.5,1.5,3.0,.064,-1.3,0.0,-1.4,0.4,2018
,,,,,,,,,,,,,,,,,,,,,,,,,,2018
Dorian Finney-Smith,PF,24,DAL,21,448,7.6,.482,.554,.124,5.3,13.6,9.3,8.4,1.1,0.8,14.1,15.1,-0.2,0.3,0.1,.015,-3.8,-0.8,-4.6,-0.3,2018
Bryn Forbes,SG,24,SAS,80,1517,9.1,.525,.459,.145,0.9,7.2,4.0,7.8,0.9,0.1,6.5,16.7,0.8,1.3,2.1,.067,-2.5,-0.6,-3.1,-0.4,2018
Evan Fournier,SF,25,ORL,57,1837,15.5,.577,.418,.216,1.4,9.5,5.4,14.8,1.3,0.7,9.8,23.3,2.4,0.9,3.3,.087,0.8,-1.4,-0.6,0.7,2018
De'Aaron Fox,PG,20,SAC,73,2026,11.2,.478,.192,.245,1.8,10.0,5.7,24.6,1.7,0.9,16.4,23.4,-1.7,1.1,-0.6,-0.014,-2.7,-1.5,-4.2,-1.1,2018
Tim Frazier,PG,27,WAS,59,838,11.3,.475,.326,.174,2.4,13.1,7.8,31.1,2.8,0.7,23.5,12.8,0.4,1.0,1.4,.080,-2.8,1.8,-0.9,0.2,2018
Enes Freedom,C,25,NYK,71,1830,24.0,.630,.003,.258,16.6,30.6,23.6,9.4,1.0,1.7,13.3,21.8,5.5,2.1,7.6,.198,3.3,-1.1,2.2,1.9,2018
Channing Frye,C,34,TOT,53,695,13.1,.599,.542,.090,1.9,19.4,10.8,7.9,1.3,1.6,8.7,15.2,0.9,0.6,1.5,.101,-0.5,0.0,-0.5,0.3,2018
Channing Frye,C,34,CLE,44,545,13.9,.604,.533,.089,2.1,20.3,11.3,7.5,1.5,1.9,8.8,15.6,0.7,0.5,1.2,.104,-0.4,0.1,-0.3,0.3,2018
Channing Frye,C,34,LAL,9,150,10.2,.581,.581,.093,1.4,16.2,8.9,9.5,0.3,0.5,8.2,13.8,0.2,0.1,0.3,.091,-1.0,-0.5,-1.5,0.0,2018
Markelle Fultz,SG,19,PHI,14,253,12.4,.416,.009,.189,4.9,13.1,9.2,31.3,2.3,1.3,12.4,23.1,-0.2,0.4,0.2,.043,-3.3,0.7,-2.6,0.0,2018
Danilo Gallinari,SF,29,LAC,21,671,13.8,.545,.434,.340,1.5,14.9,8.3,8.9,0.9,1.2,8.1,20.6,0.8,0.4,1.2,.088,0.4,-0.9,-0.5,0.3,2018
Langston Galloway,SG,26,DET,58,863,12.2,.503,.641,.121,1.6,10.3,5.9,10.1,2.0,0.5,4.8,19.3,0.5,0.9,1.4,.080,-0.2,0.2,0.1,0.5,2018
Marc Gasol,C,33,MEM,73,2408,17.4,.532,.310,.326,3.7,25.3,14.2,21.7,1.1,3.9,14.1,25.6,1.5,2.6,4.0,.080,1.7,0.6,2.3,2.7,2018
Pau Gasol*,C,37,SAS,77,1812,18.9,.539,.191,.333,7.8,30.2,19.0,20.1,0.7,3.6,13.1,20.4,2.7,3.3,6.0,.159,1.5,1.9,3.4,2.5,2018
Rudy Gay,PF,31,SAS,57,1231,18.0,.545,.220,.270,6.8,19.5,13.1,9.8,1.9,2.6,11.5,24.6,1.0,2.1,3.1,.122,0.2,0.6,0.8,0.9,2018
Paul George,SF,27,OKC,79,2891,18.7,.570,.454,.307,2.7,14.9,8.6,14.5,2.8,1.2,12.2,25.7,5.0,3.9,8.9,.147,2.3,0.6,2.9,3.6,2018
Marcus Georges-Hunt,SG,23,MIN,42,224,6.9,.515,.313,.438,3.6,4.7,4.1,4.1,1.3,0.0,5.0,11.9,0.2,0.0,0.2,.049,-4.3,-0.9,-5.1,-0.2,2018
Jonathan Gibson,PG,30,BOS,4,40,25.4,.739,.522,.000,0.0,8.1,4.1,22.6,0.0,0.0,11.5,29.0,0.1,0.0,0.2,.195,4.9,-0.8,4.1,0.1,2018
Taj Gibson,PF,32,MIN,82,2726,15.4,.610,.047,.251,8.1,16.7,12.4,5.2,1.1,1.9,9.8,14.7,5.4,1.7,7.2,.126,0.1,-0.7,-0.5,1.0,2018
Manu Ginóbili*,SG,40,SAS,65,1299,12.9,.553,.415,.283,1.6,10.6,6.1,19.1,1.7,1.0,16.8,21.5,0.6,1.6,2.2,.082,-1.5,0.2,-1.3,0.2,2018
Rudy Gobert,C,25,UTA,56,1816,20.7,.657,.000,.673,10.4,27.0,18.8,6.9,1.2,6.0,15.7,16.9,4.2,3.9,8.1,.214,0.9,2.5,3.4,2.5,2018
Aaron Gordon,PF,22,ORL,58,1909,16.5,.530,.395,.260,5.0,21.5,13.2,11.7,1.5,1.9,10.0,24.7,0.9,2.0,2.9,.072,0.9,-0.6,0.3,1.1,2018
,,,,,,,,,,,,,,,,,,,,,,,,,,2018
Eric Gordon,SG,29,HOU,69,2154,15.2,.578,.627,.248,1.3,7.5,4.4,11.7,1.0,1.1,10.8,24.7,2.9,1.8,4.7,.105,2.0,-1.6,0.4,1.3,2018
Marcin Gortat,C,33,WAS,82,2075,14.7,.546,.000,.291,9.9,24.0,17.0,10.6,1.0,2.6,13.5,15.5,2.4,2.4,4.9,.113,-0.8,0.3,-0.6,0.8,2018
Treveon Graham,SG,24,CHO,63,1050,9.0,.553,.439,.267,4.3,8.3,6.2,7.8,1.5,0.2,9.9,11.3,1.1,0.7,1.8,.080,-2.8,0.1,-2.7,-0.2,2018
Jerami Grant,PF,23,OKC,81,1647,16.2,.607,.241,.526,5.6,16.3,10.7,5.1,0.9,4.2,8.8,16.0,3.5,1.9,5.4,.156,0.0,0.3,0.3,1.0,2018
Jerian Grant,PG,25,CHI,74,1686,14.3,.528,.372,.374,1.9,9.3,5.5,30.1,1.8,0.4,13.2,17.4,2.3,1.0,3.3,.094,-0.9,-0.5,-1.3,0.3,2018
Josh Gray,PG,24,PHO,5,86,7.2,.349,.317,.268,2.4,10.1,6.2,20.8,4.5,1.9,13.2,26.1,-0.3,0.1,-0.2,-0.118,-5.2,1.0,-4.2,0.0,2018
Danny Green,SG,30,SAS,70,1791,11.4,.509,.570,.116,2.5,13.0,7.7,8.9,1.8,3.7,11.2,16.6,0.1,2.9,2.9,.078,-1.0,1.4,0.4,1.1,2018
Draymond Green,PF,27,GSW,70,2287,16.1,.556,.414,.279,3.9,21.1,13.1,29.0,2.0,3.1,22.5,17.2,2.6,3.4,6.1,.127,0.9,1.9,2.8,2.8,2018
Gerald Green,SG,32,HOU,41,929,14.1,.566,.722,.145,1.8,14.2,8.1,4.3,1.3,1.4,6.6,22.4,1.0,1.0,2.1,.107,1.0,-0.8,0.3,0.5,2018
JaMychal Green,PF,27,MEM,55,1542,14.0,.530,.260,.227,10.8,24.4,17.4,8.3,1.0,1.5,12.4,17.8,1.3,1.3,2.6,.079,-0.8,-1.5,-2.3,-0.1,2018
Jeff Green,PF,31,CLE,78,1828,14.8,.587,.275,.379,3.7,11.2,7.6,8.0,1.1,1.6,9.4,19.3,3.1,0.8,3.9,.103,-0.3,-1.5,-1.8,0.1,2018
Blake Griffin,PF,28,TOT,58,1970,19.6,.544,.323,.331,4.1,19.8,12.0,28.1,1.0,0.8,12.6,28.9,3.2,1.8,4.9,.120,3.6,-0.2,3.4,2.7,2018
Blake Griffin,PF,28,LAC,33,1139,20.4,.553,.324,.379,4.5,20.5,12.6,25.6,1.3,0.7,12.8,29.3,2.0,1.0,3.0,.126,3.8,-0.4,3.4,1.6,2018
Blake Griffin,PF,28,DET,25,831,18.5,.531,.323,.266,3.5,18.9,11.0,31.5,0.7,1.0,12.4,28.4,1.1,0.8,1.9,.113,3.4,0.1,3.4,1.1,2018
Daniel Hamilton,SG,22,OKC,6,28,18.2,.545,.455,.000,0.0,20.5,9.9,44.2,1.8,0.0,15.4,19.9,0.1,0.0,0.1,.169,1.0,1.3,2.3,0.0,2018
Tim Hardaway Jr.,SG,25,NYK,57,1885,14.4,.533,.479,.209,1.9,11.3,6.6,12.7,1.6,0.5,9.0,23.8,1.6,1.1,2.6,.067,0.5,-1.1,-0.6,0.7,2018
James Harden,SG,28,HOU,72,2551,29.8,.619,.498,.502,1.8,15.2,8.6,45.1,2.4,1.7,15.1,36.1,11.6,3.8,15.4,.289,8.5,1.4,9.9,7.7,2018
Maurice Harkless,SF,24,POR,59,1264,12.6,.596,.397,.199,4.0,9.9,7.0,6.0,1.9,2.8,11.0,12.6,1.6,1.7,3.2,.123,-0.4,1.7,1.4,1.1,2018
Montrezl Harrell,C,24,LAC,76,1293,24.7,.647,.013,.405,8.9,17.0,13.0,10.1,1.4,3.4,9.5,23.8,4.3,1.3,5.5,.205,3.1,0.2,3.3,1.7,2018
Devin Harris,PG,34,TOT,71,1340,13.0,.563,.500,.374,1.0,9.8,5.3,16.9,1.8,0.8,12.6,20.2,1.6,0.9,2.5,.089,-1.5,-0.3,-1.8,0.1,2018
Devin Harris,PG,34,DAL,44,807,13.5,.560,.440,.394,1.2,10.8,5.8,16.4,2.1,0.9,12.8,21.5,0.7,0.7,1.4,.085,-1.7,0.7,-1.0,0.2,2018
Devin Harris,PG,34,DEN,27,533,12.4,.568,.600,.341,0.6,8.2,4.4,17.7,1.3,0.6,12.1,18.2,0.9,0.2,1.1,.096,-1.1,-1.8,-2.9,-0.1,2018
Gary Harris,SG,23,DEN,67,2304,16.5,.597,.434,.178,1.8,6.8,4.3,13.0,2.6,0.5,10.8,20.7,3.9,1.5,5.5,.114,1.0,-0.2,0.8,1.7,2018
Joe Harris,SG,26,BRK,78,1975,13.3,.634,.576,.167,2.7,11.3,7.0,10.2,0.9,0.8,12.0,16.6,3.0,0.9,4.0,.097,0.7,-0.6,0.1,1.0,2018
,,,,,,,,,,,,,,,,,,,,,,,,,,2018
Tobias Harris,PF,25,TOT,80,2668,17.1,.565,.364,.177,2.4,15.7,9.0,11.8,1.3,1.1,7.4,23.3,4.2,2.5,6.7,.120,2.3,-0.4,1.9,2.6,2018
Tobias Harris,PF,25,DET,48,1563,16.7,.564,.389,.192,2.5,15.0,8.6,9.9,1.1,0.9,6.2,23.2,2.6,1.5,4.1,.125,2.2,-0.5,1.7,1.5,2018
Tobias Harris,PF,25,LAC,32,1105,17.7,.565,.330,.156,2.2,16.8,9.6,14.3,1.6,1.5,9.0,23.5,1.6,1.0,2.6,.112,2.3,-0.2,2.1,1.2,2018
Aaron Harrison,SG,23,DAL,9,233,5.1,.392,.623,.246,1.8,9.9,5.7,6.7,1.9,0.8,3.8,15.5,-0.3,0.2,-0.1,-0.014,-6.8,-0.6,-7.5,-0.3,2018
Andrew Harrison,PG,23,MEM,56,1326,12.7,.534,.331,.371,2.0,9.7,5.7,21.3,1.4,1.8,14.0,19.6,1.0,0.7,1.7,.062,-1.0,-0.5,-1.5,0.2,2018
Shaquille Harrison,PG,24,PHO,23,384,15.6,.540,.210,.306,2.5,14.7,8.5,22.2,3.2,1.5,13.5,18.0,0.4,0.4,0.8,.094,-2.3,1.7,-0.7,0.1,2018
Josh Hart,SG,22,LAL,63,1461,12.2,.596,.525,.251,3.1,16.0,9.6,7.6,1.5,0.9,10.1,13.5,1.9,1.5,3.4,.111,-0.6,0.5,-0.1,0.7,2018
Udonis Haslem,C,37,MIA,14,72,1.8,.252,.533,.133,4.7,10.9,7.8,9.2,0.0,2.4,11.2,11.1,-0.1,0.1,-0.1,-0.059,-5.9,-1.8,-7.7,-0.1,2018
Nigel Hayes,SF,23,TOT,9,122,6.4,.393,.485,.091,3.6,17.5,10.3,6.7,0.8,2.3,5.5,13.3,-0.2,0.1,-0.1,-0.034,-3.7,-0.1,-3.8,-0.1,2018
Nigel Hayes,SF,23,LAL,2,11,9.8,.436,.667,.333,0.0,0.0,0.0,24.3,0.0,0.0,0.0,13.3,0.0,0.0,0.0,.069,-0.2,-1.5,-1.7,0.0,2018
Nigel Hayes,SF,23,TOR,2,6,34.9,1.500,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,33.3,21.9,0.0,0.0,0.0,.018,17.4,0.8,18.2,0.0,2018
Nigel Hayes,SF,23,SAC,5,105,4.4,.312,.429,.071,4.2,20.4,11.9,5.2,1.0,2.7,3.3,12.8,-0.2,0.1,-0.1,-0.048,-5.2,0.0,-5.2,-0.1,2018
Gordon Hayward,SF,27,BOS,1,5,7.3,.500,.500,.000,0.0,21.6,10.9,0.0,0.0,0.0,0.0,17.9,0.0,0.0,0.0,.056,-6.6,-0.8,-7.4,0.0,2018
Reggie Hearn,SG,26,DET,3,7,13.1,.750,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.7,0.0,0.0,0.0,.132,2.9,-1.4,1.5,0.0,2018
Myke Henry,SF,25,MEM,20,378,9.7,.472,.532,.092,3.0,8.8,5.8,8.9,4.1,1.5,14.4,15.7,-0.3,0.4,0.1,.017,-3.1,1.8,-1.3,0.1,2018
John Henson,C,27,MIL,76,1970,15.7,.582,.014,.315,9.0,21.5,15.3,8.6,1.1,4.7,12.8,15.0,2.8,2.2,4.9,.120,-1.0,0.1,-0.9,0.5,2018
Juancho Hernangómez,PF,22,DEN,25,277,9.7,.511,.667,.160,7.4,14.6,11.0,5.9,1.1,0.9,10.1,14.0,0.2,0.1,0.4,.061,-1.6,-1.7,-3.3,-0.1,2018
Willy Hernangómez,C,23,TOT,48,495,21.2,.604,.073,.549,13.3,27.2,20.2,10.5,1.8,2.7,14.7,21.0,1.1,0.7,1.8,.174,0.9,0.5,1.4,0.4,2018
Willy Hernangómez,C,23,NYK,26,233,16.9,.595,.062,.346,10.5,21.3,15.9,14.3,1.7,2.6,21.8,22.4,0.1,0.3,0.3,.069,-1.1,0.8,-0.3,0.1,2018
Willy Hernangómez,C,23,CHO,22,262,25.0,.612,.084,.747,15.8,32.4,24.0,7.1,1.9,2.9,7.5,19.7,1.0,0.4,1.5,.266,2.7,0.1,2.8,0.3,2018
Mario Hezonja,SF,22,ORL,75,1657,13.7,.544,.433,.170,2.7,16.1,9.3,10.0,2.4,1.5,11.5,19.9,0.5,1.8,2.3,.066,-0.9,0.4,-0.5,0.6,2018
