Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,season
Larry Nance Jr.,PF,29,NOP,6,0,21.7,3.7,6.5,.564,0.3,1.5,.222,3.3,5.0,.667,.590,1.5,1.8,.818,3.2,2.7,5.8,1.8,0.5,0.3,1.0,2.5,9.2,2022
Aaron Nesmith,SF,22,BOS,15,0,3.5,0.3,1.1,.235,0.1,0.7,.091,0.2,0.4,.500,.265,0.2,0.3,.750,0.3,0.7,1.0,0.2,0.1,0.3,0.1,0.4,0.8,2022
Georges Niang,PF,28,PHI,12,0,16.5,1.7,4.0,.417,1.3,3.6,.372,0.3,0.4,.800,.583,0.2,0.2,1.000,0.3,1.2,1.5,0.9,0.3,0.0,0.6,2.5,4.8,2022
Zeke Nnaji,PF,21,DEN,2,0,4.5,0.5,0.5,1.000,0.5,0.5,1.000,0.0,0.0,,1.500,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,2022
Jaylen Nowell,SG,22,MIN,1,0,12.0,3.0,10.0,.300,0.0,5.0,.000,3.0,5.0,.600,.300,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,6.0,2022
Frank Ntilikina,SG,23,DAL,12,0,10.4,0.7,2.0,.333,0.5,1.7,.300,0.2,0.3,.500,.458,0.1,0.1,1.000,0.2,0.8,1.0,0.8,0.7,0.1,0.5,1.6,1.9,2022
Jordan Nwora,SF,23,MIL,8,0,2.5,0.3,1.1,.222,0.0,0.5,.000,0.3,0.6,.400,.222,0.0,0.3,.000,0.0,0.4,0.4,0.3,0.0,0.0,0.0,0.0,0.5,2022
Royce O'Neale,SF,28,UTA,6,6,31.3,2.3,5.8,.400,1.2,4.2,.280,1.2,1.7,.700,.500,0.3,0.3,1.000,1.0,4.7,5.7,1.5,0.5,0.2,0.5,2.7,6.2,2022
Josh Okogie,SG,23,MIN,1,0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022
Onyeka Okongwu,C,21,ATL,5,1,21.6,1.8,3.2,.563,0.0,0.0,,1.8,3.2,.563,.563,1.6,2.0,.800,2.2,3.2,5.4,0.4,0.8,0.8,0.8,3.8,5.2,2022
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Victor Oladipo,SG,29,MIA,15,1,24.5,3.3,9.1,.368,1.1,4.1,.274,2.2,4.9,.446,.430,2.8,3.5,.792,0.3,3.1,3.4,2.1,1.3,0.3,1.7,1.9,10.6,2022
Eric Paschall,PF,25,UTA,4,0,6.0,0.8,1.5,.500,0.3,0.5,.500,0.5,1.0,.500,.583,0.3,0.3,1.000,0.3,1.0,1.3,0.0,0.3,0.0,0.0,0.8,2.0,2022
Chris Paul,PG,36,PHO,13,13,34.5,6.7,11.9,.561,1.5,3.8,.388,5.2,8.2,.642,.623,2.7,2.8,.946,0.5,3.6,4.2,8.3,1.5,0.2,2.4,3.1,17.5,2022
Cameron Payne,PG,27,PHO,13,0,13.2,1.7,5.7,.297,0.4,2.3,.167,1.3,3.4,.386,.331,0.4,0.5,.833,0.2,1.4,1.5,2.1,0.5,0.1,1.0,1.9,4.2,2022
Elfrid Payton,PG,27,PHO,2,0,4.0,1.0,1.5,.667,0.0,0.0,,1.0,1.5,.667,.667,0.0,0.0,,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,2.0,2022
Gary Payton II,SG,29,GSW,12,2,16.9,2.4,3.7,.659,0.7,1.3,.533,1.8,2.4,.724,.750,1.0,1.5,.667,1.1,2.0,3.1,1.3,1.2,0.6,0.5,1.9,6.5,2022
Jordan Poole,SG,22,GSW,22,5,27.5,5.9,11.5,.508,2.3,5.8,.391,3.6,5.7,.627,.606,3.0,3.2,.915,0.5,2.4,2.8,3.8,0.8,0.4,2.4,2.8,17.0,2022
Otto Porter Jr.,PF,28,GSW,19,3,19.5,2.0,4.1,.494,1.0,2.5,.404,1.0,1.6,.633,.617,0.4,0.5,.778,0.6,2.8,3.4,1.8,0.9,0.3,0.6,1.8,5.4,2022
Bobby Portis,C,26,MIL,12,5,24.8,4.0,9.6,.417,1.2,3.9,.298,2.8,5.7,.500,.478,1.4,1.8,.773,2.1,7.9,10.0,0.8,0.4,0.3,1.3,2.2,10.6,2022
Dwight Powell,C,30,DAL,18,18,13.8,1.2,1.9,.629,0.0,0.1,.000,1.2,1.8,.667,.629,0.8,1.3,.609,0.9,1.7,2.6,0.2,0.2,0.3,0.5,2.2,3.2,2022
Taurean Prince,PF,27,MIN,5,0,13.0,2.0,5.4,.370,0.8,2.8,.286,1.2,2.6,.462,.444,1.2,1.4,.857,0.2,1.4,1.6,1.2,0.4,0.2,0.8,1.0,6.0,2022
Payton Pritchard,PG,24,BOS,24,0,12.9,1.8,4.3,.422,1.0,3.0,.333,0.8,1.3,.633,.539,0.2,0.3,.667,0.4,1.5,1.9,1.6,0.3,0.1,0.4,1.0,4.8,2022
Paul Reed,C,22,PHI,12,0,11.7,1.6,3.0,.528,0.2,0.3,.667,1.4,2.8,.515,.556,0.3,0.6,.571,1.8,2.0,3.8,0.8,0.8,0.5,0.8,2.4,3.7,2022
Naz Reid,C,22,MIN,5,0,10.8,1.4,3.4,.412,0.6,1.4,.429,0.8,2.0,.400,.500,1.4,1.4,1.000,0.4,2.4,2.8,0.0,0.2,1.2,1.0,2.8,4.8,2022
Austin Rivers,SG,29,DEN,5,0,21.6,1.6,3.6,.444,0.8,2.4,.333,0.8,1.2,.667,.556,0.2,0.2,1.000,0.0,0.6,0.6,1.2,1.4,0.2,0.8,3.0,4.2,2022
Duncan Robinson,SG,27,MIA,13,0,12.2,1.9,4.4,.439,1.4,3.6,.383,0.5,0.8,.700,.596,0.4,0.5,.833,0.2,1.6,1.8,0.4,0.3,0.1,0.2,1.7,5.6,2022
D'Angelo Russell,PG,25,MIN,6,6,32.7,4.0,12.0,.333,2.0,5.2,.387,2.0,6.8,.293,.417,2.0,2.7,.750,0.0,2.5,2.5,6.7,1.5,0.0,2.8,2.8,12.0,2022
Landry Shamet,SG,24,PHO,12,0,16.0,1.6,4.0,.396,0.8,2.2,.346,0.8,1.8,.455,.490,0.4,0.6,.714,0.3,1.4,1.7,1.3,0.5,0.0,0.6,0.8,4.3,2022
Day'Ron Sharpe,PF,20,BRK,1,0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022
Pascal Siakam,PF,27,TOR,6,6,43.3,8.5,17.8,.477,0.7,2.8,.235,7.8,15.0,.522,.495,5.2,6.0,.861,1.3,5.8,7.2,5.8,1.2,1.0,2.2,4.0,22.8,2022
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Marcus Smart,PG,27,BOS,21,21,36.2,5.4,13.3,.405,2.3,6.5,.350,3.1,6.8,.458,.491,2.4,3.0,.806,1.0,3.6,4.5,5.9,1.2,0.2,2.5,3.4,15.4,2022
Jaden Springer,SG,19,PHI,5,0,2.6,0.6,1.2,.500,0.0,0.2,.000,0.6,1.0,.600,.500,0.0,0.0,,0.0,0.8,0.8,0.4,0.0,0.0,0.0,0.2,1.2,2022
Nik Stauskas,SG,28,BOS,13,0,1.8,0.2,0.9,.250,0.2,0.8,.300,0.0,0.2,.000,.375,0.3,0.3,1.000,0.0,0.3,0.3,0.3,0.0,0.0,0.0,0.0,1.0,2022
Max Strus,SF,25,MIA,18,18,29.1,3.8,10.1,.374,2.6,7.9,.331,1.2,2.2,.525,.503,0.7,1.0,.722,0.8,3.2,4.1,2.1,0.8,0.4,1.1,3.1,10.9,2022
Jayson Tatum,SF,23,BOS,24,24,41.0,8.4,19.7,.426,3.2,8.2,.393,5.2,11.5,.449,.507,5.7,7.1,.800,1.0,5.7,6.7,6.2,1.2,0.9,4.2,3.0,25.6,2022
Garrett Temple,SG,35,NOP,1,0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2022
Daniel Theis,C,29,BOS,16,5,12.5,1.9,3.2,.588,0.2,0.9,.214,1.7,2.3,.730,.618,0.4,0.5,.750,0.8,2.4,3.3,0.7,0.3,0.5,0.7,1.6,4.3,2022
Cam Thomas,SG,20,BRK,1,0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022
Klay Thompson,SG,31,GSW,22,22,36.0,7.2,16.7,.429,3.5,9.1,.385,3.7,7.6,.482,.534,1.2,1.4,.867,0.3,3.6,3.9,2.3,1.1,0.7,1.3,2.1,19.0,2022
Tristan Thompson,PF,30,CHI,5,0,7.6,0.4,1.0,.400,0.0,0.0,,0.4,1.0,.400,.400,0.0,0.0,,0.4,1.2,1.6,0.4,0.2,0.0,1.0,0.8,0.8,2022
Matisse Thybulle,SG,24,PHI,9,0,15.2,1.2,2.7,.458,0.4,1.6,.286,0.8,1.1,.700,.542,0.1,0.3,.333,0.2,0.8,1.0,0.4,0.8,0.8,0.2,1.7,3.0,2022
Xavier Tillman Sr.,PF,23,MEM,9,6,15.4,2.0,2.8,.720,0.1,0.2,.500,1.9,2.6,.739,.740,0.3,0.7,.500,1.4,1.9,3.3,0.7,0.7,0.1,1.1,1.8,4.4,2022
Juan Toscano-Anderson,SF,28,GSW,14,0,3.5,0.3,0.7,.400,0.1,0.4,.400,0.1,0.4,.400,.500,0.1,0.2,.333,0.0,0.7,0.7,0.6,0.1,0.1,0.6,0.2,0.8,2022
Karl-Anthony Towns,C,26,MIN,6,6,37.0,6.5,13.3,.488,1.7,3.7,.455,4.8,9.7,.500,.550,7.2,8.3,.860,1.8,9.0,10.8,2.2,0.7,2.0,4.5,4.2,21.8,2022
Gary Trent Jr.,SG,23,TOR,6,6,33.2,5.2,13.7,.378,2.2,6.5,.333,3.0,7.2,.419,.457,2.8,3.2,.895,0.2,1.5,1.7,1.3,1.0,0.5,0.5,1.8,15.3,2022
P.J. Tucker,PF,36,MIA,18,18,28.3,3.0,6.1,.495,1.3,2.8,.451,1.7,3.2,.534,.601,0.6,0.9,.688,1.9,3.7,5.7,1.8,0.8,0.3,0.7,2.8,7.9,2022
Rayjon Tucker,SG,24,MIL,8,0,2.4,0.1,0.4,.333,0.0,0.1,.000,0.1,0.3,.500,.333,0.0,0.0,,0.1,0.3,0.4,0.0,0.0,0.0,0.0,0.3,0.3,2022
Jonas Valančiūnas,C,29,NOP,6,6,29.2,5.5,11.3,.485,0.2,1.0,.167,5.3,10.3,.516,.493,3.3,4.3,.769,5.5,8.8,14.3,3.0,0.7,0.2,2.0,2.8,14.5,2022
Jarred Vanderbilt,PF,22,MIN,6,6,21.5,2.2,4.5,.481,0.0,0.0,,2.2,4.5,.481,.481,1.2,1.7,.700,2.0,5.2,7.2,0.7,1.2,0.3,0.8,2.7,5.5,2022
Fred VanVleet,PG,27,TOR,4,4,35.0,4.8,13.5,.352,3.0,9.0,.333,1.8,4.5,.389,.463,1.3,1.5,.833,0.5,2.5,3.0,6.3,1.8,1.0,1.0,3.0,13.8,2022
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Luca Vildoza,PG,26,MIL,7,0,2.4,0.3,0.9,.333,0.1,0.7,.200,0.1,0.1,1.000,.417,0.0,0.0,,0.1,0.1,0.3,0.6,0.3,0.0,0.0,0.3,0.7,2022
Gabe Vincent,PG,25,MIA,18,8,23.5,2.8,7.3,.382,1.4,4.5,.309,1.4,2.8,.500,.477,1.1,1.1,.950,0.2,1.8,1.9,3.2,0.8,0.3,1.4,2.3,8.0,2022
Nikola Vučević,C,31,CHI,5,5,36.2,8.0,18.2,.440,2.6,8.4,.310,5.4,9.8,.551,.511,0.8,1.0,.800,2.8,9.6,12.4,3.2,0.4,1.2,1.6,2.8,19.4,2022
Ish Wainright,PF,27,PHO,7,0,3.7,0.7,1.7,.417,0.4,0.9,.500,0.3,0.9,.333,.542,0.0,0.0,,1.0,0.6,1.6,0.1,0.1,0.1,0.4,0.3,1.9,2022
Yuta Watanabe,SF,27,TOR,4,0,2.5,0.5,1.5,.333,0.0,0.3,.000,0.5,1.3,.400,.333,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,1.0,2022
Coby White,PG,21,CHI,5,0,19.6,3.0,9.0,.333,1.6,5.8,.276,1.4,3.2,.438,.422,0.8,1.0,.800,0.0,3.4,3.4,1.8,0.2,0.0,1.2,1.0,8.4,2022
Derrick White,SG,27,BOS,23,3,25.4,2.8,7.7,.364,1.1,3.6,.313,1.7,4.0,.409,.438,1.8,2.2,.824,0.3,2.7,3.0,2.7,0.9,0.6,1.3,2.0,8.5,2022
Hassan Whiteside,C,32,UTA,6,0,10.8,0.8,2.0,.417,0.0,0.0,,0.8,2.0,.417,.417,0.2,0.7,.250,1.3,3.8,5.2,0.0,0.3,1.3,0.0,1.5,1.8,2022
Andrew Wiggins,SF,26,GSW,22,22,34.9,6.5,13.9,.469,1.6,4.8,.333,4.9,9.1,.540,.526,1.9,3.0,.646,2.5,5.0,7.5,1.8,1.0,1.0,1.4,2.5,16.5,2022
Grant Williams,PF,23,BOS,24,5,27.3,2.7,6.3,.433,1.5,3.7,.393,1.3,2.5,.492,.550,1.8,2.2,.808,1.0,2.8,3.8,0.8,0.3,0.8,0.8,3.5,8.6,2022
Patrick Williams,PF,20,CHI,5,5,30.6,4.4,9.4,.468,1.4,4.2,.333,3.0,5.2,.577,.543,1.6,2.2,.727,1.2,4.2,5.4,0.8,1.0,0.6,1.4,3.0,11.8,2022
Robert Williams,C,24,BOS,17,15,23.2,3.1,4.6,.679,0.0,0.1,.000,3.1,4.5,.688,.679,1.5,1.6,.893,2.5,3.6,6.2,1.0,0.7,2.2,0.6,2.0,7.7,2022
Ziaire Williams,SF,20,MEM,10,1,16.8,2.3,5.2,.442,1.1,3.6,.306,1.2,1.6,.750,.548,1.2,1.3,.923,0.4,1.2,1.6,0.5,0.5,0.0,0.2,1.4,6.9,2022
Delon Wright,SG,29,ATL,5,0,27.4,3.0,5.8,.517,1.0,2.6,.385,2.0,3.2,.625,.603,1.2,1.8,.667,2.2,2.6,4.8,2.8,0.8,0.2,1.0,0.4,8.2,2022
Thaddeus Young,PF,33,TOR,6,0,14.5,1.5,3.0,.500,0.2,1.2,.143,1.3,1.8,.727,.528,0.2,0.7,.250,1.2,1.8,3.0,1.7,0.8,0.2,0.5,1.3,3.3,2022
Trae Young,PG,23,ATL,5,5,37.2,4.4,13.8,.319,1.4,7.6,.184,3.0,6.2,.484,.370,5.2,6.6,.788,1.0,4.0,5.0,6.0,0.6,0.0,6.2,2.6,15.4,2022
Omer Yurtseven,C,23,MIA,9,0,4.2,1.3,2.0,.667,0.0,0.2,.000,1.3,1.8,.750,.667,0.1,0.3,.333,0.1,0.7,0.8,0.3,0.0,0.1,0.0,0.2,2.8,2022
