Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,season
Elton Brand,C,35,ATL,3,0,1.3,0.0,0.3,.000,0.0,0.0,,0.0,0.3,.000,.000,0.3,0.7,.500,0.0,0.3,0.3,0.0,0.0,0.0,0.0,1.0,0.3,2015
Corey Brewer,SF,28,HOU,17,0,25.2,4.2,9.8,.431,0.7,2.5,.286,3.5,7.4,.480,.467,2.1,3.2,.636,0.6,2.1,2.8,1.1,0.6,0.2,0.9,2.8,11.2,2015
Aaron Brooks,PG,30,CHI,12,0,11.0,1.8,5.1,.344,0.7,2.2,.308,1.1,2.9,.371,.410,0.3,0.6,.571,0.3,1.3,1.5,0.9,0.3,0.1,0.8,1.3,4.5,2015
Markel Brown,SG,23,BRK,2,1,5.0,1.0,2.5,.400,0.0,1.0,.000,1.0,1.5,.667,.400,1.0,1.0,1.000,1.0,0.0,1.0,0.5,0.0,0.0,1.0,0.0,3.0,2015
Jimmy Butler,SG,25,CHI,12,12,42.2,7.8,17.8,.441,2.3,6.0,.389,5.5,11.8,.468,.507,4.9,6.0,.819,1.5,4.1,5.6,3.2,2.4,0.8,1.8,2.3,22.9,2015
Rasual Butler,SF,35,WAS,2,0,3.5,0.0,0.5,.000,0.0,0.5,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.5,0.5,0.5,0.0,0.0,0.0,1.0,0.0,2015
Will Bynum,SG,32,WAS,3,0,10.3,2.3,4.7,.500,0.3,0.7,.500,2.0,4.0,.500,.536,1.3,1.7,.800,0.7,0.3,1.0,1.0,0.7,0.3,1.7,2.0,6.3,2015
Nick Calathes,SG,25,MEM,9,3,14.0,1.3,4.0,.333,0.7,1.4,.462,0.7,2.6,.261,.417,0.3,0.9,.375,0.1,1.7,1.8,1.8,1.0,0.1,1.1,1.7,3.7,2015
Clint Capela,C,20,HOU,17,0,7.5,1.2,1.8,.677,0.0,0.0,,1.2,1.8,.677,.677,0.9,1.7,.517,0.8,1.7,2.5,0.3,0.2,0.5,0.2,1.1,3.4,2015
DeMarre Carroll,SF,28,ATL,16,16,34.9,5.4,11.1,.486,1.8,4.5,.403,3.6,6.6,.543,.568,2.0,2.6,.780,1.6,4.4,6.1,2.0,1.1,0.3,0.9,2.3,14.6,2015
Vince Carter,SG,38,MEM,11,0,17.8,2.5,6.1,.403,0.6,2.5,.250,1.8,3.5,.513,.455,0.7,0.8,.889,1.2,3.1,4.3,1.0,0.6,0.2,0.6,1.5,6.3,2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015
Michael Carter-Williams,PG,23,MIL,6,6,31.8,5.5,13.0,.423,0.0,0.8,.000,5.5,12.2,.452,.423,1.2,2.0,.583,0.2,4.3,4.5,4.8,1.2,1.0,2.7,2.3,12.2,2015
Tyson Chandler,C,32,DAL,5,5,32.0,3.8,5.8,.655,0.0,0.0,,3.8,5.8,.655,.655,2.6,5.2,.500,5.4,5.4,10.8,0.2,0.6,1.2,1.0,3.2,10.2,2015
Earl Clark,PF,27,BRK,2,0,6.5,1.0,5.0,.200,1.0,1.5,.667,0.0,3.5,.000,.300,0.0,0.0,,0.0,1.0,1.0,0.0,0.5,0.0,0.0,0.5,3.0,2015
Norris Cole,PG,26,NOP,4,0,26.5,3.8,9.0,.417,0.8,3.5,.214,3.0,5.5,.545,.458,0.5,0.8,.667,0.3,1.5,1.8,1.8,0.0,0.3,2.0,3.8,8.8,2015
Mike Conley,PG,27,MEM,8,8,30.4,5.1,12.0,.427,1.3,4.1,.303,3.9,7.9,.492,.479,2.9,3.5,.821,0.0,1.1,1.1,5.0,1.4,0.0,1.5,1.3,14.4,2015
Allen Crabbe,SG,22,POR,2,1,19.5,2.0,2.5,.800,1.0,1.0,1.000,1.0,1.5,.667,1.000,0.0,0.0,,0.0,1.5,1.5,0.5,1.0,0.5,0.5,0.5,5.0,2015
Jamal Crawford,SG,34,LAC,14,0,27.1,4.8,13.3,.360,1.3,5.3,.243,3.5,8.0,.438,.409,1.9,2.1,.867,0.4,1.7,2.1,1.9,0.9,0.2,1.2,2.4,12.7,2015
Jae Crowder,SF,24,BOS,4,1,25.0,3.8,7.3,.517,0.8,2.5,.300,3.0,4.8,.632,.569,2.5,3.3,.769,2.0,3.0,5.0,2.0,1.0,0.8,1.3,3.5,10.8,2015
Dante Cunningham,PF,27,NOP,4,0,18.8,2.3,2.8,.818,0.0,0.0,,2.3,2.8,.818,.818,0.8,0.8,1.000,1.0,3.5,4.5,0.5,0.8,1.0,0.0,1.8,5.3,2015
Stephen Curry,PG,26,GSW,21,21,39.3,9.5,20.9,.456,4.7,11.0,.422,4.9,9.9,.493,.567,4.6,5.5,.835,1.0,4.0,5.0,6.4,1.9,0.1,3.9,2.2,28.3,2015
Gigi Datome,SF,27,BOS,3,0,4.7,0.7,2.0,.333,0.0,0.7,.000,0.7,1.3,.500,.333,0.0,0.0,,0.0,0.3,0.3,0.3,0.0,0.0,0.0,1.3,1.3,2015
Anthony Davis,PF,21,NOP,4,4,43.0,11.8,21.8,.540,0.0,0.5,.000,11.8,21.3,.553,.540,8.0,9.0,.889,2.3,8.8,11.0,2.0,1.3,3.0,3.3,3.0,31.5,2015
Glen Davis,PF,29,LAC,14,0,10.3,1.2,2.7,.447,0.0,0.1,.000,1.2,2.6,.459,.447,0.5,0.6,.778,0.6,1.3,1.9,0.2,0.4,0.4,0.6,2.4,2.9,2015
Matthew Dellavedova,SG,24,CLE,20,7,24.9,2.4,6.8,.346,1.2,3.8,.316,1.2,3.0,.383,.434,1.3,1.6,.781,0.5,1.6,2.1,2.7,0.5,0.0,1.8,2.6,7.2,2015
DeMar DeRozan,SG,25,TOR,4,4,39.8,8.0,20.0,.400,0.8,2.0,.375,7.3,18.0,.403,.419,3.5,4.3,.824,1.3,5.0,6.3,5.8,1.5,0.0,2.5,3.0,20.3,2015
Boris Diaw,PF,32,SAS,7,0,28.3,4.9,10.1,.479,0.6,2.6,.222,4.3,7.6,.566,.507,1.3,1.9,.692,1.9,4.3,6.1,3.6,0.7,0.4,1.3,3.4,11.6,2015
Joey Dorsey,PF,31,HOU,6,0,2.2,0.0,0.3,.000,0.0,0.0,,0.0,0.3,.000,.000,0.2,0.3,.500,0.2,0.5,0.7,0.3,0.0,0.0,0.2,0.3,0.2,2015
Jared Dudley,SG,29,MIL,6,0,18.3,2.3,5.0,.467,1.3,2.3,.571,1.0,2.7,.375,.600,0.7,1.2,.571,0.5,1.3,1.8,1.3,2.0,0.3,0.8,2.0,6.7,2015
Tim Duncan*,C,38,SAS,7,7,35.7,7.6,12.9,.589,0.0,0.1,.000,7.6,12.7,.596,.589,2.7,4.9,.559,2.7,8.4,11.1,3.3,1.3,1.4,1.0,3.7,17.9,2015
Mike Dunleavy,SF,34,CHI,12,12,32.4,3.6,7.3,.489,2.3,4.7,.482,1.3,2.7,.500,.642,1.5,1.6,.947,0.6,3.4,4.0,2.6,0.8,0.4,1.3,2.6,10.9,2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015
Monta Ellis,SG,29,DAL,5,5,39.4,10.4,22.2,.468,2.2,6.0,.367,8.2,16.2,.506,.518,3.0,4.0,.750,0.8,2.4,3.2,5.2,2.0,0.6,3.2,3.6,26.0,2015
Tyler Ennis,PG,20,MIL,1,0,16.0,2.0,9.0,.222,1.0,5.0,.200,1.0,4.0,.250,.278,0.0,0.0,,3.0,1.0,4.0,3.0,0.0,0.0,0.0,1.0,5.0,2015
Tyreke Evans,SG,25,NOP,4,4,31.3,3.5,10.8,.326,0.5,2.8,.182,3.0,8.0,.375,.349,2.5,4.3,.588,0.8,4.3,5.0,5.0,1.3,0.3,1.5,2.5,10.0,2015
Festus Ezeli,C,25,GSW,20,0,9.2,1.4,2.5,.540,0.0,0.0,,1.4,2.5,.540,.540,0.8,1.5,.552,1.2,1.9,3.1,0.3,0.1,0.5,0.6,1.3,3.5,2015
Raymond Felton,PG,30,DAL,3,1,12.0,1.3,5.0,.267,0.0,1.3,.000,1.3,3.7,.364,.267,1.0,1.0,1.000,0.3,2.0,2.3,1.3,0.0,0.0,0.0,0.3,3.7,2015
Tim Frazier,PG,24,POR,2,0,1.5,0.0,0.5,.000,0.0,0.0,,0.0,0.5,.000,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,2015
Joel Freeland,C,27,POR,2,0,3.5,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,2015
Marc Gasol,C,30,MEM,11,11,37.8,6.5,16.4,.394,0.0,0.2,.000,6.5,16.2,.399,.394,6.8,8.0,.852,1.7,8.5,10.3,4.5,0.9,1.7,1.5,3.0,19.7,2015
Pau Gasol*,PF,34,CHI,10,10,31.7,5.6,11.5,.487,0.0,0.4,.000,5.6,11.1,.505,.487,3.2,4.2,.762,1.7,7.7,9.4,3.1,0.5,2.1,2.1,1.8,14.4,2015
Alonzo Gee,SF,27,POR,1,0,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2015
Taj Gibson,PF,29,CHI,12,2,23.0,2.8,6.0,.472,0.0,0.0,,2.8,6.0,.472,.472,1.8,2.5,.700,2.1,3.4,5.5,1.0,0.3,1.0,0.9,2.1,7.4,2015
Manu Ginóbili*,SG,37,SAS,7,0,18.7,2.1,6.1,.349,1.1,3.1,.364,1.0,3.0,.333,.442,2.6,3.3,.783,0.6,2.9,3.4,4.6,0.6,0.9,2.0,2.7,8.0,2015
Drew Gooden,PF,33,WAS,10,0,17.8,2.3,6.1,.377,1.2,2.6,.462,1.1,3.5,.314,.475,1.0,1.3,.769,1.3,4.2,5.5,0.8,0.2,1.0,1.4,2.1,6.8,2015
Eric Gordon,SG,26,NOP,4,4,35.8,7.0,16.0,.438,3.3,8.0,.406,3.8,8.0,.469,.539,1.3,1.5,.833,0.8,1.8,2.5,3.8,0.5,0.5,2.5,2.8,18.5,2015
Marcin Gortat,C,30,WAS,10,10,30.7,5.4,8.6,.628,0.0,0.0,,5.4,8.6,.628,.628,1.6,2.4,.667,2.7,6.1,8.8,2.2,0.6,1.1,1.6,2.9,12.4,2015
Danny Green,SG,27,SAS,7,7,29.1,3.0,8.7,.344,1.7,5.7,.300,1.3,3.0,.429,.443,0.6,0.9,.667,1.0,2.1,3.1,2.1,1.0,1.0,0.7,1.7,8.3,2015
Draymond Green,PF,24,GSW,21,21,37.3,4.8,11.4,.417,1.1,4.3,.264,3.6,7.1,.510,.467,3.0,4.1,.736,2.2,7.9,10.1,5.2,1.8,1.2,2.8,4.2,13.7,2015
JaMychal Green,PF,24,MEM,5,0,1.6,0.0,0.4,.000,0.0,0.2,.000,0.0,0.2,.000,.000,0.4,0.4,1.000,0.0,0.6,0.6,0.0,0.2,0.2,0.0,0.2,0.4,2015
Jeff Green,SF,28,MEM,11,2,27.1,3.3,9.8,.333,0.4,1.6,.222,2.9,8.2,.356,.352,2.0,2.4,.846,0.8,3.9,4.7,1.7,0.5,0.5,1.5,1.6,8.9,2015
Blake Griffin,PF,25,LAC,14,14,39.8,10.0,19.6,.511,0.1,0.5,.143,9.9,19.1,.521,.513,5.4,7.6,.717,2.7,10.0,12.7,6.1,1.0,1.0,3.2,3.1,25.5,2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015
Jorge Gutiérrez,PG,26,MIL,1,0,12.0,1.0,2.0,.500,0.0,0.0,,1.0,2.0,.500,.500,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,2015
Tyler Hansbrough,PF,29,TOR,4,2,12.0,0.3,1.3,.200,0.0,0.0,,0.3,1.3,.200,.200,0.8,1.0,.750,0.3,1.3,1.5,0.8,0.5,0.3,0.5,2.0,1.3,2015
James Harden,SG,25,HOU,17,17,37.4,7.6,17.3,.439,2.4,6.3,.383,5.2,11.0,.471,.509,9.6,10.5,.916,0.7,5.0,5.7,7.5,1.6,0.4,4.5,2.9,27.2,2015
Devin Harris,PG,31,DAL,4,0,18.5,2.0,5.8,.348,0.0,2.8,.000,2.0,3.0,.667,.348,2.0,2.3,.889,0.3,1.8,2.0,1.0,0.5,0.0,1.0,2.5,6.0,2015
Joe Harris,SG,23,CLE,6,0,2.7,0.3,1.0,.333,0.2,0.5,.333,0.2,0.5,.333,.417,0.5,0.7,.750,0.0,0.2,0.2,0.2,0.0,0.0,0.2,0.2,1.3,2015
Spencer Hawes,PF,26,LAC,8,0,7.1,1.1,2.1,.529,0.4,0.8,.500,0.8,1.4,.545,.618,0.3,0.3,1.000,0.4,1.3,1.6,0.6,0.3,0.4,0.1,1.5,2.9,2015
Brendan Haywood,C,35,CLE,1,0,2.0,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015
John Henson,C,24,MIL,6,0,25.5,4.0,6.8,.585,0.0,0.2,.000,4.0,6.7,.600,.585,0.8,2.3,.357,3.5,4.5,8.0,0.7,0.8,1.7,1.8,2.3,8.8,2015
Nenê,PF,32,WAS,10,10,25.7,3.4,7.6,.447,0.0,0.0,,3.4,7.6,.447,.447,1.1,2.3,.478,2.5,4.1,6.6,1.5,0.9,0.3,1.4,3.2,7.9,2015
Kirk Hinrich,SG,34,CHI,10,0,12.6,0.9,1.9,.474,0.6,1.0,.600,0.3,0.9,.333,.632,0.2,0.3,.667,0.0,0.5,0.5,1.1,0.3,0.1,0.1,1.4,2.6,2015
Jrue Holiday,PG,24,NOP,3,0,18.3,2.3,6.3,.368,0.3,1.3,.250,2.0,5.0,.400,.395,1.3,1.3,1.000,0.7,0.3,1.0,4.3,0.7,0.3,1.7,1.0,6.3,2015
Justin Holiday,SG,25,GSW,5,0,2.2,0.2,0.4,.500,0.2,0.2,1.000,0.0,0.2,.000,.750,0.0,0.0,,0.0,0.2,0.2,0.2,0.0,0.0,0.4,0.2,0.6,2015
Al Horford,C,28,ATL,16,16,32.6,6.7,13.2,.507,0.1,0.6,.222,6.6,12.6,.520,.512,0.9,1.3,.750,2.5,6.1,8.6,3.7,0.8,1.4,1.6,2.1,14.4,2015
Dwight Howard,C,29,HOU,17,17,33.8,6.2,10.7,.577,0.0,0.0,,6.2,10.7,.577,.577,4.0,9.7,.412,3.6,10.4,14.0,1.2,1.4,2.3,2.2,3.5,16.4,2015
Lester Hudson,SG,30,LAC,7,0,5.4,0.9,2.0,.429,0.3,1.0,.286,0.6,1.0,.571,.500,0.0,0.0,,0.0,0.1,0.1,1.0,0.3,0.1,0.4,1.1,2.0,2015
Kris Humphries,PF,29,WAS,1,0,5.0,1.0,1.0,1.000,0.0,0.0,,1.0,1.0,1.000,1.000,0.0,0.0,,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,2.0,2015
Andre Iguodala,SF,31,GSW,21,3,30.2,3.9,8.1,.474,1.4,3.9,.354,2.5,4.2,.584,.558,1.3,3.1,.415,0.8,3.7,4.5,3.6,1.2,0.3,0.7,2.0,10.4,2015
Ersan İlyasova,PF,27,MIL,6,6,23.7,3.3,10.2,.328,0.8,3.8,.217,2.5,6.3,.395,.369,1.2,1.7,.700,1.0,2.8,3.8,0.5,0.8,0.5,0.8,1.7,8.7,2015
Kyrie Irving,PG,22,CLE,13,13,35.7,6.2,14.2,.438,2.1,4.6,.450,4.2,9.6,.432,.511,4.5,5.3,.841,0.8,2.8,3.6,3.8,1.3,0.8,1.5,2.2,19.0,2015
Jarrett Jack,PG,31,BRK,6,0,25.5,4.7,9.0,.519,0.8,2.5,.333,3.8,6.5,.590,.565,2.2,2.2,1.000,0.3,3.8,4.2,4.5,1.2,0.2,3.3,2.3,12.3,2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015
Bernard James,C,29,DAL,1,0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015
LeBron James,SF,30,CLE,20,20,42.2,11.4,27.2,.417,1.3,5.5,.227,10.1,21.7,.465,.440,6.1,8.4,.731,1.9,9.5,11.3,8.5,1.7,1.1,4.1,2.9,30.1,2015
Richard Jefferson,SF,34,DAL,4,2,12.8,1.3,3.5,.357,0.8,2.0,.375,0.5,1.5,.333,.464,0.5,0.5,1.000,0.0,0.5,0.5,0.3,0.5,0.0,0.8,2.3,3.8,2015
John Jenkins,SG,23,ATL,4,0,5.3,1.0,1.5,.667,0.5,1.0,.500,0.5,0.5,1.000,.833,0.0,0.0,,0.3,0.5,0.8,0.0,0.0,0.0,0.0,0.5,2.5,2015
Jonas Jerebko,PF,27,BOS,4,0,17.0,1.3,3.8,.333,0.0,1.0,.000,1.3,2.8,.455,.333,0.3,0.5,.500,1.0,2.5,3.5,0.3,0.5,0.3,0.8,2.3,2.8,2015
Amir Johnson,PF,27,TOR,4,2,28.0,5.0,7.3,.690,0.0,0.3,.000,5.0,7.0,.714,.690,1.5,3.0,.500,1.8,5.3,7.0,1.0,0.3,0.8,1.8,4.0,11.5,2015
James Johnson,PF,27,TOR,2,0,6.0,1.0,3.0,.333,0.0,0.0,,1.0,3.0,.333,.333,0.0,3.0,.000,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,2.0,2015
Joe Johnson,SG,33,BRK,6,6,41.5,5.7,15.7,.362,2.0,6.8,.293,3.7,8.8,.415,.426,3.2,4.0,.792,0.8,6.8,7.7,4.8,1.2,0.0,0.8,2.7,16.5,2015
Nick Johnson,SG,22,HOU,9,0,5.4,0.4,1.9,.235,0.1,0.8,.143,0.3,1.1,.300,.265,0.3,0.3,1.000,0.1,0.3,0.4,0.4,0.0,0.1,0.4,0.8,1.3,2015
Dahntay Jones,SF,34,LAC,11,0,1.6,0.2,0.2,1.000,0.0,0.0,,0.2,0.2,1.000,1.000,0.0,0.0,,0.0,0.1,0.1,0.0,0.2,0.0,0.0,0.6,0.4,2015
James Jones,SF,34,CLE,20,0,15.6,1.3,3.8,.347,1.1,3.2,.344,0.2,0.6,.364,.493,0.7,0.7,.929,0.1,1.4,1.5,0.5,0.4,0.2,0.3,2.1,4.4,2015
Terrence Jones,PF,23,HOU,17,9,23.6,3.9,9.4,.421,0.2,1.1,.158,3.8,8.2,.457,.431,2.1,3.2,.667,1.7,3.1,4.8,1.0,0.5,0.7,0.9,1.8,10.2,2015
DeAndre Jordan,C,26,LAC,14,14,34.4,4.1,5.8,.716,0.0,0.0,,4.1,5.8,.716,.716,4.8,11.2,.427,3.5,9.9,13.4,1.1,1.1,2.4,1.2,3.0,13.1,2015
Jerome Jordan,C,28,BRK,1,0,5.0,0.0,2.0,.000,0.0,0.0,,0.0,2.0,.000,.000,0.0,0.0,,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2015
Cory Joseph,PG,23,SAS,4,0,5.5,1.3,1.5,.833,0.0,0.0,,1.3,1.5,.833,.833,0.3,0.5,.500,0.0,0.3,0.3,0.0,0.0,0.3,0.3,0.5,2.8,2015
Chris Kaman,C,32,POR,3,0,12.3,1.3,2.7,.500,0.0,0.0,,1.3,2.7,.500,.500,0.3,0.3,1.000,1.7,3.0,4.7,1.0,0.0,0.0,1.0,1.7,3.0,2015
Kyle Korver,SG,33,ATL,14,14,37.6,3.7,9.5,.391,2.8,7.9,.355,0.9,1.6,.565,.538,0.9,1.1,.813,0.1,4.9,5.0,2.4,1.4,1.1,1.5,1.9,11.1,2015
Kosta Koufos,C,25,MEM,11,0,11.5,1.5,2.8,.548,0.0,0.0,,1.5,2.8,.548,.548,0.3,0.5,.600,1.7,1.8,3.5,0.4,0.4,0.5,0.1,1.3,3.4,2015
Courtney Lee,SG,29,MEM,11,11,33.4,5.0,9.1,.550,1.3,2.7,.467,3.7,6.4,.586,.620,2.0,2.1,.957,0.3,2.3,2.5,2.2,1.1,0.0,1.2,2.2,13.3,2015
David Lee,PF,31,GSW,13,0,8.2,1.2,3.1,.400,0.0,0.0,,1.2,3.1,.400,.400,0.6,1.2,.533,0.8,1.8,2.6,0.6,0.2,0.2,0.2,1.3,3.1,2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015
Kawhi Leonard,SF,23,SAS,7,7,35.7,7.4,15.6,.477,1.6,3.7,.423,5.9,11.9,.494,.528,3.9,5.0,.771,1.9,5.6,7.4,2.6,1.1,0.6,2.1,2.6,20.3,2015
Meyers Leonard,C,22,POR,5,0,21.2,2.8,4.2,.667,2.0,2.6,.769,0.8,1.6,.500,.905,0.2,0.4,.500,1.2,5.4,6.6,1.0,0.4,0.4,0.6,3.4,7.8,2015
Jon Leuer,PF,25,MEM,4,0,2.3,0.5,1.0,.500,0.0,0.0,,0.5,1.0,.500,.500,0.0,0.0,,0.5,0.8,1.3,0.0,0.0,0.0,0.0,0.3,1.0,2015
