Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,season
Stephen Curry,PG,28,GSW,17,17,35.4,8.9,18.4,.484,4.2,10.1,.419,4.6,8.2,.564,.599,6.1,6.7,.904,1.3,4.9,6.2,6.7,2.0,0.2,3.4,2.2,28.1,2017
Troy Daniels,SG,25,MEM,6,0,11.3,0.5,1.5,.333,0.5,1.5,.333,0.0,0.0,,.500,0.0,0.0,,0.2,0.7,0.8,0.3,0.3,0.0,0.3,0.2,1.5,2017
Deyonta Davis,C,20,MEM,3,0,3.7,1.0,1.7,.600,0.0,0.0,,1.0,1.7,.600,.600,0.3,0.7,.500,0.7,1.0,1.7,0.0,0.0,0.0,0.0,0.7,2.3,2017
Dewayne Dedmon,C,27,SAS,12,3,8.1,1.2,1.9,.609,0.0,0.0,,1.2,1.9,.609,.609,1.4,2.7,.531,1.8,2.2,3.9,0.3,0.2,0.3,0.7,1.3,3.8,2017
Sam Dekker,PF,22,HOU,4,0,7.8,0.8,3.0,.250,0.8,1.5,.500,0.0,1.5,.000,.375,0.0,0.0,,1.3,1.3,2.5,0.3,0.3,0.3,0.0,0.5,2.3,2017
Malcolm Delaney,PG,27,ATL,1,0,3.0,3.0,3.0,1.000,1.0,1.0,1.000,2.0,2.0,1.000,1.167,1.0,2.0,.500,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,2017
Matthew Dellavedova,PG,26,MIL,6,0,26.5,2.7,6.8,.390,1.0,2.7,.375,1.7,4.2,.400,.463,1.3,1.7,.800,0.2,1.8,2.0,2.0,0.2,0.0,1.2,0.8,7.7,2017
DeMar DeRozan,SG,27,TOR,10,10,37.3,7.6,17.5,.434,0.1,1.5,.067,7.5,16.0,.469,.437,7.1,8.0,.888,0.4,4.5,4.9,3.4,1.4,0.0,2.5,2.6,22.4,2017
Boris Diaw,PF,34,UTA,11,9,18.5,2.2,4.4,.500,0.5,1.3,.429,1.6,3.1,.529,.563,0.8,0.9,.900,0.3,1.6,1.9,2.0,0.6,0.4,1.3,1.1,5.7,2017
Mike Dunleavy,SF,36,ATL,6,0,8.8,0.5,1.2,.429,0.3,0.8,.400,0.2,0.3,.500,.571,0.7,0.7,1.000,0.2,0.7,0.8,0.3,0.2,0.0,1.0,0.5,2.0,2017
Kevin Durant,PF,28,GSW,15,15,35.5,9.9,17.9,.556,2.5,5.7,.442,7.4,12.1,.610,.627,6.1,6.9,.893,1.1,6.9,7.9,4.3,0.8,1.3,2.5,2.6,28.5,2017
Monta Ellis,SG,31,IND,4,2,19.0,2.0,5.0,.400,0.5,2.0,.250,1.5,3.0,.500,.450,1.0,1.3,.800,0.3,1.8,2.0,1.3,0.5,0.3,1.0,1.3,5.5,2017
James Ennis III,SF,26,MEM,6,4,26.5,2.7,6.3,.421,1.0,3.2,.316,1.7,3.2,.526,.500,2.0,2.3,.857,1.3,2.8,4.2,1.2,0.8,0.3,1.2,3.3,8.3,2017
Dante Exum,PG,21,UTA,7,0,12.0,1.6,3.9,.407,0.6,1.7,.333,1.0,2.1,.467,.481,0.9,0.9,1.000,0.3,0.6,0.9,1.3,0.7,0.0,0.4,1.4,4.6,2017
Derrick Favors,PF,25,UTA,11,2,20.5,3.3,5.6,.581,0.0,0.0,,3.3,5.6,.581,.581,1.0,2.1,.478,1.4,4.1,5.5,0.9,0.7,0.5,0.4,2.3,7.5,2017
Cristiano Felício,C,24,CHI,6,0,13.7,1.5,2.5,.600,0.0,0.0,,1.5,2.5,.600,.600,0.2,0.3,.500,1.2,3.2,4.3,0.3,0.5,0.3,1.2,2.7,3.2,2017
Raymond Felton,PG,32,LAC,7,0,18.1,2.1,4.6,.469,0.6,1.3,.444,1.6,3.3,.478,.531,0.7,0.7,1.000,0.3,1.1,1.4,1.4,0.9,0.0,0.4,1.4,5.6,2017
Bryn Forbes,SG,23,SAS,6,0,12.2,1.0,3.5,.286,0.3,1.5,.222,0.7,2.0,.333,.333,1.0,1.0,1.000,0.0,1.0,1.0,0.5,0.0,0.2,0.3,0.8,3.3,2017
Enes Freedom,C,24,OKC,5,0,9.0,2.0,5.2,.385,0.0,0.0,,2.0,5.2,.385,.385,0.8,0.8,1.000,0.6,1.2,1.8,0.2,0.0,0.8,0.4,1.6,4.8,2017
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
Channing Frye,C,33,CLE,12,0,12.8,2.6,5.0,.517,1.7,3.3,.513,0.9,1.8,.524,.683,0.5,0.6,.857,0.0,1.8,1.8,1.1,0.3,0.3,0.2,0.9,7.3,2017
Marc Gasol,C,32,MEM,6,6,40.0,6.5,13.8,.470,1.2,2.0,.583,5.3,11.8,.451,.512,5.2,5.5,.939,1.2,5.3,6.5,4.2,0.3,0.7,2.5,3.7,19.3,2017
Pau Gasol*,C,36,SAS,16,7,22.8,3.1,7.1,.439,0.4,1.1,.333,2.8,6.0,.458,.465,1.1,1.5,.708,2.4,4.7,7.1,1.9,0.4,0.9,1.1,2.2,7.7,2017
Paul George,SF,26,IND,4,4,43.0,8.5,22.0,.386,4.5,10.5,.429,4.0,11.5,.348,.489,6.5,7.5,.867,1.3,7.5,8.8,7.3,1.8,0.5,3.3,3.3,28.0,2017
Taj Gibson,PF,31,OKC,5,5,23.6,4.2,7.0,.600,0.0,0.0,,4.2,7.0,.600,.600,1.4,1.6,.875,0.6,3.0,3.6,0.6,0.2,0.0,1.6,2.6,9.8,2017
Manu Ginóbili*,SG,39,SAS,16,1,17.8,2.5,6.1,.412,0.6,2.5,.225,1.9,3.6,.544,.459,1.1,1.4,.739,0.6,1.8,2.4,2.4,1.0,0.1,0.8,1.8,6.6,2017
Rudy Gobert,C,24,UTA,9,9,27.3,4.4,7.0,.635,0.0,0.0,,4.4,7.0,.635,.635,2.7,5.6,.480,2.4,7.4,9.9,1.2,1.0,1.3,1.0,3.3,11.6,2017
Eric Gordon,SG,28,HOU,11,2,32.5,4.6,11.0,.421,2.5,6.4,.386,2.2,4.6,.471,.533,1.2,1.6,.722,0.5,3.5,3.9,2.0,0.7,0.5,1.3,1.8,12.9,2017
Marcin Gortat,C,32,WAS,13,13,31.5,3.6,7.2,.505,0.0,0.0,,3.6,7.2,.505,.505,0.8,1.4,.611,4.0,7.0,11.0,1.8,0.4,1.5,1.3,3.1,8.1,2017
Jerami Grant,PF,22,OKC,5,0,22.2,3.8,6.2,.613,0.4,1.2,.333,3.4,5.0,.680,.645,1.2,1.4,.857,1.4,2.4,3.8,0.8,0.2,0.4,0.6,1.4,9.2,2017
Jerian Grant,PG,24,CHI,5,2,10.4,1.2,4.6,.261,0.2,1.8,.111,1.0,2.8,.357,.283,0.6,0.6,1.000,0.0,0.8,0.8,1.0,0.4,0.0,1.4,0.6,3.2,2017
Danny Green,SG,29,SAS,16,16,27.3,2.8,6.9,.405,1.6,4.8,.342,1.2,2.2,.543,.523,0.5,0.9,.571,0.8,2.8,3.6,1.4,0.6,0.9,1.1,1.9,7.8,2017
Draymond Green,PF,26,GSW,17,17,34.9,4.2,9.5,.447,1.9,4.6,.410,2.4,4.9,.482,.547,2.7,3.9,.687,1.2,7.9,9.1,6.5,1.8,1.6,2.1,3.5,13.1,2017
Gerald Green,SF,31,BOS,13,7,14.8,2.6,5.5,.472,1.6,3.5,.467,1.0,2.1,.481,.618,0.6,0.7,.889,0.2,1.4,1.5,0.7,0.2,0.1,0.5,1.6,7.5,2017
JaMychal Green,PF,26,MEM,6,2,19.7,2.8,6.0,.472,1.2,2.7,.438,1.7,3.3,.500,.569,0.5,0.5,1.000,0.5,2.8,3.3,0.3,0.0,0.0,0.7,3.5,7.3,2017
Blake Griffin,PF,27,LAC,3,3,33.0,8.3,17.0,.490,1.3,2.0,.667,7.0,15.0,.467,.529,2.3,2.3,1.000,1.0,5.0,6.0,2.3,0.7,0.3,2.0,0.7,20.3,2017
Tim Hardaway Jr.,SG,24,ATL,6,6,33.3,4.5,13.7,.329,1.8,7.0,.262,2.7,6.7,.400,.396,2.0,3.2,.632,0.5,2.2,2.7,1.2,0.5,0.0,1.7,2.2,12.8,2017
James Harden,PG,27,HOU,11,11,37.0,8.2,19.8,.413,2.9,10.5,.278,5.3,9.4,.563,.486,9.2,10.5,.878,0.6,4.8,5.5,8.5,1.9,0.5,5.4,3.9,28.5,2017
Maurice Harkless,SF,23,POR,4,4,24.8,2.5,8.5,.294,0.5,3.0,.167,2.0,5.5,.364,.324,1.8,2.0,.875,1.8,1.5,3.3,0.8,1.3,1.3,0.3,3.5,7.3,2017
Montrezl Harrell,C,23,HOU,5,0,4.2,0.2,0.6,.333,0.0,0.0,,0.2,0.6,.333,.333,0.6,1.2,.500,0.2,1.0,1.2,0.4,0.0,0.0,0.4,1.4,1.0,2017
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
Andrew Harrison,PG,22,MEM,6,0,19.8,2.2,4.8,.448,0.8,2.2,.385,1.3,2.7,.500,.534,1.3,1.5,.889,0.7,1.2,1.8,2.2,0.5,0.2,0.5,2.3,6.5,2017
Spencer Hawes,PF,28,MIL,3,0,5.7,0.7,1.7,.400,0.3,0.7,.500,0.3,1.0,.333,.500,0.0,0.0,,0.7,0.7,1.3,0.3,0.0,0.3,0.3,1.0,1.7,2017
Gordon Hayward,SF,26,UTA,11,11,37.4,7.5,17.1,.441,2.5,6.2,.412,5.0,10.9,.458,.516,6.5,6.9,.934,0.6,5.5,6.1,3.4,0.9,0.3,2.2,2.1,24.1,2017
John Henson,C,26,MIL,2,0,6.0,0.5,2.0,.250,0.0,0.0,,0.5,2.0,.250,.250,0.5,0.5,1.000,1.0,1.0,2.0,0.0,0.5,0.0,0.5,0.5,1.5,2017
Nenê,C,34,HOU,9,0,17.9,4.0,5.7,.706,0.0,0.1,.000,4.0,5.6,.720,.706,2.0,3.4,.581,1.2,3.4,4.7,0.6,0.7,0.4,1.0,2.7,10.0,2017
George Hill,PG,30,UTA,8,8,35.1,5.8,12.3,.469,1.5,3.9,.387,4.3,8.4,.507,.531,2.6,3.6,.724,1.0,3.1,4.1,3.6,0.3,0.1,1.6,3.1,15.6,2017
Rodney Hood,SG,24,UTA,11,0,25.2,3.4,9.5,.352,1.2,4.5,.260,2.2,5.0,.436,.414,1.0,1.6,.611,0.1,2.6,2.7,1.1,0.5,0.0,0.9,2.7,8.9,2017
Al Horford,C,30,BOS,18,18,33.9,6.2,10.6,.584,1.5,2.9,.519,4.7,7.7,.609,.655,1.2,1.6,.759,1.7,4.8,6.6,5.4,0.8,0.8,1.8,1.8,15.1,2017
Dwight Howard,C,31,ATL,6,6,26.2,3.0,6.0,.500,0.0,0.0,,3.0,6.0,.500,.500,2.0,3.2,.632,3.0,7.7,10.7,1.3,1.0,0.8,1.8,3.5,8.0,2017
Kris Humphries,PF,31,ATL,1,0,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2017
Serge Ibaka,PF,27,TOR,10,10,30.7,6.0,13.0,.462,1.2,3.8,.316,4.8,9.2,.522,.508,1.1,1.3,.846,0.9,5.6,6.5,1.4,0.4,1.7,1.1,3.7,14.3,2017
Andre Iguodala,SF,33,GSW,16,0,26.2,2.9,6.3,.455,0.5,2.6,.190,2.4,3.7,.644,.495,0.9,1.6,.577,0.6,3.5,4.1,3.2,0.9,0.4,1.0,1.8,7.2,2017
Ersan İlyasova,PF,29,ATL,6,0,15.0,1.3,3.8,.348,0.2,0.8,.200,1.2,3.0,.389,.370,1.2,1.5,.778,2.3,2.8,5.2,0.3,0.2,0.0,0.8,1.2,4.0,2017
Joe Ingles,SF,29,UTA,11,11,30.4,2.3,5.6,.403,1.4,3.7,.366,0.9,1.9,.476,.524,0.5,0.8,.667,0.2,3.5,3.7,3.3,2.0,0.5,1.5,2.5,6.5,2017
Kyrie Irving,PG,24,CLE,18,18,36.3,9.6,20.6,.468,2.4,6.6,.373,7.2,14.0,.512,.527,4.2,4.7,.905,0.7,2.1,2.8,5.3,1.3,0.4,2.7,2.1,25.9,2017
LeBron James,SF,32,CLE,18,18,41.3,12.1,21.3,.565,2.4,5.9,.411,9.6,15.4,.625,.622,6.3,9.0,.698,1.1,8.1,9.1,7.8,1.9,1.3,4.0,2.4,32.8,2017
Richard Jefferson,SF,36,CLE,14,0,12.8,1.1,2.7,.421,0.4,1.4,.263,0.8,1.4,.579,.487,1.3,2.0,.643,0.7,1.1,1.8,0.5,0.1,0.2,0.6,2.1,3.9,2017
Brandon Jennings,PG,27,WAS,13,0,13.7,1.1,2.8,.389,0.2,1.0,.154,0.9,1.8,.522,.417,0.5,0.6,.875,0.4,1.1,1.5,1.8,0.2,0.0,0.6,1.0,2.8,2017
Jonas Jerebko,PF,29,BOS,12,0,10.7,1.3,2.6,.484,0.4,1.3,.333,0.8,1.3,.625,.565,0.7,0.7,1.000,0.6,1.8,2.4,1.0,0.4,0.3,0.5,1.1,3.6,2017
Amir Johnson,PF,29,BOS,14,9,10.1,1.1,2.1,.500,0.1,0.2,.333,1.0,1.9,.519,.517,0.4,0.6,.625,1.2,0.9,2.1,0.2,0.3,0.4,0.4,1.7,2.6,2017
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
Joe Johnson,SF,35,UTA,11,2,29.6,5.3,12.1,.436,1.4,4.1,.333,3.9,8.0,.489,.492,1.0,1.4,.733,0.7,3.2,3.9,2.5,0.5,0.1,1.2,1.9,12.9,2017
Wesley Johnson,SF,29,LAC,3,0,3.7,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.3,0.7,.500,0.0,0.7,0.7,0.0,0.3,0.0,0.0,0.7,0.3,2017
Dahntay Jones,SF,36,CLE,10,0,3.3,0.5,1.0,.500,0.1,0.2,.500,0.4,0.8,.500,.550,0.5,0.5,1.000,0.1,0.6,0.7,0.1,0.0,0.1,0.1,0.7,1.6,2017
Damian Jones,C,21,GSW,4,0,5.3,0.8,1.8,.429,0.0,0.0,,0.8,1.8,.429,.429,0.3,0.5,.500,1.0,0.5,1.5,0.0,0.5,0.3,0.0,0.8,1.8,2017
James Jones,SF,36,CLE,8,0,3.8,0.1,0.6,.200,0.0,0.4,.000,0.1,0.3,.500,.200,0.0,0.0,,0.1,0.4,0.5,0.0,0.0,0.0,0.3,0.4,0.3,2017
DeAndre Jordan,C,28,LAC,7,7,37.7,6.1,8.7,.705,0.0,0.1,.000,6.1,8.6,.717,.705,3.1,8.0,.393,3.6,10.9,14.4,0.7,0.4,0.9,2.4,4.1,15.4,2017
Cory Joseph,PG,25,TOR,10,2,21.2,3.1,7.1,.437,0.9,2.2,.409,2.2,4.9,.449,.500,0.8,0.8,1.000,0.4,1.7,2.1,3.1,0.4,0.2,1.4,1.7,7.9,2017
Kyle Korver,SG,35,CLE,18,0,18.1,1.9,4.4,.425,1.5,3.8,.391,0.4,0.6,.636,.594,0.6,0.6,1.000,0.1,1.6,1.7,0.7,0.4,0.3,0.4,1.2,5.8,2017
Joffrey Lauvergne,C,25,CHI,3,0,8.7,1.3,3.7,.364,0.0,0.7,.000,1.3,3.0,.444,.364,2.0,2.0,1.000,1.7,1.3,3.0,1.7,0.0,0.0,0.7,0.3,4.7,2017
Jake Layman,SF,22,POR,2,0,8.0,1.0,2.0,.500,0.5,0.5,1.000,0.5,1.5,.333,.625,0.5,1.0,.500,0.0,0.5,0.5,0.5,0.5,0.0,0.0,1.0,3.0,2017
David Lee,PF,33,SAS,15,4,16.3,1.7,3.2,.521,0.0,0.1,.000,1.7,3.1,.532,.521,0.7,1.1,.647,1.3,2.5,3.8,0.7,0.3,0.3,0.4,1.3,4.1,2017
Kawhi Leonard,SF,25,SAS,12,12,35.8,8.8,16.8,.525,2.1,4.6,.455,6.8,12.3,.551,.587,7.9,8.5,.931,1.6,6.2,7.8,4.6,1.7,0.5,2.2,1.8,27.7,2017
Meyers Leonard,PF,24,POR,3,1,10.3,0.3,1.7,.200,0.0,1.3,.000,0.3,0.3,1.000,.200,0.0,0.0,,0.7,2.0,2.7,0.3,0.0,0.0,1.3,2.0,0.7,2017
Damian Lillard,PG,26,POR,4,4,37.8,9.8,22.5,.433,2.3,8.0,.281,7.5,14.5,.517,.483,6.0,6.3,.960,1.0,3.5,4.5,3.3,1.3,0.5,3.3,2.8,27.8,2017
Shaun Livingston,PG,31,GSW,14,0,15.7,2.4,4.2,.576,0.0,0.0,,2.4,4.2,.576,.576,0.4,0.5,.714,0.7,1.4,2.1,1.4,0.4,0.1,0.7,1.7,5.2,2017
Robin Lopez,C,28,CHI,6,6,27.0,5.7,8.7,.654,0.0,0.0,,5.7,8.7,.654,.654,1.3,1.3,1.000,4.7,2.5,7.2,0.8,0.5,1.0,1.3,2.2,12.7,2017
Kevin Love,PF,28,CLE,18,18,32.1,5.3,12.1,.436,2.8,6.2,.450,2.5,5.9,.421,.550,3.5,4.2,.840,2.0,8.6,10.6,1.7,1.2,0.9,1.7,2.6,16.8,2017
Kyle Lowry,PG,30,TOR,8,8,37.5,5.4,11.6,.462,1.6,4.8,.342,3.8,6.9,.545,.532,3.4,4.1,.818,0.4,2.8,3.1,5.9,1.5,0.5,2.1,3.3,15.8,2017
Trey Lyles,PF,21,UTA,2,0,5.0,1.5,3.5,.429,0.5,1.5,.333,1.0,2.0,.500,.500,0.0,0.0,,0.0,1.0,1.0,0.5,0.5,0.0,0.5,0.5,3.5,2017
Sheldon Mac,SG,24,WAS,7,0,2.4,0.7,1.3,.556,0.3,0.7,.400,0.4,0.6,.750,.667,0.3,0.3,1.000,0.0,0.3,0.3,0.0,0.0,0.0,0.1,0.1,2.0,2017
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
Shelvin Mack,PG,26,UTA,9,3,17.2,1.9,5.4,.347,0.8,1.7,.467,1.1,3.8,.294,.418,1.4,1.7,.867,0.3,2.4,2.8,2.0,0.4,0.0,1.0,1.6,6.0,2017
Ian Mahinmi,C,30,WAS,5,0,12.6,1.0,1.8,.556,0.0,0.0,,1.0,1.8,.556,.556,0.8,2.2,.364,0.6,1.6,2.2,1.2,0.2,1.2,0.6,3.4,2.8,2017
