Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,season
Darius Garland,PG,24,CLE,11,11,31.9,6.6,14.1,.471,1.4,4.2,.326,5.3,9.9,.532,.519,4.4,5.3,.828,0.5,2.2,2.7,5.5,1.5,0.3,4.3,1.7,19.0,2024
Luka Garza,C,25,MIN,4,0,3.3,1.0,2.5,.400,0.0,0.5,.000,1.0,2.0,.500,.400,1.3,2.0,.625,0.8,0.8,1.5,0.0,0.0,0.0,0.3,0.8,3.3,2024
Kaiser Gates,SF,27,NOP,1,0,7.0,0.0,4.0,.000,0.0,2.0,.000,0.0,2.0,.000,.000,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Keyonte George,PG,20,UTA,16,8,24.9,2.9,8.4,.351,1.6,4.8,.325,1.4,3.6,.386,.444,1.9,2.4,.816,0.4,2.5,2.9,5.3,0.5,0.1,2.1,1.3,9.4,2024
Paul George,PF,33,LAC,15,15,34.9,8.7,18.6,.466,3.3,8.6,.388,5.3,10.0,.533,.556,4.7,5.1,.934,0.6,5.6,6.2,3.6,1.9,0.1,2.7,2.7,25.4,2024
Josh Giddey,SG,21,OKC,16,16,27.1,5.3,12.3,.429,0.6,1.9,.300,4.7,10.4,.452,.452,1.1,1.3,.810,1.4,4.4,5.8,4.8,0.8,0.6,2.7,1.3,12.1,2024
Harry Giles,C,25,BRK,2,0,6.0,2.5,3.0,.833,0.5,1.0,.500,2.0,2.0,1.000,.917,0.5,0.5,1.000,0.0,1.0,1.0,0.0,0.0,0.0,0.5,1.0,6.0,2024
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024
Shai Gilgeous-Alexander,PG,25,OKC,15,15,34.3,11.1,20.7,.534,1.3,3.7,.364,9.7,17.1,.570,.566,6.9,7.4,.937,0.9,5.3,6.1,6.2,2.3,0.9,2.3,2.3,30.4,2024
Anthony Gill,PF,31,WAS,9,0,6.9,1.1,2.1,.526,0.0,0.2,.000,1.1,1.9,.588,.526,1.1,1.3,.833,0.4,0.9,1.3,0.6,0.3,0.3,0.8,0.6,3.3,2024
Collin Gillespie,PG,24,DEN,8,0,9.6,1.0,2.3,.444,0.4,1.4,.273,0.6,0.9,.714,.528,0.1,0.1,1.000,0.0,0.4,0.4,1.0,0.6,0.0,0.4,1.1,2.5,2024
Jacob Gilyard,PG,25,MEM,12,6,17.8,1.6,3.5,.452,1.3,3.1,.432,0.3,0.4,.600,.643,0.1,0.1,1.000,0.5,1.0,1.5,3.5,0.8,0.1,0.7,1.3,4.6,2024
Rudy Gobert,C,31,MIN,15,15,32.3,4.5,7.7,.578,0.0,0.0,,4.5,7.7,.578,.578,3.1,5.4,.580,3.8,7.9,11.7,1.3,0.7,2.2,1.7,2.8,12.1,2024
Jordan Goodwin,PG,25,PHO,16,0,15.7,2.1,5.7,.363,1.0,2.9,.340,1.1,2.8,.386,.451,0.7,0.9,.786,0.8,2.4,3.3,1.9,0.9,0.3,0.8,1.0,5.8,2024
Aaron Gordon,PF,28,DEN,16,16,33.9,5.5,11.3,.486,0.5,2.3,.222,5.0,9.1,.552,.508,1.6,3.1,.520,2.6,4.6,7.2,3.8,1.1,0.9,1.8,1.9,13.1,2024
Eric Gordon,SG,35,PHO,15,11,31.2,5.5,12.1,.453,2.7,7.0,.381,2.8,5.1,.553,.564,0.7,0.8,.833,0.4,1.7,2.1,3.1,1.1,0.5,1.5,1.4,14.3,2024
Devonte' Graham,PG,28,SAS,2,0,14.5,0.5,2.5,.200,0.0,1.5,.000,0.5,1.0,.500,.200,2.0,2.5,.800,0.5,0.5,1.0,4.0,1.0,0.5,1.0,1.0,3.0,2024
Jerami Grant,PF,29,POR,15,15,35.5,7.7,17.4,.441,2.7,6.6,.404,5.0,10.8,.463,.517,4.8,6.0,.800,0.7,3.2,3.9,2.3,0.7,0.8,2.4,2.1,22.8,2024
A.J. Green,SG,24,MIL,9,0,8.3,1.2,3.0,.407,0.9,2.6,.348,0.3,0.4,.750,.556,0.1,0.1,1.000,0.0,0.8,0.8,0.9,0.0,0.0,0.0,0.7,3.4,2024
Danny Green,SG,36,PHI,2,0,9.0,0.0,1.0,.000,0.0,0.5,.000,0.0,0.5,.000,.000,0.0,0.0,,0.0,1.0,1.0,0.5,0.5,0.0,0.0,0.5,0.0,2024
Draymond Green,PF,33,GSW,9,9,22.2,3.0,6.2,.482,1.0,2.2,.450,2.0,4.0,.500,.563,1.8,2.0,.889,1.4,3.7,5.1,5.7,0.7,0.6,1.8,2.4,8.8,2024
Jalen Green,SG,21,HOU,14,14,31.6,6.5,15.4,.421,2.1,6.1,.337,4.4,9.3,.477,.488,4.6,5.8,.790,0.4,4.1,4.4,2.9,0.7,0.4,2.3,1.5,19.6,2024
Jeff Green,PF,37,HOU,14,0,14.4,2.0,3.8,.528,0.4,1.3,.278,1.6,2.5,.657,.575,1.6,2.1,.759,0.9,1.6,2.5,0.5,0.1,0.4,0.4,0.9,5.9,2024
Josh Green,SG,23,DAL,16,3,24.6,2.5,5.9,.421,1.3,3.7,.356,1.2,2.3,.528,.532,0.5,1.0,.500,0.6,2.1,2.7,2.3,0.9,0.1,0.8,1.7,6.8,2024
AJ Griffin,SF,20,ATL,9,0,8.1,1.1,2.2,.500,0.9,1.9,.471,0.2,0.3,.667,.700,0.2,0.2,1.000,0.1,0.4,0.6,0.2,0.1,0.0,0.4,0.4,3.3,2024
Quentin Grimes,SG,23,NYK,13,13,24.4,2.5,6.5,.388,2.0,5.5,.361,0.5,1.0,.538,.541,0.0,0.1,.000,0.1,1.2,1.2,1.2,0.8,0.0,0.5,1.8,7.1,2024
Mouhamed Gueye,PF,21,ATL,2,0,2.0,0.0,0.5,.000,0.0,0.5,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,2024
Rui Hachimura,PF,25,LAL,12,1,23.3,4.3,8.6,.505,1.3,2.9,.429,3.1,5.7,.544,.578,1.8,2.3,.786,1.0,2.8,3.8,1.0,0.9,0.3,1.0,1.5,11.8,2024
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024
Tyrese Haliburton,PG,23,IND,14,14,33.4,8.7,17.1,.508,3.9,8.5,.454,4.9,8.6,.562,.621,4.1,4.4,.919,0.5,3.4,3.9,12.1,1.0,0.7,2.5,1.1,25.4,2024
R.J. Hampton,PG,22,MIA,1,0,2.0,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Tim Hardaway Jr.,SF,31,DAL,16,0,27.9,5.8,13.7,.425,3.4,8.9,.385,2.4,4.8,.500,.550,2.1,2.3,.892,0.3,3.2,3.5,1.7,0.3,0.0,0.9,0.9,17.1,2024
James Harden,SG,34,LAC,10,10,32.4,4.3,9.7,.443,1.9,5.5,.345,2.4,4.2,.571,.541,3.9,4.7,.830,0.4,4.5,4.9,6.4,1.4,0.6,2.3,1.5,14.4,2024
Jaden Hardy,SG,21,DAL,13,0,10.9,2.2,5.8,.387,0.8,2.5,.303,1.5,3.2,.452,.453,1.3,1.8,.739,0.3,1.2,1.5,1.1,0.3,0.0,0.6,0.8,6.5,2024
Ron Harper Jr.,PF,23,TOR,1,0,4.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2024
Gary Harris,SG,29,ORL,11,2,20.5,2.9,5.7,.508,1.8,4.1,.444,1.1,1.6,.667,.667,0.8,1.1,.750,0.7,1.5,2.2,1.4,0.9,0.4,0.5,1.1,8.5,2024
Joe Harris,SG,32,DET,7,0,14.0,1.3,3.6,.360,0.9,2.7,.316,0.4,0.9,.500,.480,0.0,0.0,,0.3,0.7,1.0,0.9,0.3,0.0,0.4,1.7,3.4,2024
Tobias Harris,PF,31,PHI,16,16,36.2,7.3,13.4,.542,1.2,3.4,.345,6.1,9.9,.610,.586,3.6,3.9,.905,0.9,5.4,6.3,2.9,0.9,0.4,1.7,1.7,19.3,2024
Shaquille Harrison,SG,30,MEM,1,0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Josh Hart,SF,28,NYK,15,5,28.5,3.0,7.1,.425,0.9,3.1,.298,2.1,3.9,.525,.491,0.4,0.5,.750,1.1,5.2,6.3,2.7,1.0,0.3,0.9,1.7,7.3,2024
Isaiah Hartenstein,C,25,NYK,15,0,17.5,2.3,4.2,.556,0.1,0.2,.333,2.3,4.0,.567,.563,1.0,1.5,.652,2.3,2.5,4.8,0.9,1.1,0.5,0.9,2.8,5.7,2024
Sam Hauser,SF,26,BOS,16,2,22.3,3.3,6.8,.491,2.7,6.0,.448,0.6,0.8,.833,.690,0.3,0.3,1.000,0.6,2.4,2.9,0.7,0.6,0.4,0.4,1.5,9.6,2024
Jordan Hawkins,SG,21,NOP,17,9,29.1,4.4,11.2,.393,2.8,7.6,.364,1.6,3.6,.452,.516,1.8,2.1,.861,0.8,3.2,4.0,2.1,0.6,0.0,1.1,2.1,13.4,2024
Jaxson Hayes,C,23,LAL,15,0,11.0,1.3,1.7,.760,0.0,0.0,,1.3,1.7,.760,.760,0.7,1.3,.550,0.3,1.3,1.7,0.4,0.3,0.5,0.7,1.8,3.3,2024
Killian Hayes,PG,22,DET,15,13,27.5,3.5,8.9,.396,0.9,3.1,.304,2.6,5.9,.443,.448,1.2,1.6,.750,0.3,2.4,2.7,4.3,1.2,0.5,0.9,2.1,9.2,2024
Gordon Hayward,SF,33,CHO,13,13,32.7,5.4,12.8,.419,0.8,2.4,.323,4.6,10.5,.441,.449,2.7,3.6,.745,1.1,4.2,5.2,4.7,1.4,0.5,1.7,2.1,14.2,2024
Scoot Henderson,PG,19,POR,6,5,26.5,3.2,9.8,.322,0.3,4.0,.083,2.8,5.8,.486,.339,1.2,1.5,.778,0.7,1.7,2.3,5.0,0.5,0.2,3.8,4.0,7.8,2024
Taylor Hendricks,PF,20,UTA,1,0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,1.0,2.0,.500,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2024
Tyler Herro,SG,24,MIA,8,8,34.0,8.5,19.0,.447,3.1,7.6,.410,5.4,11.4,.473,.530,2.8,3.1,.880,0.4,4.6,5.0,4.6,1.4,0.0,2.5,1.6,22.9,2024
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024
Buddy Hield,SF,31,IND,15,3,24.5,5.2,11.0,.473,3.3,7.6,.430,1.9,3.4,.569,.621,0.3,0.3,.800,0.5,2.5,3.0,2.6,0.6,0.5,1.5,1.7,13.9,2024
Haywood Highsmith,PF,27,MIA,13,12,24.3,2.6,6.1,.430,1.2,3.6,.340,1.4,2.5,.563,.532,0.8,1.0,.846,0.7,2.4,3.1,1.7,1.3,0.8,1.0,2.1,7.3,2024
Nate Hinton,SG,24,HOU,2,0,4.0,1.0,2.0,.500,1.0,1.0,1.000,0.0,1.0,.000,.750,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,3.0,2024
D'Moi Hodge,SG,25,LAL,3,0,5.3,0.3,1.7,.200,0.0,1.3,.000,0.3,0.3,1.000,.200,0.3,0.7,.500,0.0,0.0,0.0,0.3,0.0,0.3,0.3,0.7,1.0,2024
Aaron Holiday,PG,27,HOU,12,0,16.8,2.2,4.6,.473,0.9,2.3,.393,1.3,2.3,.556,.573,0.4,0.5,.833,0.1,1.5,1.6,1.6,0.7,0.1,0.4,1.8,5.7,2024
Jrue Holiday,PG,33,BOS,15,15,34.6,4.7,11.3,.420,1.5,4.5,.338,3.2,6.7,.475,.488,1.3,1.6,.792,2.0,5.4,7.4,4.9,0.6,1.0,2.1,1.6,12.3,2024
Justin Holiday,SG,34,DEN,6,0,8.2,0.8,1.5,.556,0.8,1.5,.556,0.0,0.0,,.833,0.0,0.0,,0.0,0.8,0.8,0.3,0.2,0.0,0.0,0.8,2.5,2024
Richaun Holmes,C,30,DAL,7,1,10.7,1.3,2.7,.474,0.0,0.0,,1.3,2.7,.474,.474,0.4,1.1,.375,1.7,2.3,4.0,0.4,0.0,0.4,0.4,1.7,3.0,2024
Chet Holmgren,C,21,OKC,16,16,29.9,6.3,11.2,.564,1.8,4.0,.438,4.6,7.2,.635,.642,3.7,4.2,.881,1.7,6.3,8.0,2.5,0.9,2.3,2.1,2.9,18.1,2024
Al Horford,C,37,BOS,14,4,25.1,2.4,5.6,.436,1.2,3.5,.347,1.2,2.1,.586,.545,0.2,0.2,1.000,1.6,4.3,5.9,2.5,0.4,0.8,0.9,1.7,6.3,2024
Talen Horton-Tucker,PG,23,UTA,16,8,22.7,3.6,9.2,.388,1.2,3.9,.306,2.4,5.3,.447,.452,1.3,1.5,.875,0.6,2.4,3.0,4.6,0.9,0.5,2.2,2.4,9.6,2024
Danuel House Jr.,SF,30,PHI,10,0,12.7,1.3,3.1,.419,0.4,1.6,.250,0.9,1.5,.600,.484,0.8,1.0,.800,0.4,1.0,1.4,0.8,0.5,0.1,0.9,1.0,3.8,2024
Caleb Houstan,SF,21,ORL,9,0,6.3,0.7,1.4,.462,0.6,1.3,.417,0.1,0.1,1.000,.654,0.1,0.1,1.000,0.1,0.8,0.9,0.4,0.2,0.0,0.2,0.3,2.0,2024
Jett Howard,SF,20,ORL,5,0,4.6,0.2,2.0,.100,0.0,1.6,.000,0.2,0.4,.500,.100,0.0,0.0,,0.2,0.2,0.4,0.4,0.0,0.0,0.4,0.0,0.4,2024
Kevin Huerter,SG,25,SAC,14,14,27.4,4.6,10.8,.430,2.5,6.9,.365,2.1,3.9,.545,.546,0.9,1.0,.857,0.6,3.7,4.3,2.9,0.9,0.4,0.8,2.2,12.6,2024
De'Andre Hunter,SF,26,ATL,15,15,30.1,4.8,10.4,.462,1.7,4.6,.362,3.1,5.8,.540,.542,2.5,2.9,.841,0.9,3.3,4.2,1.3,0.9,0.4,1.5,3.1,13.7,2024
Bones Hyland,PG,23,LAC,10,2,19.6,3.7,8.7,.425,1.7,4.7,.362,2.0,4.0,.500,.523,0.9,1.0,.900,0.2,1.2,1.4,2.4,0.6,0.0,1.9,2.1,10.0,2024
Joe Ingles,SF,36,ORL,16,0,18.9,1.4,3.6,.397,0.9,2.6,.366,0.5,1.1,.471,.526,0.4,0.5,.875,0.5,2.1,2.6,3.3,0.9,0.1,0.9,1.4,4.3,2024
Brandon Ingram,SF,26,NOP,14,14,33.7,9.9,19.6,.502,1.4,4.7,.303,8.4,14.9,.565,.538,3.4,4.5,.762,0.6,4.6,5.3,5.1,0.6,0.1,2.7,2.1,24.6,2024
Kyrie Irving,SG,31,DAL,13,13,33.0,9.2,19.3,.478,2.8,7.2,.398,6.4,12.2,.525,.552,3.1,3.5,.889,0.7,3.5,4.2,5.5,1.2,0.3,1.6,1.9,24.4,2024
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024
Jonathan Isaac,PF,26,ORL,14,0,13.9,2.2,5.1,.437,0.6,2.4,.235,1.6,2.6,.622,.493,1.6,2.0,.786,1.2,3.2,4.4,0.4,0.9,1.3,0.7,1.4,6.6,2024
Jaden Ivey,SG,21,DET,12,3,23.0,4.6,8.7,.529,1.1,3.3,.325,3.5,5.3,.656,.591,2.3,2.9,.771,0.9,1.7,2.6,2.9,0.8,0.3,2.3,2.5,12.5,2024
Andre Jackson Jr.,SG,22,MIL,12,2,8.5,0.8,1.4,.588,0.3,0.7,.500,0.5,0.8,.667,.706,0.0,0.0,,0.7,0.8,1.4,0.8,0.3,0.0,0.6,1.8,2.0,2024
Gregory Jackson II,PF,19,MEM,3,0,2.3,0.0,1.3,.000,0.0,0.7,.000,0.0,0.7,.000,.000,0.0,0.0,,0.3,0.7,1.0,0.0,0.3,0.0,0.3,0.0,0.0,2024
Isaiah Jackson,C,22,IND,8,0,14.5,1.9,3.6,.517,0.0,0.1,.000,1.9,3.5,.536,.517,1.8,2.6,.667,1.9,2.6,4.5,0.9,0.5,2.1,0.5,3.3,5.5,2024
Jaren Jackson Jr.,C,24,MEM,15,15,30.9,6.5,15.6,.419,1.5,5.0,.293,5.1,10.6,.478,.466,5.0,6.1,.815,1.9,4.3,6.3,1.9,0.5,1.5,1.9,3.5,19.5,2024
Reggie Jackson,PG,33,DEN,16,9,25.6,4.4,9.8,.455,1.4,3.9,.355,3.1,5.9,.521,.526,0.8,1.2,.632,0.3,1.8,2.1,3.9,0.8,0.4,1.6,1.6,11.0,2024
Trayce Jackson-Davis,PF,23,GSW,13,0,7.8,0.9,1.7,.545,0.0,0.0,,0.9,1.7,.545,.545,1.2,1.9,.600,0.8,0.9,1.8,0.5,0.2,0.5,0.5,1.4,3.0,2024
LeBron James,PF,39,LAL,16,16,33.9,9.5,17.0,.559,2.3,6.0,.385,7.2,11.0,.653,.627,4.2,6.1,.691,0.8,7.3,8.0,6.6,1.5,0.8,3.8,1.3,25.5,2024
Jaime Jaquez Jr.,SF,22,MIA,17,4,25.8,4.5,8.9,.507,1.3,3.2,.400,3.2,5.7,.567,.579,0.8,1.0,.824,1.3,2.5,3.8,2.4,1.1,0.2,1.5,2.2,11.2,2024
DaQuan Jeffries,SG,26,NYK,6,0,3.0,0.5,1.3,.375,0.2,0.7,.250,0.3,0.7,.500,.438,0.0,0.3,.000,0.0,0.5,0.5,0.2,0.0,0.0,0.2,0.2,1.2,2024
Ty Jerome,SG,26,CLE,2,0,7.5,1.0,2.0,.500,0.0,0.5,.000,1.0,1.5,.667,.500,0.0,0.0,,0.5,0.0,0.5,1.5,0.0,0.0,0.5,1.0,2.0,2024
Isaiah Joe,SG,24,OKC,16,0,20.5,3.5,7.6,.463,2.9,6.1,.485,0.6,1.5,.375,.657,1.1,1.4,.818,0.1,2.1,2.2,1.1,0.8,0.2,0.6,1.3,11.1,2024
Cameron Johnson,PF,27,BRK,8,8,30.5,5.6,12.3,.459,2.5,6.6,.377,3.1,5.6,.556,.561,1.8,2.1,.824,1.5,4.1,5.6,2.6,1.3,0.1,1.6,1.9,15.5,2024
Jalen Johnson,SF,22,ATL,15,12,29.9,5.7,9.5,.594,1.1,2.7,.425,4.5,6.9,.660,.654,1.7,2.2,.758,1.3,5.9,7.3,2.4,1.1,1.0,2.0,2.2,14.1,2024
Keldon Johnson,SF,24,SAS,15,15,32.9,6.5,13.9,.466,2.1,6.0,.356,4.3,7.9,.551,.543,1.9,2.8,.690,1.1,5.5,6.5,4.4,0.8,0.3,1.3,2.7,17.0,2024
Keyontae Johnson,SF,23,OKC,1,0,6.0,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Nikola Jokić,C,28,DEN,16,16,33.8,11.0,19.4,.566,1.4,4.6,.311,9.6,14.8,.646,.603,4.8,6.1,.784,3.2,10.3,13.5,8.9,1.2,0.8,3.1,2.4,28.2,2024
Colby Jones,SG,21,SAC,8,0,8.6,1.5,3.3,.462,0.1,0.9,.143,1.4,2.4,.579,.481,0.3,0.4,.667,0.6,1.0,1.6,0.3,0.3,0.1,0.4,1.1,3.4,2024
Damian Jones,C,28,CLE,10,0,5.1,0.4,0.8,.500,0.0,0.0,,0.4,0.8,.500,.500,0.1,0.2,.500,0.4,0.6,1.0,0.3,0.1,0.2,0.3,0.3,0.9,2024
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024
Derrick Jones Jr.,SF,26,DAL,16,16,21.6,3.0,6.4,.471,1.4,3.8,.367,1.6,2.6,.619,.578,0.9,1.3,.700,0.9,2.6,3.4,1.0,0.5,0.8,0.9,1.4,8.3,2024
Herbert Jones,SF,25,NOP,14,14,30.7,3.9,7.6,.514,1.1,3.3,.348,2.8,4.4,.639,.589,2.6,3.0,.857,0.7,3.4,4.1,2.9,1.9,1.5,1.4,3.8,11.6,2024
Tre Jones,PG,24,SAS,13,0,24.1,3.0,7.0,.429,0.5,2.1,.259,2.5,4.9,.500,.467,1.4,1.5,.900,0.7,2.2,2.9,5.0,0.9,0.3,1.5,1.2,7.9,2024
Tyus Jones,PG,27,WAS,16,16,27.3,4.7,9.4,.500,1.1,3.1,.340,3.6,6.3,.580,.557,0.4,0.6,.778,0.3,2.4,2.8,4.9,0.9,0.1,0.8,0.9,10.9,2024
DeAndre Jordan,C,35,DEN,1,0,12.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,1.0,2.0,.500,1.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,2024
Cory Joseph,PG,32,GSW,7,0,9.0,0.7,2.7,.263,0.6,2.0,.286,0.1,0.7,.200,.368,0.1,0.4,.333,0.3,0.3,0.6,1.9,0.4,0.1,0.7,1.0,2.1,2024
Nikola Jović,PF,20,MIA,3,1,15.0,1.3,3.7,.364,1.0,2.0,.500,0.3,1.7,.200,.500,1.0,1.3,.750,0.3,6.7,7.0,3.0,0.3,0.0,1.3,2.3,4.7,2024
Luke Kennard,SG,27,MEM,8,0,21.5,2.6,7.3,.362,2.1,5.8,.370,0.5,1.5,.333,.509,0.9,0.9,1.000,0.4,2.5,2.9,2.0,0.6,0.1,0.6,0.5,8.3,2024
Walker Kessler,C,22,UTA,9,8,23.7,3.7,6.8,.541,0.2,0.8,.286,3.4,6.0,.574,.557,1.0,1.6,.643,3.7,4.6,8.2,0.2,0.1,2.1,1.2,2.4,8.6,2024
Braxton Key,SF,26,DEN,4,0,2.5,0.3,1.0,.250,0.0,0.3,.000,0.3,0.8,.333,.250,0.0,0.0,,0.0,0.3,0.3,0.8,0.0,0.0,0.0,0.5,0.5,2024
Corey Kispert,SF,24,WAS,15,1,23.3,3.6,8.2,.439,1.9,5.5,.354,1.7,2.7,.610,.557,1.5,1.9,.821,0.6,2.0,2.6,1.5,0.3,0.0,1.1,1.7,10.7,2024
Maxi Kleber,C,32,DAL,5,1,18.0,0.8,3.2,.250,0.6,1.8,.333,0.2,1.4,.143,.344,1.2,2.0,.600,0.8,3.4,4.2,2.0,0.2,0.2,0.8,1.6,3.4,2024
Kevin Knox,SF,24,DET,4,2,27.5,4.8,9.3,.514,2.0,4.5,.444,2.8,4.8,.579,.622,0.3,0.5,.500,1.3,4.0,5.3,0.8,1.0,0.3,1.0,2.8,11.8,2024
John Konchar,SF,27,MEM,12,2,20.0,1.3,3.6,.349,0.7,2.1,.320,0.6,1.5,.389,.442,0.1,0.2,.500,1.3,3.3,4.6,1.8,0.7,0.8,0.3,1.3,3.3,2024
Furkan Korkmaz,SG,26,PHI,11,0,7.4,0.8,2.0,.409,0.4,1.0,.364,0.5,1.0,.455,.500,0.4,0.5,.667,0.1,0.5,0.6,0.3,0.5,0.0,0.5,0.4,2.4,2024
Luke Kornet,C,28,BOS,11,0,13.5,2.0,2.5,.815,0.0,0.0,,2.0,2.5,.815,.815,0.7,0.9,.800,1.3,2.5,3.7,0.6,0.5,0.5,0.4,1.1,4.7,2024
Jonathan Kuminga,PF,21,GSW,16,1,20.4,4.2,9.4,.447,0.4,2.2,.200,3.8,7.2,.522,.470,2.8,4.0,.703,0.8,2.2,3.0,1.0,0.6,0.4,1.4,2.5,11.6,2024
Kyle Kuzma,PF,28,WAS,16,16,30.4,9.1,19.1,.474,2.4,6.6,.368,6.6,12.5,.530,.538,2.3,2.9,.804,1.1,4.8,5.9,4.6,0.3,0.6,2.3,1.9,22.9,2024
Jock Landale,C,28,HOU,11,0,8.7,0.6,2.0,.318,0.2,0.8,.222,0.5,1.2,.385,.364,0.2,0.2,1.000,0.8,1.2,2.0,0.7,0.3,0.2,0.6,0.6,1.6,2024
Jake LaRavia,PF,22,MEM,5,0,12.2,1.4,4.0,.350,0.4,2.4,.167,1.0,1.6,.625,.400,0.2,0.4,.500,0.6,1.0,1.6,0.4,0.2,0.0,0.4,1.6,3.4,2024
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024
Zach LaVine,SG,28,CHI,16,16,35.8,7.7,16.9,.454,2.6,7.5,.350,5.1,9.4,.536,.531,4.3,4.9,.872,0.3,4.7,5.0,3.3,0.9,0.3,2.3,2.2,22.3,2024
Saben Lee,PG,24,PHO,3,0,3.3,1.0,2.0,.500,0.0,0.3,.000,1.0,1.7,.600,.500,0.0,0.0,,0.7,0.3,1.0,1.0,0.0,0.3,0.0,0.3,2.0,2024
Alex Len,C,30,SAC,6,0,6.8,1.0,1.3,.750,0.0,0.2,.000,1.0,1.2,.857,.750,0.5,1.2,.429,1.2,1.5,2.7,0.8,0.2,0.8,0.3,0.3,2.5,2024
Kawhi Leonard,SF,32,LAC,15,15,33.5,7.5,16.5,.457,2.2,5.9,.371,5.3,10.5,.506,.524,3.1,3.8,.825,1.0,4.5,5.5,3.5,1.7,0.6,1.6,1.6,20.4,2024
Caris LeVert,SG,29,CLE,13,1,31.4,6.0,14.3,.419,1.8,5.7,.311,4.2,8.6,.491,.481,2.8,3.8,.740,0.5,3.5,3.9,4.1,1.2,0.5,1.2,1.7,16.6,2024
Kira Lewis Jr.,PG,22,NOP,11,0,11.0,1.3,3.9,.326,0.2,1.4,.133,1.1,2.5,.429,.349,0.7,0.8,.889,0.3,0.6,0.9,1.6,0.5,0.1,0.5,0.7,3.5,2024
Maxwell Lewis,SF,21,LAL,6,0,3.5,0.0,0.5,.000,0.0,0.0,,0.0,0.5,.000,.000,0.0,0.0,,0.0,0.2,0.2,0.0,0.0,0.0,0.3,0.0,0.0,2024
E.J. Liddell,PF,23,NOP,3,0,3.0,0.3,1.3,.250,0.0,1.0,.000,0.3,0.3,1.000,.250,0.7,0.7,1.000,0.0,0.7,0.7,0.0,0.0,0.3,0.3,0.3,1.3,2024
Damian Lillard,PG,33,MIL,14,14,33.9,7.1,16.9,.418,2.8,8.5,.328,4.3,8.4,.508,.500,8.3,9.0,.921,0.6,3.9,4.4,6.4,1.0,0.1,2.5,1.3,25.2,2024
Nassir Little,PF,23,PHO,11,0,14.3,1.9,3.7,.512,0.6,2.2,.292,1.3,1.5,.824,.598,1.1,1.3,.857,0.5,1.7,2.3,0.6,0.8,0.5,0.3,1.5,5.5,2024
Dereck Lively II,C,19,DAL,14,13,24.1,3.6,5.1,.694,0.0,0.1,.000,3.6,5.0,.714,.694,1.0,1.6,.636,3.0,4.6,7.6,1.3,0.6,1.1,1.1,3.3,8.1,2024
Isaiah Livers,PF,25,DET,2,0,24.5,2.0,6.0,.333,1.0,3.5,.286,1.0,2.5,.400,.417,2.0,2.0,1.000,1.0,2.0,3.0,0.5,0.0,0.0,1.0,2.0,7.0,2024
Chris Livingston,SF,20,MIL,2,0,4.5,1.0,1.0,1.000,0.5,0.5,1.000,0.5,0.5,1.000,1.250,0.0,0.0,,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,2.5,2024
Kenneth Lofton Jr.,PF,21,MEM,11,0,8.2,1.1,2.8,.387,0.2,0.7,.250,0.9,2.1,.435,.419,0.5,1.2,.462,0.2,0.9,1.1,1.1,0.2,0.3,0.5,1.4,2.9,2024
Kevon Looney,C,27,GSW,17,15,23.7,2.6,4.4,.608,0.0,0.0,,2.6,4.4,.608,.608,0.8,1.1,.737,3.2,5.9,9.1,2.9,0.8,0.4,1.1,2.8,6.1,2024
Brook Lopez,C,35,MIL,16,16,28.8,5.1,9.9,.516,1.8,4.9,.359,3.4,5.1,.667,.604,1.5,1.8,.828,1.5,3.6,5.1,1.0,0.8,2.9,0.9,2.1,13.5,2024
