Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, ,OBPM,DBPM,BPM,VORP,season
Dillon Brooks,SF,25,MEM,5,175,20.6,.595,.206,.268,2.9,11.0,6.6,9.9,1.9,1.2,7.7,28.3,,0.3,0.0,0.3,.080,,2.3,0.3,2.6,0.2,2021
Bruce Brown,PG,24,BRK,12,277,14.0,.552,.139,.203,9.6,14.5,12.2,13.0,1.4,1.6,11.3,15.9,,0.4,0.4,0.8,.137,,-0.3,1.0,0.7,0.2,2021
Jalen Brunson,PG,24,DAL,7,114,15.3,.563,.295,.295,5.8,12.9,9.2,13.7,0.0,0.0,7.4,21.4,,0.2,0.0,0.2,.071,,2.2,-2.1,0.1,0.1,2021
Elijah Bryant,SG,25,MIL,11,50,7.5,.350,.400,.000,4.2,21.9,12.9,11.0,2.0,1.8,9.1,18.9,,-0.1,0.1,0.0,-0.018,,-4.6,1.0,-3.6,0.0,2021
Reggie Bullock,SF,29,NYK,5,162,7.5,.534,.744,.128,3.1,8.3,5.6,5.9,0.9,0.6,8.8,12.4,,0.0,0.2,0.2,.061,,-2.4,1.1,-1.2,0.0,2021
Trey Burke,PG,28,DAL,2,17,-12.6,.063,.429,.286,6.5,0.0,3.4,7.2,0.0,0.0,0.0,21.0,,-0.1,0.0,-0.1,-0.417,,-11.9,-6.8,-18.7,-0.1,2021
Alec Burks,SG,29,NYK,5,128,16.0,.544,.429,.339,3.9,17.6,10.3,19.2,0.4,0.0,5.9,23.7,,0.2,0.1,0.3,.120,,2.3,1.6,3.9,0.2,2021
Jimmy Butler,SF,31,MIA,4,154,9.7,.394,.234,.344,3.6,15.8,9.5,30.7,1.6,0.6,10.9,23.6,,-0.3,0.1,-0.2,-0.064,,-0.9,-0.5,-1.4,0.0,2021
Kentavious Caldwell-Pope,SG,27,LAL,5,146,5.9,.497,.655,.172,1.5,9.7,5.4,5.4,1.8,0.0,6.0,10.1,,0.0,0.2,0.2,.057,,-4.7,1.1,-3.6,-0.1,2021
Facundo Campazzo,PG,29,DEN,10,270,12.4,.565,.649,.257,2.7,10.4,6.3,20.2,2.6,1.4,15.4,15.7,,0.3,0.1,0.4,.064,,-1.8,1.5,-0.3,0.1,2021
Vlatko Čančar,PF,23,DEN,5,21,25.5,1.058,.333,1.667,0.0,17.5,8.1,6.6,2.4,4.5,16.1,12.8,,0.1,0.0,0.1,.241,,6.6,5.4,12.0,0.1,2021
Clint Capela,C,26,ATL,18,569,15.8,.591,.000,.287,11.8,26.6,19.3,4.5,1.0,2.9,10.5,13.3,,0.8,1.0,1.7,.147,,0.8,0.5,1.3,0.5,2021
Jevon Carter,PG,25,PHO,7,22,6.5,.338,.250,.250,0.0,9.6,5.1,25.4,0.0,0.0,0.0,18.4,,0.0,0.0,0.0,-0.041,,-3.4,-0.9,-4.2,0.0,2021
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Alex Caruso,PG,26,LAL,6,121,3.0,.450,.447,.053,1.8,5.9,3.7,4.1,0.4,3.2,15.3,16.9,,-0.3,0.1,-0.1,-0.055,,-5.4,-0.3,-5.7,-0.1,2021
Willie Cauley-Stein,C,27,DAL,6,63,14.0,.727,.000,.333,5.3,25.3,14.8,6.6,1.7,6.9,22.5,9.6,,0.1,0.1,0.1,.107,,-2.5,3.4,0.8,0.0,2021
Chris Chiozza,PG,25,BRK,6,19,0.7,.357,.429,.000,0.0,5.6,2.9,7.2,2.6,0.0,12.5,19.1,,-0.1,0.0,0.0,-0.106,,-7.5,-0.6,-8.1,0.0,2021
Brandon Clarke,PF,24,MEM,2,9,9.9,.500,.000,.000,0.0,13.4,6.1,0.0,0.0,11.9,0.0,9.4,,0.0,0.0,0.0,-0.001,,-2.9,0.3,-2.6,0.0,2021
Jordan Clarkson,SG,28,UTA,11,298,14.1,.547,.588,.158,2.4,10.5,6.6,9.5,1.2,0.9,11.5,29.7,,0.0,0.0,0.0,-0.003,,0.9,-2.4,-1.5,0.0,2021
Nic Claxton,C,21,BRK,12,130,13.5,.495,.000,.103,12.4,15.5,14.0,7.4,1.5,8.3,11.7,12.0,,0.1,0.3,0.4,.136,,-2.6,2.2,-0.4,0.1,2021
Amir Coffey,SG,23,LAC,10,16,18.1,.788,.250,.250,0.0,14.3,7.2,10.0,3.2,0.0,18.4,15.8,,0.0,0.0,0.0,.117,,3.1,3.7,6.7,0.0,2021
John Collins,PF,23,ATL,18,576,15.3,.632,.308,.198,6.9,22.7,14.9,4.4,0.7,1.6,10.4,17.0,,0.9,0.8,1.7,.140,,1.1,-0.2,0.9,0.4,2021
Mike Conley,PG,33,UTA,6,176,18.5,.613,.544,.235,2.1,11.4,6.9,39.4,0.3,1.5,15.7,22.4,,0.6,0.0,0.6,.153,,4.2,-1.2,3.0,0.2,2021
Pat Connaughton,SG,28,MIL,23,546,11.2,.633,.798,.109,5.6,14.4,9.9,4.8,0.9,1.0,8.8,10.7,,0.8,0.8,1.6,.143,,-0.1,0.9,0.8,0.4,2021
DeMarcus Cousins,C,30,LAC,7,58,25.6,.550,.238,.333,12.2,15.7,14.0,17.7,1.8,5.0,9.4,42.7,,0.1,0.1,0.1,.115,,0.6,-0.3,0.4,0.0,2021
Robert Covington,PF,30,POR,6,228,11.5,.693,.611,.278,4.7,18.8,11.9,4.0,2.0,2.4,16.5,9.6,,0.3,0.1,0.4,.078,,0.0,1.3,1.3,0.2,2021
Torrey Craig,SF,30,PHO,22,266,10.0,.539,.493,.173,8.4,17.4,13.2,4.6,0.2,2.8,11.0,15.6,,0.1,0.4,0.4,.081,,-1.8,-0.8,-2.6,0.0,2021
Jae Crowder,PF,30,PHO,22,729,11.4,.594,.772,.190,1.6,17.9,10.2,7.5,1.3,2.3,8.7,13.7,,0.6,1.2,1.8,.119,,0.2,1.7,1.9,0.7,2021
Seth Curry,SG,30,PHI,12,381,18.8,.727,.551,.129,1.2,6.7,4.0,11.1,1.1,0.6,6.0,18.7,,1.2,0.4,1.6,.206,,3.9,1.4,5.3,0.7,2021
Anthony Davis,PF,27,LAL,5,144,20.9,.541,.177,.677,5.3,21.3,12.9,16.7,1.1,5.4,6.9,26.8,,0.2,0.2,0.5,.159,,3.2,2.8,6.0,0.3,2021
Dewayne Dedmon,C,31,MIA,4,57,13.6,.619,.167,.278,13.1,17.8,15.4,9.7,0.0,3.2,22.9,20.2,,0.0,0.0,0.0,.037,,-2.4,-1.0,-3.4,0.0,2021
Mamadi Diakite,PF,24,MIL,7,35,3.4,.322,.200,.200,3.0,18.8,10.7,0.0,4.2,2.6,8.4,14.6,,-0.1,0.1,0.0,.008,,-9.1,2.4,-6.7,0.0,2021
Donte DiVincenzo,SG,24,MIL,3,70,2.3,.250,.750,.000,3.0,26.6,14.6,13.8,2.1,1.3,27.3,13.5,,-0.2,0.1,-0.1,-0.064,,-6.7,2.2,-4.5,0.0,2021
Luka Dončić,PG,21,DAL,7,281,27.5,.572,.388,.260,1.6,22.3,11.4,54.1,1.7,1.2,12.8,40.4,,0.6,0.1,0.7,.127,,10.0,1.8,11.8,1.0,2021
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Goran Dragić,PG,34,MIA,4,117,12.7,.540,.481,.222,0.8,5.2,2.9,18.1,1.7,1.6,9.2,24.5,,0.0,0.1,0.0,.005,,1.0,0.6,1.6,0.1,2021
Andre Drummond,C,27,LAL,5,105,19.2,.618,.000,.313,19.6,40.5,29.6,0.0,1.9,2.8,23.2,20.1,,0.0,0.2,0.2,.112,,-0.5,0.7,0.2,0.1,2021
Jared Dudley,PF,35,LAL,2,5,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,.022,,-5.2,0.0,-5.2,0.0,2021
Kris Dunn,PG,26,ATL,5,33,6.2,.444,.200,.800,0.0,16.4,8.3,19.4,3.0,5.2,37.2,14.4,,-0.1,0.1,0.0,-0.019,,-6.7,4.9,-1.8,0.0,2021
Kevin Durant,PF,32,BRK,12,485,26.9,.630,.291,.358,1.2,23.1,12.6,20.2,1.9,3.5,11.4,34.5,,1.2,1.0,2.2,.214,,7.8,2.2,10.0,1.5,2021
Carsen Edwards,SG,22,BOS,2,5,34.9,.833,.667,.000,0.0,24.5,11.6,0.0,0.0,0.0,0.0,25.4,,0.0,0.0,0.0,.186,,12.6,0.6,13.2,0.0,2021
CJ Elleby,SF,20,POR,2,8,0.4,.000,.000,.000,14.8,28.2,21.7,14.8,0.0,0.0,50.0,11.3,,0.0,0.0,0.0,-0.177,,-4.6,-2.3,-6.8,0.0,2021
Joel Embiid,C,26,PHI,11,357,26.2,.631,.208,.553,5.1,29.7,17.8,17.2,1.5,3.6,14.6,34.6,,0.7,0.8,1.5,.197,,4.7,2.8,7.5,0.9,2021
Tacko Fall,C,25,BOS,1,1,11.9,,,,0.0,100.0,57.8,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,.092,,1.2,-0.5,0.7,0.0,2021
Derrick Favors,C,29,UTA,11,145,14.7,.686,.000,.391,15.9,20.8,18.4,2.9,0.7,6.2,18.2,10.1,,0.3,0.1,0.4,.125,,-1.8,1.0,-0.7,0.0,2021
Bruno Fernando,C,22,ATL,6,12,20.2,.773,.000,.667,9.2,0.0,4.5,0.0,0.0,0.0,0.0,14.3,,0.1,0.0,0.1,.248,,5.7,-1.7,4.0,0.0,2021
Yogi Ferrell,PG,27,LAC,9,15,11.5,.400,.200,.000,0.0,22.8,11.6,29.4,0.0,0.0,0.0,15.5,,0.0,0.0,0.0,.049,,-2.2,0.0,-2.2,0.0,2021
Dorian Finney-Smith,PF,27,DAL,7,271,9.5,.544,.578,.078,6.9,13.1,9.9,7.7,1.5,0.8,15.3,13.1,,0.1,0.1,0.2,.027,,-0.9,0.0,-0.9,0.1,2021
Bryn Forbes,SG,27,MIL,20,273,10.5,.567,.795,.071,0.8,10.4,5.5,3.1,0.4,0.7,5.7,19.2,,0.2,0.3,0.5,.093,,-0.1,-0.6,-0.7,0.1,2021
Trent Forrest,PG,22,UTA,4,10,7.9,.500,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.7,,0.0,0.0,0.0,-0.046,,-2.7,-4.2,-6.9,0.0,2021
Evan Fournier,SF,28,BOS,5,167,11.8,.564,.476,.190,3.3,9.5,6.2,6.6,1.8,0.0,6.8,18.6,,0.2,-0.1,0.1,.015,,-1.5,-0.8,-2.3,0.0,2021
Enes Freedom,C,28,POR,5,56,6.4,.563,.000,.250,12.7,14.1,13.4,0.0,0.0,3.3,25.3,9.6,,0.0,0.0,0.0,.004,,-5.3,-3.0,-8.3,-0.1,2021
Daniel Gafford,C,22,WAS,5,117,25.1,.807,.000,.923,12.5,14.5,13.5,3.9,2.0,6.9,7.6,14.1,,0.5,0.1,0.6,.244,,4.2,1.9,6.1,0.2,2021
Danilo Gallinari,PF,32,ATL,18,442,13.3,.587,.483,.299,2.0,15.2,8.6,4.9,0.7,0.6,7.1,21.2,,0.5,0.5,1.0,.108,,1.2,-0.6,0.7,0.3,2021
Langston Galloway,SG,29,PHO,2,15,-7.1,.134,.286,.143,0.0,14.0,7.4,8.5,0.0,6.1,0.0,22.6,,-0.1,0.0,-0.1,-0.318,,-12.2,-2.5,-14.6,0.0,2021
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Marc Gasol,C,36,LAL,5,87,18.7,.881,.846,.308,5.0,20.4,12.3,27.7,2.4,4.5,21.3,9.6,,0.3,0.2,0.4,.245,,2.9,7.8,10.7,0.3,2021
Paul George,SF,30,LAC,19,776,20.0,.578,.406,.412,2.6,24.4,13.6,21.8,1.3,1.3,13.2,30.5,,1.1,0.8,1.9,.116,,2.5,0.0,2.5,0.9,2021
Taj Gibson,C,35,NYK,5,138,14.4,.612,.000,.050,11.6,15.5,13.4,4.6,3.0,3.5,12.8,7.5,,0.2,0.3,0.5,.159,,-1.5,3.6,2.1,0.1,2021
Harry Giles,C,22,POR,1,4,-26.5,.000,.000,.000,59.1,28.2,43.3,0.0,0.0,0.0,75.0,45.1,,-0.1,0.0,-0.1,-1.045,,-33.2,-16.6,-49.8,0.0,2021
Anthony Gill,PF,28,WAS,4,33,-8.8,.000,.333,.000,3.2,10.3,6.6,0.0,0.0,0.0,50.0,7.6,,-0.1,0.0,-0.1,-0.209,,-13.1,-4.0,-17.1,-0.1,2021
Rudy Gobert,C,28,UTA,11,376,21.4,.736,.012,.815,13.9,27.3,20.9,3.6,0.8,5.5,13.4,15.0,,1.2,0.3,1.5,.192,,1.6,1.0,2.6,0.4,2021
Aaron Gordon,PF,25,DEN,10,299,10.5,.505,.232,.253,7.4,13.5,10.2,9.4,0.8,0.9,11.3,18.0,,0.0,0.0,0.0,-0.001,,-2.2,-1.8,-4.0,-0.2,2021
Danny Green,SF,33,PHI,8,199,13.0,.583,.771,.000,5.1,6.4,5.8,13.5,2.2,3.3,9.4,11.5,,0.3,0.3,0.6,.143,,1.4,2.0,3.5,0.3,2021
JaMychal Green,PF,30,DEN,10,190,12.8,.551,.444,.200,9.4,22.5,15.4,7.7,0.5,1.0,5.8,11.9,,0.3,0.0,0.3,.080,,-0.1,-1.2,-1.3,0.0,2021
Jeff Green,PF,34,BRK,6,148,12.3,.671,.545,.242,3.1,9.3,6.3,9.2,1.0,1.2,7.6,12.1,,0.3,0.2,0.5,.156,,1.5,1.1,2.6,0.2,2021
Josh Green,SG,20,DAL,1,4,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,-0.029,,-6.2,-0.5,-6.8,0.0,2021
Blake Griffin,PF,31,BRK,12,318,14.6,.634,.456,.177,5.4,18.6,12.3,9.3,1.6,1.7,5.5,12.9,,0.7,0.5,1.2,.181,,0.9,1.6,2.4,0.4,2021
Rui Hachimura,PF,22,WAS,5,173,13.7,.708,.319,.255,3.0,20.3,11.3,4.3,0.5,0.5,8.7,13.8,,0.3,0.0,0.3,.095,,1.0,-0.2,0.8,0.1,2021
Tim Hardaway Jr.,SG,28,DAL,7,262,11.1,.551,.564,.158,2.1,8.4,5.1,5.8,0.6,0.0,5.3,19.7,,0.2,-0.1,0.2,.028,,0.3,-2.3,-1.9,0.0,2021
James Harden,PG,31,BRK,9,322,23.9,.673,.611,.574,2.5,16.4,9.8,35.1,2.3,1.7,16.1,22.7,,1.2,0.6,1.8,.263,,7.0,2.0,9.1,0.9,2021
Montrezl Harrell,C,27,LAL,4,39,22.5,.640,.000,.643,13.9,15.1,14.5,0.0,2.6,0.0,10.0,22.8,,0.1,0.1,0.2,.193,,3.7,0.4,4.1,0.1,2021
Joe Harris,SF,29,BRK,12,434,7.1,.537,.667,.033,1.3,9.3,5.5,6.0,0.5,0.4,6.7,14.0,,0.0,0.4,0.5,.053,,-1.5,-1.7,-3.2,-0.1,2021
Tobias Harris,PF,28,PHI,12,438,17.8,.561,.200,.186,2.6,22.3,12.8,14.9,1.3,0.9,7.2,24.6,,0.5,0.7,1.2,.135,,1.6,0.7,2.3,0.5,2021
Shaquille Harrison,SG,27,DEN,9,40,11.6,.846,.250,.750,0.0,24.4,11.3,9.6,3.7,7.1,48.4,11.2,,0.0,0.1,0.0,.009,,-3.6,6.3,2.6,0.0,2021
Tyler Herro,SG,21,MIA,4,93,7.9,.450,.500,.184,1.0,13.1,6.8,12.8,0.5,1.0,6.8,20.8,,-0.1,0.0,-0.1,-0.050,,-0.8,-1.3,-2.2,0.0,2021
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
George Hill,PG,34,PHI,12,205,8.8,.575,.442,.302,2.8,5.7,4.3,11.1,1.9,1.2,17.0,12.3,,0.1,0.3,0.4,.083,,-2.7,1.6,-1.1,0.0,2021
Solomon Hill,PF,29,ATL,14,145,1.1,.330,.750,.167,2.3,11.9,7.1,2.7,0.7,0.6,3.7,8.2,,-0.2,0.1,0.0,-0.006,,-5.5,-0.4,-5.9,-0.1,2021
Jrue Holiday,PG,30,MIL,23,912,15.2,.482,.365,.144,3.7,12.0,7.8,31.4,2.1,1.0,11.9,22.1,,0.5,1.6,2.1,.111,,1.2,1.2,2.4,1.0,2021
Rondae Hollis-Jefferson,PF,26,POR,5,36,15.1,.791,.000,.600,9.9,15.7,12.8,0.0,1.4,2.6,0.0,7.9,,0.1,0.0,0.1,.159,,0.1,-0.3,-0.2,0.0,2021
Talen Horton-Tucker,SG,20,LAL,4,48,12.9,.496,.208,.208,4.5,29.5,16.5,8.6,1.1,0.0,10.3,27.1,,-0.1,0.1,0.0,-0.002,,-2.1,0.2,-1.9,0.0,2021
Dwight Howard,C,35,PHI,12,149,16.2,.588,.033,1.333,19.9,34.9,27.6,6.9,0.6,3.3,20.1,17.2,,0.2,0.3,0.5,.171,,-2.7,0.2,-2.5,0.0,2021
Markus Howard,SG,21,DEN,9,112,8.3,.554,.703,.054,0.9,6.5,3.5,4.9,0.0,0.8,0.0,14.7,,0.1,-0.1,0.1,.023,,-1.1,-1.9,-2.9,0.0,2021
Kevin Huerter,SG,22,ATL,18,558,11.2,.531,.528,.094,2.2,11.2,6.7,13.6,1.2,2.5,9.2,16.4,,0.2,0.7,0.9,.076,,-0.2,1.3,1.2,0.4,2021
De'Andre Hunter,SF,23,ATL,5,152,7.1,.519,.356,.356,1.4,12.8,7.2,2.8,0.3,1.7,11.9,17.2,,-0.1,0.2,0.0,.012,,-2.5,-0.7,-3.2,0.0,2021
Chandler Hutchison,SF,24,WAS,2,18,6.3,.510,.000,.400,0.0,18.9,9.1,7.6,0.0,0.0,14.5,16.0,,0.0,0.0,0.0,-0.040,,-3.7,-0.2,-3.9,0.0,2021
Serge Ibaka,C,31,LAC,2,18,30.7,.644,.333,.667,6.5,19.0,12.9,17.1,2.9,16.2,11.4,22.7,,0.1,0.0,0.1,.285,,5.0,7.0,12.0,0.1,2021
Andre Iguodala,SF,37,MIA,4,71,9.5,.682,.636,.000,3.9,12.9,8.2,11.2,2.7,2.6,31.3,9.9,,0.0,0.1,0.1,.043,,-2.7,3.3,0.6,0.0,2021
Ersan İlyasova,PF,33,UTA,1,3,41.9,.694,.500,1.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.5,,0.0,0.0,0.0,.419,,9.5,-2.4,7.2,0.0,2021
Joe Ingles,SF,33,UTA,11,306,13.8,.661,.734,.165,0.4,12.0,6.5,17.7,1.1,0.0,9.6,13.6,,0.8,0.0,0.7,.115,,2.1,0.2,2.2,0.3,2021
Kyrie Irving,PG,28,BRK,9,325,20.0,.582,.399,.172,4.3,13.0,8.8,15.8,1.4,1.4,5.9,26.0,,0.6,0.5,1.1,.164,,4.1,-0.6,3.5,0.5,2021
Jaren Jackson Jr.,C,21,MEM,5,137,15.9,.557,.519,.296,6.7,16.7,11.3,4.8,1.8,4.7,6.2,20.0,,0.2,0.0,0.2,.076,,-0.1,-0.4,-0.4,0.1,2021
Justin Jackson,SF,25,MIL,5,15,15.8,.600,.400,.000,7.0,7.3,7.1,10.0,3.3,0.0,16.7,17.1,,0.0,0.0,0.0,.112,,1.2,2.9,4.1,0.0,2021
Reggie Jackson,SG,30,LAC,19,622,17.3,.626,.563,.163,1.3,9.7,5.6,16.9,1.5,0.5,9.4,22.3,,1.3,0.4,1.7,.129,,2.6,0.3,2.9,0.8,2021
LeBron James,PG,36,LAL,6,224,20.1,.564,.421,.202,3.4,19.0,10.8,45.2,2.1,0.9,16.8,29.7,,0.1,0.3,0.4,.092,,6.5,2.7,9.2,0.6,2021
Mike James,PG,30,BRK,9,103,6.2,.384,.372,.000,2.2,14.4,8.6,16.5,1.0,0.0,6.5,20.3,,-0.2,0.1,-0.1,-0.029,,-4.9,-0.9,-5.9,-0.1,2021
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Isaiah Joe,SG,21,PHI,4,9,-0.3,.333,.667,.000,0.0,0.0,0.0,14.3,0.0,0.0,0.0,14.4,,0.0,0.0,0.0,-0.038,,-9.0,-2.2,-11.2,0.0,2021
Alize Johnson,PF,24,BRK,5,23,18.2,.571,.000,.000,15.1,46.0,31.2,0.0,6.5,0.0,30.0,19.7,,0.0,0.1,0.0,.098,,-1.3,2.3,1.0,0.0,2021
Cameron Johnson,PF,24,PHO,21,443,14.8,.693,.673,.291,4.3,11.9,8.3,5.0,2.2,0.8,10.8,14.3,,0.8,0.7,1.5,.163,,2.4,1.9,4.3,0.7,2021
Tyler Johnson,SG,28,BRK,8,69,6.6,.475,.647,.118,3.3,6.1,4.8,9.6,1.4,0.0,5.3,12.4,,0.0,0.1,0.1,.067,,-2.9,-1.0,-3.9,0.0,2021
Nikola Jokić,C,25,DEN,10,345,29.6,.591,.232,.241,11.3,28.0,19.0,27.7,0.9,2.5,8.7,34.8,,1.2,0.1,1.3,.181,,8.8,0.2,9.0,0.9,2021
Derrick Jones Jr.,SF,23,POR,2,10,5.8,.400,.400,.000,0.0,0.0,0.0,0.0,5.1,0.0,0.0,22.5,,0.0,0.0,0.0,-0.099,,-7.9,-0.7,-8.6,0.0,2021
Tyus Jones,PG,24,MEM,5,47,10.4,.419,.235,.118,2.2,15.4,8.2,16.1,1.0,0.0,0.0,16.0,,0.0,0.0,0.0,-0.011,,-2.1,-1.0,-3.2,0.0,2021
Frank Kaminsky,C,27,PHO,10,68,13.8,.490,.227,.045,3.5,18.6,11.5,29.2,1.5,4.1,15.1,17.8,,0.0,0.1,0.1,.100,,-0.5,5.4,4.9,0.1,2021
Luke Kennard,SG,24,LAC,15,219,11.0,.638,.785,.031,2.7,4.7,3.7,4.7,0.5,0.0,4.4,14.6,,0.4,0.0,0.4,.084,,1.3,-1.5,-0.2,0.1,2021
