Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,season
Andre Drummond,C,27,LAL,5,5,21.0,3.8,6.4,.594,0.0,0.0,,3.8,6.4,.594,.594,1.4,2.0,.700,3.8,7.2,11.0,0.0,0.8,0.6,2.2,2.4,9.0,2021
Jared Dudley,PF,35,LAL,2,0,2.5,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021
Kris Dunn,PG,26,ATL,5,0,6.6,0.2,1.0,.200,0.0,0.2,.000,0.2,0.8,.250,.200,0.8,0.8,1.000,0.0,1.0,1.0,1.0,0.4,0.4,0.8,1.0,1.2,2021
Kevin Durant,PF,32,BRK,12,12,40.4,12.1,23.5,.514,2.8,6.8,.402,9.3,16.7,.560,.573,7.3,8.4,.871,0.4,8.8,9.3,4.4,1.5,1.6,3.5,2.6,34.3,2021
Carsen Edwards,SG,22,BOS,2,0,2.5,1.0,1.5,.667,0.5,1.0,.500,0.5,0.5,1.000,.833,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,2.5,2021
CJ Elleby,SF,20,POR,2,0,4.0,0.0,0.5,.000,0.0,0.0,,0.0,0.5,.000,.000,0.0,0.0,,0.5,1.0,1.5,0.5,0.0,0.0,0.5,0.0,0.0,2021
Joel Embiid,C,26,PHI,11,11,32.5,9.2,17.9,.513,1.5,3.7,.390,7.7,14.2,.545,.553,8.3,9.9,.835,1.5,9.1,10.5,3.4,1.0,1.5,3.8,3.0,28.1,2021
Tacko Fall,C,25,BOS,1,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2021
Derrick Favors,C,29,UTA,11,0,13.2,1.5,2.1,.696,0.0,0.0,,1.5,2.1,.696,.696,0.5,0.8,.556,1.7,2.5,4.2,0.3,0.2,0.9,0.5,2.3,3.4,2021
Bruno Fernando,C,22,ATL,6,0,2.0,0.3,0.5,.667,0.0,0.0,,0.3,0.5,.667,.667,0.3,0.3,1.000,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,1.0,2021
Yogi Ferrell,PG,27,LAC,9,0,1.7,0.2,0.6,.400,0.0,0.1,.000,0.2,0.4,.500,.400,0.0,0.0,,0.0,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.4,2021
Dorian Finney-Smith,PF,27,DAL,7,7,38.7,3.7,9.1,.406,2.3,5.3,.432,1.4,3.9,.370,.531,0.6,0.7,.800,2.4,4.1,6.6,2.1,1.1,0.3,1.7,3.3,10.3,2021
Bryn Forbes,SG,27,MIL,20,0,13.7,2.3,5.6,.411,1.7,4.5,.371,0.7,1.2,.565,.558,0.3,0.4,.750,0.1,1.3,1.4,0.3,0.1,0.1,0.4,0.8,6.6,2021
Trent Forrest,PG,22,UTA,4,0,2.5,0.5,1.0,.500,0.0,0.0,,0.5,1.0,.500,.500,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2021
Evan Fournier,SF,28,BOS,5,5,33.4,5.4,12.6,.429,2.6,6.0,.433,2.8,6.6,.424,.532,2.0,2.4,.833,1.0,2.6,3.6,1.4,1.2,0.0,1.0,4.0,15.4,2021
Enes Freedom,C,28,POR,5,0,11.2,0.8,1.6,.500,0.0,0.0,,0.8,1.6,.500,.500,0.4,0.4,1.000,1.2,1.4,2.6,0.0,0.0,0.4,0.6,1.8,2.0,2021
Daniel Gafford,C,22,WAS,5,2,23.4,4.4,5.2,.846,0.0,0.0,,4.4,5.2,.846,.846,3.0,4.8,.625,2.8,3.0,5.8,0.6,1.0,2.0,0.6,3.4,11.8,2021
Danilo Gallinari,PF,32,ATL,18,0,24.6,4.1,9.7,.425,1.9,4.7,.405,2.2,5.0,.444,.523,2.7,2.9,.942,0.4,3.4,3.9,0.8,0.3,0.2,0.8,2.6,12.8,2021
Langston Galloway,SG,29,PHO,2,0,7.5,0.5,3.5,.143,0.0,1.0,.000,0.5,2.5,.200,.143,0.0,0.5,.000,0.0,1.0,1.0,0.5,0.0,0.5,0.0,0.5,1.0,2021
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Marc Gasol,C,36,LAL,5,1,17.4,1.6,2.6,.615,1.4,2.2,.636,0.2,0.4,.500,.885,0.6,0.8,.750,0.8,3.0,3.8,3.0,0.8,0.8,0.8,3.2,5.2,2021
Paul George,SF,30,LAC,19,19,40.8,8.7,19.7,.441,2.7,8.0,.336,6.0,11.7,.514,.509,6.8,8.1,.844,0.9,8.7,9.6,5.4,1.0,0.5,3.5,3.1,26.9,2021
Taj Gibson,C,35,NYK,5,3,27.6,2.4,4.0,.600,0.0,0.0,,2.4,4.0,.600,.600,0.2,0.2,1.000,3.2,3.8,7.0,0.8,1.6,1.0,0.6,2.6,5.0,2021
Harry Giles,C,22,POR,1,0,4.0,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,0.0,0.0,,2.0,1.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,2021
Anthony Gill,PF,28,WAS,4,0,8.3,0.0,0.8,.000,0.0,0.3,.000,0.0,0.5,.000,.000,0.0,0.0,,0.3,0.8,1.0,0.0,0.0,0.0,0.8,1.8,0.0,2021
Rudy Gobert,C,28,UTA,11,11,34.2,5.5,7.4,.741,0.0,0.1,.000,5.5,7.3,.750,.741,3.8,6.0,.636,3.9,8.4,12.3,0.8,0.5,2.1,1.5,4.2,14.7,2021
Aaron Gordon,PF,25,DEN,10,10,29.9,4.3,9.9,.434,0.9,2.3,.391,3.4,7.6,.447,.480,1.6,2.5,.640,2.1,3.3,5.4,2.0,0.5,0.3,1.4,2.3,11.1,2021
Danny Green,SF,33,PHI,8,8,24.9,2.6,6.0,.438,1.8,4.6,.378,0.9,1.4,.636,.583,0.0,0.0,,1.1,1.5,2.6,2.6,1.1,1.0,0.6,1.6,7.0,2021
JaMychal Green,PF,30,DEN,10,0,19.0,2.0,4.5,.444,0.6,2.0,.300,1.4,2.5,.560,.511,0.8,0.9,.889,1.7,3.5,5.2,1.1,0.2,0.2,0.3,1.2,5.4,2021
Jeff Green,PF,34,BRK,6,1,24.7,2.7,5.5,.485,1.7,3.0,.556,1.0,2.5,.400,.636,1.2,1.3,.875,0.7,2.2,2.8,1.7,0.5,0.3,0.5,2.3,8.2,2021
Josh Green,SG,20,DAL,1,0,4.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021
Blake Griffin,PF,31,BRK,12,12,26.5,3.5,6.6,.532,1.2,3.0,.389,2.3,3.6,.651,.620,0.8,1.2,.714,1.3,4.7,5.9,1.8,0.8,0.5,0.4,3.3,9.0,2021
Rui Hachimura,PF,22,WAS,5,5,34.6,5.8,9.4,.617,1.8,3.0,.600,4.0,6.4,.625,.713,1.4,2.4,.583,1.0,6.2,7.2,1.0,0.4,0.2,1.0,3.6,14.8,2021
Tim Hardaway Jr.,SG,28,DAL,7,7,37.4,6.0,14.4,.416,3.3,8.1,.404,2.7,6.3,.432,.530,1.7,2.3,.750,0.7,2.6,3.3,1.4,0.4,0.0,0.9,2.4,17.0,2021
James Harden,PG,31,BRK,9,9,35.8,5.7,12.0,.472,2.7,7.3,.364,3.0,4.7,.643,.583,6.2,6.9,.903,0.8,5.6,6.3,8.6,1.7,0.7,2.9,2.6,20.2,2021
Montrezl Harrell,C,27,LAL,4,0,9.8,2.0,3.5,.571,0.0,0.0,,2.0,3.5,.571,.571,1.8,2.3,.778,1.3,1.3,2.5,0.0,0.5,0.0,0.5,0.8,5.8,2021
Joe Harris,SF,29,BRK,12,12,36.2,4.1,10.3,.398,2.8,6.8,.402,1.3,3.4,.390,.533,0.3,0.3,.750,0.4,3.2,3.6,1.6,0.3,0.2,0.8,2.8,11.2,2021
Tobias Harris,PF,28,PHI,12,12,36.5,8.8,17.9,.488,1.3,3.6,.372,7.4,14.3,.517,.526,2.9,3.3,.875,0.8,7.7,8.5,3.5,1.0,0.4,1.5,2.4,21.8,2021
Shaquille Harrison,SG,27,DEN,9,0,4.4,0.3,0.4,.750,0.1,0.1,1.000,0.2,0.3,.667,.875,0.2,0.3,.667,0.0,0.9,0.9,0.3,0.3,0.3,0.6,0.3,1.0,2021
Tyler Herro,SG,21,MIA,4,0,23.3,3.0,9.5,.316,1.5,4.8,.316,1.5,4.8,.316,.395,1.8,1.8,1.000,0.3,3.0,3.3,1.8,0.3,0.3,0.8,0.5,9.3,2021
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
George Hill,PG,34,PHI,12,0,17.1,1.6,3.6,.442,0.7,1.6,.421,0.9,2.0,.458,.535,0.8,1.1,.769,0.4,0.9,1.3,1.5,0.7,0.3,0.8,1.5,4.7,2021
Solomon Hill,PF,29,ATL,14,3,10.4,0.4,1.7,.250,0.2,1.3,.167,0.2,0.4,.500,.313,0.1,0.3,.500,0.2,1.1,1.4,0.2,0.1,0.1,0.1,1.3,1.2,2021
Jrue Holiday,PG,30,MIL,23,23,39.7,6.9,16.9,.406,1.9,6.2,.303,5.0,10.7,.466,.461,1.7,2.4,.714,1.4,4.3,5.7,8.7,1.7,0.4,2.4,2.1,17.3,2021
Rondae Hollis-Jefferson,PF,26,POR,5,0,7.2,0.8,1.0,.800,0.0,0.0,,0.8,1.0,.800,.800,0.4,0.6,.667,0.6,1.0,1.6,0.0,0.2,0.2,0.0,1.0,2.0,2021
Talen Horton-Tucker,SG,20,LAL,4,0,12.0,2.8,6.0,.458,0.3,1.3,.200,2.5,4.8,.526,.479,0.8,1.3,.600,0.5,3.0,3.5,0.5,0.3,0.0,0.8,0.8,6.5,2021
Dwight Howard,C,35,PHI,12,0,12.4,1.3,2.5,.533,0.0,0.1,.000,1.3,2.4,.552,.533,2.0,3.3,.600,2.2,4.1,6.3,0.7,0.2,0.5,1.0,2.6,4.7,2021
Markus Howard,SG,21,DEN,9,0,12.4,1.7,4.1,.405,1.2,2.9,.423,0.4,1.2,.364,.554,0.1,0.2,.500,0.1,0.7,0.8,0.4,0.0,0.1,0.0,1.1,4.7,2021
Kevin Huerter,SG,22,ATL,18,10,31.0,4.3,10.0,.428,1.8,5.3,.347,2.4,4.7,.518,.519,0.7,0.9,.706,0.6,3.2,3.8,2.8,0.8,0.9,1.1,2.7,11.1,2021
De'Andre Hunter,SF,23,ATL,5,5,30.4,3.6,9.0,.400,1.2,3.2,.375,2.4,5.8,.414,.467,2.4,3.2,.750,0.4,3.6,4.0,0.6,0.2,0.6,1.4,2.2,10.8,2021
Chandler Hutchison,SF,24,WAS,2,0,9.0,1.0,2.5,.400,0.0,0.0,,1.0,2.5,.400,.400,1.0,1.0,1.000,0.0,1.5,1.5,0.5,0.0,0.0,0.5,0.5,3.0,2021
Serge Ibaka,C,31,LAC,2,0,9.0,1.5,3.0,.500,0.0,1.0,.000,1.5,2.0,.750,.500,2.0,2.0,1.000,0.5,1.5,2.0,1.0,0.5,1.5,0.5,0.5,5.0,2021
Andre Iguodala,SF,37,MIA,4,0,17.8,1.5,2.8,.545,0.8,1.8,.429,0.8,1.0,.750,.682,0.0,0.0,,0.8,2.3,3.0,1.3,1.0,0.5,1.3,2.0,3.8,2021
Ersan İlyasova,PF,33,UTA,1,0,3.0,1.0,2.0,.500,0.0,1.0,.000,1.0,1.0,1.000,.500,2.0,2.0,1.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2021
Joe Ingles,SF,33,UTA,11,6,27.8,3.5,7.2,.494,2.2,5.3,.414,1.4,1.9,.714,.646,0.9,1.2,.769,0.1,3.0,3.1,3.5,0.6,0.0,0.8,1.7,10.2,2021
Kyrie Irving,PG,28,BRK,9,9,36.1,8.6,18.1,.472,2.7,7.2,.369,5.9,10.9,.541,.546,2.9,3.1,.929,1.3,4.4,5.8,3.4,1.0,0.6,1.2,2.1,22.7,2021
Jaren Jackson Jr.,C,21,MEM,5,5,27.4,4.6,10.8,.426,1.6,5.6,.286,3.0,5.2,.577,.500,2.8,3.2,.875,1.8,3.8,5.6,1.0,1.0,1.2,0.8,4.2,13.6,2021
Justin Jackson,SF,25,MIL,5,0,3.0,0.6,1.0,.600,0.0,0.4,.000,0.6,0.6,1.000,.600,0.0,0.0,,0.2,0.2,0.4,0.2,0.2,0.0,0.2,0.0,1.2,2021
Reggie Jackson,SG,30,LAC,19,17,32.7,6.4,13.3,.484,3.1,7.5,.408,3.4,5.8,.582,.599,1.9,2.2,.878,0.4,2.8,3.2,3.4,0.9,0.2,1.5,2.6,17.8,2021
LeBron James,PG,36,LAL,6,6,37.3,9.0,19.0,.474,3.0,8.0,.375,6.0,11.0,.545,.553,2.3,3.8,.609,1.2,6.0,7.2,8.0,1.5,0.3,4.2,1.2,23.3,2021
Mike James,PG,30,BRK,9,0,11.4,1.6,4.8,.326,0.6,1.8,.313,1.0,3.0,.333,.384,0.0,0.0,,0.2,1.6,1.8,1.3,0.2,0.0,0.3,0.7,3.7,2021
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Isaiah Joe,SG,21,PHI,4,0,2.3,0.3,0.8,.333,0.0,0.5,.000,0.3,0.3,1.000,.333,0.0,0.0,,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.5,0.5,2021
Alize Johnson,PF,24,BRK,5,0,4.6,0.8,1.4,.571,0.0,0.0,,0.8,1.4,.571,.571,0.0,0.0,,0.6,2.0,2.6,0.0,0.6,0.0,0.6,0.2,1.6,2021
