Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,season
Cameron Johnson,PF,24,PHO,21,0,21.1,2.6,5.2,.500,1.6,3.5,.446,1.0,1.7,.611,.650,1.4,1.5,.906,0.8,2.4,3.1,0.8,0.9,0.2,0.7,1.3,8.2,2021
Tyler Johnson,SG,28,BRK,8,0,8.6,0.8,2.1,.353,0.4,1.4,.273,0.4,0.8,.500,.441,0.3,0.3,1.000,0.3,0.5,0.8,0.6,0.3,0.0,0.1,1.1,2.1,2021
Nikola Jokić,C,25,DEN,10,10,34.5,11.6,22.8,.509,2.0,5.3,.377,9.6,17.5,.549,.553,4.6,5.5,.836,3.7,7.9,11.6,5.0,0.6,0.9,2.4,2.3,29.8,2021
Derrick Jones Jr.,SF,23,POR,2,0,5.0,1.0,2.5,.400,0.0,1.0,.000,1.0,1.5,.667,.400,0.0,0.0,,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,2.0,2021
Tyus Jones,PG,24,MEM,5,0,9.4,1.2,3.4,.353,0.2,0.8,.250,1.0,2.6,.385,.382,0.4,0.4,1.000,0.2,1.2,1.4,1.2,0.2,0.0,0.0,0.2,3.0,2021
Frank Kaminsky,C,27,PHO,10,0,6.8,1.0,2.2,.455,0.1,0.5,.200,0.9,1.7,.529,.477,0.1,0.1,1.000,0.2,1.2,1.4,1.4,0.2,0.3,0.4,0.9,2.2,2021
Luke Kennard,SG,24,LAC,15,0,14.6,2.1,4.3,.477,1.4,3.4,.412,0.7,0.9,.714,.638,0.1,0.1,.500,0.3,0.6,0.9,0.5,0.1,0.0,0.2,1.0,5.6,2021
Maxi Kleber,PF,29,DAL,7,4,26.7,1.7,4.3,.400,1.1,2.9,.400,0.6,1.4,.400,.533,0.7,1.0,.714,0.7,2.9,3.6,1.4,0.4,0.0,0.1,2.7,5.3,2021
Nathan Knight,PF,23,ATL,6,0,2.3,0.3,1.2,.286,0.0,0.3,.000,0.3,0.8,.400,.286,0.0,0.3,.000,0.0,1.0,1.0,0.0,0.0,0.3,0.0,0.3,0.7,2021
Kevin Knox,SF,21,NYK,1,0,4.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,2.0,2.0,1.000,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,2021
John Konchar,SG,24,MEM,1,0,3.0,0.0,1.0,.000,0.0,1.0,.000,0.0,0.0,,.000,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2021
Furkan Korkmaz,SG,23,PHI,12,4,16.3,2.5,6.1,.411,1.2,3.7,.318,1.3,2.4,.552,.507,0.8,1.2,.714,0.3,1.7,2.0,0.6,0.6,0.3,0.4,0.8,7.0,2021
Luke Kornet,C,25,BOS,2,0,2.5,0.5,0.5,1.000,0.0,0.0,,0.5,0.5,1.000,1.000,0.5,1.0,.500,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,1.5,2021
Kyle Kuzma,SF,25,LAL,6,0,21.5,2.3,8.0,.292,0.7,3.8,.174,1.7,4.2,.400,.333,1.0,1.5,.667,0.7,3.2,3.8,1.2,0.3,0.2,1.0,1.3,6.3,2021
Romeo Langford,SG,21,BOS,4,2,27.3,3.3,8.0,.406,1.5,4.3,.353,1.8,3.8,.467,.500,1.0,1.0,1.000,1.3,1.3,2.5,1.3,0.8,0.5,0.3,0.5,9.0,2021
T.J. Leaf,PF,23,POR,3,0,2.3,1.0,1.3,.750,0.0,0.0,,1.0,1.3,.750,.750,0.0,0.0,,0.7,0.3,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2021
Alex Len,C,27,WAS,5,3,8.4,1.6,2.8,.571,0.0,0.0,,1.6,2.8,.571,.571,0.8,1.4,.571,0.8,1.4,2.2,0.4,0.2,0.0,0.2,1.6,4.0,2021
Kawhi Leonard,SF,29,LAC,11,11,39.3,11.1,19.4,.573,2.2,5.5,.393,8.9,13.8,.645,.629,6.0,6.8,.880,2.0,5.7,7.7,4.4,2.1,0.8,2.2,2.6,30.4,2021
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Damian Lillard,PG,30,POR,6,6,41.3,10.3,22.3,.463,5.8,13.0,.449,4.5,9.3,.482,.593,7.8,8.3,.940,0.2,4.2,4.3,10.2,1.0,0.7,2.2,1.5,34.3,2021
Nassir Little,PF,20,POR,3,0,3.0,0.3,1.3,.250,0.3,1.3,.250,0.0,0.0,,.375,0.7,1.3,.500,0.0,0.3,0.3,0.0,0.0,0.3,0.3,0.0,1.7,2021
Brook Lopez,C,32,MIL,23,23,29.0,5.2,9.4,.548,1.0,3.1,.319,4.2,6.3,.662,.601,1.6,1.9,.860,2.1,3.8,5.9,0.3,0.7,1.5,1.1,2.1,13.0,2021
Robin Lopez,C,32,WAS,5,0,14.6,3.6,5.0,.720,0.0,0.0,,3.6,5.0,.720,.720,0.2,0.8,.250,0.8,1.0,1.8,0.0,0.0,0.8,0.2,1.4,7.4,2021
Timothé Luwawu-Cabarrot,SF,25,BRK,7,0,3.6,0.4,1.4,.300,0.3,0.9,.333,0.1,0.6,.250,.400,0.0,0.0,,0.0,0.4,0.4,0.3,0.0,0.0,0.1,0.1,1.1,2021
Terance Mann,SG,24,LAC,19,6,19.9,2.8,5.5,.519,0.8,1.9,.432,2.0,3.5,.567,.596,1.1,1.5,.714,0.9,1.8,2.7,0.7,0.5,0.3,0.2,2.2,7.6,2021
Boban Marjanović,C,32,DAL,4,3,20.8,5.0,9.8,.513,0.0,0.0,,5.0,9.8,.513,.513,1.8,2.3,.778,3.5,4.5,8.0,1.0,0.0,0.3,1.0,3.3,11.8,2021
Garrison Mathews,SG,24,WAS,3,0,5.7,0.0,1.3,.000,0.0,1.3,.000,0.0,0.0,,.000,1.3,1.7,.800,0.0,0.7,0.7,0.0,0.0,0.0,0.0,1.3,1.3,2021
Wesley Matthews,SG,34,LAL,6,1,18.3,1.7,5.5,.303,1.2,4.2,.280,0.5,1.3,.375,.409,1.0,1.0,1.000,0.8,0.8,1.7,0.3,0.3,0.0,0.0,2.2,5.5,2021
Tyrese Maxey,SG,20,PHI,12,0,13.0,2.4,5.5,.439,0.3,1.0,.333,2.1,4.5,.463,.470,1.2,1.8,.636,0.1,1.8,1.8,1.3,0.3,0.5,0.4,1.3,6.3,2021
Skylar Mays,SG,23,ATL,7,0,2.4,0.6,0.7,.800,0.0,0.0,,0.6,0.7,.800,.800,0.0,0.0,,0.0,0.3,0.3,0.1,0.3,0.0,0.1,0.1,1.1,2021
CJ McCollum,SG,29,POR,6,6,40.0,8.3,19.0,.439,2.3,7.0,.333,6.0,12.0,.500,.500,1.7,2.2,.769,1.0,5.0,6.0,4.3,0.3,0.7,2.0,4.2,20.7,2021
JaVale McGee,C,33,DEN,4,0,8.5,0.8,2.5,.300,0.0,0.5,.000,0.8,2.0,.375,.300,0.5,1.5,.333,0.8,2.3,3.0,0.8,0.3,1.3,0.3,1.0,2.0,2021
Alfonzo McKinnie,SF,28,LAL,2,0,6.0,0.0,1.5,.000,0.0,1.0,.000,0.0,0.5,.000,.000,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.0,2021
Ben McLemore,SG,27,LAL,4,0,9.0,0.5,2.3,.222,0.5,1.5,.333,0.0,0.8,.000,.333,0.0,0.0,,0.3,1.5,1.8,0.3,0.3,0.0,0.3,1.3,1.5,2021
Nicolò Melli,PF,30,DAL,3,0,6.3,0.0,1.3,.000,0.0,0.7,.000,0.0,0.7,.000,.000,0.0,0.0,,0.7,1.3,2.0,0.0,0.3,0.0,0.0,1.0,0.0,2021
De'Anthony Melton,PG,22,MEM,5,0,16.6,2.2,6.2,.355,1.2,4.0,.300,1.0,2.2,.455,.452,0.6,1.0,.600,0.8,2.4,3.2,1.0,0.2,0.8,0.6,1.4,6.2,2021
Sam Merrill,SG,24,MIL,8,0,3.8,0.3,0.9,.286,0.1,0.6,.200,0.1,0.3,.500,.357,0.0,0.0,,0.1,0.5,0.6,0.1,0.5,0.0,0.1,0.3,0.6,2021
Khris Middleton,SF,29,MIL,23,23,40.1,8.6,19.7,.438,2.6,7.6,.343,6.0,12.0,.498,.504,3.7,4.2,.887,1.1,6.5,7.6,5.1,1.5,0.2,3.2,2.5,23.6,2021
Paul Millsap,PF,35,DEN,9,0,12.1,2.4,5.6,.440,0.7,2.6,.261,1.8,3.0,.593,.500,0.9,1.4,.615,1.0,2.9,3.9,1.7,0.3,0.7,0.9,1.6,6.4,2021
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Shake Milton,SG,24,PHI,12,0,10.1,1.3,3.9,.319,0.7,1.6,.421,0.6,2.3,.250,.404,1.2,1.3,.933,0.0,0.8,0.8,0.8,0.3,0.1,0.9,1.5,4.3,2021
Donovan Mitchell,PG,24,UTA,10,10,34.6,10.5,23.5,.447,5.0,11.5,.435,5.5,12.0,.458,.553,6.3,7.6,.829,0.3,3.9,4.2,5.5,1.1,0.2,2.8,2.0,32.3,2021
E'Twaun Moore,SG,31,PHO,7,0,6.6,1.1,2.6,.444,0.1,0.7,.200,1.0,1.9,.538,.472,0.0,0.0,,0.0,1.4,1.4,1.3,0.1,0.0,0.4,0.4,2.4,2021
Ja Morant,PG,21,MEM,5,5,40.6,11.0,22.6,.487,2.0,6.2,.323,9.0,16.4,.549,.531,6.2,8.0,.775,1.4,3.4,4.8,8.2,0.4,0.0,3.4,1.8,30.2,2021
Juwan Morgan,PF,23,UTA,2,0,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.5,0.5,1.0,0.5,0.0,0.0,0.0,0.5,0.0,2021
Marcus Morris,PF,31,LAC,19,18,31.8,4.5,10.5,.430,1.9,5.1,.375,2.6,5.5,.481,.520,1.3,1.7,.750,0.7,3.6,4.3,1.5,0.5,0.5,0.4,2.6,12.2,2021
Markieff Morris,PF,31,LAL,4,1,9.5,0.5,2.3,.222,0.3,1.0,.250,0.3,1.3,.200,.278,1.0,1.5,.667,1.0,0.0,1.0,0.8,0.0,0.3,0.5,1.5,2.3,2021
Monte Morris,PG,25,DEN,10,1,28.6,5.0,11.6,.431,1.6,4.0,.400,3.4,7.6,.447,.500,2.1,2.9,.724,0.7,1.7,2.4,5.5,1.0,0.2,0.7,1.2,13.7,2021
Abdel Nader,SF,27,PHO,5,0,5.8,0.4,1.2,.333,0.0,0.4,.000,0.4,0.8,.500,.333,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6,0.8,2021
Aaron Nesmith,SF,21,BOS,5,0,15.0,1.0,3.6,.278,0.8,2.8,.286,0.2,0.8,.250,.389,0.4,0.4,1.000,0.4,2.2,2.6,0.2,0.2,0.2,0.4,1.4,3.2,2021
Raul Neto,PG,28,WAS,5,3,22.4,2.4,6.8,.353,0.8,3.0,.267,1.6,3.8,.421,.412,0.8,1.0,.800,0.6,1.6,2.2,1.0,0.4,0.0,0.2,2.2,6.4,2021
Georges Niang,PF,27,UTA,11,0,11.7,1.0,3.5,.282,0.8,2.7,.300,0.2,0.8,.222,.397,0.4,0.4,1.000,0.2,1.5,1.7,0.7,0.0,0.1,0.7,1.7,3.2,2021
Zeke Nnaji,PF,20,DEN,5,0,3.6,0.8,1.6,.500,0.6,1.4,.429,0.2,0.2,1.000,.688,0.2,0.4,.500,0.2,0.2,0.4,0.4,0.2,0.0,0.0,0.2,2.4,2021
Nerlens Noel,C,26,NYK,5,2,18.4,1.0,2.0,.500,0.0,0.0,,1.0,2.0,.500,.500,2.6,3.2,.813,2.0,2.0,4.0,0.2,0.8,0.6,0.8,3.0,4.6,2021
Frank Ntilikina,PG,22,NYK,3,0,1.3,0.0,0.3,.000,0.0,0.3,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021
Kendrick Nunn,PG,25,MIA,4,2,23.3,4.3,10.8,.395,1.3,4.5,.278,3.0,6.3,.480,.453,0.5,0.5,1.000,0.0,1.5,1.5,1.5,0.5,0.0,0.8,1.0,10.3,2021
Jusuf Nurkić,C,26,POR,6,6,28.8,5.0,9.2,.545,0.2,0.8,.200,4.8,8.3,.580,.555,3.0,4.2,.720,3.0,7.3,10.3,2.7,0.5,1.2,2.3,5.0,13.2,2021
Jordan Nwora,SF,22,MIL,5,0,6.2,0.8,3.6,.222,0.4,1.6,.250,0.4,2.0,.200,.278,1.0,1.4,.714,1.0,0.8,1.8,0.2,0.0,0.2,0.2,0.2,3.0,2021
Royce O'Neale,SF,27,UTA,11,11,36.7,3.9,7.7,.506,2.5,5.5,.467,1.4,2.3,.600,.671,0.9,1.1,.833,1.5,5.8,7.3,2.1,1.1,0.3,0.7,3.7,11.3,2021
Semi Ojeleye,PF,26,BOS,2,0,6.0,0.0,2.0,.000,0.0,1.5,.000,0.0,0.5,.000,.000,0.5,1.0,.500,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,2021
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Onyeka Okongwu,C,20,ATL,18,0,9.2,0.9,1.7,.548,0.0,0.1,.000,0.9,1.7,.567,.548,0.8,1.2,.667,1.2,1.5,2.7,0.1,0.3,0.7,0.2,1.6,2.7,2021
KZ Okpala,PF,21,MIA,2,0,3.0,0.0,0.5,.000,0.0,0.5,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021
Miye Oni,SG,23,UTA,8,0,5.1,0.0,0.6,.000,0.0,0.6,.000,0.0,0.0,,.000,0.0,0.0,,0.4,0.0,0.4,0.0,0.1,0.0,0.0,1.0,0.0,2021
Daniel Oturu,C,21,LAC,8,0,1.9,0.3,0.6,.400,0.0,0.1,.000,0.3,0.5,.500,.400,0.1,0.3,.500,0.3,0.3,0.5,0.0,0.0,0.1,0.0,0.3,0.6,2021
Jabari Parker,PF,25,BOS,4,0,14.8,3.3,5.3,.619,0.5,1.3,.400,2.8,4.0,.688,.667,1.5,2.0,.750,0.5,3.3,3.8,0.5,0.0,0.8,1.5,1.8,8.5,2021
Chris Paul,PG,35,PHO,20,20,34.2,7.5,15.0,.497,1.5,3.3,.446,6.0,11.8,.511,.545,2.9,3.3,.877,0.5,3.1,3.5,8.6,1.2,0.2,2.2,2.4,19.2,2021
Cameron Payne,PG,26,PHO,22,2,19.0,3.7,8.8,.425,1.1,3.1,.362,2.6,5.6,.460,.490,0.7,0.8,.889,0.3,2.2,2.5,3.2,0.8,0.5,1.1,1.8,9.3,2021
Elfrid Payton,PG,26,NYK,2,2,6.5,0.0,2.5,.000,0.0,0.0,,0.0,2.5,.000,.000,0.5,1.0,.500,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.5,2021
Reggie Perry,PF,20,BRK,5,0,4.4,1.4,2.6,.538,0.4,1.0,.400,1.0,1.6,.625,.615,0.0,0.0,,0.8,0.4,1.2,0.2,0.2,0.0,0.6,0.8,3.2,2021
Michael Porter Jr.,SF,22,DEN,10,10,33.2,6.4,13.5,.474,2.9,7.3,.397,3.5,6.2,.565,.581,1.7,2.1,.810,1.2,5.0,6.2,1.3,1.1,0.3,1.6,3.1,17.4,2021
Bobby Portis,C,25,MIL,20,2,18.3,3.5,7.6,.464,0.9,2.6,.346,2.6,5.0,.525,.523,0.9,1.3,.720,1.7,3.4,5.0,0.6,0.7,0.4,0.5,1.6,8.8,2021
Kristaps Porziņģis,C,25,DAL,7,7,33.3,4.9,10.3,.472,1.1,3.9,.296,3.7,6.4,.578,.528,2.3,2.7,.842,1.0,4.4,5.4,1.3,1.3,0.7,0.4,2.7,13.1,2021
Dwight Powell,C,29,DAL,7,0,7.4,1.0,1.1,.875,0.0,0.0,,1.0,1.1,.875,.875,0.7,0.9,.833,0.7,1.1,1.9,0.9,0.3,0.0,0.1,1.1,2.7,2021
Norman Powell,SF,27,POR,6,6,36.0,6.3,12.7,.500,1.7,4.3,.385,4.7,8.3,.560,.566,2.7,3.0,.889,0.5,1.7,2.2,2.0,0.8,1.0,1.2,2.8,17.0,2021
Payton Pritchard,SG,23,BOS,5,0,13.4,1.2,3.4,.353,0.6,2.0,.300,0.6,1.4,.429,.441,0.4,0.4,1.000,0.4,1.4,1.8,2.4,0.4,0.0,0.6,0.8,3.4,2021
Immanuel Quickley,PG,21,NYK,5,0,15.4,2.0,6.6,.303,0.8,2.2,.364,1.2,4.4,.273,.364,1.0,1.4,.714,0.0,1.4,1.4,1.0,0.6,0.0,1.2,1.6,5.8,2021
Julius Randle,PF,26,NYK,5,5,36.0,5.6,18.8,.298,2.2,6.6,.333,3.4,12.2,.279,.356,4.6,5.4,.852,2.2,9.4,11.6,4.0,0.6,0.0,4.6,3.6,18.0,2021
Cam Reddish,SF,21,ATL,4,0,23.0,4.8,9.0,.528,2.3,3.5,.643,2.5,5.5,.455,.653,1.0,1.3,.800,0.3,3.3,3.5,1.8,1.5,0.5,1.3,2.8,12.8,2021
Paul Reed,PF,21,PHI,3,0,3.7,0.7,1.3,.500,0.0,0.0,,0.7,1.3,.500,.500,0.0,0.0,,1.0,1.7,2.7,0.0,0.0,0.3,0.0,0.3,1.3,2021
Josh Richardson,SG,27,DAL,7,0,13.4,1.6,4.0,.393,0.4,1.4,.300,1.1,2.6,.444,.446,1.3,1.3,1.000,0.4,1.1,1.6,0.7,0.3,0.0,0.9,1.1,4.9,2021
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Austin Rivers,SG,28,DEN,10,9,30.5,3.0,6.9,.435,1.9,4.6,.413,1.1,2.3,.478,.572,1.3,1.6,.813,0.1,1.6,1.7,2.1,0.2,0.3,0.9,3.2,9.2,2021
Duncan Robinson,SF,26,MIA,4,4,25.0,2.8,7.3,.379,2.5,6.8,.370,0.3,0.5,.500,.552,2.3,2.5,.900,0.0,2.8,2.8,0.8,0.8,0.0,1.0,3.3,10.3,2021
Rajon Rondo,PG,34,LAC,13,0,16.9,1.4,4.1,.340,0.8,2.2,.393,0.5,1.9,.280,.443,0.6,0.9,.667,0.3,2.3,2.6,3.8,0.4,0.2,1.1,1.4,4.2,2021
Derrick Rose,PG,32,NYK,5,3,35.0,8.0,16.8,.476,1.6,3.4,.471,6.4,13.4,.478,.524,1.8,1.8,1.000,0.8,3.2,4.0,5.0,0.4,0.2,1.6,1.0,19.4,2021
Dario Šarić,C,26,PHO,14,0,10.5,1.5,3.2,.467,0.6,1.3,.444,0.9,1.9,.481,.556,0.9,1.0,.929,0.6,1.9,2.5,1.0,0.1,0.1,0.4,1.5,4.5,2021
Dennis Schröder,SG,27,LAL,6,6,32.7,4.7,11.7,.400,1.3,4.3,.308,3.3,7.3,.455,.457,3.7,4.3,.846,0.2,2.8,3.0,2.8,1.0,0.2,1.7,2.2,14.3,2021
Mike Scott,PF,32,PHI,5,0,6.8,0.4,1.8,.222,0.4,1.4,.286,0.0,0.4,.000,.333,0.0,0.0,,0.2,0.4,0.6,0.6,0.2,0.2,0.0,0.6,1.2,2021
Jay Scrubb,SG,20,LAC,6,0,1.3,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,2021
Landry Shamet,SG,23,BRK,12,0,17.2,1.5,3.4,.439,0.8,2.2,.385,0.7,1.3,.533,.561,0.3,0.4,.800,0.3,1.5,1.8,0.6,0.4,0.1,0.5,1.6,4.2,2021
Ben Simmons,PG,24,PHI,12,12,33.5,4.9,7.9,.621,0.0,0.1,.000,4.9,7.8,.628,.621,2.1,6.1,.342,2.1,5.8,7.9,8.8,1.3,0.8,2.3,3.3,11.9,2021
Anfernee Simons,SG,21,POR,6,0,17.8,2.3,4.2,.560,1.8,3.0,.611,0.5,1.2,.429,.780,0.0,0.0,,0.5,2.2,2.7,0.8,0.3,0.2,0.2,1.0,6.5,2021
Marcus Smart,PG,26,BOS,5,5,36.6,5.8,13.2,.439,3.2,8.6,.372,2.6,4.6,.565,.561,3.0,4.2,.714,0.8,3.6,4.4,6.0,1.0,0.2,2.8,2.8,17.8,2021
Ish Smith,PG,32,WAS,5,0,22.2,3.2,8.6,.372,0.4,1.4,.286,2.8,7.2,.389,.395,0.0,0.0,,0.2,3.0,3.2,2.8,1.4,0.4,1.0,2.2,6.8,2021
Jalen Smith,PF,20,PHO,6,0,3.0,0.3,0.7,.500,0.2,0.2,1.000,0.2,0.5,.333,.625,0.0,0.0,,0.3,0.5,0.8,0.2,0.0,0.0,0.2,0.3,0.8,2021
Tony Snell,SG,29,ATL,9,0,7.3,0.2,1.8,.125,0.1,1.2,.091,0.1,0.6,.200,.156,0.0,0.0,,0.0,0.6,0.6,0.2,0.2,0.1,0.4,0.6,0.6,2021
Max Strus,SF,24,MIA,2,0,3.0,0.0,0.5,.000,0.0,0.0,,0.0,0.5,.000,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021
Jayson Tatum,SF,22,BOS,5,5,37.0,9.4,22.2,.423,2.8,7.2,.389,6.6,15.0,.440,.486,9.0,9.8,.918,0.6,5.2,5.8,4.6,1.2,1.6,2.6,3.0,30.6,2021
Jeff Teague,PG,32,MIL,16,0,7.4,0.6,1.9,.290,0.3,0.7,.455,0.3,1.3,.200,.371,0.6,0.7,.818,0.1,0.4,0.5,0.8,0.2,0.0,0.4,0.6,2.0,2021
Matt Thomas,SG,26,UTA,3,0,2.3,0.0,0.7,.000,0.0,0.0,,0.0,0.7,.000,.000,0.0,0.0,,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.3,0.0,2021
Tristan Thompson,PF,29,BOS,5,5,26.4,4.0,6.8,.588,0.0,0.0,,4.0,6.8,.588,.588,2.4,3.4,.706,5.8,4.0,9.8,1.0,0.8,1.2,1.0,2.4,10.4,2021
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Matisse Thybulle,SG,23,PHI,12,1,18.3,2.1,4.3,.481,0.9,2.8,.324,1.2,1.5,.778,.587,0.2,0.4,.400,0.3,1.1,1.4,0.3,1.3,0.9,0.2,2.4,5.3,2021
Xavier Tillman Sr.,PF,22,MEM,3,0,6.0,0.3,1.7,.200,0.0,0.3,.000,0.3,1.3,.250,.200,0.0,0.0,,0.3,0.7,1.0,0.3,0.3,0.0,0.3,0.7,0.7,2021
Anthony Tolliver,PF,35,PHI,1,0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2021
Obi Toppin,PF,22,NYK,5,0,13.0,2.4,4.6,.522,0.6,1.8,.333,1.8,2.8,.643,.587,1.0,1.2,.833,0.8,1.8,2.6,0.4,0.0,0.2,0.6,1.2,6.4,2021
Axel Toupane,SF,28,MIL,4,0,2.5,0.5,1.0,.500,0.3,0.5,.500,0.3,0.5,.500,.625,0.0,0.0,,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.3,2021
P.J. Tucker,PF,35,MIL,23,19,29.6,1.7,4.3,.388,0.8,2.6,.322,0.8,1.7,.487,.485,0.1,0.2,.750,2.1,2.7,4.8,1.1,1.0,0.1,0.4,3.3,4.3,2021
Rayjon Tucker,PG,23,PHI,1,0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,1.0,2.0,.500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2021
Jonas Valančiūnas,C,28,MEM,5,5,33.2,6.6,11.6,.569,0.4,1.6,.250,6.2,10.0,.620,.586,1.4,1.6,.875,4.0,5.8,9.8,2.6,0.6,0.6,2.0,3.6,15.0,2021
Gabe Vincent,PG,24,MIA,3,0,4.7,0.7,1.0,.667,0.3,0.7,.500,0.3,0.3,1.000,.833,0.0,0.0,,0.0,0.3,0.3,0.7,0.0,0.0,0.3,0.0,1.7,2021
Kemba Walker,PG,30,BOS,3,3,30.3,4.3,13.7,.317,1.0,5.7,.176,3.3,8.0,.417,.354,3.0,3.3,.900,0.0,4.0,4.0,4.0,0.3,0.0,2.7,3.3,12.7,2021
Tremont Waters,PG,23,BOS,3,0,2.0,0.3,1.3,.250,0.0,0.7,.000,0.3,0.7,.500,.250,0.7,1.0,.667,0.0,0.0,0.0,0.7,0.3,0.0,0.7,0.0,1.3,2021
Russell Westbrook,PG,32,WAS,5,5,37.2,5.6,16.8,.333,1.0,4.0,.250,4.6,12.8,.359,.363,6.8,8.6,.791,2.8,7.6,10.4,11.8,0.4,0.2,4.2,3.4,19.0,2021
Grant Williams,PF,22,BOS,5,0,11.4,1.2,2.4,.500,0.4,0.8,.500,0.8,1.6,.500,.583,0.6,0.6,1.000,0.6,1.4,2.0,0.8,0.2,0.8,0.2,1.4,3.4,2021
Lou Williams,PG,34,ATL,18,2,15.4,2.8,6.1,.455,0.7,1.7,.433,2.1,4.4,.463,.514,1.4,1.5,.963,0.1,1.3,1.4,2.2,0.7,0.1,1.2,0.9,7.7,2021
Robert Williams,C,23,BOS,3,0,15.3,3.0,4.7,.643,0.0,0.0,,3.0,4.7,.643,.643,0.3,0.7,.500,2.7,2.3,5.0,0.7,0.3,3.0,0.3,2.3,6.3,2021
Justise Winslow,SF,24,MEM,1,0,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2021
Cassius Winston,PG,22,WAS,1,0,5.0,1.0,3.0,.333,0.0,1.0,.000,1.0,2.0,.500,.333,0.0,0.0,,1.0,1.0,2.0,1.0,0.0,0.0,2.0,1.0,2.0,2021
Trae Young,PG,22,ATL,16,16,37.7,9.4,22.4,.418,2.8,9.0,.313,6.6,13.4,.488,.481,7.3,8.4,.866,0.4,2.4,2.8,9.5,1.3,0.0,4.0,2.2,28.8,2021
Ivica Zubac,C,23,LAC,17,7,17.7,2.0,3.4,.596,0.0,0.0,,2.0,3.4,.596,.596,2.3,2.9,.796,2.5,3.3,5.8,0.4,0.1,0.7,0.9,1.9,6.3,2021
