Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, ,OBPM,DBPM,BPM,VORP,season
Marco Belinelli,SG,28,SAS,7,116,20.7,.727,.769,.333,1.8,10.5,6.0,14.1,0.9,0.0,10.1,19.2,,0.5,0.0,0.5,.215,,5.7,2.3,8.1,0.3,2015
Steve Blake,PG,34,POR,5,43,2.9,.295,.727,.182,0.0,2.5,1.3,28.7,0.0,1.5,14.4,14.8,,-0.1,0.0,-0.1,-0.092,,-3.9,-2.5,-6.4,0.0,2015
Bojan Bogdanović,SF,25,BRK,6,206,8.3,.499,.559,.119,1.6,10.5,6.0,7.7,1.0,0.9,11.4,15.6,,0.0,0.1,0.1,.015,,-1.3,-0.7,-2.0,0.0,2015
Andrew Bogut,C,30,GSW,19,440,14.0,.551,.013,.173,10.3,27.4,19.0,11.9,1.3,6.2,24.4,10.9,,0.4,1.0,1.4,.153,,-2.0,3.8,1.8,0.4,2015
Matt Bonner,PF,34,SAS,7,36,-2.2,.300,.900,.000,0.0,18.4,8.9,3.8,0.0,2.2,9.1,13.7,,-0.1,0.0,-0.1,-0.089,,-9.7,-0.3,-10.0,-0.1,2015
Avery Bradley,SG,24,BOS,4,133,8.2,.462,.380,.140,2.4,10.1,6.2,3.9,1.2,0.0,5.3,18.8,,0.0,0.0,0.0,-0.017,,-2.3,-0.4,-2.6,0.0,2015
Elton Brand,C,35,ATL,3,4,-12.7,.266,.000,2.000,0.0,26.8,13.4,0.0,0.0,0.0,0.0,21.4,,0.0,0.0,0.0,-0.139,,-22.5,-2.3,-24.8,0.0,2015
Corey Brewer,SF,28,HOU,17,428,10.9,.499,.251,.329,2.7,8.6,5.7,7.3,1.2,0.7,7.3,20.1,,0.2,0.1,0.3,.031,,-1.6,-0.7,-2.2,0.0,2015
Aaron Brooks,PG,30,CHI,12,132,6.8,.421,.426,.115,2.5,12.2,7.5,14.9,1.2,0.6,12.3,25.2,,-0.2,0.2,-0.1,-0.029,,-4.4,-2.2,-6.6,-0.1,2015
Markel Brown,SG,23,BRK,2,10,15.4,.510,.400,.400,21.6,0.0,10.8,18.5,0.0,0.0,25.4,36.1,,0.0,0.0,0.0,-0.061,,1.6,-4.1,-2.5,0.0,2015
Jimmy Butler,SG,25,CHI,12,506,20.8,.562,.338,.338,4.0,10.4,7.3,14.1,3.0,1.4,7.9,23.9,,1.3,0.8,2.1,.203,,4.0,1.9,5.8,1.0,2015
Rasual Butler,SF,35,WAS,2,7,-3.6,.000,1.000,.000,0.0,15.0,7.8,18.6,0.0,0.0,0.0,6.3,,0.0,0.0,0.0,-0.039,,-10.9,-0.3,-11.2,0.0,2015
Will Bynum,SG,32,WAS,3,31,16.5,.586,.143,.357,7.2,3.4,5.3,17.8,3.3,2.6,23.6,30.3,,0.0,0.0,0.1,.078,,-2.8,1.1,-1.7,0.0,2015
Nick Calathes,SG,25,MEM,9,126,7.8,.418,.361,.222,0.9,13.4,7.0,19.6,3.7,0.7,20.2,18.0,,-0.2,0.2,-0.1,-0.022,,-5.0,1.8,-3.1,0.0,2015
Clint Capela,C,20,HOU,17,127,21.8,.651,.000,.935,10.8,23.4,17.2,6.4,1.1,5.6,6.4,15.4,,0.4,0.1,0.6,.217,,1.9,2.9,4.9,0.2,2015
DeMarre Carroll,SF,28,ATL,16,558,16.8,.597,.407,.232,5.0,13.6,9.3,9.5,1.7,0.7,7.1,17.1,,1.2,0.6,1.8,.157,,2.1,0.6,2.7,0.7,2015
Vince Carter,SG,38,MEM,11,196,13.7,.486,.418,.134,7.2,19.5,13.2,9.3,1.9,0.9,9.0,18.2,,0.1,0.2,0.3,.085,,-0.2,1.7,1.5,0.2,2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015
Michael Carter-Williams,PG,23,MIL,6,191,11.5,.438,.064,.154,0.5,15.8,7.5,29.5,1.9,2.8,16.1,23.4,,-0.3,0.2,-0.1,-0.032,,-2.7,1.0,-1.7,0.0,2015
Tyson Chandler,C,32,DAL,5,160,17.3,.631,.000,.897,16.7,18.0,17.3,0.8,0.9,3.0,11.0,11.6,,0.4,0.0,0.5,.146,,2.2,-1.8,0.4,0.1,2015
Earl Clark,PF,27,BRK,2,13,1.2,.300,.300,.000,0.0,16.7,8.3,0.0,3.9,0.0,0.0,35.2,,-0.1,0.0,-0.1,-0.235,,-3.5,-3.2,-6.7,0.0,2015
Norris Cole,PG,26,NOP,4,106,3.8,.469,.389,.083,1.1,6.2,3.7,10.5,0.0,0.8,17.7,19.6,,-0.2,-0.1,-0.3,-0.123,,-5.3,-3.8,-9.2,-0.2,2015
Mike Conley,PG,27,MEM,8,243,17.5,.531,.344,.292,0.0,4.2,2.0,28.6,2.4,0.0,10.0,22.6,,0.4,0.2,0.6,.111,,3.1,0.7,3.8,0.4,2015
Allen Crabbe,SG,22,POR,2,39,15.0,1.000,.400,.000,0.0,8.4,4.2,4.3,2.7,1.7,16.7,7.1,,0.1,0.0,0.1,.145,,2.4,4.1,6.5,0.1,2015
Jamal Crawford,SG,34,LAC,14,379,10.0,.447,.398,.161,1.7,6.6,4.2,11.1,1.7,0.7,7.9,24.8,,-0.3,0.1,-0.2,-0.020,,-1.4,-2.2,-3.6,-0.2,2015
Jae Crowder,SF,24,BOS,4,100,19.2,.619,.345,.448,8.5,13.5,10.9,13.9,2.1,2.9,12.6,17.7,,0.3,0.1,0.3,.154,,2.7,3.2,5.9,0.2,2015
Dante Cunningham,PF,27,NOP,4,75,19.8,.852,.000,.273,6.1,20.3,13.4,4.1,2.1,4.6,0.0,7.5,,0.3,0.0,0.3,.193,,3.4,4.3,7.7,0.2,2015
Stephen Curry,PG,26,GSW,21,826,24.5,.607,.528,.262,2.7,11.1,6.9,29.9,2.4,0.3,14.3,31.0,,2.7,1.2,3.9,.228,,7.7,1.1,8.8,2.2,2015
Gigi Datome,SF,27,BOS,3,14,-0.4,.333,.333,.000,0.0,8.0,3.9,12.3,0.0,0.0,0.0,19.1,,0.0,0.0,0.0,-0.124,,-8.0,-1.2,-9.2,0.0,2015
Anthony Davis,PF,21,NOP,4,172,28.5,.613,.023,.414,6.0,22.1,14.2,9.3,1.5,6.1,11.2,30.8,,0.6,0.1,0.7,.183,,6.1,1.3,7.4,0.4,2015
Glen Davis,PF,29,LAC,14,144,7.1,.489,.026,.237,6.7,13.0,9.9,3.0,1.7,3.0,17.7,15.4,,-0.1,0.1,0.1,.018,,-5.3,0.3,-5.0,-0.1,2015
Matthew Dellavedova,SG,24,CLE,20,497,6.8,.476,.559,.235,2.2,6.8,4.5,17.3,1.0,0.0,18.9,16.9,,-0.1,0.3,0.2,.020,,-3.0,-0.8,-3.8,-0.2,2015
DeMar DeRozan,SG,25,TOR,4,159,15.7,.463,.100,.213,3.4,15.2,8.9,26.5,1.9,0.0,10.3,27.5,,0.0,0.0,0.0,-0.007,,1.6,-0.8,0.8,0.1,2015
Boris Diaw,PF,32,SAS,7,198,16.5,.528,.254,.183,6.8,16.7,11.6,20.6,1.3,1.2,10.5,19.4,,0.4,0.2,0.5,.127,,0.9,2.2,3.1,0.3,2015
Joey Dorsey,PF,31,HOU,6,13,0.6,.174,.000,1.000,8.1,23.7,16.0,19.8,0.0,0.0,25.8,12.5,,0.0,0.0,0.0,-0.117,,-6.2,0.2,-5.9,0.0,2015
Jared Dudley,SG,29,MIL,6,110,17.2,.605,.467,.233,2.7,8.4,5.3,13.0,5.6,1.6,13.1,15.6,,0.1,0.2,0.3,.143,,0.8,5.4,6.2,0.2,2015
Tim Duncan*,C,38,SAS,7,250,24.2,.595,.011,.378,7.9,26.0,16.6,16.0,1.8,3.1,6.3,20.1,,0.8,0.4,1.2,.229,,3.9,3.5,7.5,0.6,2015
Mike Dunleavy,SF,34,CHI,12,389,14.4,.680,.636,.216,2.0,11.3,6.8,13.1,1.4,1.0,13.5,13.0,,0.9,0.5,1.4,.169,,1.6,1.5,3.2,0.5,2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015
Monta Ellis,SG,29,DAL,5,197,19.5,.543,.270,.180,2.0,6.5,4.2,21.9,2.4,1.2,11.8,28.2,,0.4,0.0,0.4,.094,,3.4,0.3,3.7,0.3,2015
Tyler Ennis,PG,20,MIL,1,16,10.3,.278,.556,.000,18.3,7.2,13.3,33.3,0.0,0.0,0.0,25.3,,0.0,0.0,0.0,-0.076,,2.9,-3.7,-0.8,0.0,2015
Tyreke Evans,SG,25,NOP,4,125,10.8,.396,.256,.395,2.7,14.8,8.9,24.3,2.1,0.7,10.6,20.7,,-0.1,0.0,-0.1,-0.038,,-1.5,-1.2,-2.7,0.0,2015
Festus Ezeli,C,25,GSW,20,183,16.1,.558,.000,.580,14.5,22.4,18.5,5.2,0.3,4.4,16.1,18.3,,0.3,0.3,0.6,.150,,-1.1,0.5,-0.7,0.1,2015
Raymond Felton,PG,30,DAL,3,36,7.6,.337,.267,.200,2.8,17.8,10.0,14.7,0.0,0.0,0.0,18.6,,0.0,0.0,0.0,-0.038,,-2.9,-3.5,-6.3,0.0,2015
Tim Frazier,PG,24,POR,2,3,-32.1,.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,50.0,30.6,,-0.1,0.0,-0.1,-0.889,,-19.8,-10.8,-30.5,0.0,2015
Joel Freeland,C,27,POR,2,7,9.7,,,,0.0,15.7,7.7,0.0,7.5,0.0,,0.0,,0.0,0.0,0.0,.100,,-1.5,4.0,2.5,0.0,2015
Marc Gasol,C,30,MEM,11,416,21.3,.496,.011,.489,4.9,25.4,15.0,20.5,1.3,4.2,6.8,25.8,,0.8,0.6,1.4,.161,,3.5,2.5,6.0,0.8,2015
Pau Gasol*,PF,34,CHI,10,317,20.1,.539,.035,.365,6.0,26.1,16.3,18.1,0.8,5.3,13.6,22.2,,0.4,0.7,1.1,.166,,1.6,2.2,3.7,0.4,2015
Alonzo Gee,SF,27,POR,1,3,16.3,,,,0.0,36.5,18.0,47.9,0.0,0.0,,0.0,,0.0,0.0,0.0,.181,,2.0,6.6,8.6,0.0,2015
Taj Gibson,PF,29,CHI,12,276,14.3,.522,.000,.417,10.1,16.0,13.1,7.3,0.8,3.5,11.4,15.9,,0.3,0.4,0.8,.132,,-1.0,0.2,-0.8,0.1,2015
Manu Ginóbili*,SG,37,SAS,7,131,17.1,.527,.512,.535,3.2,16.8,9.8,36.4,1.6,3.6,20.9,23.0,,0.2,0.2,0.3,.117,,1.8,3.0,4.8,0.2,2015
Drew Gooden,PF,33,WAS,10,178,12.5,.510,.426,.213,8.2,24.8,16.8,7.0,0.6,4.4,17.3,20.1,,0.0,0.3,0.3,.083,,-2.2,1.4,-0.8,0.1,2015
Eric Gordon,SG,26,NOP,4,143,14.6,.555,.500,.094,2.4,5.3,3.9,18.2,0.7,1.2,13.0,24.5,,0.2,-0.1,0.0,.008,,3.2,-2.0,1.3,0.1,2015
Marcin Gortat,C,30,WAS,10,307,19.4,.642,.000,.279,9.9,20.9,15.6,12.1,1.0,2.8,14.2,16.3,,0.8,0.5,1.3,.202,,0.5,2.1,2.6,0.4,2015
Danny Green,SG,27,SAS,7,204,10.5,.456,.656,.098,3.5,8.1,5.8,10.8,1.7,2.7,7.3,15.1,,0.1,0.2,0.2,.053,,0.5,1.4,2.0,0.2,2015
Draymond Green,PF,24,GSW,21,784,16.6,.517,.379,.363,6.5,22.8,14.7,21.2,2.5,2.5,17.2,19.2,,0.9,1.7,2.6,.160,,0.7,3.8,4.5,1.3,2015
JaMychal Green,PF,24,MEM,5,8,16.8,.347,.500,1.000,0.0,42.2,20.7,0.0,6.5,11.4,0.0,16.4,,0.0,0.0,0.0,.143,,-3.1,7.1,4.0,0.0,2015
Jeff Green,SF,28,MEM,11,298,7.9,.410,.167,.241,3.3,16.2,9.6,10.2,0.9,1.5,11.8,20.8,,-0.5,0.3,-0.2,-0.033,,-3.1,-0.9,-4.0,-0.1,2015
Blake Griffin,PF,25,LAC,14,557,24.8,.557,.026,.387,7.3,26.1,16.8,27.3,1.2,2.2,12.3,28.5,,1.5,0.6,2.1,.179,,5.5,1.1,6.6,1.2,2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015
Jorge Gutiérrez,PG,26,MIL,1,12,6.5,.500,.000,.000,0.0,9.7,4.4,13.8,0.0,0.0,0.0,7.5,,0.0,0.0,0.0,.047,,-5.0,-1.4,-6.5,0.0,2015
Tyler Hansbrough,PF,29,TOR,4,48,3.5,.370,.000,.800,2.2,12.6,7.1,8.6,2.1,1.8,22.8,8.2,,0.0,0.0,0.0,-0.042,,-5.3,0.8,-4.5,0.0,2015
James Harden,SG,25,HOU,17,636,24.8,.620,.364,.605,2.0,13.7,7.9,35.0,2.1,0.9,17.1,29.5,,2.3,0.3,2.7,.202,,6.1,1.5,7.6,1.5,2015
Devin Harris,PG,31,DAL,4,74,5.8,.445,.478,.391,1.3,10.1,5.6,7.1,1.3,0.0,12.9,17.1,,0.0,0.0,0.0,-0.031,,-5.7,-2.1,-7.7,-0.1,2015
Joe Harris,SG,23,CLE,6,16,10.9,.515,.500,.667,0.0,6.8,3.4,10.7,0.0,0.0,11.4,24.8,,0.0,0.0,0.0,.064,,-2.8,-2.0,-4.8,0.0,2015
Spencer Hawes,PF,26,LAC,8,57,18.8,.643,.353,.118,5.6,18.2,12.0,13.3,1.7,4.5,5.3,14.4,,0.2,0.1,0.3,.216,,2.9,3.8,6.7,0.1,2015
Brendan Haywood,C,35,CLE,1,2,-21.0,.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.7,,0.0,0.0,0.0,-0.521,,-17.3,-9.4,-26.7,0.0,2015
John Henson,C,24,MIL,6,153,17.4,.562,.024,.341,13.4,20.5,16.6,4.9,1.7,5.8,18.9,17.1,,0.1,0.2,0.3,.087,,-1.1,0.7,-0.3,0.1,2015
Nenê,PF,32,WAS,10,257,11.1,.459,.000,.303,10.9,16.8,13.9,9.2,1.8,0.9,14.0,17.3,,0.0,0.4,0.4,.074,,-3.2,0.5,-2.8,-0.1,2015
Kirk Hinrich,SG,34,CHI,10,126,9.2,.640,.526,.158,0.0,4.3,2.2,13.5,1.3,0.6,4.7,7.7,,0.2,0.1,0.4,.134,,-2.3,1.4,-0.9,0.0,2015
Jrue Holiday,PG,24,NOP,3,55,13.6,.458,.211,.211,4.1,2.0,3.0,36.7,1.9,1.6,19.4,21.4,,0.0,0.0,0.0,-0.028,,1.8,-2.8,-0.9,0.0,2015
Justin Holiday,SG,25,GSW,5,11,1.9,.750,.500,.000,0.0,9.8,5.0,13.1,0.0,0.0,50.0,16.3,,0.0,0.0,0.0,-0.078,,-4.6,-0.6,-5.2,0.0,2015
Al Horford,C,28,ATL,16,522,19.8,.525,.043,.095,8.2,20.1,14.2,20.4,1.3,3.6,10.2,21.4,,0.8,0.7,1.5,.141,,2.1,1.6,3.7,0.8,2015
Dwight Howard,C,29,HOU,17,574,20.4,.546,.000,.907,11.3,31.4,21.5,5.9,1.9,5.4,12.7,21.2,,0.6,0.9,1.5,.126,,1.2,1.2,2.4,0.6,2015
Lester Hudson,SG,30,LAC,7,38,10.5,.500,.500,.000,0.0,2.7,1.4,28.0,2.6,2.3,17.6,19.4,,0.0,0.0,0.0,.033,,-1.4,1.7,0.2,0.0,2015
Kris Humphries,PF,29,WAS,1,5,21.6,1.000,.000,.000,0.0,63.1,32.6,0.0,0.0,0.0,0.0,8.9,,0.0,0.0,0.0,.296,,0.1,2.7,2.8,0.0,2015
Andre Iguodala,SF,31,GSW,21,635,15.4,.546,.480,.380,2.8,13.2,8.1,18.0,2.0,0.9,6.6,15.1,,1.3,1.0,2.2,.170,,1.7,2.8,4.5,1.0,2015
Ersan İlyasova,PF,27,MIL,6,142,8.0,.398,.377,.164,4.1,13.9,8.6,3.9,1.8,1.9,7.1,22.3,,-0.3,0.1,-0.1,-0.046,,-2.9,-1.4,-4.3,-0.1,2015
Kyrie Irving,PG,22,CLE,13,464,20.9,.573,.324,.373,2.4,8.6,5.6,20.1,1.9,2.0,8.5,23.0,,1.5,0.5,2.0,.209,,4.5,0.7,5.2,0.8,2015
Jarrett Jack,PG,31,BRK,6,153,17.6,.620,.278,.241,1.4,16.3,8.8,31.6,2.3,0.6,25.1,23.9,,0.1,0.2,0.3,.090,,0.4,1.3,1.7,0.1,2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015
Bernard James,C,29,DAL,1,2,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,-0.039,,-3.7,-2.4,-6.0,0.0,2015
LeBron James,SF,30,CLE,20,844,25.3,.487,.202,.307,4.9,24.3,14.7,45.2,2.1,2.1,11.7,37.6,,1.6,1.5,3.0,.173,,5.9,2.0,7.9,2.1,2015
Richard Jefferson,SF,34,DAL,4,51,3.5,.504,.571,.143,0.0,4.2,2.0,2.6,1.8,0.0,16.8,14.3,,0.0,0.0,0.0,-0.032,,-4.7,-1.7,-6.4,-0.1,2015
John Jenkins,SG,23,ATL,4,21,19.0,.833,.667,.000,5.1,10.2,7.6,0.0,0.0,0.0,0.0,13.0,,0.1,0.0,0.1,.202,,4.3,-1.0,3.3,0.0,2015
Jonas Jerebko,PF,27,BOS,4,68,3.3,.346,.267,.133,6.3,16.5,11.3,2.3,1.5,1.4,15.9,12.4,,-0.1,0.0,-0.1,-0.073,,-5.7,-0.8,-6.6,-0.1,2015
Amir Johnson,PF,27,TOR,4,112,16.0,.671,.034,.414,6.7,22.7,14.2,6.3,0.5,2.3,17.0,16.6,,0.2,0.0,0.2,.089,,0.2,-0.2,0.0,0.0,2015
James Johnson,PF,27,TOR,2,12,-3.9,.231,.000,1.000,0.0,20.1,9.5,14.4,0.0,0.0,0.0,32.4,,-0.1,0.0,-0.1,-0.439,,-6.6,-8.7,-15.3,0.0,2015
Joe Johnson,SG,33,BRK,6,249,14.2,.473,.436,.255,2.2,17.9,10.0,19.3,1.4,0.0,4.6,20.1,,0.3,0.2,0.5,.089,,0.8,0.3,1.1,0.2,2015
Nick Johnson,SG,22,HOU,9,49,-1.1,.328,.412,.176,2.1,6.3,4.2,11.7,0.0,1.6,17.9,19.0,,-0.2,0.0,-0.2,-0.165,,-7.2,-2.4,-9.6,-0.1,2015
Dahntay Jones,SF,34,LAC,11,18,9.6,1.000,.000,.000,0.0,5.8,2.9,0.0,5.4,0.0,0.0,4.8,,0.0,0.0,0.1,.175,,-5.7,7.0,1.3,0.0,2015
James Jones,SF,34,CLE,20,311,7.9,.536,.853,.187,0.4,9.8,5.1,4.6,1.4,0.8,5.8,12.6,,0.4,0.3,0.6,.100,,-1.9,0.8,-1.1,0.1,2015
Terrence Jones,PF,23,HOU,17,401,12.9,.473,.119,.340,7.6,13.3,10.5,6.9,0.9,2.4,8.0,20.7,,0.2,0.1,0.3,.037,,-1.2,-1.2,-2.4,0.0,2015
DeAndre Jordan,C,26,LAC,14,482,20.7,.610,.000,1.938,10.9,29.7,20.4,4.8,1.6,5.9,10.2,15.0,,1.2,0.8,1.9,.192,,2.9,1.5,4.4,0.8,2015
Jerome Jordan,C,28,BRK,1,5,-16.3,.000,.000,.000,21.6,21.7,21.7,0.0,0.0,0.0,33.3,27.5,,-0.1,0.0,-0.1,-0.605,,-16.6,-10.7,-27.4,0.0,2015
Cory Joseph,PG,23,SAS,4,22,17.3,.799,.000,.333,0.0,5.0,2.4,0.0,0.0,3.6,12.7,16.1,,0.0,0.0,0.1,.122,,0.1,1.7,1.8,0.0,2015
Chris Kaman,C,32,POR,3,37,11.7,.533,.000,.125,14.4,26.7,20.5,13.8,0.0,0.0,26.2,14.2,,0.0,0.0,0.0,.056,,-0.7,-1.0,-1.7,0.0,2015
Kyle Korver,SG,33,ATL,14,526,11.3,.557,.827,.120,0.2,14.1,7.1,9.5,2.0,2.3,13.0,13.9,,0.2,0.7,0.8,.077,,-0.2,0.9,0.8,0.4,2015
Kosta Koufos,C,25,MEM,11,127,19.0,.557,.000,.161,16.2,17.7,16.9,5.2,1.6,4.3,2.9,12.3,,0.3,0.2,0.5,.198,,1.9,1.0,2.9,0.2,2015
Courtney Lee,SG,29,MEM,11,367,15.5,.663,.300,.230,0.9,7.7,4.2,11.0,1.7,0.0,10.6,15.3,,0.9,0.2,1.1,.145,,0.9,1.7,2.6,0.4,2015
David Lee,PF,31,GSW,13,107,14.1,.429,.000,.375,11.3,23.2,17.3,11.8,1.4,1.5,4.1,20.4,,0.1,0.2,0.3,.133,,-1.4,0.6,-0.9,0.0,2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015
Kawhi Leonard,SF,23,SAS,7,250,19.9,.571,.239,.321,5.4,17.2,11.1,12.5,1.6,1.3,10.8,25.0,,0.5,0.2,0.7,.143,,3.0,1.5,4.4,0.4,2015
Meyers Leonard,C,22,POR,5,106,19.6,.891,.619,.095,6.0,27.9,16.8,8.4,1.0,1.2,12.1,10.8,,0.4,0.1,0.5,.232,,5.1,3.2,8.4,0.3,2015
Jon Leuer,PF,25,MEM,4,9,22.4,.500,.000,.000,24.0,37.5,30.6,0.0,0.0,0.0,0.0,20.3,,0.0,0.0,0.0,.193,,4.2,-1.7,2.5,0.0,2015
Damian Lillard,PG,24,POR,5,201,15.0,.491,.323,.333,1.1,9.8,5.4,22.8,0.5,1.0,9.8,27.8,,0.1,0.0,0.2,.038,,1.9,-1.4,0.5,0.1,2015
Shaun Livingston,PG,29,GSW,21,375,11.5,.583,.013,.316,3.8,10.9,7.4,15.1,1.1,1.1,18.9,13.3,,0.5,0.5,0.9,.118,,-1.6,1.1,-0.5,0.1,2015
Brook Lopez,C,26,BRK,6,234,21.0,.569,.000,.460,9.2,15.8,12.5,3.8,0.9,4.9,5.4,21.6,,0.7,0.2,0.9,.182,,2.5,-0.2,2.4,0.3,2015
Robin Lopez,C,26,POR,5,117,11.6,.702,.000,.533,8.2,12.2,10.2,4.1,0.4,2.8,21.3,9.2,,0.2,0.1,0.3,.110,,-1.4,0.8,-0.6,0.0,2015
Kevin Love,PF,26,CLE,4,107,20.0,.577,.512,.463,6.3,22.3,14.4,16.9,0.5,1.6,10.8,23.5,,0.3,0.1,0.5,.208,,4.1,0.2,4.3,0.2,2015
Kyle Lowry,PG,28,TOR,4,131,8.1,.396,.404,.193,5.7,13.8,9.5,23.8,1.9,0.0,16.3,25.3,,-0.3,0.0,-0.3,-0.115,,-2.5,-2.9,-5.4,-0.1,2015
Shelvin Mack,PG,24,ATL,10,99,14.7,.468,.538,.154,2.2,9.7,5.9,16.6,4.1,0.0,4.6,20.1,,0.0,0.1,0.2,.093,,-0.5,2.0,1.5,0.1,2015
