Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,season
Bismack Biyombo,C,23,TOR,20,10,25.3,2.0,3.5,.580,0.0,0.0,,2.0,3.5,.580,.580,2.2,3.6,.597,2.7,6.7,9.4,0.4,0.4,1.4,1.1,2.4,6.2,2016
Steve Blake,PG,35,DET,4,0,10.8,0.3,1.3,.200,0.3,0.5,.500,0.0,0.8,.000,.300,0.3,0.5,.500,0.0,1.0,1.0,2.5,0.0,0.0,1.3,1.8,1.0,2016
Andrew Bogut,C,31,GSW,22,22,16.6,2.2,3.5,.623,0.0,0.1,.000,2.2,3.4,.640,.623,0.2,0.6,.357,2.1,3.5,5.7,1.4,0.6,1.6,0.9,3.3,4.6,2016
Avery Bradley,SG,25,BOS,1,1,33.0,7.0,16.0,.438,1.0,7.0,.143,6.0,9.0,.667,.469,3.0,3.0,1.000,2.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,18.0,2016
Corey Brewer,SF,29,HOU,5,1,15.4,1.4,5.4,.259,0.2,2.0,.100,1.2,3.4,.353,.278,1.4,1.6,.875,0.6,0.8,1.4,1.6,0.0,0.2,1.2,2.6,4.4,2016
Reggie Bullock,SF,24,DET,2,0,11.0,2.5,3.0,.833,1.0,1.5,.667,1.5,1.5,1.000,1.000,0.0,0.0,,0.0,1.0,1.0,1.5,0.5,0.0,0.0,1.0,6.0,2016
Kentavious Caldwell-Pope,SG,22,DET,4,4,40.3,5.5,12.5,.440,3.0,6.8,.444,2.5,5.8,.435,.560,1.3,1.8,.714,0.5,3.8,4.3,2.8,1.8,0.3,0.5,1.8,15.3,2016
Clint Capela,C,21,HOU,5,0,8.6,0.6,1.8,.333,0.0,0.0,,0.6,1.8,.333,.333,0.4,1.0,.400,1.6,2.4,4.0,0.4,0.6,0.4,0.6,1.0,1.6,2016
DeMarre Carroll,SF,29,TOR,20,19,29.8,3.1,8.0,.390,1.3,4.0,.329,1.8,4.0,.450,.472,1.4,1.8,.750,1.2,2.9,4.1,0.9,0.9,0.4,0.9,3.1,8.9,2016
Vince Carter,SG,39,MEM,4,4,22.8,3.8,8.3,.455,1.8,2.5,.700,2.0,5.8,.348,.561,2.0,2.0,1.000,1.3,2.5,3.8,1.3,0.5,0.3,0.8,2.3,11.3,2016
Ian Clark,SG,24,GSW,16,0,9.6,1.6,3.3,.491,0.4,1.1,.333,1.3,2.2,.571,.547,0.5,0.6,.800,0.1,0.9,1.1,1.0,0.5,0.0,0.6,1.1,4.1,2016
Nick Collison,PF,35,OKC,9,0,8.8,0.4,0.7,.667,0.0,0.0,,0.4,0.7,.667,.667,0.1,0.2,.500,0.3,0.9,1.2,0.6,0.9,0.0,0.1,1.9,1.0,2016
Pat Connaughton,SG,23,POR,6,0,1.3,0.5,0.8,.600,0.3,0.5,.667,0.2,0.3,.500,.800,0.0,0.0,,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,1.3,2016
Allen Crabbe,SG,23,POR,11,0,27.5,3.5,6.6,.521,1.4,3.2,.429,2.1,3.5,.605,.623,1.3,1.7,.737,0.5,2.5,2.9,1.4,0.6,0.1,0.5,2.1,9.5,2016
Jamal Crawford,SG,35,LAC,6,1,33.2,6.5,17.2,.379,0.7,3.5,.190,5.8,13.7,.427,.398,3.7,4.2,.880,0.3,1.8,2.2,2.2,1.7,0.0,1.5,1.5,17.3,2016
Jae Crowder,SF,25,BOS,6,6,32.8,3.3,12.0,.278,1.7,6.8,.244,1.7,5.2,.323,.347,1.2,1.8,.636,0.8,5.7,6.5,2.2,1.5,0.5,1.2,2.8,9.5,2016
Stephen Curry,PG,27,GSW,18,17,34.1,8.2,18.8,.438,4.4,11.0,.404,3.8,7.8,.486,.556,4.2,4.6,.916,0.8,4.7,5.5,5.2,1.4,0.3,4.2,2.2,25.1,2016
Troy Daniels,SG,24,CHO,4,0,4.5,0.3,2.0,.125,0.0,0.8,.000,0.3,1.3,.200,.125,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,2016
Ed Davis,PF,26,POR,11,0,18.6,1.9,3.6,.525,0.0,0.2,.000,1.9,3.5,.553,.525,1.7,3.0,.576,2.4,4.5,6.8,1.3,0.2,0.6,0.9,3.0,5.5,2016
Matthew Dellavedova,PG,25,CLE,20,0,12.1,1.3,3.7,.351,0.4,1.6,.258,0.9,2.2,.419,.405,0.9,1.2,.750,0.2,0.6,0.8,2.8,0.1,0.1,0.7,1.6,3.9,2016
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016
Luol Deng,PF,30,MIA,14,14,35.4,4.6,9.9,.471,1.7,4.1,.421,2.9,5.8,.506,.558,2.3,2.7,.842,1.4,4.6,5.9,1.6,0.9,0.6,1.6,1.7,13.3,2016
DeMar DeRozan,SG,26,TOR,20,20,37.3,7.9,19.9,.394,0.2,1.3,.154,7.7,18.6,.411,.399,5.0,6.2,.813,0.7,3.5,4.2,2.7,1.1,0.2,2.3,2.6,20.9,2016
Boris Diaw,PF,33,SAS,9,0,17.7,2.3,5.1,.457,0.2,0.7,.333,2.1,4.4,.475,.478,0.3,0.4,.750,0.2,1.9,2.1,2.3,0.2,0.4,0.7,1.0,5.2,2016
Spencer Dinwiddie,PG,22,DET,1,0,2.0,1.0,1.0,1.000,0.0,0.0,,1.0,1.0,1.000,1.000,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2016
Goran Dragić,PG,29,MIA,14,14,33.7,6.5,14.7,.442,1.1,3.3,.348,5.4,11.4,.469,.481,2.4,3.1,.767,0.8,4.1,4.9,3.9,0.4,0.2,2.2,3.3,16.5,2016
Andre Drummond,C,22,DET,4,4,32.8,7.0,13.5,.519,0.0,0.3,.000,7.0,13.3,.528,.519,2.8,8.5,.324,3.0,6.0,9.0,0.0,0.3,1.5,1.0,2.0,16.8,2016
Tim Duncan*,C,39,SAS,10,10,21.8,2.2,5.2,.423,0.0,0.0,,2.2,5.2,.423,.423,1.5,2.1,.714,1.0,3.8,4.8,1.4,0.2,1.3,1.0,1.8,5.9,2016
Kevin Durant,SF,27,OKC,18,18,40.3,9.7,22.6,.430,1.7,6.1,.282,8.0,16.5,.485,.468,7.2,8.1,.890,0.7,6.4,7.1,3.3,1.0,1.0,3.6,2.1,28.4,2016
Monta Ellis,SG,30,IND,7,7,32.1,4.7,10.9,.434,1.0,3.0,.333,3.7,7.9,.473,.480,1.1,1.4,.800,0.6,3.3,3.9,4.3,2.1,0.0,2.4,2.4,11.6,2016
Festus Ezeli,C,26,GSW,23,1,8.8,1.6,3.0,.536,0.0,0.0,,1.6,3.0,.536,.536,0.8,1.9,.432,1.0,1.7,2.7,0.3,0.0,0.3,0.6,1.5,4.0,2016
Jordan Farmar,PG,29,MEM,4,4,28.3,2.5,7.8,.323,1.0,3.0,.333,1.5,4.8,.316,.387,0.8,0.8,1.000,0.0,1.5,1.5,4.0,0.8,0.3,2.5,1.0,6.8,2016
Raymond Felton,PG,31,DAL,5,4,34.4,6.4,13.8,.464,0.8,2.8,.286,5.6,11.0,.509,.493,1.4,2.2,.636,0.4,4.2,4.6,4.6,1.2,0.0,2.4,2.8,15.0,2016
Randy Foye,SG,32,OKC,16,0,11.9,0.9,2.6,.341,0.5,1.6,.308,0.4,0.9,.400,.439,0.3,0.3,1.000,0.1,1.1,1.3,0.8,0.1,0.2,0.7,1.1,2.5,2016
Enes Freedom,C,23,OKC,18,0,17.9,3.6,6.6,.551,0.1,0.8,.143,3.5,5.8,.606,.559,2.1,2.5,.844,2.6,3.6,6.2,0.3,0.3,0.6,0.9,2.2,9.4,2016
Channing Frye,C,32,CLE,17,0,13.9,2.4,4.1,.594,1.5,2.7,.565,0.9,1.4,.652,.783,0.4,0.4,.857,0.3,2.1,2.4,0.3,0.4,0.5,0.3,2.2,6.7,2016
Paul George,SF,25,IND,7,7,39.3,8.0,17.6,.455,2.6,6.1,.419,5.4,11.4,.475,.528,8.7,9.1,.953,1.3,6.3,7.6,4.3,2.0,0.7,3.3,3.4,27.3,2016
Manu Ginóbili*,SG,38,SAS,10,0,19.2,2.0,4.7,.426,0.9,2.1,.429,1.1,2.6,.423,.521,1.8,2.3,.783,0.6,2.1,2.7,2.5,0.8,0.3,0.7,2.5,6.7,2016
Andrew Goudelock,PG,27,HOU,2,0,5.5,1.5,3.0,.500,0.0,0.5,.000,1.5,2.5,.600,.500,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,1.5,0.0,3.0,2016
Danny Green,SG,28,SAS,10,10,26.7,3.0,6.4,.469,2.4,4.7,.511,0.6,1.7,.353,.656,0.2,0.3,.667,0.0,3.1,3.1,0.7,2.1,0.8,0.6,2.0,8.6,2016
Draymond Green,PF,25,GSW,23,23,38.2,5.2,12.0,.431,1.7,4.5,.365,3.5,7.5,.471,.500,3.4,4.7,.738,1.7,8.3,9.9,6.0,1.6,1.8,2.4,3.5,15.4,2016
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016
Gerald Green,SG,30,MIA,12,0,9.2,1.3,4.1,.327,0.3,1.2,.286,1.0,2.9,.343,.367,0.3,0.4,.800,0.2,1.3,1.4,0.1,0.3,0.1,0.2,1.2,3.3,2016
JaMychal Green,PF,25,MEM,4,0,18.0,3.0,5.5,.545,0.0,0.3,.000,3.0,5.3,.571,.545,0.8,1.5,.500,1.3,2.5,3.8,0.8,0.8,1.3,1.0,3.0,6.8,2016
Jeff Green,SF,29,LAC,6,1,26.5,3.5,7.7,.457,0.7,1.7,.400,2.8,6.0,.472,.500,2.5,4.2,.600,0.5,2.7,3.2,0.7,1.0,0.3,0.5,2.0,10.2,2016
Blake Griffin,PF,26,LAC,4,4,31.8,5.0,13.3,.377,0.3,0.5,.500,4.8,12.8,.373,.387,4.8,6.3,.760,1.8,7.0,8.8,4.0,0.8,0.5,2.3,2.3,15.0,2016
Jorge Gutiérrez,PG,27,CHO,3,0,4.0,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,0.0,0.0,,0.0,0.7,0.7,0.7,0.0,0.0,0.3,0.0,0.0,2016
P.J. Hairston,SF,23,MEM,2,0,11.0,1.0,3.0,.333,0.5,1.5,.333,0.5,1.5,.333,.417,0.0,1.0,.000,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,2.5,2016
Tyler Hansbrough,PF,30,CHO,2,0,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016
Tim Hardaway Jr.,SG,23,ATL,9,0,9.7,0.8,2.9,.269,0.2,1.6,.143,0.6,1.3,.417,.308,0.4,0.7,.667,0.0,1.0,1.0,0.8,0.0,0.1,0.3,0.2,2.2,2016
James Harden,SG,26,HOU,5,5,38.6,8.2,20.0,.410,2.6,8.4,.310,5.6,11.6,.483,.475,7.6,9.0,.844,1.4,3.8,5.2,7.6,2.4,0.2,5.2,2.6,26.6,2016
Maurice Harkless,SF,22,POR,11,11,24.7,4.3,10.0,.427,1.4,4.0,.341,2.9,6.0,.485,.495,1.1,2.3,.480,2.0,3.1,5.1,0.6,0.9,0.3,1.0,3.5,11.0,2016
Montrezl Harrell,PF,22,HOU,2,0,6.0,0.5,1.5,.333,0.0,0.5,.000,0.5,1.0,.500,.333,0.5,1.0,.500,0.0,1.0,1.0,0.0,0.0,0.0,0.5,0.5,1.5,2016
Devin Harris,PG,32,DAL,5,0,24.2,3.0,6.0,.500,0.8,2.6,.308,2.2,3.4,.647,.567,1.0,2.0,.500,0.2,2.6,2.8,1.6,0.6,0.0,0.6,3.2,7.8,2016
Tobias Harris,PF,23,DET,4,4,39.0,5.3,11.5,.457,1.0,3.0,.333,4.3,8.5,.500,.500,3.0,3.3,.923,1.5,8.0,9.5,3.0,0.8,0.8,1.5,2.8,14.5,2016
Aaron Harrison,SG,21,CHO,2,0,3.5,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.0,2016
Udonis Haslem,PF,35,MIA,9,0,9.4,0.9,1.7,.533,0.0,0.0,,0.9,1.7,.533,.533,0.6,0.8,.714,1.2,2.2,3.4,0.4,0.0,0.1,0.8,1.4,2.3,2016
Spencer Hawes,PF,27,CHO,5,0,10.6,1.2,2.6,.462,0.2,0.8,.250,1.0,1.8,.556,.500,1.0,1.2,.833,0.6,2.6,3.2,0.6,0.2,0.4,0.8,1.0,3.6,2016
Gerald Henderson,SG,28,POR,11,0,21.3,2.7,7.5,.366,0.6,1.7,.368,2.1,5.7,.365,.409,0.8,1.1,.750,0.5,2.6,3.2,1.5,0.5,0.3,0.5,1.9,6.9,2016
George Hill,PG,29,IND,7,7,33.6,4.6,8.1,.561,1.9,3.9,.481,2.7,4.3,.633,.675,2.6,3.1,.818,0.9,1.9,2.7,2.1,0.9,0.1,1.1,2.3,13.6,2016
Jordan Hill,C,28,IND,5,0,3.0,0.0,0.6,.000,0.0,0.0,,0.0,0.6,.000,.000,0.0,0.0,,0.4,0.8,1.2,0.4,0.0,0.0,0.0,0.2,0.0,2016
Solomon Hill,SF,24,IND,7,0,28.3,2.0,4.4,.452,1.6,2.7,.579,0.4,1.7,.250,.629,2.1,2.3,.938,0.7,3.3,4.0,1.1,0.3,0.0,0.4,2.9,7.7,2016
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016
Kirk Hinrich,PG,35,ATL,6,0,4.5,0.3,1.2,.286,0.2,0.5,.333,0.2,0.7,.250,.357,0.0,0.0,,0.0,0.7,0.7,0.5,0.0,0.0,0.0,0.3,0.8,2016
John Holland,SF,27,BOS,1,0,1.0,0.0,1.0,.000,0.0,1.0,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016
Al Horford,C,29,ATL,10,10,32.7,5.4,11.6,.466,1.1,2.8,.393,4.3,8.8,.489,.513,1.5,1.6,.938,1.3,5.2,6.5,3.0,1.2,2.4,1.7,2.5,13.4,2016
Dwight Howard,C,30,HOU,5,5,36.0,5.2,9.6,.542,0.0,0.2,.000,5.2,9.4,.553,.542,2.8,7.6,.368,5.2,8.8,14.0,1.6,0.8,1.4,2.4,4.2,13.2,2016
Josh Huestis,PF,24,OKC,2,0,5.0,0.5,1.5,.333,0.5,1.0,.500,0.0,0.5,.000,.500,0.0,0.0,,0.5,1.0,1.5,0.0,0.0,0.0,0.0,0.5,1.5,2016
Kris Humphries,PF,30,ATL,4,0,14.0,3.3,7.0,.464,1.3,2.5,.500,2.0,4.5,.444,.554,1.5,1.5,1.000,2.0,4.0,6.0,1.0,0.5,1.3,0.5,2.3,9.3,2016
R.J. Hunter,SG,22,BOS,5,0,8.2,0.4,1.8,.222,0.2,1.0,.200,0.2,0.8,.250,.278,0.0,0.0,,0.2,1.0,1.2,0.6,0.0,0.2,0.2,0.6,1.0,2016
Serge Ibaka,PF,26,OKC,18,18,33.4,4.7,9.1,.521,1.7,3.8,.449,3.0,5.2,.574,.617,0.8,1.1,.750,1.3,5.0,6.3,0.6,0.8,1.3,0.5,2.8,12.0,2016
Andre Iguodala,SF,32,GSW,24,3,32.0,3.3,6.8,.476,1.0,2.7,.385,2.2,4.1,.535,.552,1.3,2.4,.561,1.5,2.9,4.4,3.8,1.2,0.4,1.0,1.5,8.9,2016
Kyrie Irving,PG,23,CLE,21,21,36.9,9.6,20.1,.475,2.4,5.5,.440,7.1,14.6,.489,.535,3.7,4.2,.875,0.7,2.2,3.0,4.7,1.7,0.6,2.3,2.2,25.2,2016
Reggie Jackson,PG,25,DET,4,4,36.8,6.3,13.8,.455,0.8,4.5,.167,5.5,9.3,.595,.482,1.0,1.0,1.000,0.5,2.8,3.3,9.3,1.5,0.5,2.5,2.5,14.3,2016
LeBron James,SF,31,CLE,21,21,39.1,10.4,19.9,.525,1.5,4.5,.340,8.9,15.4,.579,.564,3.9,5.9,.661,2.0,7.5,9.5,7.6,2.3,1.3,3.6,2.6,26.3,2016
Al Jefferson,C,31,CHO,7,5,24.0,6.0,11.9,.506,0.0,0.0,,6.0,11.9,.506,.506,1.3,1.9,.692,2.0,4.1,6.1,1.1,0.6,0.4,0.9,1.7,13.3,2016
Richard Jefferson,SF,35,CLE,21,2,18.1,2.1,4.0,.524,0.5,1.3,.393,1.6,2.7,.589,.589,0.7,1.0,.750,0.8,2.8,3.5,0.7,0.5,0.0,0.6,1.6,5.4,2016
Jonas Jerebko,PF,28,BOS,6,4,27.0,3.7,7.7,.478,1.2,3.7,.318,2.5,4.0,.625,.554,0.7,0.8,.800,1.2,5.7,6.8,1.7,0.3,0.7,0.8,2.5,9.2,2016
Amir Johnson,PF,28,BOS,6,6,22.3,3.7,5.5,.667,0.0,0.3,.000,3.7,5.2,.710,.667,1.2,1.5,.778,1.8,5.3,7.2,0.7,0.2,1.3,1.7,2.2,8.5,2016
James Johnson,PF,28,TOR,10,0,9.8,1.2,2.5,.480,0.4,0.9,.444,0.8,1.6,.500,.560,0.2,0.3,.667,0.3,1.2,1.5,0.6,0.3,0.0,0.7,1.3,3.0,2016
Joe Johnson,SF,34,MIA,14,14,35.1,4.9,11.3,.430,0.9,3.3,.283,3.9,8.0,.491,.472,1.5,1.7,.875,0.5,4.2,4.7,2.5,0.6,0.2,1.3,1.9,12.1,2016
Stanley Johnson,SF,19,DET,4,0,20.3,3.0,5.8,.522,1.5,2.5,.600,1.5,3.3,.462,.652,0.5,0.5,1.000,0.0,4.0,4.0,0.0,0.3,0.0,0.8,2.5,8.0,2016
Tyler Johnson,SG,23,MIA,5,0,12.2,1.0,2.2,.455,0.6,1.2,.500,0.4,1.0,.400,.591,1.6,2.2,.727,0.4,1.0,1.4,1.6,0.2,0.0,0.4,1.6,4.2,2016
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016
Wesley Johnson,SF,28,LAC,6,0,12.8,0.8,2.3,.357,0.5,1.5,.333,0.3,0.8,.400,.464,0.5,0.5,1.000,0.8,2.2,3.0,0.3,0.2,0.7,0.3,1.0,2.7,2016
Dahntay Jones,SF,35,CLE,15,0,3.3,0.4,0.9,.462,0.1,0.2,.333,0.3,0.7,.500,.500,0.3,0.3,.800,0.0,0.5,0.5,0.1,0.1,0.1,0.1,0.2,1.1,2016
James Jones,SF,35,CLE,12,0,4.6,0.2,0.8,.200,0.1,0.6,.143,0.1,0.3,.333,.250,0.1,0.3,.250,0.1,0.3,0.3,0.3,0.0,0.0,0.1,0.3,0.5,2016
DeAndre Jordan,C,27,LAC,6,6,33.0,4.0,6.3,.632,0.0,0.0,,4.0,6.3,.632,.632,3.7,9.8,.373,5.0,11.3,16.3,1.8,1.2,2.7,1.2,2.8,11.7,2016
Cory Joseph,SG,24,TOR,20,0,22.6,3.5,7.4,.466,0.4,1.2,.333,3.1,6.2,.492,.493,1.2,1.6,.750,0.6,1.5,2.1,2.4,0.9,0.1,1.1,2.4,8.5,2016
Chris Kaman,C,33,POR,4,0,8.0,1.8,4.5,.389,0.0,0.0,,1.8,4.5,.389,.389,0.0,0.0,,0.5,1.5,2.0,0.3,0.5,0.0,1.5,2.5,3.5,2016
Frank Kaminsky,C,22,CHO,7,5,27.1,2.0,6.6,.304,0.7,2.4,.294,1.3,4.1,.310,.359,2.4,3.0,.810,0.4,3.9,4.3,1.1,0.9,0.7,0.3,2.1,7.1,2016
Kyle Korver,SG,34,ATL,10,8,31.6,3.5,7.5,.467,2.4,5.4,.444,1.1,2.1,.524,.627,0.9,0.9,1.000,0.3,4.5,4.8,1.0,1.0,0.4,0.8,2.3,10.3,2016
Jeremy Lamb,SG,23,CHO,3,0,4.0,1.7,3.0,.556,0.3,0.3,1.000,1.3,2.7,.500,.611,0.0,0.0,,0.3,1.0,1.3,0.3,0.0,0.0,0.0,0.0,3.7,2016
Ty Lawson,PG,28,IND,7,0,10.6,0.9,2.6,.333,0.0,0.4,.000,0.9,2.1,.400,.333,0.6,0.9,.667,0.1,0.9,1.0,1.4,0.4,0.0,0.9,1.1,2.3,2016
Courtney Lee,SG,30,CHO,7,7,36.7,3.0,7.3,.412,0.6,1.3,.444,2.4,6.0,.405,.451,2.0,2.1,.933,0.7,2.1,2.9,1.3,0.9,0.4,0.7,2.7,8.6,2016
David Lee,PF,32,DAL,2,0,16.5,3.0,4.0,.750,0.0,0.0,,3.0,4.0,.750,.750,0.0,0.0,,0.5,2.5,3.0,0.5,0.0,0.0,0.0,3.5,6.0,2016
Kawhi Leonard,SF,24,SAS,10,10,33.9,8.3,16.6,.500,1.7,3.9,.436,6.6,12.7,.520,.551,4.2,5.1,.824,1.4,4.9,6.3,2.8,2.6,1.4,1.6,2.1,22.5,2016
Damian Lillard,PG,25,POR,11,11,39.7,8.1,22.0,.368,3.8,9.7,.393,4.3,12.3,.348,.455,6.5,7.1,.910,1.1,3.2,4.3,6.3,1.3,0.3,3.0,2.1,26.5,2016
Jeremy Lin,SG,27,CHO,7,0,27.0,3.7,9.0,.413,0.4,2.0,.214,3.3,7.0,.469,.437,4.6,5.6,.821,0.4,1.9,2.3,2.6,0.7,0.0,1.6,3.0,12.4,2016
Shaun Livingston,PG,30,GSW,24,7,21.4,3.4,7.0,.488,0.0,0.0,.000,3.4,7.0,.491,.488,1.3,1.5,.865,0.5,2.6,3.2,3.3,0.5,0.2,1.2,2.0,8.2,2016
Kevin Love,PF,27,CLE,20,19,30.7,4.6,12.0,.385,2.3,5.6,.414,2.3,6.4,.359,.481,3.2,3.8,.840,1.7,7.1,8.8,2.1,0.5,0.4,1.4,1.7,14.7,2016
Kyle Lowry,PG,29,TOR,20,20,38.3,6.6,16.5,.397,2.1,6.9,.304,4.5,9.6,.464,.461,3.9,5.2,.750,0.9,3.8,4.7,6.0,1.6,0.2,3.2,3.7,19.1,2016
Ian Mahinmi,C,29,IND,7,7,24.6,3.0,6.0,.500,0.0,0.0,,3.0,6.0,.500,.500,2.1,3.6,.600,1.7,3.4,5.1,1.1,0.7,0.9,2.0,3.6,8.1,2016
Boban Marjanović,C,27,SAS,7,0,6.0,1.1,1.7,.667,0.0,0.0,,1.1,1.7,.667,.667,1.1,1.3,.889,0.6,1.4,2.0,0.4,0.0,0.3,0.4,1.4,3.4,2016
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016
Jarell Martin,PF,21,MEM,2,0,23.0,1.5,4.0,.375,0.0,0.0,,1.5,4.0,.375,.375,1.5,3.0,.500,2.0,1.5,3.5,0.5,1.5,0.0,1.5,2.0,4.5,2016
Kevin Martin,SG,32,SAS,5,0,9.8,1.6,4.0,.400,0.8,1.6,.500,0.8,2.4,.333,.500,0.4,0.6,.667,0.0,0.8,0.8,0.6,0.2,0.0,1.2,1.0,4.4,2016
Wesley Matthews,SF,29,DAL,5,5,34.6,4.0,12.0,.333,2.0,7.0,.286,2.0,5.0,.400,.417,3.0,3.8,.789,0.8,2.8,3.6,1.2,1.2,0.0,0.8,2.8,13.0,2016
