Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, ,OBPM,DBPM,BPM,VORP,season
Tyrese Maxey,SG,22,PHI,11,423,16.8,.550,.443,.161,2.4,12.4,7.3,10.5,1.9,1.3,3.7,23.4,,0.6,0.4,1.0,.117,,1.9,0.4,2.2,0.5,2023
Miles McBride,PG,22,NYK,8,20,4.5,.375,.750,.000,0.0,11.4,5.7,7.3,0.0,5.0,0.0,8.9,,0.0,0.0,0.0,.048,,-2.7,1.8,-0.9,0.0,2023
Jalen McDaniels,SF,25,PHI,8,102,5.2,.475,.450,.000,3.3,15.2,9.1,7.2,0.5,0.0,13.0,10.4,,0.0,0.1,0.0,.011,,-4.3,-0.8,-5.0,-0.1,2023
Jordan McLaughlin,PG,26,MIN,2,14,-7.5,.000,.500,.000,0.0,17.1,8.3,18.5,0.0,0.0,0.0,13.2,,-0.1,0.0,-0.1,-0.269,,-15.3,-2.9,-18.1,-0.1,2023
De'Anthony Melton,SG,24,PHI,11,274,12.6,.515,.605,.099,5.8,9.6,7.7,10.2,2.5,3.6,8.6,15.6,,0.2,0.3,0.5,.086,,0.2,1.7,1.9,0.3,2023
Chimezie Metu,PF,25,SAC,3,6,2.1,.431,.000,3.000,16.5,0.0,8.5,0.0,0.0,0.0,30.1,21.9,,0.0,0.0,0.0,-0.161,,-7.2,-5.6,-12.7,0.0,2023
Khris Middleton,SF,31,MIL,5,173,19.1,.600,.372,.349,4.4,17.0,10.4,26.9,0.8,0.0,14.6,28.3,,0.3,0.0,0.4,.105,,2.5,-0.9,1.6,0.2,2023
Patty Mills,PG,34,BRK,1,5,-20.4,.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.7,,-0.1,0.0,-0.1,-0.534,,-20.0,-6.0,-26.0,0.0,2023
Shake Milton,SG,26,PHI,6,21,17.5,.680,.200,.400,0.0,17.1,8.3,15.5,5.0,0.0,14.5,15.2,,0.0,0.0,0.1,.181,,-2.4,5.6,3.2,0.0,2023
Josh Minott,SF,20,MIN,1,6,6.1,.000,1.000,.000,0.0,0.0,0.0,0.0,17.0,14.7,50.0,15.4,,-0.1,0.0,0.0,-0.193,,-14.8,12.9,-1.9,0.0,2023
Davion Mitchell,PG,24,SAC,7,140,9.6,.514,.587,.130,2.1,4.5,3.3,11.9,2.0,0.7,11.0,15.5,,0.0,0.1,0.1,.047,,-1.6,0.7,-0.9,0.0,2023
Donovan Mitchell,SG,26,CLE,5,207,15.7,.518,.433,.173,1.8,11.9,7.0,33.7,2.5,1.3,14.5,29.7,,-0.1,0.3,0.3,.059,,2.7,2.0,4.8,0.4,2023
Evan Mobley,PF,21,CLE,5,188,9.5,.476,.021,.167,9.7,20.8,15.5,8.6,0.8,2.8,18.9,15.8,,-0.2,0.3,0.1,.036,,-3.0,0.8,-2.2,0.0,2023
Malik Monk,SG,24,SAC,7,205,18.3,.580,.419,.527,2.9,16.4,9.5,18.2,1.1,1.4,10.9,24.9,,0.4,0.2,0.6,.152,,2.5,0.8,3.3,0.3,2023
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Moses Moody,SG,20,GSW,12,161,16.7,.725,.512,.279,4.4,15.6,9.9,6.8,1.5,2.1,4.0,12.8,,0.5,0.2,0.7,.202,,1.5,3.2,4.8,0.3,2023
Wendell Moore Jr.,SG,21,MIN,1,2,-26.6,,,,0.0,0.0,0.0,0.0,0.0,0.0,100.0,23.1,,0.0,0.0,0.0,-0.757,,-24.9,-9.0,-33.9,0.0,2023
Ja Morant,PG,23,MEM,5,187,18.4,.524,.292,.245,4.1,15.2,9.2,34.4,2.3,0.5,12.6,30.1,,0.0,0.3,0.3,.082,,4.2,2.1,6.3,0.4,2023
Marcus Morris,PF,33,LAC,3,68,6.1,.423,.414,.138,1.6,20.0,10.2,0.0,0.7,1.1,3.1,19.6,,-0.1,0.0,-0.1,-0.072,,-5.2,-2.3,-7.4,-0.1,2023
Dejounte Murray,SG,26,ATL,5,190,20.5,.538,.359,.087,4.7,16.9,10.2,26.5,2.5,0.5,8.5,25.3,,0.3,0.1,0.4,.100,,3.9,1.3,5.1,0.3,2023
Jamal Murray,PG,25,DEN,20,799,21.6,.586,.363,.198,2.3,13.8,8.2,28.1,1.9,0.5,10.1,27.9,,2.0,1.0,3.0,.181,,4.1,0.7,4.8,1.4,2023
Keegan Murray,SF,22,SAC,7,194,11.4,.561,.552,.103,7.7,15.7,11.6,3.6,1.0,1.0,6.2,13.2,,0.2,0.2,0.4,.102,,-0.3,0.3,0.0,0.1,2023
Mike Muscala,C,31,BOS,6,21,17.9,.781,1.000,1.000,16.8,5.3,10.9,6.3,0.0,0.0,14.8,14.6,,0.1,0.0,0.1,.210,,5.5,-0.6,4.9,0.0,2023
Raul Neto,PG,30,CLE,2,7,-18.2,.266,1.000,2.000,0.0,0.0,0.0,19.5,0.0,0.0,51.5,26.0,,-0.1,0.0,-0.1,-0.480,,-19.1,-4.8,-23.9,0.0,2023
Georges Niang,PF,29,PHI,11,157,6.4,.667,.722,.000,0.0,3.0,1.5,2.0,0.0,1.4,12.2,12.1,,0.1,0.0,0.1,.040,,-2.2,-1.7,-3.9,-0.1,2023
Zeke Nnaji,PF,22,DEN,5,12,12.4,.625,.750,.000,0.0,18.7,9.7,0.0,4.2,0.0,20.0,18.7,,0.0,0.0,0.0,.036,,-0.2,2.4,2.2,0.0,2023
Jaylen Nowell,SG,23,MIN,5,62,-1.1,.298,.346,.077,7.4,1.9,4.7,7.2,0.0,0.0,6.9,21.5,,-0.2,0.0,-0.3,-0.213,,-6.5,-5.7,-12.2,-0.2,2023
Royce O'Neale,SF,29,BRK,4,118,5.5,.335,.759,.069,4.0,12.4,8.3,18.3,2.3,0.8,11.8,14.1,,-0.2,0.1,-0.1,-0.045,,-4.7,1.0,-3.7,-0.1,2023
Josh Okogie,SG,24,PHO,10,175,9.3,.480,.378,.351,8.2,5.9,7.0,9.1,1.7,0.9,6.6,11.5,,0.2,0.0,0.2,.048,,-2.2,-0.1,-2.3,0.0,2023
Onyeka Okongwu,C,22,ATL,6,131,14.0,.612,.040,.400,14.4,17.3,15.7,6.7,0.7,5.7,19.2,11.4,,0.2,0.0,0.2,.084,,-2.0,0.1,-1.9,0.0,2023
Isaac Okoro,SF,22,CLE,5,75,12.8,.624,.565,.261,4.8,6.0,5.4,9.1,1.4,2.4,13.5,18.5,,0.1,0.1,0.2,.111,,0.0,2.4,2.4,0.1,2023
Victor Oladipo,SG,30,MIA,2,45,14.7,.566,.263,.158,2.5,15.5,8.9,7.4,2.3,2.2,9.0,22.3,,0.0,0.1,0.1,.065,,-4.4,-0.9,-5.3,0.0,2023
Cedi Osman,SF,27,CLE,5,93,6.7,.518,.800,.360,1.3,16.8,9.4,8.4,1.1,1.0,14.7,17.1,,-0.1,0.1,0.1,.038,,-4.1,1.4,-2.8,0.0,2023
Chris Paul,PG,37,PHO,7,250,14.7,.469,.308,.044,2.4,13.7,8.2,27.9,2.4,1.7,7.0,17.5,,0.2,0.1,0.3,.064,,0.2,0.7,0.8,0.2,2023
Cameron Payne,PG,28,PHO,7,152,10.3,.578,.563,.063,0.0,10.5,5.4,17.6,1.0,1.1,15.4,16.9,,0.0,0.0,0.1,.017,,-1.3,-0.4,-1.7,0.0,2023
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Gary Payton II,SG,30,GSW,12,192,17.7,.707,.278,.167,11.7,12.0,11.8,6.8,2.0,2.6,16.0,14.8,,0.4,0.2,0.6,.154,,0.9,2.0,2.9,0.2,2023
Mason Plumlee,C,32,LAC,5,91,26.6,.925,.000,.875,19.2,24.5,21.7,14.2,1.1,1.7,11.9,11.6,,0.6,0.0,0.6,.303,,5.3,2.3,7.6,0.2,2023
Jordan Poole,PG,23,GSW,13,284,9.6,.447,.467,.252,1.4,8.8,5.1,22.8,1.7,0.9,9.1,23.9,,-0.2,0.3,0.1,.018,,-3.3,-0.6,-3.9,-0.1,2023
Michael Porter Jr.,SF,24,DEN,20,654,13.4,.541,.560,.124,3.7,24.4,14.4,6.5,0.8,1.5,3.5,17.6,,0.7,0.9,1.6,.117,,0.3,-0.6,-0.3,0.3,2023
Bobby Portis,PF,27,MIL,5,107,16.2,.567,.439,.073,10.1,34.1,21.6,7.9,1.3,1.6,8.6,18.2,,0.1,0.1,0.2,.103,,-0.5,-0.3,-0.8,0.0,2023
Norman Powell,SG,29,LAC,5,167,17.6,.608,.421,.408,2.6,8.1,5.2,10.4,1.2,0.9,8.2,24.6,,0.4,-0.1,0.3,.093,,2.0,-0.8,1.2,0.1,2023
Jason Preston,PG,23,LAC,1,1,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,-0.048,,-4.9,-2.8,-7.6,0.0,2023
Taurean Prince,PF,28,MIN,5,100,8.3,.528,.636,.273,3.4,4.8,4.1,6.1,1.5,0.9,11.9,19.4,,0.0,0.0,0.0,-0.020,,-2.7,-1.3,-4.0,0.0,2023
Payton Pritchard,PG,25,BOS,10,57,18.4,.661,.455,.227,0.0,11.7,6.0,30.3,0.9,0.0,17.1,23.2,,0.1,0.0,0.2,.140,,3.1,1.8,5.0,0.1,2023
Immanuel Quickley,SG,23,NYK,8,175,7.4,.481,.561,.303,1.3,7.1,4.2,7.6,1.2,0.0,10.7,21.3,,-0.1,0.2,0.1,.024,,-2.6,-1.2,-3.7,-0.1,2023
Julius Randle,PF,28,NYK,10,330,11.5,.485,.449,.374,5.9,22.7,14.3,19.2,0.8,0.9,17.0,27.8,,-0.4,0.5,0.1,.017,,-0.2,-0.6,-0.8,0.1,2023
Austin Reaves,SG,24,LAL,16,579,15.4,.616,.454,.294,3.9,8.9,6.5,18.2,0.8,0.5,10.2,18.5,,1.2,0.4,1.6,.135,,2.0,0.2,2.2,0.6,2023
Paul Reed,C,23,PHI,11,157,20.3,.621,.000,.184,19.5,25.1,22.3,7.2,2.0,2.8,12.7,13.9,,0.4,0.2,0.6,.196,,1.4,0.2,1.7,0.1,2023
Austin Rivers,SG,30,MIN,4,46,7.8,.625,.750,.000,2.5,10.4,6.3,3.2,1.1,0.0,11.1,9.0,,0.0,0.0,0.0,.024,,-2.8,0.5,-2.2,0.0,2023
Duncan Robinson,SF,28,MIA,23,418,14.0,.641,.715,.051,0.3,9.2,4.6,14.5,1.0,0.7,11.0,19.5,,0.6,0.3,0.9,.101,,1.4,0.9,2.3,0.5,2023
Mitchell Robinson,C,24,NYK,11,298,16.6,.568,.000,.688,21.1,17.9,19.5,4.7,1.2,5.4,13.8,10.8,,0.5,0.6,1.0,.165,,0.6,0.6,1.2,0.2,2023
David Roddy,PF,21,MEM,6,76,6.2,.391,.690,.034,5.0,18.7,11.4,7.7,0.0,2.3,3.3,16.8,,-0.1,0.1,0.0,.002,,-2.0,0.3,-1.6,0.0,2023
Derrick Rose,PG,34,NYK,1,3,-43.9,.000,.250,.000,0.0,0.0,0.0,45.4,0.0,0.0,0.0,59.3,,-0.1,0.0,-0.1,-1.176,,-35.3,-20.9,-56.2,0.0,2023
Terrence Ross,SG,31,PHO,6,69,3.8,.407,.815,.000,0.0,13.3,6.8,1.9,0.7,2.4,3.6,17.8,,-0.1,0.0,-0.1,-0.082,,-4.3,-2.5,-6.8,-0.1,2023
Ricky Rubio,PG,32,CLE,3,17,-6.5,.000,.000,.000,14.3,26.3,20.5,24.1,3.1,0.0,83.3,16.5,,-0.1,0.0,-0.1,-0.254,,-16.4,1.7,-14.7,-0.1,2023
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
D'Angelo Russell,PG,26,LAL,16,473,12.2,.516,.446,.133,2.4,7.9,5.3,23.2,1.1,1.0,12.3,21.9,,0.0,0.4,0.4,.039,,-0.6,-1.1,-1.7,0.0,2023
Domantas Sabonis,C,26,SAC,7,243,15.9,.517,.051,.283,12.6,19.9,16.2,20.8,1.9,2.3,18.9,22.4,,0.0,0.3,0.3,.064,,0.1,0.7,0.7,0.2,2023
Dennis Schröder,PG,29,LAL,16,417,7.9,.512,.379,.272,0.8,6.7,3.9,14.7,1.9,0.6,14.8,14.3,,-0.1,0.4,0.3,.036,,-4.1,0.8,-3.4,-0.1,2023
Landry Shamet,SG,25,PHO,10,184,6.3,.513,.644,.089,1.9,8.7,5.4,7.4,0.5,0.4,7.9,12.1,,0.0,0.0,0.0,.002,,-2.9,-1.4,-4.3,-0.1,2023
Day'Ron Sharpe,C,21,BRK,2,20,19.8,.773,.000,.667,11.7,22.6,17.2,41.1,0.0,4.6,34.0,14.5,,0.1,0.0,0.1,.206,,1.4,5.8,7.2,0.0,2023
Marcus Smart,PG,28,BOS,20,679,15.4,.592,.547,.291,3.6,9.7,6.7,21.3,1.9,0.7,15.2,19.8,,1.0,0.6,1.6,.112,,0.0,0.7,0.8,0.5,2023
Ish Smith,PG,34,DEN,4,12,4.2,.500,.000,.000,0.0,9.4,4.9,10.5,0.0,0.0,0.0,7.5,,0.0,0.0,0.0,.069,,-7.4,0.5,-6.9,0.0,2023
Jaden Springer,SG,20,PHI,4,17,19.1,.922,.000,.500,0.0,0.0,0.0,0.0,3.1,0.0,17.0,16.0,,0.0,0.0,0.1,.154,,0.8,2.7,3.5,0.0,2023
Lamar Stevens,SF,25,CLE,2,9,23.9,.868,.500,1.000,0.0,37.2,19.4,0.0,0.0,0.0,0.0,15.0,,0.0,0.0,0.1,.366,,9.8,4.1,13.8,0.0,2023
Max Strus,SF,26,MIA,23,648,9.8,.538,.714,.132,2.4,12.4,7.3,7.2,0.6,1.1,2.9,14.3,,0.5,0.5,1.0,.077,,-1.4,-0.1,-1.4,0.1,2023
Edmond Sumner,SG,27,BRK,1,4,8.4,,,,0.0,0.0,0.0,35.3,0.0,0.0,,0.0,,0.0,0.0,0.0,.100,,1.3,-1.1,0.2,0.0,2023
Jayson Tatum,SF,24,BOS,20,799,22.6,.585,.406,.339,3.8,25.6,15.0,21.4,1.3,2.3,10.8,29.4,,1.7,1.1,2.8,.168,,4.0,1.3,5.3,1.5,2023
Cam Thomas,SG,21,BRK,2,16,1.9,.429,.286,.000,0.0,7.1,3.6,12.0,0.0,0.0,12.5,24.6,,-0.1,0.0,-0.1,-0.182,,-9.2,-4.0,-13.2,0.0,2023
Klay Thompson,SF,32,GSW,13,468,9.3,.525,.621,.110,0.2,11.9,6.0,9.0,0.7,0.7,10.2,22.5,,-0.2,0.4,0.2,.016,,-1.3,-1.3,-2.6,-0.1,2023
Tristan Thompson,C,31,LAL,6,32,10.3,.417,.000,.455,14.1,18.8,16.6,9.0,0.0,0.0,7.0,19.5,,0.0,0.0,0.0,.003,,-3.8,-3.0,-6.8,0.0,2023
Xavier Tillman Sr.,C,24,MEM,6,183,14.2,.551,.089,.111,8.8,18.5,13.3,15.9,1.1,1.9,7.8,11.7,,0.3,0.2,0.5,.138,,0.1,3.1,3.2,0.2,2023
Obi Toppin,PF,24,NYK,11,175,14.6,.533,.614,.071,6.5,18.8,12.7,7.1,2.4,1.7,10.0,20.4,,0.1,0.3,0.4,.115,,1.6,1.6,3.2,0.2,2023
Karl-Anthony Towns,PF,27,MIN,5,180,12.2,.553,.343,.400,3.8,29.9,16.5,9.4,0.9,2.0,17.9,25.8,,-0.2,0.1,-0.1,-0.020,,-3.1,-0.7,-3.8,-0.1,2023
P.J. Tucker,PF,37,PHI,11,294,9.5,.516,.784,.059,7.0,13.0,9.9,7.8,2.3,1.1,8.7,9.0,,0.2,0.3,0.6,.092,,-1.1,2.1,1.0,0.2,2023
Jarred Vanderbilt,PF,23,LAL,15,247,10.3,.501,.483,.333,8.7,11.8,10.3,6.5,2.2,4.4,15.9,14.5,,-0.1,0.4,0.3,.061,,-3.1,1.9,-1.2,0.0,2023
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Gabe Vincent,PG,26,MIA,22,672,10.5,.535,.549,.138,1.3,4.0,2.6,17.1,1.4,0.6,10.6,19.5,,0.3,0.5,0.7,.051,,-1.9,0.4,-1.5,0.1,2023
Dean Wade,PF,26,CLE,2,11,7.8,.532,1.000,2.000,0.0,30.4,15.8,0.0,0.0,0.0,0.0,8.0,,0.0,0.0,0.0,.129,,-3.2,1.6,-1.6,0.0,2023
Ish Wainright,SF,28,PHO,6,21,1.2,.375,1.000,.000,0.0,5.4,2.8,0.0,0.0,3.9,0.0,8.4,,0.0,0.0,0.0,-0.054,,-4.6,-1.0,-5.6,0.0,2023
Lonnie Walker IV,SG,24,LAL,13,179,13.1,.613,.567,.200,0.6,6.2,3.6,8.9,1.9,0.5,5.8,17.0,,0.2,0.2,0.4,.110,,-0.2,1.2,1.0,0.1,2023
T.J. Warren,SF,29,PHO,6,81,4.6,.385,.368,.211,2.9,7.1,5.0,4.5,0.6,3.1,4.6,11.8,,-0.1,0.0,-0.1,-0.044,,-3.9,-0.6,-4.5,-0.1,2023
Yuta Watanabe,SF,28,BRK,1,5,0.8,.521,1.000,1.000,0.0,22.6,11.5,0.0,0.0,0.0,25.8,38.2,,0.0,0.0,0.0,-0.417,,-6.3,-8.9,-15.1,0.0,2023
Peyton Watson,SG,20,DEN,5,14,10.6,.500,.400,.000,8.6,24.0,16.6,9.7,0.0,6.2,16.7,19.3,,0.0,0.0,0.0,.046,,-3.5,1.3,-2.1,0.0,2023
Russell Westbrook,PG,34,LAC,5,192,17.6,.509,.267,.238,5.1,18.7,11.5,30.8,1.5,2.8,14.7,29.8,,0.1,0.0,0.1,.021,,2.2,-0.1,2.1,0.2,2023
Derrick White,SG,28,BOS,20,593,16.2,.671,.598,.185,2.6,8.6,5.7,10.3,1.0,3.0,8.3,16.5,,1.4,0.5,1.9,.151,,2.2,0.8,3.0,0.8,2023
Andrew Wiggins,SF,27,GSW,13,442,13.3,.538,.354,.260,5.5,11.6,8.5,8.2,1.2,2.9,7.8,20.4,,0.3,0.5,0.8,.085,,-1.3,0.4,-0.9,0.1,2023
Grant Williams,PF,24,BOS,15,265,12.0,.662,.755,.189,4.9,9.2,7.1,9.0,1.0,2.0,6.5,10.5,,0.6,0.2,0.8,.137,,0.1,1.0,1.1,0.2,2023
Robert Williams,C,25,BOS,20,417,19.6,.786,.012,.329,10.2,22.2,16.3,6.6,1.1,5.3,14.1,12.3,,1.2,0.6,1.8,.208,,0.6,2.7,3.4,0.6,2023
Ziaire Williams,SF,21,MEM,4,12,-2.4,.357,.429,.000,0.0,18.2,8.5,27.0,0.0,0.0,22.2,31.4,,-0.1,0.0,-0.1,-0.275,,-6.3,-1.9,-8.2,0.0,2023
Trae Young,PG,24,ATL,6,230,21.1,.521,.362,.289,2.2,8.8,5.2,40.4,2.1,1.6,12.5,34.3,,0.3,0.0,0.3,.066,,4.7,-1.1,3.6,0.3,2023
Omer Yurtseven,C,24,MIA,8,16,5.5,.286,.286,.000,21.0,14.5,17.9,8.9,0.0,6.3,12.5,22.5,,-0.1,0.0,0.0,-0.113,,-8.6,-4.5,-13.1,0.0,2023
Cody Zeller,C,30,MIA,21,174,7.5,.553,.000,.429,7.1,24.7,15.8,5.7,0.6,2.3,23.8,14.1,,-0.1,0.2,0.1,.024,,-6.7,-0.1,-6.8,-0.2,2023
Ivica Zubac,C,25,LAC,5,130,14.1,.621,.000,.533,13.4,30.5,21.4,3.2,1.1,0.6,22.9,15.5,,0.1,0.0,0.1,.041,,-1.2,-1.0,-2.3,0.0,2023
