Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, ,OBPM,DBPM,BPM,VORP,season
Patrick Beverley,PG,33,MIN,6,194,11.5,.562,.531,.449,2.4,8.2,5.4,23.0,1.7,3.1,17.0,15.6,,0.2,0.2,0.3,.076,,-0.5,1.5,1.0,0.1,2022
Khem Birch,C,29,TOR,6,63,8.1,.563,.250,.000,7.1,10.8,8.8,7.2,0.8,1.7,15.8,14.0,,0.0,0.0,0.0,.003,,-5.1,-0.1,-5.2,0.0,2022
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Bismack Biyombo,C,29,PHO,9,86,11.4,.636,.000,.353,11.4,14.8,13.1,8.0,0.6,2.3,23.4,13.7,,0.1,0.0,0.1,.054,,-2.8,0.5,-2.3,0.0,2022
Nemanja Bjelica,C,33,GSW,15,150,11.4,.580,.235,.206,4.6,18.2,11.6,15.3,1.3,1.3,15.9,12.9,,0.2,0.2,0.3,.107,,-2.6,1.1,-1.5,0.0,2022
Bogdan Bogdanović,SG,29,ATL,4,107,15.6,.534,.531,.204,4.4,17.3,10.7,21.2,0.5,1.0,7.0,24.7,,0.2,0.0,0.2,.090,,1.6,-0.5,1.1,0.1,2022
Bojan Bogdanović,PF,32,UTA,6,214,13.1,.590,.407,.296,1.6,11.9,6.8,8.5,0.5,0.0,11.6,22.7,,0.2,0.0,0.3,.057,,0.2,-0.7,-0.5,0.1,2022
Isaac Bonga,SF,22,TOR,1,3,30.3,1.136,,,0.0,45.4,20.5,0.0,0.0,0.0,0.0,13.6,,0.0,0.0,0.0,.551,,-0.1,4.4,4.3,0.0,2022
Devin Booker,SG,25,PHO,10,366,18.0,.587,.371,.303,3.3,12.0,7.8,18.7,0.7,1.1,13.9,28.9,,0.5,0.0,0.6,.072,,3.3,-1.3,2.0,0.4,2022
Chris Boucher,SF,29,TOR,6,130,24.5,.722,.357,.238,10.4,24.1,16.6,1.3,0.4,5.9,4.1,17.3,,0.5,0.0,0.6,.209,,4.8,0.4,5.3,0.2,2022
Tony Bradley,C,24,CHI,2,8,58.6,1.000,.000,.000,0.0,54.5,25.1,93.8,0.0,0.0,0.0,27.4,,0.1,0.0,0.1,.513,,25.5,10.6,36.1,0.1,2022
Mikal Bridges,SF,25,PHO,13,500,13.8,.572,.239,.217,2.9,11.3,7.3,10.2,1.4,2.5,6.8,14.9,,0.8,0.2,0.9,.091,,0.4,1.0,1.4,0.4,2022
Armoni Brooks,PG,23,TOR,4,8,-18.9,.000,1.000,.000,0.0,34.1,15.4,0.0,0.0,0.0,0.0,23.2,,-0.1,0.0,-0.1,-0.577,,-20.8,-9.5,-30.3,-0.1,2022
Dillon Brooks,SF,26,MEM,11,335,6.9,.440,.419,.145,2.4,7.3,4.7,13.8,1.5,0.9,10.7,25.1,,-0.6,0.3,-0.3,-0.036,,-3.3,-1.3,-4.6,-0.2,2022
Bruce Brown,SF,25,BRK,4,139,15.4,.676,.378,.270,5.6,12.3,8.9,11.9,1.8,2.1,17.9,16.6,,0.3,0.0,0.2,.078,,2.1,0.3,2.4,0.2,2022
Jaylen Brown,SF,25,BOS,24,920,17.2,.581,.384,.313,4.2,15.7,10.2,16.8,1.5,1.0,13.4,26.9,,0.9,1.3,2.2,.115,,1.8,0.8,2.6,1.1,2022
Sterling Brown,SG,26,DAL,9,26,20.3,.420,.400,.700,4.5,32.2,18.1,18.0,8.0,7.0,18.7,29.3,,-0.1,0.1,0.0,.001,,-0.9,7.9,7.0,0.1,2022
Troy Brown Jr.,SF,22,CHI,3,37,3.6,.353,.647,.000,2.5,20.6,10.8,13.0,2.6,0.0,15.0,23.7,,-0.2,0.1,-0.1,-0.157,,-6.2,-0.8,-7.0,0.0,2022
Jalen Brunson,SG,25,DAL,18,629,20.1,.553,.241,.289,2.8,12.9,7.8,20.0,1.2,0.1,5.1,27.8,,1.3,0.3,1.6,.123,,2.0,-0.5,1.5,0.6,2022
Reggie Bullock,SF,30,DAL,18,707,10.1,.598,.868,.119,1.3,12.5,6.8,6.3,1.6,0.1,4.8,11.2,,0.8,0.4,1.2,.081,,-0.5,0.9,0.4,0.4,2022
Trey Burke,PG,29,DAL,10,37,29.6,.649,.455,.273,0.0,9.7,4.8,23.6,1.4,0.0,3.9,32.8,,0.2,0.0,0.2,.246,,7.3,1.8,9.0,0.1,2022
Jared Butler,SG,21,UTA,1,5,-15.2,.000,.000,.000,0.0,23.1,11.6,0.0,0.0,0.0,0.0,18.7,,0.0,0.0,0.0,-0.445,,-13.3,-5.4,-18.6,0.0,2022
Jimmy Butler,SF,32,MIA,17,629,29.9,.604,.207,.402,7.4,16.3,11.7,23.5,2.8,1.9,6.1,29.1,,2.7,1.1,3.8,.291,,8.3,3.5,11.8,2.2,2022
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Facundo Campazzo,PG,30,DEN,4,13,-10.5,.000,1.000,.000,0.0,29.5,14.3,18.7,0.0,0.0,50.0,13.4,,-0.1,0.0,-0.1,-0.323,,-15.7,-3.6,-19.4,-0.1,2022
Vlatko Čančar,PF,24,DEN,2,9,13.1,.833,.667,.000,0.0,28.4,13.7,18.6,0.0,0.0,40.0,24.2,,0.0,0.0,0.0,-0.100,,1.9,-1.3,0.6,0.0,2022
Clint Capela,C,27,ATL,2,40,7.8,.333,.000,.000,11.9,33.8,22.7,0.0,1.3,2.5,14.3,8.1,,0.0,0.0,0.0,.021,,-2.2,-1.0,-3.1,0.0,2022
Jevon Carter,PG,26,MIL,11,126,8.6,.578,.368,.105,2.5,10.2,6.5,10.9,3.1,0.0,23.2,8.9,,0.0,0.3,0.3,.109,,-4.2,3.0,-1.2,0.0,2022
Alex Caruso,SG,27,CHI,4,113,12.4,.543,.783,.000,1.6,8.7,4.9,22.2,2.1,3.5,4.2,9.3,,0.1,0.2,0.3,.128,,-0.6,3.9,3.3,0.2,2022
Marquese Chriss,PF,24,DAL,8,30,19.0,.658,.250,.750,15.5,19.9,17.7,0.0,0.0,0.0,8.6,18.4,,0.1,0.0,0.1,.198,,1.3,-2.4,-1.1,0.0,2022
Brandon Clarke,PF,25,MEM,12,296,22.4,.645,.011,.593,12.5,17.3,14.8,12.7,1.4,3.3,9.5,17.5,,1.0,0.4,1.4,.226,,3.5,1.4,4.8,0.5,2022
Jordan Clarkson,SG,29,UTA,6,170,19.8,.649,.329,.247,3.4,9.5,6.5,9.5,0.9,0.7,11.0,25.0,,0.4,0.1,0.5,.133,,3.6,0.7,4.3,0.3,2022
Nic Claxton,C,22,BRK,4,98,24.1,.624,.000,.917,9.3,24.2,16.7,9.8,2.6,8.9,5.6,16.7,,0.2,0.1,0.3,.143,,4.4,2.3,6.6,0.2,2022
John Collins,PF,24,ATL,5,122,10.7,.541,.282,.256,1.9,21.2,11.4,8.8,0.8,0.8,10.3,18.3,,0.0,0.1,0.1,.034,,-0.8,0.0,-0.9,0.0,2022
Mike Conley,PG,34,UTA,6,174,8.2,.432,.439,.263,1.3,11.3,6.4,26.9,1.5,1.4,17.0,20.6,,-0.2,0.1,-0.1,-0.037,,-3.3,-0.6,-3.9,-0.1,2022
Pat Connaughton,SF,29,MIL,12,318,12.2,.632,.727,.057,1.0,14.9,8.2,5.2,0.8,1.3,7.2,13.2,,0.4,0.6,1.0,.144,,1.0,1.2,2.2,0.3,2022
DeMarcus Cousins,C,31,DEN,5,57,32.9,.744,.207,.517,6.3,31.4,18.4,21.6,2.6,1.8,16.4,32.5,,0.2,0.0,0.3,.216,,8.2,3.5,11.8,0.2,2022
Torrey Craig,SF,31,PHO,9,69,10.7,.437,.455,.091,8.9,16.7,12.9,9.8,3.0,2.8,14.9,17.9,,-0.1,0.1,0.0,.000,,-1.2,1.4,0.3,0.0,2022
Jae Crowder,PF,31,PHO,13,383,9.8,.524,.600,.248,2.6,16.0,9.5,10.8,1.8,1.8,14.0,16.3,,0.0,0.2,0.2,.029,,-2.2,1.4,-0.9,0.1,2022
Jarrett Culver,SG,22,MEM,3,22,3.6,.322,.200,.200,9.1,25.4,16.8,6.6,4.3,0.0,15.5,24.0,,-0.1,0.0,-0.1,-0.111,,-12.4,0.8,-11.5,-0.1,2022
Seth Curry,SG,31,BRK,4,132,16.4,.719,.590,.077,2.0,8.0,4.9,14.0,0.4,2.2,6.9,15.1,,0.4,-0.1,0.3,.120,,4.0,-1.0,3.0,0.2,2022
Stephen Curry,PG,33,GSW,22,764,24.4,.606,.520,.293,1.7,14.9,8.4,28.3,1.9,1.1,10.3,31.8,,2.4,0.9,3.2,.203,,6.7,1.1,7.7,1.9,2022
Dewayne Dedmon,C,32,MIA,14,138,11.2,.527,.222,.267,12.4,23.9,17.9,5.7,0.4,2.4,12.2,18.5,,0.1,0.2,0.3,.104,,-5.8,-0.4,-6.2,-0.1,2022
DeMar DeRozan,PF,32,CHI,5,203,13.4,.481,.095,.316,0.5,14.0,6.7,20.9,2.1,1.0,9.2,25.7,,-0.2,0.3,0.1,.019,,-1.3,0.5,-0.8,0.1,2022
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Gorgui Dieng,C,32,ATL,2,10,15.4,.615,.500,.500,11.9,24.6,18.1,0.0,0.0,0.0,0.0,11.2,,0.0,0.0,0.0,.149,,1.9,-3.2,-1.3,0.0,2022
Spencer Dinwiddie,PG,28,DAL,18,501,16.6,.576,.500,.349,1.9,8.6,5.2,21.8,1.6,1.1,11.6,23.7,,0.8,0.2,1.1,.101,,1.8,-0.5,1.3,0.4,2022
Luka Dončić,PG,22,DAL,15,552,28.6,.577,.420,.384,2.1,29.7,15.7,37.3,2.5,1.5,12.5,40.4,,1.1,0.8,1.9,.164,,6.8,2.5,9.3,1.6,2022
Ayo Dosunmu,SG,22,CHI,5,86,6.0,.378,.500,.038,4.3,11.4,7.6,19.2,0.6,0.0,10.2,15.0,,-0.1,0.1,-0.1,-0.029,,-3.9,-1.4,-5.3,-0.1,2022
Goran Dragić,PG,35,BRK,4,79,19.3,.639,.375,.063,9.9,20.0,14.9,12.9,1.9,0.0,13.2,22.0,,0.2,0.0,0.2,.106,,1.1,-0.1,1.1,0.1,2022
Andre Drummond,C,28,BRK,4,60,10.0,.568,.000,.455,6.5,19.7,13.1,7.0,4.3,4.8,31.3,14.7,,-0.1,0.1,0.0,-0.012,,-4.9,1.7,-3.2,0.0,2022
Kevin Durant,PF,33,BRK,4,176,13.6,.526,.253,.458,1.5,15.7,8.5,22.3,1.2,0.5,17.4,31.5,,0.0,-0.1,-0.1,-0.026,,0.4,-3.3,-2.9,0.0,2022
Anthony Edwards,SG,20,MIN,6,227,17.8,.604,.518,.309,2.1,9.8,6.1,14.8,1.4,2.6,10.7,26.4,,0.3,0.2,0.5,.102,,3.2,0.2,3.5,0.3,2022
Kessler Edwards,SF,21,BRK,2,7,-2.2,,,,0.0,0.0,0.0,17.5,7.3,0.0,100.0,6.6,,0.0,0.0,0.0,-0.104,,-10.8,6.4,-4.4,0.0,2022
Joel Embiid,C,27,PHI,10,385,19.1,.590,.205,.553,7.0,26.2,17.0,9.9,0.5,1.9,13.8,28.4,,0.5,0.4,0.9,.117,,1.1,-1.0,0.1,0.2,2022
Dorian Finney-Smith,PF,28,DAL,18,688,12.6,.630,.688,.153,5.4,11.6,8.5,7.8,1.3,0.9,9.7,12.8,,1.2,0.3,1.5,.106,,0.5,0.5,1.0,0.5,2022
Malik Fitts,PF,24,BOS,9,16,20.2,1.000,.500,.000,0.0,13.6,7.0,0.0,0.0,0.0,0.0,11.3,,0.1,0.0,0.1,.201,,6.9,1.5,8.3,0.0,2022
Malachi Flynn,PG,23,TOR,6,36,-5.7,.000,.429,.000,6.2,3.8,5.1,10.6,1.5,0.0,12.5,10.3,,-0.1,0.0,-0.2,-0.219,,-11.5,-2.9,-14.4,-0.1,2022
Bryn Forbes,SG,28,DEN,5,76,7.8,.581,.733,.333,1.6,3.4,2.4,12.4,0.7,0.0,10.4,11.0,,0.1,-0.1,0.0,.028,,-0.8,-1.9,-2.8,0.0,2022
Danilo Gallinari,PF,33,ATL,5,112,10.8,.512,.333,.244,2.1,20.9,11.3,6.4,0.5,0.0,9.1,22.5,,0.0,0.0,0.0,.011,,-0.6,-1.3,-1.8,0.0,2022
Rudy Gobert,C,29,UTA,6,197,19.4,.688,.000,1.333,12.5,34.1,23.3,2.4,0.3,3.8,13.3,14.3,,0.6,0.2,0.7,.182,,2.2,0.1,2.3,0.2,2022
Aaron Gordon,PF,26,DEN,5,160,15.7,.520,.278,.519,13.5,14.4,13.9,12.0,0.6,3.9,10.8,20.2,,0.3,0.0,0.2,.063,,0.9,-2.2,-1.3,0.0,2022
Devonte' Graham,PG,26,NOP,6,60,11.5,.558,.778,.444,3.7,14.7,8.9,9.4,0.9,1.4,15.7,18.3,,0.1,0.0,0.1,.049,,-0.2,-1.0,-1.1,0.0,2022
Danny Green,SF,34,PHI,12,319,9.9,.576,.854,.011,3.6,10.3,7.1,4.9,2.0,1.2,12.7,15.1,,0.0,0.3,0.3,.049,,0.4,0.9,1.3,0.3,2022
Draymond Green,PF,31,GSW,22,703,12.3,.534,.271,.326,4.3,20.6,12.7,25.7,1.8,3.2,26.4,14.0,,0.4,1.0,1.4,.094,,-2.0,2.9,0.9,0.5,2022
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
JaMychal Green,PF,31,DEN,5,69,6.7,.524,.313,.438,5.2,16.7,10.8,3.9,0.0,1.5,9.5,13.3,,0.1,0.0,0.0,.012,,-4.4,-2.7,-7.1,-0.1,2022
Javonte Green,SF,28,CHI,5,72,4.1,.196,.353,.118,10.3,10.6,10.4,3.9,6.0,0.0,18.3,13.3,,-0.3,0.2,-0.1,-0.075,,-7.8,1.5,-6.3,-0.1,2022
Jeff Green,PF,35,DEN,5,113,7.6,.495,.471,.294,7.4,12.4,9.9,2.3,1.3,1.9,9.4,8.2,,0.1,0.0,0.0,.012,,-1.4,-1.9,-3.3,0.0,2022
Josh Green,SG,21,DAL,16,121,4.0,.365,.786,.286,1.0,10.9,5.8,8.4,2.1,0.0,0.0,12.3,,-0.1,0.1,-0.1,-0.021,,-5.3,0.3,-5.0,-0.1,2022
Blake Griffin,C,32,BRK,2,25,15.5,.508,.714,.286,10.4,10.5,10.4,21.7,2.0,3.9,11.3,16.3,,0.1,0.0,0.1,.099,,2.9,1.0,3.9,0.0,2022
James Harden,PG,32,PHI,12,479,16.8,.584,.481,.475,3.0,13.9,8.7,34.8,1.0,1.5,20.7,23.7,,0.7,0.4,1.1,.112,,2.5,-0.6,1.9,0.5,2022
Tobias Harris,PF,29,PHI,12,466,16.2,.591,.352,.136,2.8,20.4,12.0,13.0,1.5,2.0,9.5,19.1,,0.7,0.5,1.2,.122,,1.6,1.4,3.0,0.6,2022
Sam Hauser,SF,24,BOS,7,15,11.4,.512,.750,.500,0.0,7.3,3.8,19.1,0.0,0.0,0.0,14.6,,0.0,0.0,0.0,.135,,1.5,0.4,1.9,0.0,2022
Jaxson Hayes,C,21,NOP,6,83,11.9,.586,.120,.440,5.3,16.7,10.7,1.9,0.0,2.1,11.8,17.5,,0.1,0.0,0.1,.044,,-3.0,-1.9,-4.9,-0.1,2022
Juancho Hernangómez,PF,26,UTA,6,56,7.3,.389,.667,.000,4.2,20.7,12.5,14.0,1.9,0.0,10.0,16.7,,-0.1,0.0,0.0,-0.026,,-0.5,0.9,0.4,0.0,2022
Willy Hernangómez,C,27,NOP,1,2,13.0,.250,.250,.000,100.0,0.0,59.0,0.0,0.0,0.0,0.0,86.1,,0.0,0.0,0.0,-0.383,,-13.3,-34.4,-47.7,0.0,2022
Tyler Herro,SG,22,MIA,15,381,12.6,.490,.387,.149,2.1,16.3,9.0,18.5,1.2,1.7,12.3,25.7,,-0.3,0.5,0.2,.030,,-0.5,-0.5,-1.0,0.1,2022
Haywood Highsmith,SF,25,MIA,8,31,8.3,.643,.714,.000,7.3,11.8,9.5,13.9,0.0,0.0,30.0,14.4,,0.0,0.0,0.0,.044,,-0.2,0.6,0.4,0.0,2022
George Hill,PG,35,MIL,5,76,0.5,.425,.400,.400,1.4,6.5,4.0,5.0,0.0,0.0,14.5,3.9,,0.0,0.1,0.1,.056,,-7.3,-0.7,-8.0,-0.1,2022
Aaron Holiday,PG,25,PHO,6,20,63.8,.727,.500,.071,18.4,0.0,8.9,98.4,7.7,4.9,0.0,33.2,,0.3,0.0,0.3,.819,,35.3,14.2,49.5,0.3,2022
Jrue Holiday,PG,31,MIL,12,463,13.8,.461,.336,.132,2.8,11.8,7.4,27.6,2.2,1.5,12.0,26.4,,-0.4,1.0,0.6,.058,,0.9,0.7,1.6,0.4,2022
Al Horford,C,35,BOS,23,815,16.6,.663,.508,.187,5.0,23.9,14.8,14.6,1.2,3.5,12.2,13.1,,1.7,1.5,3.2,.187,,2.2,3.8,6.0,1.7,2022
Danuel House Jr.,SF,28,UTA,6,112,5.2,.509,.455,.364,2.1,15.5,8.8,5.5,0.0,1.1,19.0,13.2,,-0.1,0.0,-0.1,-0.027,,-2.7,-0.7,-3.4,0.0,2022
Kevin Huerter,SF,23,ATL,5,154,7.7,.472,.660,.085,0.8,11.2,5.9,20.3,2.0,2.0,18.4,17.9,,-0.2,0.1,-0.1,-0.017,,-1.9,1.1,-0.8,0.0,2022
De'Andre Hunter,SF,24,ATL,5,175,16.8,.673,.371,.286,1.4,12.0,6.6,3.5,1.2,0.6,12.2,23.6,,0.3,0.1,0.4,.108,,2.1,0.8,2.9,0.2,2022
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Bones Hyland,SG,21,DEN,5,87,13.6,.546,.639,.389,1.4,13.2,7.1,27.4,0.6,0.0,12.5,24.1,,0.2,-0.1,0.1,.058,,0.9,-2.1,-1.1,0.0,2022
Serge Ibaka,C,32,MIL,6,22,-3.9,.267,.188,.125,9.7,36.0,23.3,0.0,0.0,0.0,10.6,37.2,,-0.2,0.0,-0.2,-0.355,,-13.3,-7.7,-21.1,-0.1,2022
Andre Iguodala,SF,38,GSW,7,61,8.0,.533,.333,.333,5.7,7.2,6.4,24.7,0.0,3.3,27.9,10.3,,0.1,0.0,0.1,.077,,-2.7,0.5,-2.2,0.0,2022
Brandon Ingram,SF,24,NOP,6,236,21.3,.584,.229,.398,1.9,17.7,9.3,27.3,0.9,0.7,14.2,29.5,,0.6,0.0,0.6,.120,,4.5,-0.5,3.9,0.4,2022
Kyrie Irving,PG,29,BRK,4,170,19.2,.588,.333,.333,4.6,11.6,8.1,18.9,2.1,2.8,11.1,21.9,,0.4,0.0,0.4,.115,,3.4,-0.7,2.8,0.2,2022
Jaren Jackson Jr.,PF,22,MEM,12,332,15.9,.516,.462,.340,7.8,18.5,12.9,5.1,1.3,8.9,8.7,24.2,,0.2,0.6,0.8,.111,,-0.4,1.2,0.7,0.2,2022
Isaiah Joe,SG,22,PHI,7,15,-4.6,.500,.600,.000,0.0,15.6,8.2,0.0,0.0,0.0,37.5,25.1,,-0.1,0.0,-0.1,-0.289,,-10.4,-4.6,-15.0,0.0,2022
Cameron Johnson,PF,25,PHO,13,320,13.8,.619,.596,.323,3.4,13.3,8.5,8.8,0.8,0.3,9.6,18.0,,0.6,0.0,0.6,.094,,0.9,-0.5,0.4,0.2,2022
Jalen Johnson,PF,20,ATL,2,9,-20.1,.000,.333,.000,0.0,0.0,0.0,0.0,0.0,0.0,25.0,20.5,,-0.1,0.0,-0.1,-0.545,,-17.0,-8.3,-25.2,-0.1,2022
Nikola Jokić,C,26,DEN,5,171,33.1,.643,.170,.311,11.9,36.6,23.9,36.5,2.3,3.1,16.6,36.8,,0.6,0.1,0.7,.202,,8.1,2.5,10.7,0.6,2022
Derrick Jones Jr.,PF,24,CHI,5,59,6.0,.519,.647,.176,4.7,7.4,5.9,5.3,0.8,0.0,14.1,15.8,,0.0,0.0,0.0,.002,,-4.7,-1.1,-5.8,-0.1,2022
Herbert Jones,PF,23,NOP,6,226,11.6,.596,.273,.500,3.9,6.7,5.2,6.8,2.5,1.9,13.0,11.7,,0.3,0.1,0.4,.077,,-1.1,1.5,0.4,0.1,2022
Tyus Jones,PG,25,MEM,12,262,16.2,.521,.455,.152,1.5,14.9,7.8,30.3,2.5,0.7,11.0,18.5,,0.4,0.4,0.7,.134,,1.1,1.9,3.0,0.3,2022
DeAndre Jordan,C,33,PHI,3,31,15.7,1.000,.000,.000,4.1,22.7,13.8,5.5,0.0,6.0,28.6,10.6,,0.1,0.0,0.1,.136,,-1.3,2.3,1.0,0.0,2022
Maxi Kleber,PF,30,DAL,18,457,14.0,.681,.736,.198,3.8,17.5,10.6,6.9,0.5,3.0,8.7,13.1,,1.0,0.3,1.2,.131,,0.9,1.3,2.2,0.5,2022
Kevin Knox,SF,22,ATL,2,9,86.7,.926,.909,.182,0.0,27.4,13.4,0.0,11.2,0.0,20.2,76.1,,0.2,0.0,0.2,1.240,,47.5,15.1,62.6,0.2,2022
John Konchar,SG,25,MEM,8,56,9.5,.379,.545,.182,5.3,31.9,17.9,11.5,2.5,1.7,7.8,9.4,,0.0,0.1,0.1,.100,,-4.1,2.8,-1.3,0.0,2022
Furkan Korkmaz,SG,24,PHI,9,61,14.8,.586,.435,.087,2.1,21.1,12.1,11.5,0.9,1.5,7.7,19.9,,0.1,0.1,0.1,.107,,1.1,1.5,2.6,0.1,2022
Luke Kornet,C,26,BOS,9,19,15.9,.875,.250,.000,6.1,22.9,14.8,8.7,0.0,0.0,20.0,11.8,,0.0,0.0,0.1,.163,,1.9,1.9,3.8,0.0,2022
Jonathan Kuminga,SF,19,GSW,16,138,16.1,.581,.217,.433,3.3,18.2,11.0,9.0,1.1,1.5,13.3,26.2,,0.1,0.1,0.2,.080,,-1.3,-0.7,-2.0,0.0,2022
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Zach LaVine,SG,26,CHI,4,153,13.8,.553,.381,.238,0.0,15.0,6.9,27.0,0.9,0.6,14.7,23.4,,0.0,0.2,0.1,.045,,1.3,0.6,1.8,0.1,2022
Damion Lee,SG,29,GSW,16,124,5.8,.453,.471,.088,4.7,18.5,11.8,7.5,0.4,0.0,14.5,14.6,,-0.1,0.1,0.0,-0.005,,-4.1,-1.1,-5.2,-0.1,2022
Kevon Looney,C,25,GSW,22,448,18.3,.662,.000,.205,16.2,25.6,21.0,14.6,1.0,2.2,16.5,11.3,,1.3,0.6,1.9,.205,,1.1,2.0,3.1,0.6,2022
Brook Lopez,C,33,MIL,12,332,15.0,.566,.275,.225,8.6,13.1,11.0,3.7,0.9,5.5,8.9,16.1,,0.4,0.7,1.1,.159,,-0.4,1.4,1.0,0.2,2022
Kyle Lowry,PG,35,MIA,10,295,7.8,.413,.628,.221,1.2,13.7,7.2,22.5,2.1,2.6,16.8,17.1,,-0.4,0.5,0.1,.018,,-3.4,0.7,-2.7,0.0,2022
Timothé Luwawu-Cabarrot,SF,26,ATL,4,22,3.9,.625,.750,.000,0.0,16.8,8.2,14.5,0.0,0.0,20.0,10.5,,0.0,0.0,0.0,.037,,-5.5,1.0,-4.5,0.0,2022
Boban Marjanović,C,33,DAL,3,6,5.4,.410,.000,.500,0.0,59.8,29.4,0.0,8.6,0.0,29.1,54.3,,-0.1,0.0,-0.1,-0.456,,-15.9,-0.4,-16.3,0.0,2022
Naji Marshall,SF,24,NOP,6,56,15.0,.765,.000,.400,5.9,6.8,6.3,13.0,0.9,1.5,20.3,11.3,,0.1,0.0,0.1,.113,,1.4,1.6,3.0,0.1,2022
Caleb Martin,SF,26,MIA,17,209,9.3,.460,.413,.075,6.5,14.6,10.4,3.7,2.4,1.0,10.8,19.7,,-0.3,0.3,0.1,.016,,-2.4,0.1,-2.3,0.0,2022
