Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, ,OBPM,DBPM,BPM,VORP,season
OG Anunoby,SF,20,TOR,10,238,12.7,.695,.558,.212,4.5,6.3,5.4,4.3,1.3,1.3,9.5,12.0,,0.5,0.0,0.5,.094,,0.7,0.5,1.2,0.2,2018
Trevor Ariza,SF,32,HOU,17,582,7.6,.488,.655,.223,1.7,10.8,6.2,5.5,1.6,0.3,6.1,12.5,,0.1,0.5,0.6,.049,,-2.5,0.5,-2.1,0.0,2018
Luke Babbitt,SF,28,MIA,2,3,-13.5,.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.4,,0.0,0.0,0.0,-0.392,,-12.5,-9.0,-21.5,0.0,2018
Wade Baldwin,PG,21,POR,4,19,4.7,.410,.250,.500,0.0,19.1,8.7,19.6,2.6,4.3,38.1,17.7,,-0.1,0.0,-0.1,-0.140,,-4.7,-0.1,-4.8,0.0,2018
Jerryd Bayless,SG,29,PHI,1,2,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,.013,,-4.7,-3.4,-8.1,0.0,2018
Aron Baynes,C,31,BOS,19,389,15.6,.588,.258,.202,13.0,22.0,17.4,7.7,0.5,2.5,7.6,12.4,,0.9,0.5,1.4,.174,,0.0,0.6,0.7,0.3,2018
Bradley Beal,SG,24,WAS,6,216,17.0,.588,.417,.213,1.1,9.9,5.5,13.1,1.6,0.8,11.3,27.2,,0.3,0.1,0.4,.078,,3.1,-0.6,2.5,0.2,2018
Marco Belinelli,SG,31,PHI,10,273,12.8,.539,.434,.292,0.4,7.9,4.1,11.4,1.3,0.0,3.2,19.0,,0.5,0.2,0.7,.129,,0.3,-0.6,-0.3,0.1,2018
Jordan Bell,C,23,GSW,17,173,14.6,.537,.031,.438,10.0,19.3,14.9,11.5,1.7,4.6,13.6,11.4,,0.2,0.3,0.6,.165,,-0.3,2.5,2.2,0.2,2018
Dāvis Bertāns,PF,25,SAS,5,82,4.1,.372,.889,.611,1.3,14.8,7.6,10.7,1.3,0.0,4.2,13.3,,-0.1,0.0,-0.1,-0.029,,-4.6,-1.4,-6.0,-0.1,2018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018
Nemanja Bjelica,PF,29,MIN,5,47,21.6,.603,.438,.438,9.5,24.6,17.3,9.9,3.2,0.0,5.0,19.5,,0.1,0.0,0.2,.195,,5.3,3.4,8.7,0.1,2018
Tarik Black,C,26,HOU,7,19,3.4,.250,.000,.000,11.5,23.6,17.5,14.6,0.0,4.6,20.0,11.8,,0.0,0.0,0.0,-0.015,,-8.1,0.8,-7.3,0.0,2018
Eric Bledsoe,PG,28,MIL,7,225,12.9,.512,.262,.238,1.7,10.9,6.6,18.1,1.6,2.4,13.9,23.3,,-0.1,0.2,0.1,.027,,-0.7,-2.1,-2.8,0.0,2018
Bojan Bogdanović,SF,28,IND,7,238,7.5,.509,.556,.123,0.5,11.3,6.1,8.2,1.3,0.0,13.2,19.5,,-0.2,0.3,0.1,.023,,-2.7,-0.5,-3.2,-0.1,2018
Trevor Booker,PF,30,IND,7,64,13.3,.688,.100,.700,9.9,23.8,17.2,0.0,0.8,1.7,7.1,10.4,,0.2,0.1,0.3,.206,,-2.4,0.8,-1.6,0.0,2018
Tony Bradley,C,20,UTA,1,2,41.9,.500,.000,.000,53.2,0.0,26.9,0.0,0.0,0.0,0.0,44.1,,0.0,0.0,0.0,.223,,13.4,-8.8,4.7,0.0,2018
Corey Brewer,SG,31,OKC,6,151,11.8,.669,.440,.240,2.8,6.2,4.5,4.8,2.3,3.0,6.7,8.6,,0.3,0.2,0.4,.140,,-0.5,2.4,1.8,0.1,2018
Malcolm Brogdon,PG,25,MIL,7,186,7.9,.513,.345,.182,2.1,12.6,7.7,13.6,0.3,0.0,16.8,18.7,,-0.1,0.1,0.0,-0.008,,-2.9,-3.7,-6.6,-0.2,2018
Aaron Brooks,PG,33,MIN,2,3,27.9,.515,.333,.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,,0.0,0.0,0.0,-0.200,,5.5,-5.3,0.2,0.0,2018
Jaylen Brown,SG,21,BOS,18,583,16.0,.563,.421,.188,3.1,14.3,8.6,8.3,1.2,1.5,7.4,24.6,,0.6,0.7,1.3,.105,,0.6,0.6,1.2,0.5,2018
Lorenzo Brown,PG,27,TOR,4,29,7.2,.414,.500,.200,4.1,21.6,12.7,9.9,0.0,2.7,8.4,18.6,,0.0,0.0,0.0,-0.045,,-2.7,-2.2,-4.9,0.0,2018
Sterling Brown,SG,22,MIL,3,13,23.6,.700,.600,.000,9.9,8.6,9.2,0.0,4.0,0.0,0.0,18.7,,0.0,0.0,0.1,.236,,4.8,0.2,5.0,0.0,2018
Alec Burks,SG,26,UTA,9,120,22.3,.581,.313,.234,1.8,20.0,10.8,26.4,1.6,0.7,10.2,28.9,,0.3,0.2,0.4,.169,,4.2,2.8,7.0,0.3,2018
Jimmy Butler,SG,28,MIN,5,170,16.9,.557,.270,.286,2.0,16.7,9.6,18.8,1.2,0.6,6.6,20.4,,0.3,0.0,0.3,.098,,2.3,0.3,2.6,0.2,2018
José Calderón,PG,36,CLE,13,104,6.0,.446,.692,.077,2.2,10.5,6.3,12.8,2.5,0.0,15.7,14.2,,-0.1,0.1,0.0,.005,,-4.8,0.3,-4.4,-0.1,2018
Clint Capela,C,23,HOU,17,520,24.1,.642,.000,.382,12.8,29.4,21.0,7.1,1.4,6.1,8.2,15.8,,1.6,0.9,2.6,.238,,3.6,1.8,5.5,1.0,2018
Ian Clark,SG,26,NOP,9,190,8.1,.517,.424,.061,1.1,4.2,2.7,7.8,2.0,0.8,11.7,17.3,,-0.1,0.2,0.1,.015,,-2.9,0.6,-2.3,0.0,2018
Jordan Clarkson,SG,25,CLE,19,286,3.2,.358,.374,.049,3.7,9.8,6.7,7.2,1.5,1.0,9.4,22.4,,-0.9,0.2,-0.7,-0.116,,-5.3,-3.3,-8.6,-0.5,2018
Zach Collins,C,20,POR,4,70,11.7,.441,.467,.133,4.4,15.5,9.5,12.2,2.1,2.3,5.9,20.6,,0.0,0.0,0.0,.016,,-2.4,1.3,-1.1,0.0,2018
Darren Collison,PG,30,IND,7,214,14.8,.539,.338,.176,0.6,10.9,6.0,23.4,1.7,0.0,10.9,18.1,,0.3,0.3,0.6,.126,,0.5,0.4,0.9,0.2,2018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018
Pat Connaughton,SG,25,POR,4,59,9.0,.504,.667,.133,3.5,4.1,3.8,13.4,0.8,1.4,5.9,12.2,,0.1,0.0,0.1,.051,,-2.0,0.6,-1.4,0.0,2018
Quinn Cook,PG,24,GSW,17,175,13.3,.544,.463,.254,1.3,12.5,7.2,9.2,1.1,1.0,6.3,20.3,,0.2,0.2,0.4,.114,,-1.4,-0.3,-1.7,0.0,2018
Robert Covington,SF,27,PHI,10,281,9.6,.450,.578,.193,4.5,15.8,10.1,12.7,1.9,2.9,10.9,15.1,,0.0,0.4,0.4,.073,,-1.2,1.1,-0.2,0.1,2018
Jamal Crawford,SG,37,MIN,5,123,15.6,.560,.362,.277,0.9,10.3,5.7,15.7,2.1,0.0,8.7,21.4,,0.2,0.0,0.2,.065,,1.6,0.9,2.5,0.1,2018
Jordan Crawford,SG,29,NOP,2,15,34.7,.731,.615,.000,0.0,26.8,13.9,18.5,3.1,0.0,18.8,45.6,,0.0,0.0,0.0,.071,,9.6,2.2,11.8,0.1,2018
Jae Crowder,SF,27,UTA,11,323,8.4,.457,.611,.259,1.3,17.5,9.3,8.7,2.3,0.5,10.4,18.3,,-0.3,0.4,0.1,.020,,-2.3,1.5,-0.7,0.1,2018
Stephen Curry,PG,29,GSW,15,555,22.3,.590,.533,.155,1.9,15.4,9.0,24.0,2.3,1.7,11.7,29.6,,1.1,1.0,2.1,.182,,5.8,1.2,7.1,1.3,2018
Anthony Davis,PF,24,NOP,9,358,25.8,.584,.108,.314,7.2,27.2,17.6,7.0,2.3,4.6,9.0,30.5,,0.7,0.7,1.4,.184,,3.5,1.4,4.8,0.6,2018
Ed Davis,C,28,POR,4,71,6.1,.468,.000,.400,7.2,45.9,24.9,0.0,0.0,1.2,25.4,9.5,,-0.1,0.0,-0.1,-0.035,,-4.6,-1.3,-5.9,-0.1,2018
Matthew Dellavedova,PG,27,MIL,6,78,6.8,.466,.750,.167,1.6,5.7,3.8,27.3,1.3,0.0,31.8,11.8,,0.0,0.0,0.0,.009,,-2.7,-2.4,-5.1,-0.1,2018
DeMar DeRozan,SG,28,TOR,10,354,16.3,.511,.176,.266,2.0,10.6,6.2,20.3,0.7,1.3,9.4,31.5,,0.2,-0.1,0.2,.023,,0.6,-2.5,-1.8,0.0,2018
Cheick Diallo,PF,21,NOP,7,48,4.7,.417,.000,.000,9.0,10.5,9.7,0.0,1.0,1.7,7.7,11.6,,0.0,0.0,0.0,.014,,-6.4,-2.2,-8.5,-0.1,2018
Gorgui Dieng,C,28,MIN,5,70,11.2,.430,.278,.222,4.8,22.6,14.0,8.1,1.4,6.1,4.8,13.5,,0.0,0.1,0.1,.037,,-0.6,1.8,1.1,0.1,2018
Goran Dragić,PG,31,MIA,5,156,14.3,.549,.280,.293,2.0,6.9,4.4,27.4,1.5,0.0,15.0,27.5,,0.0,0.0,0.0,.010,,0.9,-1.8,-0.9,0.0,2018
Kevin Durant,SF,29,GSW,21,807,25.1,.606,.317,.349,1.9,19.4,11.1,20.7,0.9,2.7,9.1,30.6,,2.7,1.3,4.0,.237,,6.7,0.9,7.6,2.0,2018
Wayne Ellington,SG,30,MIA,5,101,8.1,.537,.857,.086,1.0,7.5,4.2,4.6,0.9,1.7,7.6,16.8,,0.0,0.0,0.0,.000,,-0.2,-1.8,-2.0,0.0,2018
Joel Embiid,C,23,PHI,8,278,18.1,.519,.210,.442,8.7,30.4,19.4,14.8,1.2,4.6,15.0,29.3,,0.0,0.5,0.6,.096,,1.4,0.4,1.8,0.3,2018
Dante Exum,PG,22,UTA,10,114,8.0,.551,.171,.293,3.7,9.5,6.6,14.4,0.4,0.8,24.5,23.7,,-0.2,0.1,-0.1,-0.032,,-4.4,-1.8,-6.2,-0.1,2018
Derrick Favors,C,26,UTA,11,286,16.4,.618,.074,.485,7.4,14.1,10.7,7.1,1.4,3.4,10.8,14.3,,0.5,0.4,0.9,.146,,1.0,1.9,2.9,0.4,2018
Raymond Felton,PG,33,OKC,6,79,12.4,.486,.452,.065,2.7,14.5,8.7,18.3,2.5,2.3,13.6,20.4,,0.0,0.1,0.1,.045,,0.6,0.9,1.5,0.1,2018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018
Terrance Ferguson,SG,19,OKC,3,6,29.9,1.500,1.000,.000,17.8,0.0,8.8,27.4,0.0,0.0,0.0,7.3,,0.1,0.0,0.1,.507,,11.9,3.2,15.1,0.0,2018
Bryn Forbes,SG,24,SAS,4,54,5.5,.423,.529,.412,2.0,4.5,3.1,5.9,0.0,0.0,0.0,17.0,,0.0,0.0,0.0,-0.039,,-3.2,-3.3,-6.5,-0.1,2018
Tim Frazier,PG,27,WAS,2,6,15.1,.000,.000,.000,0.0,19.8,9.9,60.5,8.2,0.0,0.0,7.3,,0.0,0.0,0.0,.136,,-4.2,9.6,5.4,0.0,2018
Markelle Fultz,SG,19,PHI,3,23,5.7,.285,.000,.571,0.0,14.2,7.0,28.8,4.3,0.0,10.2,17.8,,0.0,0.0,0.0,-0.003,,-7.6,2.0,-5.6,0.0,2018
Pau Gasol*,C,37,SAS,5,90,15.0,.615,.150,.500,2.3,29.6,15.1,25.5,0.0,1.0,19.7,15.5,,0.1,0.0,0.2,.094,,1.1,2.3,3.4,0.1,2018
Rudy Gay,PF,31,SAS,5,160,11.3,.442,.277,.138,5.9,14.4,9.9,12.3,2.6,0.5,8.0,21.4,,-0.1,0.1,0.0,-0.012,,-1.8,-0.1,-1.9,0.0,2018
Paul George,SF,27,OKC,6,251,14.6,.545,.433,.300,1.7,13.3,7.6,11.0,1.6,1.5,15.0,27.8,,0.0,0.3,0.2,.045,,1.3,-1.0,0.3,0.1,2018
Marcus Georges-Hunt,SG,23,MIN,2,3,0.0,.000,.000,.000,37.4,0.0,18.1,0.0,0.0,0.0,0.0,15.2,,0.0,0.0,0.0,-0.223,,-2.5,-8.4,-10.9,0.0,2018
Taj Gibson,PF,32,MIN,5,123,10.5,.665,.000,.136,6.4,11.1,8.8,2.4,0.4,1.7,14.6,10.1,,0.2,0.0,0.1,.052,,-0.9,-0.5,-1.4,0.0,2018
Manu Ginóbili*,SG,40,SAS,5,107,15.3,.538,.486,.297,1.0,15.9,7.9,25.8,3.4,0.8,14.3,20.9,,0.1,0.1,0.2,.069,,-0.3,3.0,2.8,0.1,2018
Rudy Gobert,C,25,UTA,11,383,19.4,.662,.000,.690,12.0,21.3,16.6,4.5,1.3,5.8,16.1,15.0,,0.8,0.6,1.5,.184,,0.9,2.0,2.9,0.5,2018
Eric Gordon,SG,29,HOU,17,549,12.1,.529,.588,.276,1.8,7.4,4.5,8.2,0.9,1.3,8.8,22.2,,0.3,0.4,0.6,.056,,0.8,-1.3,-0.5,0.2,2018
Marcin Gortat,C,33,WAS,6,160,11.6,.564,.000,.163,9.7,18.6,14.2,5.5,0.0,1.1,11.5,14.3,,0.2,0.0,0.2,.060,,-1.5,-1.2,-2.7,0.0,2018
Jerami Grant,PF,23,OKC,6,133,11.3,.540,.229,.314,6.4,9.4,7.9,7.1,1.5,2.1,13.1,15.1,,0.1,0.1,0.2,.069,,-1.4,-0.2,-1.6,0.0,2018
Danny Green,SG,30,SAS,5,103,2.7,.350,.667,.000,4.1,8.2,6.0,1.5,0.5,3.4,6.3,14.2,,-0.2,0.0,-0.2,-0.092,,-4.3,-2.2,-6.5,-0.1,2018
Draymond Green,PF,27,GSW,21,819,16.2,.529,.411,.255,5.9,23.0,14.9,27.7,2.5,3.3,22.8,15.1,,0.9,1.8,2.8,.162,,1.1,3.9,5.0,1.4,2018
Gerald Green,SG,32,HOU,17,272,10.1,.551,.766,.074,2.4,18.2,10.2,0.6,0.7,2.3,9.3,17.6,,0.0,0.3,0.3,.054,,-0.3,-0.3,-0.6,0.1,2018
Jeff Green,PF,31,CLE,22,523,10.3,.524,.493,.324,1.6,10.7,6.0,9.4,0.7,2.6,9.5,15.9,,0.3,0.3,0.6,.053,,-0.5,-0.7,-1.1,0.1,2018
James Harden,SG,28,HOU,17,621,24.9,.548,.452,.345,2.5,13.6,7.9,35.9,3.1,1.6,12.8,36.7,,1.2,0.9,2.1,.163,,6.3,1.8,8.1,1.6,2018
Maurice Harkless,SF,24,POR,2,53,13.0,.615,.462,.000,5.8,11.4,8.4,10.4,0.0,1.5,7.1,11.3,,0.1,0.0,0.1,.089,,1.0,0.0,0.9,0.0,2018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018
John Henson,C,27,MIL,2,74,15.0,.684,.000,.154,6.9,12.0,9.7,9.9,0.0,8.4,22.4,11.8,,0.1,0.1,0.2,.110,,1.3,1.0,2.3,0.1,2018
Nenê,C,35,HOU,11,107,11.3,.624,.000,.550,6.1,23.1,14.5,7.1,0.9,4.1,24.4,13.8,,0.1,0.1,0.2,.089,,-4.4,1.2,-3.2,0.0,2018
George Hill,PG,31,CLE,19,557,10.5,.567,.389,.405,2.7,6.1,4.4,11.5,0.9,1.3,12.5,14.6,,0.6,0.2,0.8,.072,,-1.4,-0.6,-2.0,0.0,2018
Solomon Hill,SF,26,NOP,9,114,7.2,.561,.640,.400,5.7,9.7,7.8,7.5,0.4,0.7,16.9,13.3,,0.1,0.1,0.1,.056,,-2.8,-0.1,-2.9,0.0,2018
Jrue Holiday,SG,27,NOP,9,348,19.7,.581,.294,.176,2.8,12.1,7.6,25.6,1.3,1.1,11.2,25.3,,0.6,0.3,1.0,.132,,2.6,0.6,3.2,0.5,2018
Richaun Holmes,C,24,PHI,3,11,-4.1,.000,.000,.000,0.0,9.9,4.9,11.4,0.0,0.0,0.0,3.8,,0.0,0.0,0.0,-0.020,,-10.2,-1.2,-11.3,0.0,2018
Rodney Hood,SG,25,CLE,17,260,8.4,.468,.261,.130,3.1,11.2,7.1,11.3,1.0,1.4,11.8,19.6,,-0.2,0.1,0.0,-0.007,,-3.2,-0.6,-3.8,-0.1,2018
Al Horford,C,31,BOS,19,679,20.1,.631,.211,.368,5.3,21.6,13.3,15.8,1.4,2.9,11.9,18.3,,1.7,1.0,2.7,.192,,2.1,2.3,4.4,1.1,2018
Josh Huestis,PF,26,OKC,4,19,8.0,.521,.000,1.000,0.0,16.5,8.3,0.0,2.6,4.8,0.0,6.6,,0.0,0.0,0.0,.098,,-4.9,3.7,-1.2,0.0,2018
Serge Ibaka,PF,28,TOR,10,260,10.9,.533,.333,.306,6.0,22.1,13.9,6.2,0.2,3.9,16.4,17.1,,0.0,0.0,0.1,.014,,-1.7,-0.4,-2.2,0.0,2018
Andre Iguodala,SF,34,GSW,15,401,14.7,.610,.435,.400,3.2,14.8,9.3,13.6,2.6,1.5,12.3,12.7,,0.7,0.7,1.4,.171,,0.0,2.8,2.9,0.5,2018
Ersan İlyasova,PF,30,PHI,10,233,14.4,.499,.369,.250,11.8,23.3,17.4,8.7,1.5,1.6,9.7,18.6,,0.2,0.3,0.5,.112,,0.4,-0.4,0.0,0.1,2018
Joe Ingles,SF,30,UTA,11,382,12.3,.623,.636,.140,1.4,12.3,6.8,15.2,0.8,0.5,16.8,17.8,,0.4,0.3,0.7,.085,,0.7,0.3,0.9,0.3,2018
Aaron Jackson,PG,31,HOU,7,17,8.7,.512,.500,.500,12.9,13.2,13.0,17.9,0.0,0.0,29.1,18.1,,0.0,0.0,0.0,.002,,-4.8,-0.9,-5.7,0.0,2018
LeBron James,PF,33,CLE,22,922,32.2,.619,.224,.418,3.9,22.3,12.9,46.4,1.7,2.3,13.5,35.0,,4.2,1.0,5.2,.269,,10.1,2.6,12.7,3.4,2018
Brandon Jennings,PG,28,MIL,1,5,-9.8,.347,1.000,1.000,0.0,0.0,0.0,0.0,0.0,0.0,25.8,37.7,,0.0,0.0,0.0,-0.468,,-17.5,-14.7,-32.2,0.0,2018
Jonas Jerebko,PF,30,UTA,10,79,9.1,.478,.316,.105,5.4,16.5,10.9,5.5,1.9,0.0,4.8,11.7,,0.0,0.1,0.1,.080,,-2.3,1.4,-0.9,0.0,2018
Amir Johnson,C,30,PHI,8,94,15.2,.560,.000,.238,15.7,10.4,13.1,14.1,1.0,1.0,11.5,11.7,,0.2,0.1,0.3,.160,,0.6,-0.6,0.0,0.0,2018
Dakari Johnson,C,22,OKC,2,3,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,-0.001,,-3.0,-3.3,-6.3,0.0,2018
James Johnson,PF,30,MIA,5,161,16.3,.644,.310,.333,1.9,18.0,9.8,24.1,1.8,3.2,17.2,15.6,,0.3,0.1,0.4,.113,,1.8,2.0,3.8,0.2,2018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018
Joe Johnson,SF,36,HOU,8,54,1.5,.353,.176,.000,0.0,20.8,10.3,8.4,0.0,1.6,15.0,16.6,,-0.2,0.0,-0.1,-0.109,,-7.7,-0.6,-8.2,-0.1,2018
Tyler Johnson,PG,25,MIA,5,81,14.4,.688,.385,.269,1.3,9.3,5.2,8.4,1.2,0.0,6.4,16.5,,0.2,0.0,0.2,.122,,0.7,0.0,0.7,0.1,2018
Damian Jones,C,22,GSW,4,11,-4.7,.602,.000,1.500,10.5,19.0,14.9,0.0,0.0,0.0,47.5,25.7,,-0.1,0.0,0.0,-0.177,,-18.4,-2.9,-21.4,-0.1,2018
Tyus Jones,PG,21,MIN,4,55,6.1,.286,.286,.000,0.0,17.2,8.9,19.3,0.9,0.0,12.5,6.6,,0.0,0.0,0.0,-0.021,,-4.1,0.4,-3.7,0.0,2018
Cory Joseph,PG,26,IND,7,143,12.7,.463,.333,.182,1.8,12.3,7.2,20.4,3.3,1.5,10.1,13.1,,0.1,0.3,0.4,.125,,-1.2,3.9,2.7,0.2,2018
Furkan Korkmaz,SG,20,PHI,1,2,56.7,1.500,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,,0.0,0.0,0.0,.349,,33.6,10.0,43.7,0.0,2018
Kyle Korver,SG,36,CLE,22,505,11.4,.604,.773,.156,1.4,11.1,6.1,5.8,0.9,1.6,8.5,15.1,,0.7,0.3,1.0,.092,,1.1,-0.9,0.2,0.3,2018
Shane Larkin,PG,25,BOS,11,154,10.1,.551,.371,.143,0.7,7.6,4.1,20.1,1.7,0.0,13.9,12.9,,0.1,0.1,0.3,.090,,-3.8,1.2,-2.6,0.0,2018
Joffrey Lauvergne,C,26,SAS,1,6,16.5,1.000,.000,.000,0.0,20.2,9.4,0.0,0.0,0.0,0.0,7.6,,0.0,0.0,0.0,.153,,2.2,-1.2,1.0,0.0,2018
Ty Lawson,PG,30,WAS,5,96,12.1,.506,.308,.231,2.5,13.6,8.1,21.3,1.5,0.0,9.5,14.5,,0.1,0.0,0.2,.076,,-1.8,-1.5,-3.3,0.0,2018
Jake Layman,SF,23,POR,1,8,50.8,1.000,.000,.000,0.0,15.1,6.9,25.8,12.2,0.0,0.0,16.0,,0.1,0.0,0.1,.533,,13.8,16.6,30.4,0.1,2018
T.J. Leaf,PF,20,IND,1,4,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,.018,,-3.7,-0.6,-4.3,0.0,2018
Meyers Leonard,C,25,POR,2,8,48.4,1.000,.000,.000,0.0,60.4,27.7,0.0,0.0,0.0,0.0,21.3,,0.1,0.0,0.1,.348,,14.6,4.1,18.7,0.0,2018
DeAndre Liggins,SG,29,NOP,3,14,-7.7,.266,.000,2.000,0.0,7.2,3.7,0.0,0.0,0.0,51.5,11.8,,-0.1,0.0,-0.1,-0.237,,-11.0,-3.8,-14.8,0.0,2018
Damian Lillard,PG,27,POR,4,162,9.5,.471,.423,.239,1.9,11.2,6.1,16.6,1.5,0.0,16.9,24.9,,-0.2,0.0,-0.2,-0.062,,-1.9,-2.8,-4.7,-0.1,2018
Shaun Livingston,PG,32,GSW,21,362,12.6,.579,.009,.227,3.5,10.4,7.1,12.4,1.0,0.2,11.7,16.9,,0.5,0.4,0.9,.118,,-2.1,0.3,-1.8,0.0,2018
Kevon Looney,C,21,GSW,21,387,12.1,.529,.028,.292,12.5,12.7,12.6,6.5,1.8,1.8,9.0,10.3,,0.6,0.6,1.2,.150,,-1.5,0.8,-0.7,0.1,2018
Kevin Love,C,29,CLE,21,660,15.5,.511,.381,.230,8.6,30.6,19.4,8.6,1.2,1.1,11.8,24.3,,0.3,0.7,1.0,.073,,1.1,-2.0,-0.9,0.2,2018
Kyle Lowry,PG,31,TOR,10,361,19.9,.659,.534,.271,0.7,14.2,7.3,37.0,2.1,0.0,19.0,20.5,,1.1,0.0,1.1,.150,,4.6,1.1,5.8,0.7,2018
Ian Mahinmi,C,31,WAS,6,52,30.3,.796,.000,.786,9.2,16.0,12.6,3.0,3.8,8.2,5.0,16.8,,0.3,0.1,0.4,.358,,3.4,5.4,8.8,0.1,2018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018
Thon Maker,C,20,MIL,6,130,11.2,.531,.714,.250,5.9,14.6,10.5,5.4,0.8,7.6,11.4,13.1,,0.1,0.2,0.2,.081,,-1.7,0.7,-1.1,0.0,2018
Luc Mbah a Moute,PF,31,HOU,9,149,2.6,.320,.417,.194,2.2,14.3,8.2,2.8,2.0,2.4,13.3,13.6,,-0.4,0.2,-0.2,-0.071,,-5.3,-0.5,-5.8,-0.1,2018
Patrick McCaw,SG,22,GSW,6,16,17.9,.694,.500,1.000,7.2,13.1,10.3,0.0,6.2,0.0,0.0,8.1,,0.0,0.0,0.1,.263,,-0.6,7.4,6.8,0.0,2018
CJ McCollum,SG,26,POR,4,155,19.6,.610,.338,.169,0.0,6.2,2.9,15.0,1.6,0.5,9.8,25.3,,0.4,0.0,0.4,.111,,3.0,-0.3,2.8,0.2,2018
T.J. McConnell,PG,25,PHI,10,155,17.8,.720,.083,.139,4.1,14.0,9.0,23.3,1.9,0.0,13.6,12.0,,0.4,0.2,0.6,.194,,1.7,2.7,4.4,0.3,2018
JaVale McGee,C,30,GSW,13,158,23.6,.678,.017,.155,11.7,17.2,14.6,4.2,0.9,6.1,7.5,19.0,,0.5,0.3,0.8,.243,,1.9,0.8,2.7,0.2,2018
Rodney McGruder,SG,26,MIA,4,16,-2.9,.250,.500,.000,0.0,26.9,13.2,0.0,0.0,0.0,0.0,10.8,,0.0,0.0,0.0,-0.109,,-11.4,-2.0,-13.5,0.0,2018
Khris Middleton,SF,26,MIL,7,275,22.5,.719,.366,.170,0.5,14.2,7.8,14.3,1.1,1.6,11.7,24.1,,0.9,0.2,1.1,.195,,5.0,-0.2,4.9,0.5,2018
C.J. Miles,SF,30,TOR,10,227,13.1,.615,.634,.225,3.2,9.9,6.5,5.3,1.6,1.0,10.3,17.4,,0.4,0.0,0.3,.073,,1.2,-0.2,1.0,0.2,2018
Darius Miller,SF,27,NOP,9,162,8.6,.587,.706,.176,1.3,11.2,6.4,8.4,1.4,0.0,14.1,11.3,,0.1,0.1,0.2,.067,,-1.6,0.5,-1.1,0.0,2018
