Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,season
Simone Fontecchio,SF,28,UTA,14,198,10.0,.634,.730,.032,5.4,9.7,7.5,3.6,0.7,2.3,18.0,16.1,0.1,0.0,0.1,.018,-1.3,-2.4,-3.7,-0.1,2024
Jordan Ford,PG,25,SAC,4,12,16.5,.595,.400,.400,0.0,9.7,4.6,12.0,0.0,0.0,0.0,20.9,0.0,0.0,0.0,.156,2.3,-2.9,-0.6,0.0,2024
Trent Forrest,SG,25,ATL,3,27,8.8,.515,.000,.667,4.1,0.0,2.0,29.2,0.0,0.0,20.5,7.4,0.1,0.0,0.0,.075,-1.3,-2.1,-3.5,0.0,2024
Evan Fournier,SG,31,NYK,1,16,-3.3,.167,.667,.000,0.0,7.2,3.4,8.2,3.1,0.0,0.0,15.8,-0.1,0.0,0.0,-0.129,-15.1,-0.9,-16.0,-0.1,2024
De'Aaron Fox,PG,26,SAC,10,356,24.3,.589,.386,.314,3.0,10.8,6.7,30.2,2.2,0.7,7.0,32.6,1.0,0.3,1.3,.181,5.0,-0.7,4.3,0.6,2024
Alex Fudge,SF,20,LAL,1,4,-9.3,.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.9,0.0,0.0,0.0,-0.253,-9.4,-7.1,-16.6,0.0,2024
Markelle Fultz,PG,25,ORL,5,143,13.8,.493,.054,.071,6.3,7.3,6.8,21.6,2.0,1.3,9.4,18.7,0.1,0.2,0.3,.100,-0.9,1.3,0.4,0.1,2024
Daniel Gafford,C,25,WAS,14,346,17.7,.694,.000,.357,11.2,21.8,16.4,6.9,1.1,6.2,14.9,13.9,0.7,0.2,1.0,.132,-1.6,-0.1,-1.7,0.0,2024
Danilo Gallinari,PF,35,WAS,14,215,15.8,.577,.425,.363,4.4,18.3,11.2,13.7,0.6,1.1,6.1,19.4,0.4,0.0,0.4,.087,0.3,-1.6,-1.3,0.0,2024
Darius Garland,PG,24,CLE,11,351,15.2,.579,.297,.374,1.9,7.3,4.7,26.7,2.4,0.7,20.7,28.3,-0.1,0.3,0.2,.031,-0.9,-1.8,-2.7,-0.1,2024
Luka Garza,C,25,MIN,4,13,20.5,.481,.200,.800,27.4,23.5,25.3,0.0,0.0,0.0,6.9,48.5,0.0,0.0,0.0,.057,-5.5,-9.3,-14.8,0.0,2024
Kaiser Gates,SF,27,NOP,1,7,-19.3,.000,.500,.000,0.0,15.2,7.6,0.0,0.0,0.0,0.0,24.2,-0.1,0.0,-0.1,-0.551,-18.5,-10.1,-28.6,-0.1,2024
Keyonte George,PG,20,UTA,16,398,10.2,.498,.575,.284,1.9,11.4,6.5,28.8,1.0,0.5,18.4,19.0,0.1,0.0,0.1,.015,-1.7,-2.7,-4.4,-0.2,2024
Paul George,PF,33,LAC,15,524,20.8,.610,.462,.272,1.9,16.9,9.7,17.2,2.7,0.3,11.3,28.9,1.0,0.9,1.9,.171,3.3,0.9,4.2,0.8,2024
Josh Giddey,SG,21,OKC,16,434,12.5,.473,.153,.107,6.2,16.2,11.7,24.9,1.4,1.9,17.3,24.9,-0.5,0.6,0.1,.011,-2.1,-0.6,-2.7,-0.1,2024
Harry Giles,C,25,BRK,2,12,30.0,.932,.333,.167,0.0,17.3,8.8,0.0,0.0,0.0,13.4,26.5,0.0,0.0,0.1,.201,7.3,0.9,8.2,0.0,2024
,,,,,,,,,,,,,,,,,,,,,,,,,,2024
Shai Gilgeous-Alexander,PG,25,OKC,15,514,30.8,.634,.177,.357,3.1,15.4,9.9,31.5,3.3,2.3,8.6,33.3,2.2,1.0,3.1,.293,7.2,3.0,10.2,1.6,2024
Anthony Gill,PF,31,WAS,9,62,15.3,.618,.105,.632,6.7,14.1,10.3,10.7,2.2,4.0,22.4,21.3,0.0,0.0,0.0,.037,-3.1,-0.7,-3.8,0.0,2024
Collin Gillespie,PG,24,DEN,8,77,8.2,.542,.611,.056,0.0,4.3,2.2,13.0,3.2,0.0,14.0,12.1,0.0,0.1,0.1,.066,-5.5,1.5,-4.0,0.0,2024
Jacob Gilyard,PG,25,MEM,12,213,12.8,.648,.881,.024,2.9,6.7,4.7,27.7,2.0,0.5,15.9,10.0,0.4,0.2,0.6,.131,-0.8,0.4,-0.4,0.1,2024
Rudy Gobert,C,31,MIN,15,484,17.2,.597,.000,.698,14.0,25.0,19.9,5.8,1.0,5.9,14.6,15.9,0.6,1.1,1.7,.173,-0.9,1.6,0.8,0.3,2024
Jordan Goodwin,PG,25,PHO,16,251,13.1,.479,.516,.154,6.3,16.9,11.9,17.5,2.8,1.7,11.0,18.9,0.1,0.3,0.4,.075,-0.9,0.9,0.0,0.1,2024
Aaron Gordon,PF,28,DEN,16,542,14.3,.517,.199,.276,8.6,14.9,11.7,15.2,1.6,2.2,12.5,18.5,0.3,0.7,1.0,.086,-0.7,-0.2,-0.8,0.2,2024
Eric Gordon,SG,35,PHO,15,468,13.0,.574,.580,.066,1.6,6.0,3.9,15.2,1.7,1.4,10.6,19.3,0.4,0.3,0.7,.073,0.0,-1.5,-1.6,0.1,2024
Devonte' Graham,PG,28,SAS,2,29,12.0,.417,.600,1.000,3.7,4.0,3.8,33.5,3.2,3.2,21.7,13.3,0.0,0.0,0.0,.041,-3.4,1.6,-1.8,0.0,2024
Jerami Grant,PF,29,POR,15,533,15.5,.569,.379,.345,2.1,11.1,6.2,11.0,0.9,2.0,10.7,26.8,0.4,0.3,0.7,.066,1.4,-1.5,-0.1,0.2,2024
A.J. Green,SG,24,MIL,9,75,11.1,.565,.852,.037,0.0,9.7,5.1,14.0,0.0,0.0,0.0,15.6,0.1,0.0,0.1,.086,-0.1,-2.7,-2.8,0.0,2024
Danny Green,SG,36,PHI,2,18,0.8,.000,.500,.000,0.0,11.9,6.1,6.4,2.7,0.0,0.0,4.7,0.0,0.0,0.0,-0.036,-7.1,0.7,-6.4,0.0,2024
Draymond Green,PF,33,GSW,9,200,17.9,.618,.357,.321,6.7,18.0,12.2,36.2,1.4,2.2,20.0,16.6,0.5,0.2,0.7,.175,2.9,2.5,5.5,0.4,2024
Jalen Green,SG,21,HOU,14,443,14.7,.546,.398,.375,1.3,13.7,7.6,14.1,1.1,1.1,11.3,28.4,0.0,0.7,0.7,.073,0.0,-0.4,-0.3,0.2,2024
Jeff Green,PF,37,HOU,14,201,14.6,.631,.340,.547,7.2,11.7,9.5,4.9,0.5,2.9,8.4,15.8,0.4,0.3,0.7,.164,0.0,0.2,0.2,0.1,2024
Josh Green,SG,23,DAL,16,393,8.9,.534,.621,.168,2.4,9.4,5.9,11.6,1.7,0.4,11.3,12.4,0.2,0.2,0.4,.047,-2.9,-0.5,-3.4,-0.1,2024
AJ Griffin,SF,20,ATL,9,73,9.8,.718,.850,.100,1.5,6.1,3.8,3.5,0.6,0.0,16.1,13.9,0.1,0.0,0.1,.050,0.5,-2.3,-1.8,0.0,2024
Quentin Grimes,SG,23,NYK,13,317,7.1,.538,.847,.012,0.3,5.4,2.8,7.0,1.7,0.0,7.6,12.3,0.1,0.4,0.5,.076,-3.1,1.4,-1.8,0.0,2024
Mouhamed Gueye,PF,21,ATL,2,4,-0.7,.000,1.000,.000,0.0,0.0,0.0,0.0,11.8,0.0,0.0,10.2,0.0,0.0,0.0,-0.103,-12.2,3.8,-8.3,0.0,2024
Rui Hachimura,PF,25,LAL,12,279,15.3,.611,.340,.272,5.0,12.4,9.0,6.4,1.9,0.9,9.4,19.9,0.3,0.4,0.7,.117,-0.2,-0.3,-0.5,0.1,2024
,,,,,,,,,,,,,,,,,,,,,,,,,,2024
Tyrese Haliburton,PG,23,IND,14,467,28.5,.664,.496,.258,1.7,11.5,6.6,49.3,1.4,1.6,11.6,26.5,2.6,0.0,2.6,.271,10.6,-0.9,9.7,1.4,2024
R.J. Hampton,PG,22,MIA,1,2,-19.1,.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.2,0.0,0.0,0.0,-0.524,-18.8,-7.4,-26.2,0.0,2024
Tim Hardaway Jr.,SF,31,DAL,16,446,15.0,.582,.653,.169,1.2,12.4,6.8,8.8,0.4,0.0,5.6,23.7,0.6,0.1,0.7,.078,1.9,-3.2,-1.2,0.1,2024
James Harden,SG,34,LAC,10,324,17.2,.612,.567,.485,1.4,14.7,8.2,27.6,2.1,1.7,16.3,18.6,0.6,0.5,1.1,.167,1.9,1.7,3.6,0.5,2024
Jaden Hardy,SG,21,DAL,13,142,12.8,.499,.440,.307,3.0,12.3,7.6,14.3,1.3,0.0,8.6,27.8,0.0,0.1,0.0,.010,-2.4,-3.0,-5.4,-0.1,2024
Ron Harper Jr.,PF,23,TOR,1,4,-0.1,,,,0.0,0.0,0.0,28.7,0.0,0.0,,0.0,0.0,0.0,0.0,.119,-11.3,3.3,-8.0,0.0,2024
Gary Harris,SG,29,ORL,11,226,15.4,.681,.714,.190,4.0,8.2,6.1,9.5,2.1,1.7,8.1,13.8,0.5,0.4,0.9,.185,2.1,1.8,3.9,0.3,2024
Joe Harris,SG,32,DET,7,98,4.1,.480,.760,.000,2.3,5.6,3.9,8.0,1.0,0.0,10.7,11.9,0.0,0.0,0.0,-0.008,-5.2,-1.4,-6.6,-0.1,2024
Tobias Harris,PF,31,PHI,16,579,17.3,.637,.257,.294,2.7,16.1,9.5,11.9,1.2,0.9,10.0,19.5,1.2,0.5,1.7,.144,1.6,-0.5,1.1,0.4,2024
Shaquille Harrison,SG,30,MEM,1,2,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,.000,-6.7,-2.4,-9.1,0.0,2024
Josh Hart,SF,28,NYK,15,428,10.7,.502,.443,.075,3.9,21.0,12.1,13.3,1.8,0.9,11.3,12.2,0.2,0.7,0.9,.102,-2.0,2.2,0.3,0.2,2024
Isaiah Hartenstein,C,25,NYK,15,262,15.7,.588,.048,.365,14.1,16.2,15.1,7.7,3.1,2.7,15.1,13.9,0.4,0.5,0.9,.166,-2.5,2.3,-0.2,0.1,2024
Sam Hauser,SF,26,BOS,16,357,14.3,.697,.889,.037,2.9,11.0,7.1,4.4,1.2,1.5,6.0,14.2,0.7,0.5,1.2,.166,2.4,0.8,3.3,0.5,2024
Jordan Hawkins,SG,21,NOP,17,495,11.2,.551,.675,.188,2.8,11.8,7.3,10.1,1.0,0.0,8.4,19.3,0.3,0.4,0.7,.068,-0.8,-1.4,-2.2,0.0,2024
Jaxson Hayes,C,23,LAL,15,165,9.3,.725,.000,.800,3.6,12.4,8.3,4.9,1.2,3.7,24.6,11.9,0.1,0.2,0.3,.084,-5.5,1.1,-4.4,-0.1,2024
Killian Hayes,PG,22,DET,15,412,11.1,.477,.343,.179,1.1,9.5,5.3,21.4,2.1,1.6,8.3,15.9,0.2,0.3,0.4,.052,-2.4,0.8,-1.7,0.0,2024
Gordon Hayward,SF,33,CHO,13,425,13.5,.493,.186,.281,3.4,14.3,8.7,19.9,2.0,1.5,10.5,20.7,0.1,0.2,0.3,.034,-1.9,-0.4,-2.2,0.0,2024
Scoot Henderson,PG,19,POR,6,159,0.6,.373,.407,.153,2.6,7.8,5.0,27.8,0.9,0.6,26.8,23.0,-0.7,0.1,-0.6,-0.181,-10.1,-3.1,-13.2,-0.4,2024
Taylor Hendricks,PF,20,UTA,1,2,16.6,.568,,,0.0,56.5,27.4,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,.134,-1.2,-1.5,-2.7,0.0,2024
Tyler Herro,SG,24,MIA,8,272,17.8,.561,.401,.164,1.2,15.7,8.3,23.9,2.0,0.0,10.9,29.8,0.1,0.4,0.5,.082,1.8,-0.3,1.5,0.2,2024
,,,,,,,,,,,,,,,,,,,,,,,,,,2024
Buddy Hield,SF,31,IND,15,367,15.2,.625,.691,.030,2.5,11.5,7.0,13.5,1.1,1.6,12.1,21.2,0.5,0.0,0.5,.062,2.9,-2.2,0.7,0.3,2024
Haywood Highsmith,PF,27,MIA,13,316,11.2,.561,.595,.165,3.2,11.4,7.2,9.8,2.7,3.4,13.3,13.7,0.1,0.5,0.6,.091,-2.2,1.6,-0.6,0.1,2024
Nate Hinton,SG,24,HOU,2,8,18.6,.750,.500,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.2,0.0,0.0,0.0,.174,4.9,-3.5,1.4,0.0,2024
D'Moi Hodge,SG,25,LAL,3,16,-4.3,.255,.800,.400,0.0,0.0,0.0,7.8,0.0,5.5,14.5,18.8,-0.1,0.0,-0.1,-0.212,-10.7,-4.9,-15.6,-0.1,2024
Aaron Holiday,PG,27,HOU,12,202,11.0,.590,.509,.109,0.6,9.5,5.1,13.1,2.0,0.5,8.0,13.7,0.2,0.3,0.5,.128,-2.5,2.2,-0.3,0.1,2024
Jrue Holiday,PG,33,BOS,15,519,13.0,.512,.402,.142,6.6,16.1,11.6,19.6,0.9,2.6,15.1,17.8,0.3,0.8,1.1,.099,0.0,1.0,0.9,0.4,2024
Justin Holiday,SG,34,DEN,6,49,11.0,.833,1.000,.000,0.0,11.3,5.6,5.1,1.0,0.0,0.0,8.0,0.1,0.0,0.2,.151,0.1,0.5,0.7,0.0,2024
Richaun Holmes,C,30,DAL,7,75,11.0,.466,.000,.421,17.1,23.2,20.1,5.2,0.0,3.4,11.8,14.4,0.0,0.1,0.1,.063,-4.2,-2.2,-6.5,-0.1,2024
Chet Holmgren,C,21,OKC,16,478,23.2,.693,.358,.374,7.0,21.2,14.8,12.2,1.4,7.0,13.7,22.0,1.4,0.9,2.3,.228,3.6,2.3,5.9,0.9,2024
Al Horford,C,37,BOS,14,352,11.7,.555,.628,.038,7.1,17.5,12.6,13.1,0.7,2.8,13.1,11.3,0.4,0.6,1.0,.132,-0.1,1.8,1.7,0.3,2024
Talen Horton-Tucker,PG,23,UTA,16,363,11.3,.489,.422,.163,2.6,12.1,7.2,29.3,2.0,2.0,18.2,21.7,-0.1,0.2,0.1,.012,-2.1,-0.7,-2.8,-0.1,2024
Danuel House Jr.,SF,30,PHI,10,127,7.4,.537,.516,.323,3.5,8.4,6.0,8.2,1.9,0.7,20.3,14.7,-0.1,0.1,0.0,.014,-4.2,-0.7,-4.8,-0.1,2024
Caleb Houstan,SF,21,ORL,9,57,11.1,.670,.923,.077,2.0,14.3,8.0,9.6,1.7,0.0,13.0,11.4,0.1,0.1,0.2,.138,0.8,2.2,3.0,0.1,2024
Jett Howard,SF,20,ORL,5,23,-10.9,.100,.800,.000,4.9,5.1,5.0,11.0,0.0,0.0,16.7,21.9,-0.2,0.0,-0.2,-0.353,-13.7,-6.6,-20.3,-0.1,2024
Kevin Huerter,SG,25,SAC,14,383,14.1,.563,.636,.093,2.2,15.8,8.7,15.2,1.6,1.2,6.5,18.7,0.5,0.4,0.8,.104,0.8,-0.1,0.7,0.3,2024
De'Andre Hunter,SF,26,ATL,15,451,11.7,.587,.442,.282,3.2,12.3,7.7,5.5,1.5,1.2,11.1,17.8,0.4,0.2,0.6,.064,-1.6,-1.1,-2.7,-0.1,2024
Bones Hyland,PG,23,LAC,10,196,9.8,.547,.540,.115,1.2,6.5,3.9,18.6,1.5,0.0,17.2,24.2,-0.1,0.2,0.1,.020,-3.1,-2.3,-5.4,-0.2,2024
Joe Ingles,SF,36,ORL,16,302,10.9,.553,.707,.138,3.0,12.7,7.8,23.1,2.2,0.6,18.5,10.5,0.3,0.5,0.8,.128,-1.5,2.6,1.1,0.2,2024
Brandon Ingram,SF,26,NOP,14,472,18.7,.568,.240,.229,2.0,14.6,8.3,26.0,0.9,0.4,11.2,30.6,0.4,0.4,0.8,.086,1.9,-1.1,0.8,0.3,2024
Kyrie Irving,SG,31,DAL,13,429,22.2,.585,.371,.179,2.2,11.7,6.9,27.4,1.7,0.8,7.2,28.8,1.1,0.3,1.4,.156,5.0,-0.8,4.3,0.7,2024
,,,,,,,,,,,,,,,,,,,,,,,,,,2024
Jonathan Isaac,PF,26,ORL,14,194,19.3,.552,.479,.394,9.9,27.0,18.3,3.8,3.2,8.7,10.7,20.2,0.2,0.6,0.7,.180,-0.5,3.5,2.9,0.2,2024
Jaden Ivey,SG,21,DET,12,276,14.9,.628,.385,.337,4.4,7.9,6.2,19.3,1.6,1.2,18.4,22.1,0.3,0.1,0.4,.068,-0.2,-1.0,-1.2,0.1,2024
Andre Jackson Jr.,SG,22,MIL,12,102,8.0,.706,.471,.000,8.9,9.2,9.1,12.1,1.4,0.0,29.2,10.0,0.1,0.0,0.2,.073,-3.5,-0.4,-3.9,0.0,2024
Gregory Jackson II,PF,19,MEM,3,7,-12.4,.000,.500,.000,14.8,33.7,23.6,0.0,6.9,0.0,20.0,30.2,-0.1,0.0,-0.1,-0.594,-20.1,-5.1,-25.2,0.0,2024
Isaiah Jackson,C,22,IND,8,116,18.5,.575,.034,.724,14.8,20.7,17.7,6.9,1.6,10.6,9.5,14.9,0.3,0.1,0.4,.163,-1.9,1.8,-0.1,0.1,2024
Jaren Jackson Jr.,C,24,MEM,15,464,15.9,.534,.321,.393,6.5,16.5,11.2,10.2,0.8,4.8,9.6,27.7,0.1,0.5,0.6,.065,-1.0,-0.9,-1.9,0.0,2024
Reggie Jackson,PG,33,DEN,16,410,12.0,.535,.397,.122,1.3,7.8,4.6,20.7,1.4,1.2,13.7,20.1,0.1,0.4,0.4,.053,-1.3,-1.1,-2.4,0.0,2024
Trayce Jackson-Davis,PF,23,GSW,13,102,13.8,.591,.000,1.136,11.1,12.9,12.0,8.2,0.9,6.0,15.4,15.9,0.1,0.1,0.2,.117,-3.0,1.3,-1.7,0.0,2024
LeBron James,PF,39,LAL,16,542,25.0,.648,.353,.357,2.6,21.9,12.9,33.7,2.1,1.9,16.2,30.3,1.1,0.9,2.0,.177,6.1,2.0,8.1,1.4,2024
Jaime Jaquez Jr.,SF,22,MIA,17,439,14.0,.596,.362,.112,5.5,11.3,8.4,14.5,2.0,0.7,13.6,18.6,0.4,0.5,0.9,.102,-0.9,-0.1,-0.9,0.1,2024
DaQuan Jeffries,SG,26,NYK,6,18,2.5,.394,.500,.250,0.0,19.2,9.2,8.4,0.0,0.0,10.1,23.2,-0.1,0.0,0.0,-0.107,-6.3,-1.9,-8.1,0.0,2024
Ty Jerome,SG,26,CLE,2,15,7.9,.500,.250,.000,7.6,0.0,3.7,28.0,0.0,0.0,20.0,14.5,0.0,0.0,0.0,.025,-4.1,-1.2,-5.3,0.0,2024
Isaiah Joe,SG,24,OKC,16,328,16.3,.677,.802,.182,0.4,10.4,5.9,7.6,1.8,0.8,6.4,18.5,0.7,0.4,1.1,.159,3.3,0.1,3.4,0.4,2024
Cameron Johnson,PF,27,BRK,8,244,15.9,.588,.541,.173,5.3,14.1,9.8,12.3,2.0,0.4,11.0,20.7,0.3,0.2,0.5,.105,1.4,-0.5,0.9,0.2,2024
Jalen Johnson,SF,22,ATL,15,449,17.3,.673,.280,.231,4.9,22.1,13.4,10.9,1.8,2.9,16.0,17.0,0.8,0.4,1.1,.122,1.5,0.8,2.4,0.5,2024
Keldon Johnson,SF,24,SAS,15,494,15.5,.563,.433,.202,3.4,19.2,11.0,20.2,1.1,0.9,7.7,20.9,0.6,0.2,0.8,.077,1.0,-1.1,-0.1,0.2,2024
Keyontae Johnson,SF,23,OKC,1,6,-6.2,.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,0.0,0.0,0.0,-0.172,-10.7,-6.6,-17.3,0.0,2024
Nikola Jokić,C,28,DEN,16,540,33.7,.638,.238,.312,10.5,33.8,22.1,45.6,1.7,2.0,12.4,32.4,2.5,1.0,3.5,.313,11.0,4.6,15.6,2.4,2024
Colby Jones,SG,21,SAC,8,69,9.3,.494,.269,.115,7.7,13.5,10.5,4.2,1.4,1.3,9.9,18.7,0.0,0.1,0.0,.016,-4.2,-1.3,-5.5,-0.1,2024
Damian Jones,C,28,CLE,10,51,8.0,.507,.000,.250,8.9,12.5,10.8,7.6,1.0,3.4,25.3,10.2,0.0,0.0,0.0,.027,-4.9,-0.5,-5.4,0.0,2024
,,,,,,,,,,,,,,,,,,,,,,,,,,2024
Derrick Jones Jr.,SF,26,DAL,16,346,12.1,.596,.588,.196,4.3,12.9,8.6,6.1,1.1,2.9,11.9,15.4,0.3,0.2,0.5,.068,-0.8,-1.0,-1.8,0.0,2024
Herbert Jones,SF,25,NOP,14,430,15.2,.646,.430,.393,2.5,11.6,7.0,12.5,3.0,4.7,13.2,14.2,0.7,0.7,1.4,.152,-0.9,3.2,2.2,0.5,2024
Tre Jones,PG,24,SAS,13,313,12.5,.516,.297,.220,3.1,10.7,6.7,28.3,1.8,1.2,16.0,15.9,0.2,0.1,0.3,.044,-1.8,-0.8,-2.6,0.0,2024
Tyus Jones,PG,27,WAS,16,436,14.6,.565,.333,.060,1.2,9.8,5.4,24.3,1.5,0.4,7.2,16.0,0.7,0.0,0.6,.071,-0.5,-1.3,-1.8,0.0,2024
DeAndre Jordan,C,35,DEN,1,12,0.7,.568,,,9.2,0.0,4.6,9.2,0.0,0.0,53.2,6.8,0.0,0.0,0.0,-0.011,-8.2,-2.6,-10.7,0.0,2024
Cory Joseph,PG,32,GSW,7,63,5.2,.369,.737,.158,3.3,3.5,3.4,27.2,2.3,1.4,19.7,16.7,-0.1,0.1,0.0,-0.033,-4.4,-0.3,-4.7,0.0,2024
Nikola Jović,PF,20,MIA,3,45,12.7,.549,.545,.364,2.5,51.4,26.4,27.4,1.1,0.0,23.9,16.5,0.0,0.1,0.1,.110,-2.1,4.5,2.4,0.1,2024
Luke Kennard,SG,27,MEM,8,172,11.6,.540,.793,.121,1.8,13.7,7.4,13.7,1.4,0.6,7.6,16.3,0.1,0.1,0.3,.070,-0.3,-0.2,-0.6,0.1,2024
Walker Kessler,C,22,UTA,9,213,15.7,.573,.115,.230,16.4,21.8,19.0,1.3,0.2,8.1,14.1,15.0,0.2,0.1,0.4,.080,-1.9,-1.3,-3.2,-0.1,2024
Braxton Key,SF,26,DEN,4,10,3.2,.250,.250,.000,0.0,11.1,5.5,37.4,0.0,0.0,0.0,17.3,0.0,0.0,0.0,-0.040,-6.8,-0.5,-7.3,0.0,2024
Corey Kispert,SF,24,WAS,15,350,10.8,.591,.667,.228,2.7,9.4,6.0,8.6,0.7,0.0,10.6,18.2,0.2,-0.1,0.1,.018,-1.5,-3.1,-4.6,-0.2,2024
Maxi Kleber,C,32,DAL,5,90,6.3,.417,.563,.625,4.7,20.5,12.6,13.1,0.5,0.9,16.4,11.5,0.0,0.1,0.0,.013,-3.8,-0.4,-4.2,-0.1,2024
Kevin Knox,SF,24,DET,4,110,12.8,.620,.486,.054,5.0,15.9,10.5,4.0,1.8,0.7,9.6,15.9,0.1,0.1,0.2,.078,-0.4,-0.9,-1.2,0.0,2024
John Konchar,SF,27,MEM,12,240,10.1,.444,.581,.047,6.5,19.7,12.6,12.4,1.6,3.8,8.4,8.4,0.1,0.3,0.4,.081,-2.9,1.2,-1.7,0.0,2024
Furkan Korkmaz,SG,26,PHI,11,81,7.6,.528,.500,.273,1.4,7.9,4.7,4.9,3.6,0.0,19.6,15.9,-0.1,0.1,0.0,-0.001,-4.5,1.4,-3.1,0.0,2024
Luke Kornet,C,28,BOS,11,148,19.8,.828,.000,.370,10.8,18.8,15.0,6.7,2.0,3.0,11.3,10.4,0.5,0.3,0.8,.260,2.0,2.7,4.7,0.2,2024
Jonathan Kuminga,PF,21,GSW,16,327,11.4,.522,.233,.427,4.1,11.7,7.8,7.7,1.3,1.6,11.0,25.5,-0.1,0.3,0.2,.026,-3.6,-1.2,-4.8,-0.2,2024
Kyle Kuzma,PF,28,WAS,16,487,19.1,.561,.346,.150,3.6,17.3,10.3,24.2,0.5,1.7,9.9,31.3,0.3,0.0,0.4,.036,2.8,-2.3,0.5,0.3,2024
Jock Landale,C,28,HOU,11,96,6.7,.393,.409,.091,10.4,14.4,12.5,10.8,1.6,2.0,23.4,13.8,-0.1,0.2,0.0,.016,-4.8,0.2,-4.6,-0.1,2024
Jake LaRavia,PF,22,MEM,5,61,3.2,.407,.600,.100,5.1,9.7,7.2,4.8,0.8,0.0,8.7,15.9,-0.1,0.0,-0.1,-0.053,-8.1,-2.8,-11.0,-0.1,2024
,,,,,,,,,,,,,,,,,,,,,,,,,,2024
Zach LaVine,SG,28,CHI,16,572,16.9,.583,.443,.288,0.9,15.4,7.8,15.6,1.3,0.7,10.5,26.4,0.6,0.4,1.0,.085,1.6,-0.9,0.7,0.4,2024
Saben Lee,PG,24,PHO,3,10,30.7,.500,.167,.000,24.5,10.9,17.3,55.9,0.0,8.5,0.0,26.1,0.1,0.0,0.1,.300,6.9,0.2,7.2,0.0,2024
Alex Len,C,30,SAC,6,41,25.0,.677,.125,.875,18.2,25.5,21.7,17.1,1.2,10.8,15.3,13.6,0.1,0.1,0.2,.246,3.7,3.1,6.9,0.1,2024
Kawhi Leonard,SF,32,LAC,15,503,18.9,.562,.360,.231,3.4,14.1,8.9,16.6,2.5,1.6,8.1,25.3,0.7,0.8,1.6,.149,2.0,0.7,2.7,0.6,2024
Caris LeVert,SG,29,CLE,13,408,15.1,.519,.398,.269,1.7,11.7,6.9,19.8,1.8,1.3,7.1,24.0,0.3,0.4,0.7,.078,-0.5,0.0,-0.5,0.2,2024
Kira Lewis Jr.,PG,22,NOP,11,121,8.0,.405,.349,.209,2.6,6.1,4.4,19.7,2.0,0.8,9.6,18.2,-0.1,0.1,0.0,-0.003,-5.0,-0.3,-5.3,-0.1,2024
Maxwell Lewis,SF,21,LAL,6,21,-9.4,.000,.000,.000,0.0,4.9,2.6,0.0,0.0,0.0,40.0,10.4,-0.1,0.0,-0.1,-0.261,-12.2,-6.1,-18.3,-0.1,2024
E.J. Liddell,PF,23,NOP,3,9,4.2,.410,.750,.500,0.0,23.6,11.8,0.0,0.0,10.7,17.0,27.7,0.0,0.0,0.0,-0.138,-8.7,0.1,-8.6,0.0,2024
Damian Lillard,PG,33,MIL,14,475,22.3,.604,.502,.532,1.9,11.8,7.1,27.1,1.4,0.2,10.7,29.3,1.5,0.2,1.7,.171,4.3,-1.8,2.5,0.5,2024
Nassir Little,PF,23,PHO,11,157,15.6,.647,.585,.341,4.7,13.2,9.2,6.3,2.8,2.7,6.0,13.9,0.3,0.2,0.5,.166,-0.3,0.8,0.5,0.1,2024
Dereck Lively II,C,19,DAL,14,337,16.7,.698,.028,.306,13.3,21.0,17.1,7.2,1.1,3.8,15.5,12.2,0.8,0.3,1.2,.165,-1.3,-0.4,-1.6,0.0,2024
Isaiah Livers,PF,25,DET,2,49,4.7,.509,.583,.333,4.5,8.9,6.7,2.6,0.0,0.0,12.7,13.4,0.0,0.0,0.0,-0.007,-5.0,-3.8,-8.7,-0.1,2024
Chris Livingston,SF,20,MIL,2,9,24.3,1.250,.500,.000,0.0,0.0,0.0,16.2,0.0,0.0,0.0,9.5,0.1,0.0,0.1,.282,11.2,-0.5,10.8,0.0,2024
Kenneth Lofton Jr.,PF,21,MEM,11,90,6.7,.436,.258,.419,2.3,13.1,7.4,20.0,1.1,3.4,14.0,20.1,-0.2,0.1,-0.1,-0.037,-6.7,-0.2,-6.9,-0.1,2024
Kevon Looney,C,27,GSW,17,403,16.3,.631,.000,.257,14.0,27.1,20.4,16.7,1.7,1.3,17.9,10.4,0.9,0.6,1.5,.175,0.3,1.9,2.2,0.4,2024
Brook Lopez,C,35,MIL,16,461,18.3,.629,.491,.182,5.9,13.1,9.7,4.8,1.3,8.4,7.5,17.2,0.8,0.5,1.3,.139,1.4,1.0,2.5,0.5,2024
