Year,Player,Pos,Tm,MP,G,shooting,peri_def,playmaker,pro_rim,efficiency,influence,scoring
2022,Bam Adebayo,5,MIA,32.6,56.0,1,3,3,5,4,3,5
2022,Santi Aldama,4,MEM,11.3,32.0,3,0,2,1,2,1,0
2022,LaMarcus Aldridge,5,BRK,22.3,47.0,3,1,2,4,4,3,2
2022,Nickeil Alexander-Walker,2,NOP,26.3,50.0,5,2,3,1,3,2,3
2022,Nickeil Alexander-Walker,2,UTA,9.9,15.0,4,1,1,1,3,2,0
2022,Grayson Allen,2,MIL,27.3,66.0,4,2,1,2,4,3,3
2022,Jarrett Allen,5,CLE,32.3,56.0,1,4,1,5,5,5,4
2022,Jose Alvarado,1,NOP,15.4,54.0,3,2,3,1,4,2,1
2022,Justin Anderson,3,CLE,15.7,3.0,4,0,1,1,4,1,1
2022,Justin Anderson,3,IND,20.7,13.0,4,1,1,1,3,1,1
2022,Kyle Anderson,4,MEM,21.5,69.0,3,3,3,2,3,3,2
2022,Giannis Antetokounmpo,4,MIL,32.9,67.0,5,4,5,5,5,5,5
2022,Thanasis Antetokounmpo,3,MIL,9.9,48.0,1,1,1,1,3,1,0
2022,Carmelo Anthony,4,LAL,26.0,69.0,5,1,2,2,4,3,3
2022,Cole Anthony,1,ORL,31.7,65.0,5,2,5,2,3,2,4
2022,OG Anunoby,3,TOR,36.0,48.0,5,3,2,2,3,3,4
2022,Ryan Arcidiacono,1,NYK,7.6,10.0,2,0,1,1,3,1,0
2022,Trevor Ariza,3,LAL,19.3,24.0,4,2,1,1,2,1,1
2022,D.J. Augustin,1,HOU,15.0,34.0,4,0,3,0,3,1,1
2022,D.J. Augustin,1,LAL,17.8,21.0,4,0,1,0,3,1,1
2022,Deni Avdija,3,WAS,24.2,82.0,4,3,1,2,3,2,2
2022,Joel Ayayi,2,WAS,2.9,7.0,0,0,0,0,1,1,0
2022,Deandre Ayton,5,PHO,29.5,58.0,3,3,2,5,4,3,4
2022,Udoka Azubuike,5,UTA,11.5,17.0,1,1,1,4,5,2,0
2022,Marvin Bagley III,4,SAC,22.1,30.0,3,0,2,4,3,2,2
2022,Marvin Bagley III,4,DET,27.2,18.0,3,2,2,4,4,2,4
2022,LaMelo Ball,1,CHO,32.3,75.0,5,3,5,2,4,3,4
2022,Lonzo Ball,1,CHI,34.6,35.0,5,3,3,2,4,2,3
2022,Mo Bamba,5,ORL,25.7,71.0,4,4,1,5,4,3,3
2022,Desmond Bane,2,MEM,29.8,76.0,5,3,2,2,4,3,4
2022,Dalano Banton,1,TOR,10.9,64.0,3,2,3,1,3,1,0
2022,Cat Barber,1,ATL,4.3,3.0,0,0,3,0,0,0,0
2022,Harrison Barnes,4,SAC,33.5,77.0,5,2,2,2,4,3,4
2022,Scottie Barnes,4,TOR,35.4,74.0,3,3,3,2,4,3,4
2022,RJ Barrett,3,NYK,34.5,70.0,5,2,2,2,3,2,4
2022,Will Barton,2,DEN,32.1,71.0,5,3,3,2,3,2,3
2022,Paris Bass,3,PHO,3.5,2.0,5,2,2,3,2,0,0
2022,Charles Bassey,5,PHI,7.3,23.0,1,1,1,4,4,2,0
2022,Keita Bates-Diop,3,SAS,16.2,59.0,3,2,1,1,3,2,1
2022,Nicolas Batum,4,LAC,24.8,59.0,4,3,1,2,4,3,3
2022,Kent Bazemore,3,LAL,14.0,39.0,4,2,1,1,2,1,0
2022,Darius Bazley,4,OKC,27.9,69.0,3,3,1,5,3,2,2
2022,Bradley Beal,2,WAS,36.0,40.0,5,2,5,1,4,2,5
2022,Malik Beasley,2,MIN,25.0,79.0,5,2,2,1,3,2,3
2022,Jordan Bell,5,CHI,2.0,1.0,0,5,0,3,1,1,0
2022,DeAndre' Bembry,3,BRK,19.8,48.0,3,3,1,2,4,2,1
2022,DeAndre' Bembry,3,MIL,9.6,8.0,0,2,1,1,2,1,0
2022,Dāvis Bertāns,4,WAS,14.7,34.0,4,0,2,1,3,1,1
2022,Dāvis Bertāns,4,DAL,13.9,22.0,4,2,2,1,3,2,1
2022,Patrick Beverley,1,MIN,25.4,58.0,4,3,3,2,3,3,3
2022,Saddiq Bey,3,DET,33.0,82.0,5,2,2,2,3,3,4
2022,Khem Birch,5,TOR,18.0,55.0,1,1,1,4,3,2,0
2022,Goga Bitadze,5,IND,14.6,50.0,3,1,2,4,4,2,2
2022,Bismack Biyombo,5,PHO,14.1,36.0,1,1,1,4,4,2,2
2022,Nemanja Bjelica,5,GSW,16.1,71.0,3,3,3,2,4,2,1
2022,Eric Bledsoe,1,LAC,25.2,54.0,3,3,3,2,3,2,2
2022,Keljin Blevins,3,POR,11.3,31.0,4,0,1,0,2,1,0
2022,Bogdan Bogdanović,2,ATL,29.3,63.0,5,2,3,2,4,3,3
2022,Bojan Bogdanović,4,UTA,30.9,69.0,5,2,2,2,4,3,4
2022,Bol Bol,4,DEN,5.8,14.0,3,0,1,1,4,2,0
2022,Leandro Bolmaro,3,MIN,6.9,35.0,3,0,1,1,2,1,0
2022,Isaac Bonga,3,TOR,4.6,15.0,3,2,1,1,2,1,0
2022,Devin Booker,2,PHO,34.5,68.0,5,3,5,2,4,5,5
2022,Brandon Boston Jr.,2,LAC,14.9,51.0,3,2,2,1,3,2,1
2022,Chris Boucher,3,TOR,21.1,80.0,3,3,2,5,4,3,2
2022,James Bouknight,2,CHO,9.8,31.0,3,0,2,0,2,1,1
2022,Avery Bradley,2,LAL,22.7,62.0,4,2,1,1,3,1,1
2022,Tony Bradley,5,CHI,10.0,55.0,1,1,1,4,4,2,0
2022,Ignas Brazdeikis,3,ORL,12.8,42.0,3,0,2,0,3,1,1
2022,Mikal Bridges,3,PHO,34.8,82.0,4,3,1,2,4,3,4
2022,Miles Bridges,4,CHO,35.5,80.0,5,3,3,2,4,3,4
2022,Oshae Brissett,3,IND,23.3,67.0,4,2,1,2,3,2,2
2022,Malcolm Brogdon,1,IND,33.5,36.0,5,2,5,1,4,3,4
2022,Armoni Brooks,2,HOU,16.8,41.0,4,2,2,1,3,1,1
2022,Armoni Brooks,1,TOR,11.8,13.0,4,2,1,1,2,1,0
2022,Dillon Brooks,3,MEM,27.7,32.0,5,2,2,1,3,2,4
2022,Bruce Brown,3,BRK,24.6,72.0,3,3,1,2,4,3,2
2022,Charlie Brown Jr.,2,DAL,5.0,3.0,2,1,0,1,1,1,0
2022,Charlie Brown Jr.,2,PHI,8.5,19.0,1,2,1,1,2,1,0
2022,Chaundee Brown Jr.,3,LAL,10.5,2.0,2,0,1,0,0,0,0
2022,Chaundee Brown Jr.,2,ATL,27.7,3.0,4,2,0,1,3,1,3
2022,Greg Brown III,3,POR,13.3,48.0,3,1,1,4,3,1,1
2022,Jaylen Brown,3,BOS,33.6,66.0,5,3,3,2,4,3,5
2022,Moses Brown,5,DAL,6.5,26.0,1,1,2,4,4,1,0
2022,Moses Brown,5,CLE,12.6,14.0,1,1,2,4,4,2,2
2022,Sterling Brown,2,DAL,12.8,49.0,4,2,1,1,3,1,0
2022,Troy Brown Jr.,3,CHI,16.0,66.0,4,2,1,1,3,2,1
2022,Jalen Brunson,2,DAL,31.9,79.0,3,3,3,2,4,3,4
2022,Thomas Bryant,5,WAS,16.3,27.0,3,1,2,4,4,2,2
2022,Shaq Buchanan,2,MEM,5.0,2.0,2,2,4,1,2,0,0
2022,Reggie Bullock,3,DAL,28.0,68.0,4,2,1,2,3,2,3
2022,Trey Burke,1,DAL,10.5,42.0,3,0,2,0,3,2,1
2022,Alec Burks,2,NYK,28.6,81.0,5,3,3,2,3,3,3
2022,Jared Butler,2,UTA,8.6,42.0,4,2,3,1,3,2,1
2022,Jimmy Butler,3,MIA,33.9,57.0,3,3,5,2,4,5,5
2022,Devontae Cacok,4,SAS,8.1,15.0,1,1,1,4,4,2,0
2022,Kentavious Caldwell-Pope,2,WAS,30.2,77.0,5,2,2,2,3,2,3
2022,Facundo Campazzo,1,DEN,18.2,65.0,4,3,3,1,3,2,1
2022,Vlatko Čančar,4,DEN,11.7,15.0,3,0,1,1,4,2,1
2022,Devin Cannady,1,ORL,29.0,5.0,5,2,1,1,3,1,3
2022,Clint Capela,5,ATL,27.6,74.0,1,4,1,5,4,3,2
2022,Vernon Carey Jr.,5,CHO,4.3,4.0,1,0,2,3,4,1,0
2022,Vernon Carey Jr.,5,WAS,9.0,3.0,1,0,2,3,4,1,0
2022,Jevon Carter,1,BRK,12.0,46.0,4,0,1,1,2,1,1
2022,Jevon Carter,1,MIL,17.7,20.0,4,2,1,1,4,2,1
2022,Wendell Carter Jr.,4,ORL,29.9,62.0,3,3,3,5,4,3,4
2022,Alex Caruso,2,CHI,28.0,41.0,4,3,3,2,3,2,1
2022,Willie Cauley-Stein,5,DAL,9.8,18.0,3,2,1,1,3,1,0
2022,Willie Cauley-Stein,5,PHI,3.0,2.0,0,2,0,1,1,1,0
2022,Ahmad Caver,2,IND,1.0,1.0,1,2,2,1,5,4,0
2022,Justin Champagnie,3,TOR,7.8,36.0,4,0,1,1,3,2,0
2022,Zylan Cheatham,3,UTA,5.0,1.0,2,0,2,0,0,0,0
2022,Chris Chiozza,1,GSW,10.9,34.0,4,2,3,1,2,1,0
2022,Marquese Chriss,4,DAL,10.2,34.0,3,1,2,4,3,2,0
2022,Josh Christopher,2,HOU,18.0,74.0,3,2,3,1,3,2,2
2022,Gary Clark,4,NOP,9.9,38.0,4,2,1,1,3,2,0
2022,Brandon Clarke,4,MEM,19.5,64.0,1,4,2,5,4,3,2
2022,Jordan Clarkson,2,UTA,27.1,79.0,5,2,2,2,3,3,4
2022,Nic Claxton,5,BRK,20.7,47.0,1,1,1,4,4,3,2
2022,Amir Coffey,2,LAC,22.7,69.0,4,2,1,2,4,3,3
2022,John Collins,4,ATL,30.8,54.0,3,1,2,5,4,3,4
2022,Zach Collins,5,SAS,17.9,28.0,3,1,3,4,4,2,2
2022,Darren Collison,1,LAL,12.3,3.0,0,0,1,0,2,1,0
2022,Mike Conley,1,UTA,28.6,72.0,5,3,5,2,4,3,3
2022,Pat Connaughton,3,MIL,26.0,65.0,4,2,1,2,4,3,3
2022,Tyler Cook,4,CHI,10.0,20.0,1,0,1,1,4,1,0
2022,Sharife Cooper,1,ATL,3.0,13.0,2,0,3,0,2,0,0
2022,Petr Cornelie,4,DEN,2.9,13.0,3,0,2,3,2,1,0
2022,DeMarcus Cousins,5,MIL,16.9,17.0,3,2,2,4,4,2,2
2022,DeMarcus Cousins,5,DEN,13.9,31.0,5,1,3,4,4,2,2
2022,Robert Covington,4,POR,29.8,48.0,4,4,1,5,3,1,1
2022,Robert Covington,4,LAC,22.1,23.0,4,4,1,4,4,2,3
2022,Torrey Craig,3,IND,20.3,51.0,4,2,1,1,3,2,1
2022,Torrey Craig,3,PHO,20.8,27.0,4,1,1,2,3,2,1
2022,Jae Crowder,4,PHO,28.1,67.0,4,3,1,2,3,3,3
2022,Jarrett Culver,2,MEM,9.1,37.0,3,2,2,1,2,1,0
2022,Jarron Cumberland,2,POR,4.0,3.0,0,0,0,1,3,1,0
2022,Cade Cunningham,2,DET,32.6,64.0,5,3,5,2,3,2,4
2022,Seth Curry,2,PHI,34.8,45.0,5,2,3,1,4,2,3
2022,Seth Curry,2,BRK,29.9,19.0,5,2,2,1,4,2,3
2022,Stephen Curry,1,GSW,34.5,64.0,5,3,5,2,4,5,5
2022,Anthony Davis,5,LAL,35.1,40.0,3,4,2,5,4,3,5
2022,Ed Davis,5,CLE,6.5,31.0,0,1,1,4,4,1,0
2022,Terence Davis,2,SAC,17.9,30.0,5,2,2,1,3,2,3
2022,Gabriel Deck,4,OKC,8.0,7.0,2,0,1,0,4,1,0
2022,Dewayne Dedmon,5,MIA,15.9,67.0,3,1,1,4,4,2,2
2022,Sam Dekker,4,TOR,1.0,1.0,0,0,0,0,1,1,0
2022,Javin DeLaurier,5,MIL,3.0,1.0,0,5,0,1,1,1,0
2022,DeMar DeRozan,4,CHI,36.1,76.0,3,3,5,2,4,5,5
2022,Mamadi Diakite,4,OKC,14.5,13.0,1,1,1,4,3,1,0
2022,Cheick Diallo,5,DET,10.3,3.0,1,0,1,1,3,1,0
2022,Hamidou Diallo,2,DET,21.9,58.0,3,3,2,2,4,2,2
2022,Gorgui Dieng,5,ATL,8.4,44.0,4,1,1,4,4,2,0
2022,Spencer Dinwiddie,1,WAS,30.2,44.0,5,2,5,1,3,2,3
2022,Spencer Dinwiddie,1,DAL,28.3,23.0,5,2,3,1,4,3,4
2022,Donte DiVincenzo,2,MIL,20.1,17.0,4,2,1,1,2,1,1
2022,Donte DiVincenzo,2,SAC,26.6,25.0,5,2,3,1,3,2,3
2022,Luka Dončić,1,DAL,35.4,65.0,5,3,5,5,4,5,5
2022,Luguentz Dort,2,OKC,32.6,51.0,5,2,2,2,3,2,4
2022,Ayo Dosunmu,2,CHI,27.4,77.0,3,2,3,1,3,2,2
2022,Damyean Dotson,2,NYK,10.5,2.0,0,0,0,0,3,1,0
2022,Devon Dotson,1,CHI,7.7,11.0,3,0,3,0,3,1,0
2022,Sekou Doumbouya,4,LAL,8.0,2.0,3,4,2,4,5,4,2
2022,Jeff Dowtin,1,GSW,7.0,4.0,0,1,1,1,3,1,0
2022,Jeff Dowtin,1,MIL,3.0,1.0,2,0,0,0,0,0,0
2022,Jeff Dowtin,1,ORL,19.3,4.0,3,2,1,1,2,1,0
2022,PJ Dozier,2,DEN,18.9,18.0,4,2,1,1,3,1,1
2022,Goran Dragić,1,TOR,18.0,5.0,3,2,2,1,3,2,2
2022,Goran Dragić,1,BRK,25.5,16.0,3,2,3,1,2,1,1
2022,Andre Drummond,5,PHI,18.4,49.0,1,3,3,5,4,2,2
2022,Andre Drummond,5,BRK,22.3,24.0,1,1,2,5,4,2,2
2022,Chris Duarte,2,IND,28.0,55.0,5,2,2,1,3,2,3
2022,David Duke Jr.,1,BRK,15.5,22.0,3,2,1,1,2,1,1
2022,Kris Dunn,1,POR,24.0,14.0,1,2,5,1,3,1,2
2022,Kevin Durant,4,BRK,37.2,55.0,5,3,5,2,4,5,5
2022,Jaime Echenique,5,WAS,3.0,1.0,0,0,0,0,1,1,0
2022,Anthony Edwards,2,MIN,34.3,72.0,5,3,3,2,4,3,4
2022,Carsen Edwards,2,DET,19.8,4.0,4,0,3,0,2,1,1
2022,Kessler Edwards,3,BRK,20.6,48.0,4,1,1,1,3,1,1
2022,Rob Edwards,2,OKC,5.5,2.0,2,0,1,1,2,1,0
2022,CJ Elleby,3,POR,20.2,58.0,3,2,1,1,3,1,1
2022,Wayne Ellington,2,LAL,18.8,43.0,4,2,1,1,3,2,1
2022,Joel Embiid,5,PHI,33.8,68.0,5,4,5,5,4,5,5
2022,James Ennis III,3,BRK,7.0,2.0,2,1,2,4,2,2,0
2022,James Ennis III,3,LAC,14.0,2.0,3,1,2,1,5,2,2
2022,James Ennis III,3,DEN,4.7,3.0,2,0,3,0,2,1,0
2022,Drew Eubanks,5,SAS,12.1,49.0,1,1,1,4,4,2,0
2022,Drew Eubanks,5,POR,29.5,22.0,3,2,1,4,4,2,4
2022,Tacko Fall,5,CLE,5.4,11.0,0,1,1,4,2,1,0
2022,Derrick Favors,5,OKC,16.7,39.0,1,2,0,4,3,2,2
2022,Bruno Fernando,5,BOS,2.9,20.0,3,1,1,4,3,1,0
2022,Bruno Fernando,5,HOU,9.4,10.0,1,1,2,4,5,2,2
2022,Dorian Finney-Smith,4,DAL,33.1,80.0,4,3,1,2,4,3,3
2022,Malik Fitts,4,UTA,5.0,7.0,2,0,1,1,2,1,0
2022,Malik Fitts,4,BOS,3.5,8.0,2,0,0,1,5,4,0
2022,Malachi Flynn,1,TOR,12.2,44.0,4,2,2,1,3,2,1
2022,Bryn Forbes,2,SAS,16.9,40.0,5,0,2,0,3,2,3
2022,Bryn Forbes,2,DEN,17.4,35.0,5,0,2,0,3,2,3
2022,Aleem Ford,3,ORL,14.8,5.0,2,0,1,1,2,1,0
2022,Trent Forrest,1,UTA,12.8,60.0,1,2,3,1,3,2,0
2022,Evan Fournier,2,NYK,29.5,80.0,5,3,2,2,3,3,3
2022,De'Aaron Fox,1,SAC,35.3,59.0,5,2,5,1,4,2,5
2022,Melvin Frazier,2,OKC,40.0,3.0,1,0,2,0,2,0,2
2022,Tim Frazier,1,ORL,20.0,10.0,3,0,3,0,2,1,0
2022,Tim Frazier,1,CLE,4.0,2.0,0,0,4,0,2,0,0
2022,Enes Freedom,5,BOS,11.7,35.0,3,1,1,4,4,2,0
2022,Markelle Fultz,1,ORL,20.0,18.0,3,2,5,1,4,2,2
2022,Wenyen Gabriel,4,BRK,1.0,1.0,0,0,0,4,1,1,0
2022,Wenyen Gabriel,4,LAC,7.7,6.0,3,1,1,4,3,1,0
2022,Wenyen Gabriel,4,LAL,16.4,19.0,3,1,1,4,3,1,2
2022,Daniel Gafford,5,WAS,20.1,72.0,1,4,1,5,5,3,2
2022,Danilo Gallinari,4,ATL,25.3,66.0,5,2,2,1,4,3,3
2022,Langston Galloway,2,BRK,14.5,4.0,2,0,1,0,2,1,0
2022,Langston Galloway,2,MIL,16.3,3.0,2,0,1,1,1,1,0
2022,Darius Garland,1,CLE,35.7,68.0,5,3,5,2,4,3,4
2022,Marcus Garrett,2,MIA,10.7,12.0,0,1,0,1,2,1,0
2022,Usman Garuba,4,HOU,10.0,24.0,4,1,1,4,3,1,0
2022,Luka Garza,5,DET,12.2,32.0,3,0,2,1,3,2,1
2022,Rudy Gay,4,UTA,18.9,55.0,4,2,2,2,3,2,1
2022,Paul George,4,LAC,34.7,31.0,5,3,5,2,4,2,5
2022,Taj Gibson,5,NYK,18.2,52.0,3,1,1,4,3,2,1
2022,Josh Giddey,3,OKC,31.5,54.0,3,3,5,2,3,2,2
2022,Shai Gilgeous-Alexander,1,OKC,34.7,56.0,5,3,5,2,4,3,5
2022,Anthony Gill,4,WAS,10.5,44.0,3,0,1,1,4,2,0
2022,Freddie Gillespie,4,ORL,13.2,9.0,1,1,1,4,2,1,0
2022,Rudy Gobert,5,UTA,32.1,66.0,1,4,1,5,5,5,4
2022,Brandon Goodwin,1,CLE,13.9,36.0,3,2,3,1,3,2,1
2022,Jordan Goodwin,2,WAS,3.0,2.0,2,0,2,0,0,0,0
2022,Aaron Gordon,4,DEN,31.7,75.0,3,3,2,2,4,3,4
2022,Eric Gordon,2,HOU,29.3,57.0,5,0,3,0,4,2,3
2022,Devonte' Graham,1,NOP,28.4,76.0,5,2,3,1,3,2,3
2022,Jerami Grant,4,DET,31.9,47.0,5,1,2,2,4,2,4
2022,Hassani Gravett,1,ORL,21.4,8.0,4,2,3,1,3,1,1
2022,Danny Green,3,PHI,21.8,62.0,4,3,1,2,3,2,1
2022,Draymond Green,4,GSW,28.9,46.0,3,4,5,5,4,3,2
2022,Jalen Green,2,HOU,31.9,67.0,5,2,2,1,3,2,4
2022,JaMychal Green,4,DEN,16.2,67.0,3,2,1,2,4,2,1
2022,Javonte Green,3,CHI,23.4,65.0,3,3,1,2,4,3,2
2022,Jeff Green,4,DEN,24.7,75.0,3,2,1,1,4,2,2
2022,Josh Green,2,DAL,15.5,67.0,3,2,1,1,3,2,1
2022,Blake Griffin,5,BRK,17.1,56.0,3,2,1,1,3,2,1
2022,Quentin Grimes,2,NYK,17.1,46.0,4,2,1,1,3,2,1
2022,Kyle Guy,2,MIA,9.8,19.0,4,2,2,1,3,2,1
2022,Rui Hachimura,4,WAS,22.5,42.0,3,2,2,1,4,2,3
2022,Tyrese Haliburton,2,SAC,34.5,51.0,5,3,5,2,4,3,3
2022,Tyrese Haliburton,1,IND,36.1,26.0,5,3,5,1,4,3,4
2022,Tyler Hall,2,NYK,2.0,1.0,0,0,0,0,1,1,0
2022,R.J. Hampton,2,ORL,21.9,64.0,3,2,3,1,3,1,1
2022,Tim Hardaway Jr.,2,DAL,29.6,42.0,5,2,2,2,3,2,3
2022,James Harden,1,BRK,37.0,44.0,5,3,5,2,4,3,5
2022,James Harden,1,PHI,37.7,21.0,5,2,5,2,4,3,5
2022,Maurice Harkless,3,SAC,18.4,47.0,4,1,1,1,3,1,1
2022,Jared Harper,1,NOP,8.6,5.0,5,2,5,1,5,4,1
2022,Montrezl Harrell,5,WAS,24.3,46.0,3,1,2,4,5,3,4
2022,Montrezl Harrell,5,CHO,21.0,25.0,1,1,2,4,4,2,2
2022,Gary Harris,2,ORL,28.4,61.0,4,2,1,1,3,2,3
2022,Joe Harris,3,BRK,30.2,14.0,5,2,1,1,3,2,3
2022,Tobias Harris,4,PHI,34.8,73.0,3,3,3,2,4,3,4
2022,Shaquille Harrison,2,BRK,11.5,2.0,0,1,3,1,2,1,0
2022,Josh Hart,2,NOP,33.5,41.0,3,3,3,2,4,3,4
2022,Josh Hart,2,POR,32.1,13.0,5,2,3,1,4,2,4
2022,Isaiah Hartenstein,5,LAC,17.9,68.0,3,4,3,5,4,3,2
2022,Udonis Haslem,5,MIA,6.4,13.0,3,0,2,1,3,1,0
2022,Sam Hauser,3,BOS,6.1,26.0,2,0,0,1,4,2,0
2022,Jaxson Hayes,5,NOP,20.0,70.0,3,1,1,4,4,3,2
2022,Killian Hayes,1,DET,25.0,66.0,3,3,3,2,3,1,1
2022,Gordon Hayward,3,CHO,31.9,49.0,5,2,3,2,4,2,4
2022,Aaron Henry,3,PHI,2.8,6.0,0,1,4,4,0,0,0
2022,Juancho Hernangómez,4,BOS,5.3,18.0,4,0,1,1,2,1,0
2022,Juancho Hernangómez,4,SAS,10.2,5.0,1,0,1,1,2,1,0
2022,Juancho Hernangómez,4,UTA,17.5,17.0,4,2,1,1,4,2,1
2022,Willy Hernangómez,5,NOP,16.8,50.0,3,1,2,4,4,3,2
2022,Tyler Herro,2,MIA,32.6,66.0,5,3,3,2,4,3,4
2022,Buddy Hield,2,SAC,28.6,55.0,5,2,2,1,3,2,3
2022,Buddy Hield,2,IND,35.6,26.0,5,2,3,1,4,2,4
2022,Haywood Highsmith,3,MIA,8.6,19.0,4,0,0,1,2,1,0
2022,George Hill,1,MIL,23.2,54.0,4,2,1,1,3,2,1
2022,Malcolm Hill,2,ATL,15.3,3.0,4,2,0,1,5,2,1
2022,Malcolm Hill,3,CHI,10.4,16.0,4,0,0,1,3,1,0
2022,Solomon Hill,3,ATL,10.7,13.0,2,2,0,1,1,1,0
2022,Nate Hinton,2,IND,1.0,2.0,1,0,4,0,0,0,0
2022,Jaylen Hoard,3,OKC,34.3,7.0,3,1,2,5,4,2,4
2022,Aaron Holiday,1,WAS,16.2,41.0,3,2,3,1,3,2,1
2022,Aaron Holiday,1,PHO,16.3,22.0,3,2,3,1,3,2,1
2022,Jrue Holiday,1,MIL,33.0,67.0,5,3,5,2,4,3,4
2022,Justin Holiday,3,IND,28.9,49.0,5,2,1,1,3,2,3
2022,Justin Holiday,2,SAC,25.6,25.0,4,1,1,1,3,1,3
2022,Richaun Holmes,5,SAC,23.9,45.0,3,1,1,4,4,3,2
2022,Rodney Hood,4,MIL,14.9,39.0,4,2,0,1,2,1,0
2022,Rodney Hood,3,LAC,9.8,13.0,4,0,1,1,3,1,0
2022,Scotty Hopson,2,OKC,18.0,1.0,0,0,4,0,2,1,0
2022,Al Horford,5,BOS,29.1,69.0,4,4,3,5,4,3,3
2022,Talen Horton-Tucker,2,LAL,25.2,60.0,3,3,3,2,3,2,2
2022,Danuel House Jr.,3,HOU,14.6,16.0,3,0,1,1,2,1,1
2022,Danuel House Jr.,3,NYK,3.0,1.0,2,0,0,0,0,0,0
2022,Danuel House Jr.,3,UTA,19.6,25.0,4,1,1,1,4,2,1
2022,Dwight Howard,5,LAL,16.2,60.0,3,1,1,4,4,3,2
2022,Markus Howard,2,DEN,5.7,31.0,5,0,2,0,4,2,1
2022,Kevin Huerter,3,ATL,29.6,74.0,5,2,3,1,3,2,3
2022,Jay Huff,5,LAL,5.0,4.0,2,1,1,1,1,1,0
2022,Elijah Hughes,3,UTA,8.0,14.0,4,2,1,1,3,2,0
2022,Elijah Hughes,2,POR,14.6,22.0,4,0,1,1,2,1,1
2022,Feron Hunt,3,NYK,4.0,2.0,0,2,4,1,1,1,0
2022,De'Andre Hunter,3,ATL,29.8,53.0,3,2,2,1,3,2,4
2022,Chandler Hutchison,3,PHO,3.7,6.0,1,0,4,1,3,1,0
2022,Bones Hyland,2,DEN,19.0,69.0,5,2,3,1,3,2,3
2022,Serge Ibaka,5,LAC,15.4,35.0,3,1,2,4,4,2,1
2022,Serge Ibaka,5,MIL,17.8,19.0,3,1,1,4,4,2,1
2022,Andre Iguodala,3,GSW,19.5,31.0,4,3,3,2,3,2,0
2022,Joe Ingles,3,UTA,24.9,45.0,4,2,3,1,3,2,1
2022,Brandon Ingram,3,NOP,34.0,55.0,5,2,5,2,4,3,5
2022,Kyrie Irving,1,BRK,37.6,29.0,5,3,5,2,4,3,5
2022,Wes Iwundu,3,ATL,27.3,3.0,3,0,0,0,3,1,1
2022,Frank Jackson,1,DET,22.0,53.0,5,2,2,0,3,2,3
2022,Isaiah Jackson,5,IND,15.0,36.0,3,4,2,4,4,2,2
2022,Jaren Jackson Jr.,4,MEM,27.3,78.0,5,4,2,5,4,3,4
2022,Josh Jackson,3,DET,18.1,39.0,3,1,2,1,3,1,1
2022,Josh Jackson,3,SAC,10.3,12.0,3,1,2,1,2,1,1
2022,Justin Jackson,3,BOS,2.0,1.0,1,0,2,0,2,2,0
2022,Justin Jackson,3,PHO,5.8,6.0,2,0,2,1,3,2,0
2022,Reggie Jackson,2,LAC,31.2,75.0,5,2,5,2,3,2,4
2022,LeBron James,5,LAL,37.2,56.0,5,3,5,5,4,5,5
2022,DeJon Jarreau,2,IND,1.0,1.0,0,0,0,0,1,1,0
2022,DaQuan Jeffries,2,MEM,3.0,3.0,0,0,0,1,3,1,0
2022,Ty Jerome,2,OKC,16.7,48.0,4,2,3,1,3,2,1
2022,Isaiah Joe,2,PHI,11.1,55.0,4,0,1,0,3,1,1
2022,Alize Johnson,4,CHI,7.6,16.0,1,0,1,1,3,1,0
2022,Alize Johnson,4,WAS,6.0,3.0,2,0,4,3,2,0,0
2022,Alize Johnson,4,NOP,7.0,4.0,1,0,2,3,2,2,0
2022,B.J. Johnson,3,ORL,16.3,4.0,2,0,0,1,3,2,1
2022,Cameron Johnson,4,PHO,26.2,66.0,5,3,2,2,4,3,3
2022,David Johnson,2,TOR,1.0,2.0,2,0,2,0,0,0,0
2022,Jalen Johnson,4,ATL,5.5,22.0,3,0,1,1,3,1,0
2022,James Johnson,4,BRK,19.2,62.0,3,1,1,2,3,2,1
2022,Joe Johnson,2,BOS,2.0,1.0,0,0,2,1,5,4,0
2022,Keldon Johnson,3,SAS,31.9,75.0,5,2,2,2,4,3,4
2022,Keon Johnson,2,LAC,9.0,15.0,3,2,2,1,2,1,0
2022,Keon Johnson,2,POR,25.5,22.0,5,2,3,1,2,1,3
2022,Stanley Johnson,4,LAL,22.8,48.0,4,2,1,1,3,1,1
2022,Tyler Johnson,1,PHI,12.7,3.0,2,1,1,1,3,1,1
2022,Tyler Johnson,1,SAS,17.7,3.0,2,1,1,1,2,1,0
2022,Nikola Jokić,5,DEN,33.5,74.0,5,3,5,5,5,5,5
2022,Carlik Jones,1,DAL,6.3,3.0,1,0,3,0,1,0,0
2022,Carlik Jones,1,DEN,2.0,2.0,0,0,2,0,3,1,0
2022,Damian Jones,5,SAC,18.2,56.0,3,1,1,4,4,3,2
2022,Derrick Jones Jr.,4,CHI,17.6,51.0,3,1,1,4,4,2,1
2022,Herbert Jones,4,NOP,29.9,78.0,3,3,1,2,3,3,2
2022,Jemerrio Jones,3,LAL,7.5,2.0,0,2,0,1,4,1,0
2022,Kai Jones,5,CHO,3.0,21.0,3,0,1,1,4,1,0
2022,Mason Jones,2,LAL,12.8,4.0,3,2,2,1,4,2,2
